Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Steelix,65.8,steel,ground,98.4,185.2,124,2260578,23.5,Dragon Tail,Earthquake,Crunch,8,5,5,75000
Simipour,65.6,water,none,136.6,94.5,126,1627774,23.5,Water Gun,Surf,Crunch,14,15,3,50000
Suicune,65.4,water,none,107.4,141.9,137,2089025,18.5,Snarl,Hydro Pump,Ice Beam,6,5,20,100000
Bronzong,65,steel,psychic,111.3,151.8,119,2010401,25.5,Confusion,Psyshock,Payback,4,5,3,50000
Sharpedo,65,water,dark,166.6,64.8,124,1338010,25.5,Waterfall,Crunch,Poison Fang,6,5,3,50000
Bisharp,64.9,dark,steel,139.2,111.5,103,1598638,19.5,Snarl,Dark Pulse,X-Scissor,4,3,5,75000
Pawniard,64.8,dark,steel,132,107.8,118,1678084,49,Fury Cutter,Night Slash,X-Scissor,9,9,5,75000
Tyrunt,64.5,rock,dragon,127.6,106.3,129,1749486,39.5,Dragon Tail,Dragon Claw,Ancient Power,4,5,5,75000
Croconaw,64.2,water,none,118.8,118.8,134,1891327,35,Water Gun,Crunch,Ice Punch,15,14,3,10000
Qwilfish,64.1,water,poison,130.5,105.5,123,1693578,27,Poison Sting,Aqua Tail,Sludge Wave,4,8,3,50000
Tirtouga,64,water,rock,113.9,132,130,1955087,47,Water Gun,Surf,Body Slam,14,12,5,75000
Lycanroc (Midnight),63.7,rock,none,134.3,101,123,1668138,20.5,Counter,Crunch,Stone Edge,7,8,5,50000
Sandshrew (Alolan) (Shadow),63.6,ice,steel,117.6,121,127,1807853,50,Powder Snow,Night Slash,Gyro Ball,5,8,3,50000
Basculin,63.5,water,none,134,96.5,129,1667480,27,Water Gun,Aqua Tail,Muddy Water,12,12,1,10000
Prinplup,63.5,water,none,119.1,116,136,1878103,37,Bubble,Icy Wind,Hydro Pump,5,7,3,10000
Greninja,63.3,water,dark,139.6,101.6,113,1602682,21,Bubble,Night Slash,Surf,4,4,3,10000
Seaking,63.3,water,none,123.1,105.9,140,1825075,26.5,Waterfall,Drill Run,Icy Wind,6,6,3,50000
Omastar,63.2,rock,water,126.1,128.4,109,1764728,20,Mud Shot,Rock Slide,Hydro Pump,5,9,5,75000
Klinklang,63.1,steel,none,124.9,140.2,102,1785632,21,Thunder Shock,Zap Cannon,Mirror Shot,9,4,5,75000
Lumineon,63,water,none,109.5,137.2,136,2042625,33,Water Gun,Silver Wind,Water Pulse,15,20,3,50000
Magcargo,63,fire,rock,110.2,157.9,116,2017737,36.5,Incinerate,Stone Edge,Overheat,3,3,1,10000
Jirachi,62.9,steel,psychic,120.5,119.4,129,1855163,16.5,Confusion,Doom Desire,Psychic,4,5,20,100000
Relicanth,62.9,water,rock,105.2,137.5,147,2126096,22.5,Water Gun,Aqua Tail,Ancient Power,12,15,5,75000
Wartortle (Shadow),62.9,water,none,107.9,137.8,139,2067932,48,Water Gun,Hydro Pump,Aqua Jet,25,15,3,10000
Chinchou,62.7,water,electric,101.7,94.1,164,1569336,50,Spark,Thunderbolt,Bubble Beam,7,5,3,50000
Probopass,62.6,rock,steel,96.8,200,119,2305422,28,Spark,Rock Slide,Magnet Bomb,6,6,3,50000
Probopass (Shadow),62.6,rock,steel,96.8,200,119,2305422,28,Spark,Rock Slide,Thunderbolt,6,7,3,50000
Graveler (Alolan),62,rock,electric,123.4,124.9,118,1819319,30.5,Volt Switch,Rock Blast,Stone Edge,3,4,1,10000
Dugtrio (Alolan),61.6,ground,steel,148.9,111.5,90,1494460,29,Mud Slap,Mud Bomb,Earthquake,5,9,3,50000
Sandshrew (Alolan),61.6,ice,steel,117.6,121,127,1807853,50,Powder Snow,Night Slash,Gyro Ball,5,8,3,50000
Carracosta,61.4,water,rock,121.8,127.9,118,1839109,21,Water Gun,Surf,Body Slam,14,12,5,75000
Clamperl,61.3,water,none,124.4,126,105,1645929,50,Water Gun,Body Slam,Water Pulse,12,20,3,50000
Suicune (Shadow),61,water,none,107.4,141.9,137,2089025,18.5,Snarl,Hydro Pump,Ice Beam,6,5,20,100000
Slowpoke,60.3,water,psychic,104.2,95,186,1840271,50,Confusion,Psyshock,Water Pulse,4,5,3,50000
Shellos,60.1,water,none,99.2,100.8,166,1659740,50,Mud Slap,Mud Bomb,Body Slam,5,5,3,50000
Golem (Alolan),60,rock,electric,125.2,121.7,117,1782513,19,Volt Switch,Rock Blast,Stone Edge,3,4,1,10000
Omastar (Shadow),59.9,rock,water,126.1,128.4,109,1764728,20,Mud Shot,Rock Slide,Hydro Pump,5,9,5,75000
Brionne,59,water,none,124.8,115.4,123,1770908,29.5,Water Gun,Disarming Voice,Aqua Jet,15,15,3,10000
Frogadier,58.6,water,none,135.4,99.2,123,1653012,39.5,Bubble,Surf,Aerial Ace,4,5,3,10000
Skrelp,58.3,poison,water,104.2,104.2,127,1378846,50,Water Gun,Aqua Tail,Sludge Bomb,12,17,3,50000
Cloyster (Shadow),57.7,water,ice,119.7,166,94,1867851,22,Ice Shard,Avalanche,Hydro Pump,5,8,3,50000
Amaura,57.3,rock,ice,114.3,104.2,164,1952869,50,Powder Snow,Weather Ball (Ice),Thunderbolt,5,7,5,75000
Aurorus,57.3,rock,ice,114.1,105.7,163,1966639,20,Powder Snow,Weather Ball (Ice),Thunderbolt,5,7,5,75000
Geodude (Alolan),57.3,rock,electric,123.5,123.5,113,1724177,50,Volt Switch,Thunderbolt,Rock Slide,4,3,1,10000
Cloyster,57.2,water,ice,119.7,166,94,1867851,22,Ice Shard,Avalanche,Hydro Pump,5,8,3,50000
Crustle,57.2,bug,rock,120.9,134.1,114,1848465,22,Smack Down,X-Scissor,Rock Slide,5,6,1,10000
Slowbro,56.8,water,psychic,113.4,120.9,143,1961133,22,Confusion,Psychic,Water Pulse,5,5,3,50000
Frillish,56.7,water,ghost,109.2,125.2,135,1846427,50,Hex,Ominous Wind,Ice Beam,4,5,3,50000
Tentacruel,56.6,water,poison,110.1,139.9,132,2032660,23.5,Poison Jab,Acid Spray,Hydro Pump,7,11,3,50000
Armaldo (Shadow),56.5,rock,bug,133.3,110.9,113,1670643,19.5,Fury Cutter,Rock Blast,Cross Poison,10,9,3,50000
Slowking,56.3,water,psychic,113.4,120.9,143,1961133,22,Confusion,Psychic,Fire Blast,5,7,3,50000
Seel,56.2,water,none,84,114.3,149,1430849,50,Water Gun,Aqua Tail,Icy Wind,12,15,3,50000
Omanyte (Shadow),55.9,rock,water,129.2,131.7,102,1735737,44.5,Mud Shot,Rock Blast,Brine,5,6,5,75000
Omanyte,55.6,rock,water,129.2,131.7,102,1735737,44.5,Mud Shot,Rock Blast,Brine,5,6,5,75000
Slowpoke (Shadow),55.6,water,psychic,104.2,95,186,1840271,50,Confusion,Psyshock,Water Pulse,4,5,3,50000
Popplio,55.4,water,none,113.4,99.2,127,1428526,50,Water Gun,Aqua Tail,Aqua Jet,12,15,3,10000
Archen,54.9,rock,flying,160.1,76,115,1399059,31,Wing Attack,Crunch,Dragon Claw,7,5,5,75000
Archeops,54.3,rock,flying,160.6,81.4,106,1385816,16.5,Wing Attack,Crunch,Dragon Claw,7,5,5,75000
Metagross,54.1,steel,psychic,132.8,123.6,102,1674069,14.5,Bullet Punch,Meteor Mash,Earthquake,8,10,5,75000
Slowking (Shadow),54.1,water,psychic,113.4,120.9,143,1961133,22,Confusion,Psychic,Fire Blast,5,7,3,50000
Aerodactyl (Shadow),54,rock,flying,135,103.9,118,1656037,20,Rock Throw,Rock Slide,Earth Power,9,11,5,75000
Totodile (Shadow),53.9,water,none,110.9,104.2,127,1467804,50,Water Gun,Crunch,Aqua Jet,15,15,3,10000
Dwebble,53.7,bug,rock,111.8,120.2,127,1705533,50,Smack Down,X-Scissor,Rock Blast,5,5,1,10000
Metagross (Shadow),53.7,steel,psychic,132.8,123.6,102,1674069,14.5,Bullet Punch,Meteor Mash,Earthquake,8,10,5,75000
Slowbro (Shadow),53.7,water,psychic,113.4,120.9,143,1961133,22,Confusion,Psychic,Water Pulse,5,5,3,50000
Rhyperior,53.4,ground,rock,126.8,105.5,132,1766090,15,Mud Slap,Superpower,Rock Wrecker,5,7,3,50000
Kabutops,53.3,rock,water,135.5,121,100,1638836,20.5,Mud Shot,Stone Edge,Ancient Power,7,5,5,75000
Floatzel,52.7,water,none,143.8,81.1,133,1551619,22.5,Waterfall,Hydro Pump,Aqua Jet,10,6,3,50000
Corsola,52.3,water,rock,109.3,141.6,133,2057200,47.5,Bubble,Rock Blast,Bubble Beam,4,4,3,50000
Graveler,52.1,rock,ground,123.4,124.9,118,1819319,30.5,Mud Shot,Rock Slide,Rock Blast,5,5,1,10000
Totodile,52.1,water,none,110.9,104.2,127,1467804,50,Water Gun,Crunch,Aqua Jet,15,15,3,10000
Primarina,52,water,fairy,131.9,116.8,110,1694382,17.5,Waterfall,Moonblast,Hydro Pump,8,10,3,10000
Rhyhorn,52,ground,rock,113.4,110.2,158,1974352,38.5,Mud Slap,Bulldoze,Stomp,8,5,3,50000
Octillery,51.7,water,none,132.9,103.2,123,1686230,24.5,Mud Shot,Octazooka,Gunk Shot,6,9,1,10000
Seadra (Shadow),51.6,water,none,132.6,114.5,111,1685540,27,Dragon Breath,Hydro Pump,Dragon Pulse,25,20,3,50000
Tyrantrum,51.6,rock,dragon,130.2,113.4,116,1713446,17.5,Dragon Tail,Stone Edge,Earthquake,7,8,5,75000
Goldeen,51.3,water,none,116,105,120,1461636,50,Mud Shot,Aqua Tail,Horn Attack,4,4,3,50000
Armaldo,51.1,rock,bug,133.3,110.9,113,1670643,19.5,Fury Cutter,Rock Blast,Cross Poison,10,9,3,50000
Clawitzer,50.5,water,none,134.4,110.5,111,1648951,20,Water Gun,Crabhammer,Dark Pulse,17,17,3,50000
Golem,50.5,rock,ground,125.2,121.7,117,1782513,19,Mud Shot,Earthquake,Stone Edge,8,7,1,10000
Rhydon,50.1,ground,rock,126.7,102.4,136,1765046,17,Mud Slap,Earthquake,Stone Edge,9,7,3,50000
Metang (Shadow),49.4,steel,psychic,108.9,145.5,129,2043486,35,Metal Claw,Psyshock,Gyro Ball,8,10,5,75000
Metang,49.3,steel,psychic,108.9,145.5,129,2043486,35,Metal Claw,Psyshock,Gyro Ball,8,10,5,75000
Gigalith,49.2,rock,none,127.2,118.4,116,1747772,17,Mud Slap,Superpower,Rock Slide,5,6,3,50000
Klefki,49.1,steel,fairy,119,134.2,118,1884790,29.5,Astonish,Foul Play,Play Rough,5,7,3,50000
Clauncher,48.5,water,none,103.4,110.9,127,1455967,50,Water Gun,Crabhammer,Aqua Jet,17,15,3,50000
Aggron,48.2,steel,rock,116.1,154,107,1912293,18.5,Dragon Tail,Stone Edge,Thunder,7,7,1,10000
Aerodactyl,48.1,rock,flying,135,103.9,118,1656037,20,Rock Throw,Rock Slide,Earth Power,9,11,5,75000
Seadra,48,water,none,132.6,114.5,111,1685540,27,Dragon Breath,Hydro Pump,Dragon Pulse,25,20,3,50000
Starmie,47.8,water,psychic,132.2,121.8,104,1675198,21,Water Gun,Thunder,Psychic,20,19,3,50000
Pupitar (Shadow),47.3,rock,ground,121.1,112.7,136,1856138,35,Bite,Crunch,Ancient Power,23,23,5,75000
Lairon (Shadow),46.9,steel,rock,114.5,142.8,120,1962204,28,Metal Claw,Rock Slide,Body Slam,8,6,1,10000
Tyranitar (Shadow),46.8,rock,dark,130.2,109.4,121,1723417,14.5,Smack Down,Crunch,Stone Edge,6,7,5,75000
Gorebyss,46.7,water,none,136.9,118.5,101,1638002,22.5,Water Gun,Psychic,Water Pulse,19,20,3,50000
Kabuto,45.8,rock,water,133.6,128.6,97,1667621,49,Mud Shot,Ancient Power,Aqua Jet,5,5,5,75000
Krabby,45.8,water,none,148.1,110.4,92,1504334,42,Mud Shot,Vise Grip,Bubble Beam,5,5,3,50000
Lycanroc (Midday),45.6,rock,none,144.6,92,117,1556153,20,Sucker Punch,Drill Run,Stone Edge,7,8,5,50000
Roggenrola,45.5,rock,none,114.3,105,135,1620509,50,Smack Down,Stone Edge,Rock Blast,7,5,3,50000
Aggron (Shadow),45.4,steel,rock,116.1,154,107,1912293,18.5,Dragon Tail,Stone Edge,Thunder,7,7,1,10000
Solrock,44.9,rock,psychic,119.8,108.8,143,1863825,23.5,Confusion,Rock Slide,Solar Beam,4,7,3,50000
Lunatone,44.8,rock,psychic,119.8,108.8,143,1863825,23.5,Confusion,Rock Slide,Psychic,4,5,3,50000
Corphish,44.7,water,none,131.1,95.8,117,1469211,50,Bubble,Aqua Jet,Vise Grip,5,4,3,50000
Onix,44.1,rock,ground,84,207.6,105,1831281,50,Rock Throw,Rock Slide,Sand Tomb,9,8,5,75000
Piplup,44.1,water,none,106.7,98.3,131,1374452,50,Bubble,Drill Peck,Icy Wind,4,5,3,10000
Pupitar,44.1,rock,ground,121.1,112.7,136,1856138,35,Bite,Crunch,Ancient Power,23,23,5,75000
Boldore,43.9,rock,none,126.5,108.2,130,1779034,28,Smack Down,Rock Slide,Bulldoze,6,8,3,50000
Lairon,43.8,steel,rock,114.5,142.8,120,1962204,28,Metal Claw,Rock Slide,Body Slam,8,6,1,10000
Nosepass (Shadow),43.8,rock,none,81.5,193.3,98,1543812,50,Spark,Rock Slide,Thunderbolt,6,7,3,50000
Meltan,43.7,steel,none,111.8,95.8,121,1295420,50,Thunder Shock,Thunderbolt,Flash Cannon,7,8,20,100000
Tyranitar,43.6,rock,dark,130.2,109.4,121,1723417,14.5,Smack Down,Crunch,Stone Edge,6,7,5,75000
Geodude,43,rock,ground,123.5,123.5,113,1724177,50,Rock Throw,Rock Slide,Dig,9,16,1,10000
Nosepass,42.5,rock,none,81.5,193.3,98,1543812,50,Spark,Rock Slide,Thunderbolt,6,7,3,50000
Aron (Shadow),42.4,steel,rock,114.3,131.1,127,1902550,50,Metal Claw,Body Slam,Iron Head,6,9,1,10000
Anorith (Shadow),41.1,rock,bug,147,92.1,113,1529912,43.5,Struggle Bug,Cross Poison,Ancient Power,5,6,3,50000
Tentacool,41.1,water,poison,94.1,137.8,113,1465578,50,Bubble,Wrap,Bubble Beam,5,4,3,50000
Aron,39.1,steel,rock,114.3,131.1,127,1902550,50,Metal Claw,Body Slam,Iron Head,6,9,1,10000
Ferroseed,39.1,grass,steel,81.5,142.9,119,1385595,50,Metal Claw,Iron Head,Flash Cannon,9,12,3,75000
Anorith,38.6,rock,bug,147,92.1,113,1529912,43.5,Struggle Bug,Cross Poison,Ancient Power,5,6,3,50000
