Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2
Gligar (Shadow),81,ground,flying,109.9,146.8,126,2033533,31,Wing Attack,Night Slash,Dig
Zapdos,80.8,electric,flying,137.3,104.7,113,1623486,15.5,Thunder Shock,Drill Peck,Thunder
Dragonair,80.7,dragon,none,126,111.7,125,1758941,33,Dragon Breath,Aqua Tail,Wrap
Golbat,80.5,poison,flying,119.5,115.2,136,1872017,28,Wing Attack,Poison Fang,Shadow Ball
Lickitung,80.5,normal,none,97.2,120.1,175,2043482,40,Lick,Body Slam,Power Whip
Dragonair (Shadow),80.4,dragon,none,126,111.7,125,1758941,33,Dragon Breath,Aqua Tail,Dragon Pulse
Wigglytuff,80.2,normal,fairy,117.3,75.5,215,1904387,29,Charm,Ice Beam,Play Rough
Farfetchd (Galarian),79.7,fighting,none,137.9,99.4,117,1603044,36.5,Fury Cutter,Leaf Blade,Brave Bird
Marowak (Alolan),79.7,fire,ghost,111.4,145.3,124,2007734,31,Fire Spin,Shadow Bone,Bone Club
Medicham,79.7,fighting,psychic,107.5,132,134,1900834,40,Counter,Ice Punch,Psychic
Gyarados,79.6,water,flying,132,105.3,122,1695047,16,Dragon Breath,Aqua Tail,Crunch
Kingler,79.4,water,none,145.7,111.5,94,1526953,19.5,Mud Shot,Crabhammer,X-Scissor
Hypno,79,psychic,none,104.8,143.7,142,2138624,27,Confusion,Shadow Ball,Thunder Punch
Qwilfish,79,water,poison,131.9,103.4,123,1677814,27,Poison Sting,Aqua Tail,Sludge Wave
Beedrill,78.8,bug,poison,128.6,103.6,130,1731686,30.5,Poison Jab,X-Scissor,Drill Run
Electivire,78.8,electric,none,144,98,109,1538496,18,Thunder Shock,Ice Punch,Wild Charge
Gallade (Shadow),78.7,psychic,fighting,137.2,115.6,102,1617468,18,Confusion,Close Combat,Leaf Blade
Lucario,78.7,fighting,steel,148.2,93.1,110,1518228,20.5,Counter,Power-Up Punch,Shadow Ball
Perrserker,78.7,steel,none,130.8,110.1,119,1713702,23.5,Shadow Claw,Close Combat,Foul Play
Cradily,78.5,rock,grass,105.9,141,140,2090467,25.5,Bullet Seed,Stone Edge,Grass Knot
Dragonite (Shadow),78.5,dragon,flying,137.3,105.3,112,1619864,14.5,Dragon Breath,Dragon Claw,Hurricane
Clefable,78.3,fairy,none,117.2,112.8,143,1890364,23,Charm,Meteor Mash,Moonblast
Vaporeon,78.3,water,none,117.9,97.8,162,1868082,17.5,Water Gun,Aqua Tail,Last Resort
Gliscor (Shadow),78.2,ground,flying,116.1,142.1,116,1914629,20.5,Fury Cutter,Earthquake,Night Slash
Jellicent,78.2,water,ghost,108.6,125.7,151,2061200,24,Bubble,Bubble Beam,Shadow Ball
Castform (Sunny),78,fire,none,114.2,118.9,144,1955147,39.5,Ember,Weather Ball (Fire),Solar Beam
Dragonite,77.7,dragon,flying,137.3,105.3,112,1619864,14.5,Dragon Breath,Dragon Claw,Hurricane
Pinsir (Shadow),77.7,bug,none,141.9,113.2,98,1574251,18.5,Fury Cutter,Close Combat,X-Scissor
Articuno,77.4,ice,flying,113.2,142.5,122,1967716,18.5,Ice Shard,Icy Wind,Hurricane
Quilladin,77.4,grass,none,116.8,131.4,125,1918246,37,Vine Whip,Body Slam,Energy Ball
Magmar (Shadow),77.3,fire,none,135.2,105.7,114,1628984,23,Karate Chop,Fire Punch,Flamethrower
Linoone,77.1,normal,none,114.9,109.5,154,1937075,38.5,Shadow Claw,Grass Knot,Thunder
Magmortar (Shadow),77,fire,none,140.8,102.8,108,1563877,17.5,Karate Chop,Fire Punch,Thunderbolt
Poliwrath,77,water,fighting,117.7,120.8,134,1904764,21.5,Mud Shot,Dynamic Punch,Ice Punch
Altaria,76.8,dragon,flying,104.1,149.8,137,2136376,28.5,Dragon Breath,Sky Attack,Dragon Pulse
Hitmonchan (Shadow),76.8,fighting,none,130.2,135.3,97,1708843,23.5,Counter,Ice Punch,Thunder Punch
Obstagoon,76.8,dark,normal,113.2,124.9,138,1951673,21,Counter,Night Slash,Gunk Shot
Azumarill (XL),76.3,water,fairy,94.4,133.7,188,2372805,42,Bubble,Ice Beam,Hydro Pump
Gligar,76.3,ground,flying,109.9,146.8,126,2033533,31,Fury Cutter,Night Slash,Dig
Machoke (Shadow),76.3,fighting,none,128.9,98.1,137,1731952,27.5,Karate Chop,Cross Chop,Dynamic Punch
Latios,75.9,dragon,psychic,140.5,112.5,101,1595527,14,Dragon Breath,Dragon Claw,Psychic
Ninetales,75.7,fire,none,116.2,130.9,126,1917092,25,Fire Spin,Weather Ball (Fire),Solar Beam
Skuntank,75.7,poison,dark,123,93.9,156,1802330,23.5,Poison Jab,Crunch,Sludge Bomb
Stunfisk,75.6,ground,electric,102.9,126.7,167,2176261,26,Thunder Shock,Mud Bomb,Discharge
Rapidash (Galarian),75.4,psychic,fairy,136.3,109.6,110,1643375,21.5,Psycho Cut,Body Slam,Play Rough
Crustle,75.3,bug,rock,120.9,132.8,114,1831189,22,Fury Cutter,Rock Slide,X-Scissor
Cherrim (Sunshine),75.1,grass,none,122.9,115.9,127,1808807,27,Bullet Seed,Weather Ball (Fire),Solar Beam
Venusaur,75,grass,poison,123.4,122.8,119,1802730,20.5,Vine Whip,Frenzy Plant,Sludge Bomb
Dewott,74.8,water,none,125.2,98.2,145,1783206,33,Fury Cutter,Aqua Tail,X-Scissor
Gardevoir,74.8,psychic,fairy,137.2,115.6,102,1617468,18,Charm,Synchronoise,Shadow Ball
Golduck (Shadow),74.8,water,none,125.6,110.2,128,1771088,23,Water Gun,Cross Chop,Ice Beam
Machoke,74.8,fighting,none,128.9,98.1,137,1731952,27.5,Karate Chop,Cross Chop,Dynamic Punch
Blastoise,74.6,water,none,112.8,137.8,127,1974395,22,Water Gun,Hydro Cannon,Ice Beam
Muk (Shadow),74.5,poison,none,118.3,111.7,143,1889615,20,Poison Jab,Thunder Punch,Dark Pulse
Skarmory,74.5,steel,flying,106.9,163.1,120,2092515,27,Air Slash,Brave Bird,Sky Attack
Castform,74.3,normal,none,114.2,118.9,144,1955147,39.5,Hex,Weather Ball (Normal),Energy Ball
Electivire (Shadow),74.3,electric,none,144,98,109,1538496,18,Thunder Shock,Ice Punch,Wild Charge
Forretress,74.2,bug,steel,110.4,142.2,128,2009351,24.5,Bug Bite,Earthquake,Mirror Shot
Granbull,74,fairy,none,137.2,87.1,137,1637249,22,Charm,Close Combat,Crunch
Muk,74,poison,none,118.3,111.7,143,1889615,20,Poison Jab,Thunder Punch,Dark Pulse
Pinsir,74,bug,none,141.9,113.2,98,1574251,18.5,Fury Cutter,Close Combat,X-Scissor
Gengar,73.9,ghost,poison,156.6,95.5,95,1420960,19,Shadow Claw,Shadow Ball,Shadow Punch
Wailmer,73.9,water,none,119.3,65.6,230,1800391,40,Water Gun,Body Slam,Heavy Slam
Magmortar,73.7,fire,none,140.8,102.8,108,1563877,17.5,Karate Chop,Fire Punch,Thunderbolt
Muk (Alolan),73.7,poison,dark,118.3,111.7,143,1889615,20,Snarl,Dark Pulse,Sludge Wave
Tangrowth,73.7,grass,none,122.4,112.2,133,1827093,18,Vine Whip,Power Whip,Rock Slide
Lugia,73.4,psychic,flying,102.4,163.5,129,2160651,15,Extrasensory,Sky Attack,Aeroblast
Dugtrio,73.3,ground,none,139.7,117.2,97,1587879,37.5,Mud Shot,Mud Bomb,Stone Edge
Haxorus,73.3,dragon,none,152,96.2,100,1462937,15.5,Counter,Dragon Claw,Night Slash
Bellossom (Shadow),73.1,grass,none,115.1,130.3,128,1918300,24.5,Bullet Seed,Leaf Blade,Dazzling Gleam
Haunter,73.1,ghost,poison,163.3,87,96,1364117,28.5,Shadow Claw,Shadow Punch,Shadow Ball
Marshtomp (Shadow),73.1,water,ground,122.2,108,139,1834048,33,Mud Shot,Surf,Mud Bomb
Whimsicott,73.1,grass,fairy,119.8,132.4,117,1855723,27.5,Charm,Grass Knot,Moonblast
Feraligatr,72.9,water,none,124.5,119.7,120,1788540,19.5,Water Gun,Hydro Cannon,Crunch
Skarmory (Shadow),72.9,steel,flying,106.9,163.1,120,2092515,27,Air Slash,Brave Bird,Sky Attack
Hitmontop,72.8,fighting,none,123.3,147.8,100,1822396,26,Counter,Close Combat,Stone Edge
Togekiss,72.6,fairy,flying,126.4,125.9,111,1766785,16.5,Charm,Ancient Power,Flamethrower
Magmar,72.5,fire,none,135.2,105.7,114,1628984,23,Karate Chop,Fire Punch,Return
Alomomola,72.3,water,none,98.5,98.5,234,2269817,25.5,Waterfall,Psychic,Hydro Pump
Bellossom,72.3,grass,none,115.1,130.3,128,1918300,24.5,Bullet Seed,Leaf Blade,Return
Leafeon,72.3,grass,none,128.7,132.8,101,1725483,19,Quick Attack,Leaf Blade,Last Resort
Blastoise (Shadow),72.2,water,none,112.8,137.8,127,1974395,22,Water Gun,Hydro Cannon,Ice Beam
Dusclops (Shadow),72.2,ghost,none,106.3,191.7,103,2099186,37.5,Hex,Shadow Punch,Ice Punch
Quagsire,72.2,water,ground,111.7,111.7,159,1983389,28,Mud Shot,Earthquake,Stone Edge
Huntail,72,water,none,132.2,121.1,105,1680530,24,Water Gun,Aqua Tail,Crunch
Skuntank (Shadow),72,poison,dark,123,93.9,156,1802330,23.5,Poison Jab,Crunch,Sludge Bomb
Bouffalant,71.9,normal,none,119.5,113.5,137,1857953,20,Mud Shot,Stomp,Megahorn
Serperior,71.9,grass,none,109.9,142.7,128,2007750,24,Vine Whip,Grass Knot,Aerial Ace
Azumarill,71.7,water,fairy,97.4,128.5,184,2302564,38,Bubble,Ice Beam,Hydro Pump
Regice,71.6,ice,none,105.4,180.2,112,2127885,18,Lock On,Blizzard,Earthquake
Noctowl,71.4,normal,flying,106.7,115.9,169,2091241,28,Wing Attack,Sky Attack,Psychic
Sudowoodo,71.4,rock,none,116.7,128.2,126,1884689,25.5,Counter,Rock Slide,Earthquake
Charizard,71.2,fire,flying,135.1,106.8,115,1658635,19.5,Fire Spin,Blast Burn,Dragon Claw
Vespiquen,71.2,bug,flying,110.5,143.3,128,2028256,28.5,Fury Cutter,X-Scissor,Power Gem
Electrode,70.9,electric,none,124.7,126.7,114,1800418,26,Volt Switch,Foul Play,Thunderbolt
Emolga,70.6,electric,flying,128.1,110.2,123,1735695,37.5,Thunder Shock,Discharge,Aerial Ace
Croconaw,70.5,water,none,119.4,117.1,134,1873255,36.5,Water Gun,Ice Punch,Crunch
Escavalier,70.3,bug,steel,135.1,118,104,1657440,19.5,Counter,Drill Run,Megahorn
Prinplup,70.3,water,none,119.8,116.8,133,1860925,37,Bubble,Icy Wind,Hydro Pump
Spiritomb,70.3,ghost,dark,121.7,145.8,103,1827786,26.5,Sucker Punch,Shadow Ball,Ominous Wind
Jumpluff (Shadow),70,grass,flying,97.7,152.4,153,2279378,38.5,Bullet Seed,Aerial Ace,Energy Ball
Relicanth,70,water,rock,105.9,133.5,149,2105658,22,Water Gun,Aqua Tail,Ancient Power
Articuno (Shadow),69.7,ice,flying,113.2,142.5,122,1967716,18.5,Ice Shard,Icy Wind,Hurricane
Quagsire (Shadow),69.7,water,ground,111.7,111.7,159,1983389,28,Mud Shot,Earthquake,Stone Edge
Honchkrow,69.5,dark,flying,149.4,69.3,143,1480009,20,Snarl,Brave Bird,Sky Attack
Jumpluff,69.4,grass,flying,97.7,152.4,153,2279378,38.5,Bullet Seed,Aerial Ace,Energy Ball
Golduck,69.2,water,none,125.6,110.2,128,1771088,23,Water Gun,Cross Chop,Ice Beam
Toxicroak,69.2,poison,fighting,136.6,92.1,129,1622926,22,Counter,Mud Bomb,Sludge Bomb
Charizard (Shadow),68.9,fire,flying,135.1,106.8,115,1658635,19.5,Fire Spin,Blast Burn,Dragon Claw
Blaziken,68.8,fire,fighting,145,89.7,118,1534137,19,Counter,Blaze Kick,Stone Edge
Dusclops,68.8,ghost,none,106.3,191.7,103,2099186,37.5,Hex,Shadow Punch,Ice Punch
Hariyama,68.6,fighting,none,126.8,74.9,184,1748232,19.5,Counter,Close Combat,Heavy Slam
Pidgeot,68.6,normal,flying,118.1,113.3,141,1886409,25.5,Gust,Aerial Ace,Brave Bird
Cloyster,68.5,water,ice,121.2,165.9,92,1849900,21,Ice Shard,Icy Wind,Hydro Pump
Empoleon,68.5,water,steel,125.8,114.7,122,1760119,19,Waterfall,Hydro Cannon,Drill Peck
Gurdurr,68.5,fighting,none,126.7,98.8,141,1764431,26,Poison Jab,Brick Break,Stone Edge
Magnezone,68.5,electric,steel,136.6,121.2,99,1638649,17,Spark,Wild Charge,Mirror Shot
Seaking,68.3,water,none,124,104.9,139,1807638,26,Waterfall,Drill Run,Icy Wind
Ferrothorn,68.2,grass,steel,108.8,154.1,123,2062431,23.5,Bullet Seed,Power Whip,Thunder
Raikou,68.2,electric,none,132,109.9,116,1683273,15.5,Thunder Shock,Wild Charge,Shadow Ball
Beartic,68,ice,none,137.3,90.8,131,1633093,18.5,Powder Snow,Ice Punch,Surf
Venusaur (Shadow),68,grass,poison,123.4,122.8,119,1802730,20.5,Vine Whip,Frenzy Plant,Sludge Bomb
Marshtomp,67.9,water,ground,122.2,108,139,1834048,33,Mud Shot,Surf,Mud Bomb
Wailord,67.9,water,none,118.5,66.8,235,1858149,24,Water Gun,Surf,Blizzard
Excadrill,67.7,ground,steel,143.2,77.7,139,1545908,17,Mud Shot,Drill Run,Rock Slide
Genesect,67.7,bug,steel,140,114.4,98,1568916,16,Fury Cutter,X-Scissor,Magnet Bomb
Grotle (Shadow),67.7,grass,none,118.3,112.5,141,1875443,29.5,Razor Leaf,Body Slam,Energy Ball
Roserade,67.7,grass,poison,145.4,109.7,97,1547427,18.5,Bullet Seed,Weather Ball (Fire),Grass Knot
Piloswine,67.5,ice,ground,122.4,97.5,153,1825800,24,Powder Snow,Avalanche,Bulldoze
Registeel,67.5,steel,none,95.7,190.1,128,2328123,22.5,Lock On,Flash Cannon,Focus Blast
Raichu,67.4,electric,none,135.6,108.9,112,1653365,25,Volt Switch,Wild Charge,Thunder Punch
Kingdra,67.1,water,dragon,122.4,124.3,119,1810502,21,Dragon Breath,Outrage,Octazooka
Mawile (Shadow),67.1,steel,fairy,126.3,121.6,115,1766823,39,Fire Fang,Power-Up Punch,Play Rough
Sceptile,67.1,grass,none,138.5,108.3,108,1619458,20.5,Bullet Seed,Leaf Blade,Earthquake
Grimer (Alolan),66.9,poison,dark,118.5,83,162,1593601,40,Poison Jab,Crunch,Sludge Bomb
Hypno (Shadow),66.8,psychic,none,104.8,143.7,142,2138624,27,Confusion,Thunder Punch,Fire Punch
Ivysaur,66.8,grass,poison,120,119.3,129,1846516,35.5,Vine Whip,Power Whip,Sludge Bomb
Raikou (Shadow),66.8,electric,none,132,109.9,116,1683273,15.5,Thunder Shock,Wild Charge,Shadow Ball
Shelgon,66.8,dragon,none,125.6,118,120,1779129,27,Dragon Breath,Flamethrower,Twister
Tirtouga,66.8,water,rock,117.8,127.2,125,1872864,40,Water Gun,Surf,Body Slam
Seviper,66.5,poison,none,138.9,90.8,127,1601430,26.5,Poison Jab,Crunch,Poison Fang
Farfetch'd,66.3,normal,flying,109.9,102.7,123,1388185,40,Fury Cutter,Leaf Blade,Aerial Ace
Shiftry,66.3,grass,dark,134.2,85.1,145,1655004,24,Snarl,Leaf Blade,Foul Play
Amoonguss,66.2,grass,poison,109.7,103.5,178,2021129,26,Feint Attack,Grass Knot,Foul Play
Electabuzz,66.2,electric,none,132.9,113.2,111,1669548,24,Thunder Shock,Thunder Punch,Return
Minun,65.8,electric,none,118,127.3,126,1891708,37.5,Spark,Thunderbolt,Grass Knot
Victreebel (Shadow),65.8,grass,poison,136.9,92.5,129,1633406,22.5,Razor Leaf,Leaf Blade,Acid Spray
Carnivine,65.4,grass,none,132.2,101.9,126,1696965,25.5,Vine Whip,Power Whip,Crunch
Cryogonal,65.4,ice,none,116.8,136.9,119,1902125,19.5,Ice Shard,Night Slash,Aurora Beam
Gastrodon (East),65.4,water,ground,115.2,101.4,166,1939485,24,Mud Slap,Body Slam,Earth Power
Gastrodon (West),65.4,water,ground,115.2,101.4,166,1939485,24,Mud Slap,Body Slam,Earth Power
Gloom (Shadow),65.4,grass,poison,122.6,115.6,128,1814886,37.5,Razor Leaf,Sludge Bomb,Petal Blizzard
Milotic,65.4,water,none,113.2,132.7,130,1953018,18.5,Waterfall,Surf,Blizzard
Quilava,65.4,fire,none,128.8,106.7,127,1745457,40,Ember,Flame Charge,Flamethrower
Simipour,65.4,water,none,138.7,92.3,126,1613093,24,Water Gun,Surf,Crunch
Alakazam,65.2,psychic,none,158.1,98,91,1410853,18,Counter,Fire Punch,Shadow Ball
Jirachi,65.2,steel,psychic,120.5,120.5,127,1843005,16.5,Confusion,Doom Desire,Psychic
Victini,65.1,psychic,fire,120.5,120.5,127,1843005,16.5,Confusion,V-Create,Psychic
Charmeleon,64.9,fire,none,128.8,106.7,127,1745457,40,Ember,Fire Punch,Return
Bibarel,64.8,normal,water,125.4,95.9,149,1792338,31,Water Gun,Surf,Hyper Fang
Carracosta,64.8,water,rock,121.2,128.6,117,1823041,21,Water Gun,Surf,Body Slam
Glalie,64.8,ice,none,116.2,119.7,138,1919084,26.5,Ice Shard,Avalanche,Shadow Ball
Grovyle,64.8,grass,none,138.4,100.1,117,1620128,38.5,Bullet Seed,Leaf Blade,Aerial Ace
Pignite,64.5,fire,fighting,128.1,86.3,156,1724510,29,Ember,Flame Charge,Flamethrower
Cradily (Shadow),64.3,rock,grass,105.9,141,140,2090467,25.5,Bullet Seed,Stone Edge,Grass Knot
Vileplume (Shadow),64.3,grass,poison,130.3,111.5,118,1715144,22,Razor Leaf,Sludge Bomb,Moonblast
Omastar (Shadow),64.1,rock,water,128.4,126.1,108,1748538,20,Mud Shot,Rock Slide,Rock Blast
Furret,64,normal,none,116.8,103.2,159,1916537,34.5,Quick Attack,Brick Break,Hyper Beam
Servine,63.8,grass,none,108.3,132,134,1914811,40,Vine Whip,Grass Knot,Leaf Tornado
Simisage,63.8,grass,none,138.7,92.3,126,1613093,24,Vine Whip,Grass Knot,Crunch
Basculin,63.7,water,none,133.5,97.4,127,1651583,26,Water Gun,Aqua Tail,Muddy Water
Kricketune,63.7,bug,none,128.5,87.2,154,1726723,38,Fury Cutter,X-Scissor,Aerial Ace
Raichu (Alolan),63.7,electric,psychic,136.2,111.7,107,1628654,24.5,Volt Switch,Wild Charge,Grass Knot
Steelix,63.7,steel,ground,100.1,181.9,123,2239452,22.5,Dragon Tail,Earthquake,Crunch
Scizor (Shadow),63.5,bug,steel,137.7,110.5,105,1598160,18,Bullet Punch,Night Slash,Iron Head
Cloyster (Shadow),63.4,water,ice,121.2,165.9,92,1849900,21,Ice Shard,Icy Wind,Hydro Pump
Ivysaur (Shadow),63.4,grass,poison,120,119.3,129,1846516,35.5,Vine Whip,Power Whip,Sludge Bomb
Mawile,63.4,steel,fairy,126.3,121.6,115,1766823,39,Fire Fang,Power-Up Punch,Play Rough
Drapion,63.1,poison,dark,119.1,136.9,115,1875026,22.5,Poison Sting,Crunch,Sludge Bomb
Klinklang,63.1,steel,none,126.4,141.2,99,1766641,21.5,Thunder Shock,Mirror Shot,Flash Cannon
Magnezone (Shadow),62.8,electric,steel,136.6,121.2,99,1638649,17,Spark,Wild Charge,Mirror Shot
Piloswine (Shadow),62.8,ice,ground,122.4,97.5,153,1825800,24,Powder Snow,Avalanche,Bulldoze
Wobbuffet,62.8,psychic,none,59.3,95.6,313,1774087,40,Counter,Return,Mirror Coat
Electabuzz (Shadow),62.6,electric,none,132.9,113.2,111,1669548,24,Thunder Shock,Thunder Punch,Thunderbolt
Armaldo (Shadow),62.5,rock,bug,135.7,108.9,112,1654542,19,Fury Cutter,Rock Blast,Cross Poison
Torterra (Shadow),62.5,grass,ground,121.1,115.9,131,1838442,19,Razor Leaf,Frenzy Plant,Stone Edge
Grimer,62.3,poison,none,118.5,83,162,1593601,40,Poison Jab,Mud Bomb,Sludge Bomb
Zebstrika,62.1,electric,none,138.4,94.2,123,1602957,23,Spark,Wild Charge,Flame Charge
Victreebel,61.8,grass,poison,136.9,92.5,129,1633406,22.5,Razor Leaf,Leaf Blade,Acid Spray
Scyther (Shadow),61.7,bug,flying,136.7,110.1,109,1640076,20.5,Fury Cutter,Night Slash,X-Scissor
Mewtwo (Shadow),61.4,psychic,none,146.9,94.4,108,1497979,13,Psycho Cut,Psystrike,Thunderbolt
Mightyena,61.4,dark,none,127.9,103.2,132,1743018,28,Ice Fang,Crunch,Poison Fang
Scizor,61.4,bug,steel,137.7,110.5,105,1598160,18,Bullet Punch,X-Scissor,Iron Head
Grotle,61.2,grass,none,118.3,112.5,141,1875443,29.5,Razor Leaf,Body Slam,Energy Ball
