Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2
Golbat,87.2,poison,flying,119.5,115.2,136,1872017,28,Wing Attack,Poison Fang,Shadow Ball
Diggersby (XL),87,normal,ground,95.7,140.3,174,2337114,47,Mud Shot,Fire Punch,Hyper Beam
Munchlax,87,normal,none,104.6,93.7,218,2136331,30,Lick,Body Slam,Bulldoze
Hypno (Shadow),86.7,psychic,none,104.8,143.7,142,2138624,27,Confusion,Thunder Punch,Ice Punch
Linoone,86,normal,none,114.9,109.5,154,1937075,38.5,Shadow Claw,Grass Knot,Thunder
Marowak (Alolan),85.9,fire,ghost,111.4,145.3,124,2007734,31,Fire Spin,Shadow Bone,Bone Club
Dragonite (Shadow),85.1,dragon,flying,137.3,105.3,112,1619864,14.5,Dragon Breath,Dragon Claw,Draco Meteor
Abomasnow,85,grass,ice,118.5,111.4,141,1861173,23.5,Powder Snow,Weather Ball (Ice),Energy Ball
Mantine,85,water,flying,106.9,163.1,120,2092515,27,Wing Attack,Bubble Beam,Ice Beam
Altaria,84.8,dragon,flying,104.1,149.8,137,2136376,28.5,Dragon Breath,Sky Attack,Dragon Pulse
Flygon,84.8,ground,dragon,128.8,108.9,123,1725102,20.5,Mud Shot,Dragon Claw,Stone Edge
Gallade (Shadow),84.4,psychic,fighting,137.2,115.6,102,1617468,18,Confusion,Leaf Blade,Close Combat
Primeape,84.4,fighting,none,141.8,97.1,115,1584241,23.5,Counter,Night Slash,Ice Punch
Diggersby,84.2,normal,ground,98.8,133.6,168,2216614,40,Mud Shot,Fire Punch,Hyper Beam
Abomasnow (Shadow),84.1,grass,ice,118.5,111.4,141,1861173,23.5,Powder Snow,Weather Ball (Ice),Energy Ball
Beedrill (Shadow),84.1,bug,poison,128.6,103.6,130,1731686,30.5,Poison Jab,X-Scissor,Drill Run
Dewgong,83.9,water,ice,102.7,136.2,154,2154277,28.5,Ice Shard,Icy Wind,Water Pulse
Castform,83.8,normal,none,114.2,118.9,144,1955147,39.5,Hex,Weather Ball (Normal),Energy Ball
Dusclops,83.6,ghost,none,106.3,191.7,103,2099186,37.5,Hex,Shadow Punch,Ice Punch
Farfetchd (Galarian),83.6,fighting,none,137.9,99.4,117,1603044,36.5,Fury Cutter,Leaf Blade,Brave Bird
Lugia,83.6,psychic,flying,102.4,163.5,129,2160651,15,Extrasensory,Sky Attack,Aeroblast
Vigoroth,83.5,normal,none,115.9,113.1,144,1888091,28,Counter,Body Slam,Bulldoze
Zapdos,83.5,electric,flying,137.3,104.7,113,1623486,15.5,Thunder Shock,Drill Peck,Thunder
Whiscash,83.2,water,ground,108.3,107.6,175,2038887,27,Mud Shot,Mud Bomb,Blizzard
Castform (Snowy),83,ice,none,114.2,118.9,144,1955147,39.5,Powder Snow,Weather Ball (Ice),Blizzard
Vespiquen,83,bug,flying,110.5,143.3,128,2028256,28.5,Fury Cutter,X-Scissor,Power Gem
Muk,82.7,poison,none,118.3,111.7,143,1889615,20,Poison Jab,Thunder Punch,Dark Pulse
Gengar,82.3,ghost,poison,156.6,95.5,95,1420960,19,Shadow Claw,Shadow Ball,Shadow Punch
Suicune,81.8,water,none,106.9,141.3,137,2069442,18.5,Snarl,Bubble Beam,Hydro Pump
Electivire (Shadow),81.6,electric,none,144,98,109,1538496,18,Thunder Shock,Ice Punch,Wild Charge
Suicune (Shadow),80.8,water,none,106.9,141.3,137,2069442,18.5,Snarl,Bubble Beam,Hydro Pump
Tropius,80.5,grass,flying,102.2,125.9,169,2173466,29,Air Slash,Leaf Blade,Aerial Ace
Ninetales (Shadow),80.2,fire,none,116.2,130.9,126,1917092,25,Fire Spin,Weather Ball (Fire),Psyshock
Swampert,80.2,water,ground,124,106,137,1800668,19,Mud Shot,Hydro Cannon,Sludge Wave
Crustle,80.1,bug,rock,120.9,132.8,114,1831189,22,Smack Down,Rock Slide,X-Scissor
Cradily,79.9,rock,grass,105.9,141,140,2090467,25.5,Bullet Seed,Stone Edge,Grass Knot
Electivire,79.9,electric,none,144,98,109,1538496,18,Thunder Shock,Ice Punch,Wild Charge
Gliscor,79.6,ground,flying,116.1,142.1,116,1914629,20.5,Fury Cutter,Earthquake,Night Slash
Machamp (Shadow),79.6,fighting,none,136,95.8,125,1628538,18,Counter,Cross Chop,Rock Slide
Machamp,79.2,fighting,none,136,95.8,125,1628538,18,Counter,Cross Chop,Rock Slide
Beedrill,79,bug,poison,128.6,103.6,130,1731686,30.5,Poison Jab,X-Scissor,Drill Run
Sirfetchd,79,fighting,none,145.9,108.6,96,1521428,18.5,Counter,Leaf Blade,Night Slash
Muk (Shadow),78.9,poison,none,118.3,111.7,143,1889615,20,Poison Jab,Dark Pulse,Thunder Punch
Dragonite,78.7,dragon,flying,137.3,105.3,112,1619864,14.5,Dragon Breath,Dragon Claw,Draco Meteor
Armaldo (Shadow),78.6,rock,bug,135.7,108.9,112,1654542,19,Fury Cutter,Rock Blast,Cross Poison
Swampert (Shadow),78.6,water,ground,124,106,137,1800668,19,Mud Shot,Hydro Cannon,Sludge Wave
Drifblim,78.4,ghost,flying,120.5,73.8,208,1849564,23.5,Hex,Icy Wind,Shadow Ball
Fraxure,78.4,dragon,none,144.9,89.5,118,1530783,25,Dragon Tail,Dragon Claw,Night Slash
Alakazam,78.3,psychic,none,158.1,98,91,1410853,18,Psycho Cut,Fire Punch,Shadow Ball
Castform (Rainy),78.1,water,none,114.2,118.9,144,1955147,39.5,Water Gun,Weather Ball (Water),Thunder
Mewtwo (Shadow),78,psychic,none,146.9,94.4,108,1497979,13,Psycho Cut,Psystrike,Ice Beam
Meganium,77.8,grass,none,112.1,135.2,131,1985352,23,Vine Whip,Frenzy Plant,Earthquake
Noctowl,77.5,normal,flying,106.7,115.9,169,2091241,28,Wing Attack,Sky Attack,Psychic
Quilladin,77.4,grass,none,116.8,131.4,125,1918246,37,Vine Whip,Body Slam,Energy Ball
Articuno,77.1,ice,flying,113.2,142.5,122,1967716,18.5,Ice Shard,Icy Wind,Hurricane
Gurdurr,76.8,fighting,none,126.7,98.8,141,1764431,26,Poison Jab,Stone Edge,Brick Break
Kingler,76.7,water,none,145.7,111.5,94,1526953,19.5,Mud Shot,Crabhammer,X-Scissor
Purugly,76.4,normal,none,128.4,103.8,131,1745605,29.5,Shadow Claw,Aerial Ace,Thunder
Raichu,76.4,electric,none,135.6,108.9,112,1653365,25,Volt Switch,Wild Charge,Thunder Punch
Charizard,76.1,fire,flying,135.1,106.8,115,1658635,19.5,Fire Spin,Blast Burn,Dragon Claw
Haunter,75.8,ghost,poison,163.3,87,96,1364117,28.5,Shadow Claw,Shadow Punch,Shadow Ball
Charizard (Shadow),75.6,fire,flying,135.1,106.8,115,1658635,19.5,Fire Spin,Blast Burn,Dragon Claw
Electrode,75.6,electric,none,124.7,126.7,114,1800418,26,Volt Switch,Foul Play,Thunderbolt
Scyther (Shadow),75.6,bug,flying,136.7,110.1,109,1640076,20.5,Fury Cutter,Night Slash,X-Scissor
Poliwrath,75.5,water,fighting,117.7,120.8,134,1904764,21.5,Mud Shot,Dynamic Punch,Ice Punch
Shelgon,75.2,dragon,none,125.6,118,120,1779129,27,Dragon Breath,Flamethrower,Twister
Qwilfish,74.9,water,poison,131.9,103.4,123,1677814,27,Poison Sting,Aqua Tail,Sludge Wave
Seviper,74.9,poison,none,138.9,90.8,127,1601430,26.5,Poison Jab,Crunch,Poison Fang
Ampharos,74.7,electric,none,125.8,107.1,129,1738295,19,Volt Switch,Thunder Punch,Dragon Pulse
Articuno (Shadow),74.6,ice,flying,113.2,142.5,122,1967716,18.5,Ice Shard,Icy Wind,Hurricane
Gligar (Shadow),74.6,ground,flying,109.9,146.8,126,2033533,31,Wing Attack,Night Slash,Dig
Gliscor (Shadow),74.6,ground,flying,116.1,142.1,116,1914629,20.5,Fury Cutter,Earthquake,Night Slash
Bouffalant,74.4,normal,none,119.5,113.5,137,1857953,20,Mud Shot,Stomp,Megahorn
Shelgon (Shadow),74.3,dragon,none,125.6,118,120,1779129,27,Dragon Breath,Dragon Pulse,Flamethrower
Medicham,73.8,fighting,psychic,107.5,132,134,1900834,40,Counter,Ice Punch,Psychic
Victini,73.7,psychic,fire,120.5,120.5,127,1843005,16.5,Confusion,V-Create,Psychic
Magmar (Shadow),73.4,fire,none,135.2,105.7,114,1628984,23,Karate Chop,Fire Punch,Flamethrower
Croconaw,73.2,water,none,119.4,117.1,134,1873255,36.5,Water Gun,Ice Punch,Crunch
Golduck,73.2,water,none,125.6,110.2,128,1771088,23,Confusion,Cross Chop,Ice Beam
Poliwrath (Shadow),73.1,water,fighting,117.7,120.8,134,1904764,21.5,Mud Shot,Dynamic Punch,Ice Punch
Bellossom (Shadow),72.9,grass,none,115.1,130.3,128,1918300,24.5,Bullet Seed,Leaf Blade,Dazzling Gleam
Golduck (Shadow),72.9,water,none,125.6,110.2,128,1771088,23,Confusion,Cross Chop,Ice Beam
Wobbuffet (XL),72.9,psychic,none,63,101.7,333,2133829,50,Counter,Return,Mirror Coat
Dugtrio,72.8,ground,none,139.7,117.2,97,1587879,37.5,Mud Shot,Mud Bomb,Stone Edge
Cloyster,72.4,water,ice,121.2,165.9,92,1849900,21,Ice Shard,Icy Wind,Hydro Pump
Cryogonal,72.4,ice,none,116.8,136.9,119,1902125,19.5,Ice Shard,Night Slash,Aurora Beam
Mr. Mime (Galarian),72.2,ice,psychic,130.5,123.6,105,1693035,27,Confusion,Ice Punch,Psychic
Regice,72.2,ice,none,105.4,180.2,112,2127885,18,Lock On,Blizzard,Earthquake
Sudowoodo,72.2,rock,none,116.7,128.2,126,1884689,25.5,Counter,Rock Slide,Earthquake
Armaldo,72.1,rock,bug,135.7,108.9,112,1654542,19,Fury Cutter,Rock Blast,Cross Poison
Kingdra,72.1,water,dragon,122.4,124.3,119,1810502,21,Dragon Breath,Outrage,Octazooka
Kricketune,72.1,bug,none,128.5,87.2,154,1726723,38,Fury Cutter,X-Scissor,Aerial Ace
Scolipede,72.1,bug,poison,133.3,116,108,1668827,23,Poison Jab,X-Scissor,Sludge Bomb
Vaporeon,72.1,water,none,117.9,97.8,162,1868082,17.5,Water Gun,Aqua Tail,Last Resort
Dewott,71.9,water,none,125.2,98.2,145,1783206,33,Fury Cutter,Aqua Tail,X-Scissor
Uxie,71.9,psychic,none,103.1,177.5,119,2178203,23,Confusion,Future Sight,Thunder
Glalie,71.8,ice,none,116.2,119.7,138,1919084,26.5,Ice Shard,Avalanche,Shadow Ball
Magmar,71.8,fire,none,135.2,105.7,114,1628984,23,Karate Chop,Fire Punch,Return
Magmortar (Shadow),71.8,fire,none,140.8,102.8,108,1563877,17.5,Karate Chop,Fire Punch,Thunderbolt
Carracosta,71.3,water,rock,121.2,128.6,117,1823041,21,Rock Throw,Surf,Body Slam
Huntail,71.3,water,none,132.2,121.1,105,1680530,24,Water Gun,Aqua Tail,Crunch
Emolga,71.2,electric,flying,128.1,110.2,123,1735695,37.5,Thunder Shock,Discharge,Aerial Ace
Feraligatr,71,water,none,124.5,119.7,120,1788540,19.5,Water Gun,Hydro Cannon,Crunch
Blastoise (Shadow),70.9,water,none,112.8,137.8,127,1974395,22,Water Gun,Hydro Cannon,Ice Beam
Gligar,70.9,ground,flying,109.9,146.8,126,2033533,31,Wing Attack,Night Slash,Dig
Talonflame,70.6,fire,flying,123.3,112.4,131,1815258,26,Incinerate,Brave Bird,Flame Charge
Tangrowth,70.6,grass,none,122.4,112.2,133,1827093,18,Vine Whip,Power Whip,Rock Slide
Wailmer,70.6,water,none,119.3,65.6,230,1800391,40,Water Gun,Body Slam,Heavy Slam
Pinsir,70.4,bug,none,141.9,113.2,98,1574251,18.5,Fury Cutter,Close Combat,X-Scissor
Blastoise,70.3,water,none,112.8,137.8,127,1974395,22,Water Gun,Hydro Cannon,Ice Beam
Electabuzz,70.3,electric,none,132.9,113.2,111,1669548,24,Thunder Shock,Thunder Punch,Return
Farfetch'd,70.3,normal,flying,109.9,102.7,123,1388185,40,Fury Cutter,Leaf Blade,Aerial Ace
Raikou,70.3,electric,none,132,109.9,116,1683273,15.5,Thunder Shock,Wild Charge,Shadow Ball
Arcanine (Shadow),70.1,fire,none,133.2,100.3,125,1670095,18,Snarl,Wild Charge,Crunch
Beartic,70.1,ice,none,137.3,90.8,131,1633093,18.5,Powder Snow,Ice Punch,Surf
Electabuzz (Shadow),70.1,electric,none,132.9,113.2,111,1669548,24,Thunder Shock,Thunder Punch,Thunderbolt
Hitmonchan (Shadow),70.1,fighting,none,130.2,135.3,97,1708843,23.5,Counter,Ice Punch,Thunder Punch
Celebi,70,psychic,grass,120.5,120.5,127,1843005,16.5,Confusion,Seed Bomb,Psychic
Raichu (Alolan),70,electric,psychic,136.2,111.7,107,1628654,24.5,Volt Switch,Wild Charge,Grass Knot
Relicanth,70,water,rock,105.9,133.5,149,2105658,22,Water Gun,Aqua Tail,Ancient Power
Porygon2 (Shadow),69.8,normal,none,123.4,116.7,125,1800342,20.5,Lock On,Tri Attack,Solar Beam
Castform (Sunny),69.7,fire,none,114.2,118.9,144,1955147,39.5,Ember,Weather Ball (Fire),Solar Beam
Misdreavus (Shadow),69.7,ghost,none,124.4,119.5,120,1783517,28,Hex,Dark Pulse,Ominous Wind
Golem (Alolan),69.5,rock,electric,126.4,120.7,116,1769231,18.5,Volt Switch,Wild Charge,Rock Blast
Hitmonchan,69.5,fighting,none,130.2,135.3,97,1708843,23.5,Counter,Ice Punch,Thunder Punch
Persian (Shadow),69.5,normal,none,121.2,112.6,136,1855297,38.5,Feint Attack,Night Slash,Power Gem
Scyther,69.5,bug,flying,136.7,110.1,109,1640076,20.5,Fury Cutter,Night Slash,X-Scissor
Alomomola,69.4,water,none,98.5,98.5,234,2269817,25.5,Waterfall,Psychic,Hydro Pump
Leafeon,69.4,grass,none,128.7,132.8,101,1725483,19,Quick Attack,Leaf Blade,Last Resort
Porygon2,69.2,normal,none,123.4,116.7,125,1800342,20.5,Lock On,Tri Attack,Solar Beam
Gothitelle,69.1,psychic,none,117.2,137.5,118,1902003,22.5,Confusion,Rock Slide,Psychic
Minun,69.1,electric,none,118,127.3,126,1891708,37.5,Spark,Thunderbolt,Grass Knot
Stunfisk,69.1,ground,electric,102.9,126.7,167,2176261,26,Mud Shot,Mud Bomb,Discharge
Golem,68.9,rock,ground,126.4,120.7,116,1769231,18.5,Mud Shot,Stone Edge,Rock Blast
Serperior,68.9,grass,none,109.9,142.7,128,2007750,24,Vine Whip,Grass Knot,Aerial Ace
Alakazam (Shadow),68.6,psychic,none,158.1,98,91,1410853,18,Psycho Cut,Fire Punch,Shadow Ball
Cinccino,68.5,normal,none,135.6,93.5,129,1635614,25,Charm,Aqua Tail,Thunderbolt
Banette,68.3,ghost,none,145.9,91.6,113,1510933,24,Shadow Claw,Shadow Ball,Thunder
Misdreavus,68.3,ghost,none,124.4,119.5,120,1783517,28,Hex,Dark Pulse,Ominous Wind
Rufflet,68.2,normal,flying,130.4,88.5,147,1696693,40,Wing Attack,Brave Bird,Aerial Ace
Cloyster (Shadow),68.1,water,ice,121.2,165.9,92,1849900,21,Ice Shard,Avalanche,Icy Wind
Magmortar,68.1,fire,none,140.8,102.8,108,1563877,17.5,Karate Chop,Fire Punch,Thunderbolt
Quagsire,68.1,water,ground,111.7,111.7,159,1983389,28,Mud Shot,Stone Edge,Earthquake
Omastar (Shadow),67.9,rock,water,128.4,126.1,108,1748538,20,Mud Shot,Rock Slide,Rock Blast
Flygon (Shadow),67.8,ground,dragon,128.8,108.9,123,1725102,20.5,Mud Shot,Dragon Claw,Stone Edge
Piloswine (Shadow),67.8,ice,ground,122.4,97.5,153,1825800,24,Powder Snow,Avalanche,Bulldoze
Bellossom,67.6,grass,none,115.1,130.3,128,1918300,24.5,Bullet Seed,Leaf Blade,Return
Aerodactyl (Shadow),67.5,rock,flying,135,103.9,117,1642003,20,Rock Throw,Rock Slide,Earth Power
Ampharos (Shadow),67.5,electric,none,125.8,107.1,129,1738295,19,Volt Switch,Thunder Punch,Dragon Pulse
Machoke (Shadow),67.5,fighting,none,128.9,98.1,137,1731952,27.5,Karate Chop,Cross Chop,Dynamic Punch
Piloswine,67.3,ice,ground,122.4,97.5,153,1825800,24,Powder Snow,Avalanche,Bulldoze
Bibarel,67,normal,water,125.4,95.9,149,1792338,31,Water Gun,Surf,Hyper Fang
Graveler (Alolan),67,rock,electric,121.6,128.8,115,1800435,29,Volt Switch,Stone Edge,Rock Blast
Venusaur,67,grass,poison,123.4,122.8,119,1802730,20.5,Vine Whip,Frenzy Plant,Sludge Bomb
Jumpluff (Shadow),66.9,grass,flying,97.7,152.4,153,2279378,38.5,Bullet Seed,Aerial Ace,Energy Ball
Pachirisu,66.9,electric,none,86.1,147.8,134,1705913,40,Volt Switch,Thunder Punch,Thunderbolt
Archen,66.7,rock,flying,162.1,73.6,116,1385000,32,Wing Attack,Dragon Claw,Crunch
Mr. Rime,66.7,ice,psychic,130.4,113.8,116,1721657,19.5,Confusion,Icy Wind,Psychic
Simipour,66.6,water,none,138.7,92.3,126,1613093,24,Water Gun,Surf,Crunch
Swellow,66.4,normal,flying,136.9,99.1,119,1615281,28.5,Wing Attack,Brave Bird,Sky Attack
Ninetales,66.1,fire,none,116.2,130.9,126,1917092,25,Fire Spin,Weather Ball (Fire),Solar Beam
Omastar,65.8,rock,water,128.4,126.1,108,1748538,20,Mud Shot,Rock Slide,Rock Blast
Chimecho,65.5,psychic,none,121.4,120.8,126,1847419,25.5,Extrasensory,Psyshock,Shadow Ball
Tentacruel,65.2,water,poison,110.7,143.1,127,2012706,23.5,Poison Jab,Acid Spray,Hydro Pump
Machoke,65.1,fighting,none,128.9,98.1,137,1731952,27.5,Karate Chop,Cross Chop,Return
Hitmontop,64.9,fighting,none,123.3,147.8,100,1822396,26,Counter,Close Combat,Stone Edge
Latias,64.8,dragon,psychic,124.6,134.1,107,1788747,15.5,Dragon Breath,Psychic,Outrage
Arcanine,64.6,fire,none,133.2,100.3,125,1670095,18,Snarl,Wild Charge,Crunch
Marshtomp (Shadow),64.5,water,ground,122.2,108,139,1834048,33,Mud Shot,Surf,Mud Bomb
Quagsire (Shadow),64.3,water,ground,111.7,111.7,159,1983389,28,Mud Shot,Stone Edge,Earthquake
Archeops,64.2,rock,flying,162.8,80.3,105,1372743,16.5,Wing Attack,Dragon Claw,Crunch
Cherrim (Sunshine),64.2,grass,none,122.9,115.9,127,1808807,27,Bullet Seed,Weather Ball (Fire),Solar Beam
Prinplup,64.2,water,none,119.8,116.8,133,1860925,37,Bubble,Icy Wind,Hydro Pump
Ariados,64,bug,poison,126.4,101.2,139,1777881,32,Poison Sting,Megahorn,Cross Poison
Nidorino (Shadow),64,poison,none,120.1,99.6,135,1614849,40,Poison Jab,Sludge Bomb,Horn Attack
Persian,64,normal,none,121.2,112.6,136,1855297,38.5,Feint Attack,Night Slash,Return
Haxorus,63.9,dragon,none,152,96.2,100,1462937,15.5,Counter,Dragon Claw,Night Slash
Pidgeot,63.9,normal,flying,118.1,113.3,141,1886409,25.5,Gust,Aerial Ace,Brave Bird
Chansey,63.7,normal,none,59.3,113,396,2652629,40,Pound,Psychic,Hyper Beam
Furret,63.7,normal,none,116.8,103.2,159,1916537,34.5,Quick Attack,Brick Break,Hyper Beam
Moltres,63.5,fire,flying,138.4,103.7,113,1621207,16,Wing Attack,Sky Attack,Overheat
Ivysaur,63.2,grass,poison,120,119.3,129,1846516,35.5,Vine Whip,Power Whip,Sludge Bomb
Nidorino,63.2,poison,none,120.1,99.6,135,1614849,40,Poison Jab,Sludge Bomb,Horn Attack
Tirtouga,63.2,water,rock,117.8,127.2,125,1872864,40,Water Gun,Surf,Body Slam
Cradily (Shadow),63,rock,grass,105.9,141,140,2090467,25.5,Bullet Seed,Stone Edge,Grass Knot
Grimer,63,poison,none,118.5,83,162,1593601,40,Poison Jab,Mud Bomb,Sludge Bomb
Lanturn,62.9,water,electric,104.8,104.8,192,2109375,27,Spark,Thunderbolt,Hydro Pump
Smoochum,62.9,ice,psychic,132.8,83.8,113,1256833,40,Powder Snow,Psyshock,Ice Punch
Swalot,62.9,poison,none,104.8,122.7,166,2134710,28.5,Infestation,Sludge Bomb,Ice Beam
Jumpluff,62.7,grass,flying,97.7,152.4,153,2279378,38.5,Bullet Seed,Aerial Ace,Energy Ball
Vileplume (Shadow),62.6,grass,poison,130.3,111.5,118,1715144,22,Razor Leaf,Sludge Bomb,Petal Blizzard
Graveler,62.4,rock,ground,121.6,128.8,115,1800435,29,Mud Shot,Rock Slide,Rock Blast
Lilligant,62.4,grass,none,137.7,104.1,113,1619705,21,Charm,Petal Blizzard,Hyper Beam
Spinda,62.1,normal,none,103.5,103.5,134,1436254,40,Psycho Cut,Icy Wind,Rock Tomb
Grotle (Shadow),61.7,grass,none,118.3,112.5,141,1875443,29.5,Razor Leaf,Body Slam,Energy Ball
Hariyama,61.7,fighting,none,126.8,74.9,184,1748232,19.5,Counter,Close Combat,Heavy Slam
Slowbro (Shadow),61.7,water,psychic,115.3,120.3,140,1941701,22,Confusion,Psychic,Ice Beam
Blaziken,61.5,fire,fighting,145,89.7,118,1534137,19,Counter,Blaze Kick,Stone Edge
Dusknoir,61.4,ghost,none,120.4,170.4,90,1847258,23,Hex,Dark Pulse,Psychic
Pinsir (Shadow),61.4,bug,none,141.9,113.2,98,1574251,18.5,Fury Cutter,Close Combat,X-Scissor
Wailord,61.4,water,none,118.5,66.8,235,1858149,24,Water Gun,Surf,Blizzard
Amoonguss,61.2,grass,poison,109.7,103.5,178,2021129,26,Feint Attack,Grass Knot,Foul Play
Garbodor,61.2,poison,none,122.4,114.6,130,1823755,23.5,Infestation,Body Slam,Seed Bomb
Milotic,61.2,water,none,113.2,132.7,130,1953018,18.5,Waterfall,Surf,Blizzard
Carnivine,61.1,grass,none,132.2,101.9,126,1696965,25.5,Vine Whip,Power Whip,Crunch
Litleo (XL),61.1,fire,normal,121.1,106.1,144,1850202,49,Ember,Crunch,Flame Charge
Moltres (Shadow),61.1,fire,flying,138.4,103.7,113,1621207,16,Wing Attack,Sky Attack,Overheat
Victreebel (Shadow),61.1,grass,poison,136.9,92.5,129,1633406,22.5,Razor Leaf,Leaf Blade,Acid Spray
Beheeyem,60.8,psychic,none,136.2,103.4,116,1632937,20,Confusion,Rock Slide,Psychic
Servine,60.8,grass,none,108.3,132,134,1914811,40,Vine Whip,Grass Knot,Leaf Tornado
Venusaur (Shadow),60.6,grass,poison,123.4,122.8,119,1802730,20.5,Vine Whip,Frenzy Plant,Sludge Bomb
Dunsparce,60.5,normal,none,105.9,108.2,184,2108416,36,Bite,Rock Slide,Drill Run
Lunatone,60.5,rock,psychic,119.8,108.6,142,1847487,24,Confusion,Rock Slide,Psychic
Raikou (Shadow),60.5,electric,none,132,109.9,116,1683273,15.5,Thunder Shock,Wild Charge,Shadow Ball
Solrock,60.5,rock,psychic,119.8,108.6,142,1847487,24,Confusion,Rock Slide,Psychic
Charmeleon,60.3,fire,none,128.8,106.7,127,1745457,40,Ember,Fire Punch,Return
Jellicent,60.3,water,ghost,108.6,125.7,151,2061200,24,Hex,Ice Beam,Shadow Ball
Luxio,60.3,electric,none,137.5,86.9,134,1601883,40,Spark,Wild Charge,Crunch
Porygon,60.3,normal,none,120.6,114.6,133,1837749,34.5,Quick Attack,Discharge,Hyper Beam
Quilava,60.3,fire,none,128.8,106.7,127,1745457,40,Ember,Flame Charge,Flamethrower
Aerodactyl,60.2,rock,flying,135,103.9,117,1642003,20,Rock Throw,Rock Slide,Earth Power
Grovyle,60.2,grass,none,138.4,100.1,117,1620128,38.5,Bullet Seed,Leaf Blade,Aerial Ace
Banette (Shadow),60,ghost,none,145.9,91.6,113,1510933,24,Shadow Claw,Shadow Ball,Thunder
Gigalith,60,rock,none,128.3,118.4,114,1732509,17,Smack Down,Rock Slide,Superpower
Roserade,59.9,grass,poison,145.4,109.7,97,1547427,18.5,Bullet Seed,Weather Ball (Fire),Grass Knot
Simisage,59.9,grass,none,138.7,92.3,126,1613093,24,Vine Whip,Grass Knot,Crunch
Bonsly,59.7,rock,none,109.9,117,120,1541849,40,Counter,Rock Slide,Earthquake
Fletchinder,59.7,fire,flying,126.4,98.8,136,1698842,40,Ember,Flame Charge,Aerial Ace
Gloom (Shadow),59.7,grass,poison,122.6,115.6,128,1814886,37.5,Razor Leaf,Sludge Bomb,Petal Blizzard
