Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2
Castform (Snowy),84.5,ice,none,114.2,118.9,144,1955147,39.5,Powder Snow,Weather Ball (Ice),Blizzard
Dragonite (Shadow),84.5,dragon,flying,137.3,105.3,112,1619864,14.5,Dragon Breath,Dragon Claw,Draco Meteor
Gengar,84.5,ghost,poison,156.6,95.5,95,1420960,19,Shadow Claw,Shadow Ball,Shadow Punch
Gyarados (Shadow),84.4,water,flying,132,105.3,122,1695047,16,Dragon Breath,Aqua Tail,Crunch
Diggersby (XL),84.2,normal,ground,95.7,140.3,174,2337114,47,Mud Shot,Fire Punch,Hyper Beam
Alomomola,83.9,water,none,98.5,98.5,234,2269817,25.5,Waterfall,Psychic,Hydro Pump
Cradily,83.9,rock,grass,105.9,141,140,2090467,25.5,Bullet Seed,Stone Edge,Grass Knot
Drifblim,83.9,ghost,flying,120.5,73.8,208,1849564,23.5,Hex,Icy Wind,Shadow Ball
Lugia,83.7,psychic,flying,102.4,163.5,129,2160651,15,Extrasensory,Sky Attack,Aeroblast
Venusaur,83.7,grass,poison,123.4,122.8,119,1802730,20.5,Vine Whip,Frenzy Plant,Sludge Bomb
Raichu,83.6,electric,none,135.6,108.9,112,1653365,25,Volt Switch,Wild Charge,Thunder Punch
Venusaur (Shadow),83.6,grass,poison,123.4,122.8,119,1802730,20.5,Vine Whip,Frenzy Plant,Sludge Bomb
Cradily (Shadow),83.4,rock,grass,105.9,141,140,2090467,25.5,Bullet Seed,Stone Edge,Grass Knot
Haunter,83.4,ghost,poison,163.3,87,96,1364117,28.5,Shadow Claw,Shadow Punch,Shadow Ball
Quagsire,83.4,water,ground,111.7,111.7,159,1983389,28,Mud Shot,Stone Edge,Earthquake
Zapdos (Shadow),83.3,electric,flying,137.3,104.7,113,1623486,15.5,Thunder Shock,Drill Peck,Thunderbolt
Glalie,83,ice,none,116.2,119.7,138,1919084,26.5,Ice Shard,Avalanche,Shadow Ball
Hitmontop,82.8,fighting,none,123.3,147.8,100,1822396,26,Counter,Close Combat,Stone Edge
Lapras,82.7,water,ice,106.5,110.9,179,2114378,21.5,Ice Shard,Surf,Skull Bash
Meganium,82.7,grass,none,112.1,135.2,131,1985352,23,Vine Whip,Frenzy Plant,Earthquake
Snorlax (Shadow),82.7,normal,none,107.4,100.2,190,2045672,17,Lick,Body Slam,Superpower
Blastoise,82.5,water,none,112.8,137.8,127,1974395,22,Water Gun,Hydro Cannon,Ice Beam
Lickitung,82.4,normal,none,97.2,120.1,175,2043482,40,Lick,Body Slam,Power Whip
Diggersby,82.1,normal,ground,98.8,133.6,168,2216614,40,Mud Shot,Fire Punch,Hyper Beam
Zapdos,82.1,electric,flying,137.3,104.7,113,1623486,15.5,Thunder Shock,Drill Peck,Thunder
Swampert (Shadow),81.9,water,ground,124,106,137,1800668,19,Mud Shot,Hydro Cannon,Sludge Wave
Ursaring (Shadow),81.8,normal,none,140.9,87.9,128,1585858,19,Shadow Claw,Close Combat,Hyper Beam
Wobbuffet (XL),81.8,psychic,none,63,101.7,333,2133829,50,Counter,Return,Mirror Coat
Pelipper,81.6,water,flying,124.7,127.4,113,1794220,26,Wing Attack,Weather Ball (Water),Hurricane
Castform (Rainy),81.4,water,none,114.2,118.9,144,1955147,39.5,Water Gun,Weather Ball (Water),Thunder
Munchlax,81.4,normal,none,104.6,93.7,218,2136331,30,Lick,Body Slam,Bulldoze
Zangoose,81.3,normal,none,146.4,87.4,119,1523126,22.5,Shadow Claw,Night Slash,Close Combat
Lapras (Shadow),81.1,water,ice,106.5,110.9,179,2114378,21.5,Ice Shard,Surf,Skull Bash
Linoone,81.1,normal,none,114.9,109.5,154,1937075,38.5,Shadow Claw,Grass Knot,Thunder
Piloswine,81,ice,ground,122.4,97.5,153,1825800,24,Powder Snow,Avalanche,Bulldoze
Snorlax,81,normal,none,107.4,100.2,190,2045672,17,Lick,Body Slam,Superpower
Whiscash,81,water,ground,108.3,107.6,175,2038887,27,Mud Shot,Mud Bomb,Blizzard
Torkoal,80.8,fire,none,109,151.3,124,2044921,27,Fire Spin,Overheat,Earthquake
Dragonair (Shadow),80.7,dragon,none,126,111.7,125,1758941,33,Dragon Breath,Aqua Tail,Dragon Pulse
Weepinbell (Shadow),80.2,grass,poison,142.2,81.8,135,1570253,35.5,Bullet Seed,Power Whip,Sludge Bomb
Blastoise (Shadow),80.1,water,none,112.8,137.8,127,1974395,22,Water Gun,Hydro Cannon,Ice Beam
Castform,80.1,normal,none,114.2,118.9,144,1955147,39.5,Hex,Weather Ball (Normal),Energy Ball
Dunsparce,80.1,normal,none,105.9,108.2,184,2108416,36,Bite,Rock Slide,Drill Run
Noctowl,80.1,normal,flying,106.7,115.9,169,2091241,28,Wing Attack,Sky Attack,Psychic
Pinsir (Shadow),79.9,bug,none,141.9,113.2,98,1574251,18.5,Fury Cutter,Close Combat,X-Scissor
Golem (Alolan),79.8,rock,electric,126.4,120.7,116,1769231,18.5,Volt Switch,Wild Charge,Rock Blast
Medicham,79.8,fighting,psychic,107.5,132,134,1900834,40,Counter,Ice Punch,Psychic
Galvantula,79.6,bug,electric,138.3,94.8,122,1599873,25,Volt Switch,Discharge,Lunge
Piloswine (Shadow),79.6,ice,ground,122.4,97.5,153,1825800,24,Powder Snow,Avalanche,Bulldoze
Tangrowth,79.6,grass,none,122.4,112.2,133,1827093,18,Vine Whip,Power Whip,Rock Slide
Kingdra,79.5,water,dragon,122.4,124.3,119,1810502,21,Dragon Breath,Outrage,Octazooka
Marowak (Alolan),79.5,fire,ghost,111.4,145.3,124,2007734,31,Fire Spin,Shadow Bone,Bone Club
Castform (Sunny),79.3,fire,none,114.2,118.9,144,1955147,39.5,Ember,Weather Ball (Fire),Solar Beam
Ho-Oh,79.3,fire,flying,124.6,127.2,113,1791064,14.5,Incinerate,Brave Bird,Earthquake
Alakazam (Shadow),79.2,psychic,none,158.1,98,91,1410853,18,Psycho Cut,Fire Punch,Shadow Ball
Gyarados,79.2,water,flying,132,105.3,122,1695047,16,Dragon Breath,Aqua Tail,Crunch
Sirfetchd,79.2,fighting,none,145.9,108.6,96,1521428,18.5,Counter,Leaf Blade,Night Slash
Latios,79,dragon,psychic,140.5,112.5,101,1595527,14,Dragon Breath,Dragon Claw,Psychic
Magmortar (Shadow),79,fire,none,140.8,102.8,108,1563877,17.5,Karate Chop,Fire Punch,Thunderbolt
Farfetchd (Galarian),78.8,fighting,none,137.9,99.4,117,1603044,36.5,Fury Cutter,Leaf Blade,Brave Bird
Mamoswine (Shadow),78.8,ice,ground,137.9,85.5,137,1614801,16,Powder Snow,Avalanche,Bulldoze
Chansey,78.7,normal,none,59.3,113,396,2652629,40,Pound,Psychic,Hyper Beam
Politoed,78.7,water,none,116,121,138,1936695,22.5,Mud Shot,Weather Ball (Water),Blizzard
Pidgeot,78.5,normal,flying,118.1,113.3,141,1886409,25.5,Gust,Aerial Ace,Brave Bird
Banette (Shadow),78.4,ghost,none,145.9,91.6,113,1510933,24,Shadow Claw,Shadow Ball,Thunder
Blissey,78.2,normal,none,82.4,109.9,301,2727683,20,Pound,Psychic,Hyper Beam
Chesnaught,78.2,grass,fighting,118.9,124.7,125,1853637,18.5,Vine Whip,Superpower,Energy Ball
Ludicolo,78.2,water,grass,117.2,122.4,132,1893662,23.5,Bubble,Energy Ball,Ice Beam
Ninetales,78.1,fire,none,116.2,130.9,126,1917092,25,Fire Spin,Weather Ball (Fire),Solar Beam
Omastar (Shadow),78.1,rock,water,128.4,126.1,108,1748538,20,Mud Shot,Rock Slide,Rock Blast
Quagsire (Shadow),78.1,water,ground,111.7,111.7,159,1983389,28,Mud Shot,Stone Edge,Earthquake
Ursaring,78.1,normal,none,140.9,87.9,128,1585858,19,Shadow Claw,Close Combat,Hyper Beam
Machamp,77.9,fighting,none,136,95.8,125,1628538,18,Counter,Cross Chop,Rock Slide
Dusclops,77.8,ghost,none,106.3,191.7,103,2099186,37.5,Hex,Shadow Punch,Ice Punch
Gallade (Shadow),77.8,psychic,fighting,137.2,115.6,102,1617468,18,Confusion,Leaf Blade,Close Combat
Mamoswine,77.8,ice,ground,137.9,85.5,137,1614801,16,Powder Snow,Avalanche,Bulldoze
Zebstrika,77.8,electric,none,138.4,94.2,123,1602957,23,Spark,Wild Charge,Flame Charge
Stunfisk,77.6,ground,electric,102.9,126.7,167,2176261,26,Mud Shot,Mud Bomb,Discharge
Luxray,77.5,electric,none,138,97.2,119,1596886,19,Spark,Wild Charge,Crunch
Talonflame,77.5,fire,flying,123.3,112.4,131,1815258,26,Incinerate,Brave Bird,Flame Charge
Luxio,77.3,electric,none,137.5,86.9,134,1601883,40,Spark,Wild Charge,Crunch
Roserade,77.2,grass,poison,145.4,109.7,97,1547427,18.5,Bullet Seed,Weather Ball (Fire),Grass Knot
Crustle,77,bug,rock,120.9,132.8,114,1831189,22,Smack Down,Rock Slide,X-Scissor
Vigoroth,76.7,normal,none,115.9,113.1,144,1888091,28,Counter,Body Slam,Bulldoze
Articuno,76.6,ice,flying,113.2,142.5,122,1967716,18.5,Ice Shard,Icy Wind,Hurricane
Dewgong,76.6,water,ice,102.7,136.2,154,2154277,28.5,Ice Shard,Icy Wind,Water Pulse
Mantine,76.6,water,flying,106.9,163.1,120,2092515,27,Wing Attack,Bubble Beam,Ice Beam
Swalot,76.4,poison,none,104.8,122.7,166,2134710,28.5,Infestation,Sludge Bomb,Ice Beam
Hypno (Shadow),76.2,psychic,none,104.8,143.7,142,2138624,27,Confusion,Thunder Punch,Ice Punch
Manectric,76.2,electric,none,142.5,92,118,1545899,23.5,Snarl,Wild Charge,Flame Burst
Rufflet,76.2,normal,flying,130.4,88.5,147,1696693,40,Wing Attack,Brave Bird,Aerial Ace
Serperior,76.2,grass,none,109.9,142.7,128,2007750,24,Vine Whip,Grass Knot,Aerial Ace
Wartortle,76.2,water,none,111.4,134.4,132,1976177,40,Water Gun,Ice Beam,Hydro Pump
Golbat (Shadow),76.1,poison,flying,119.5,115.2,136,1872017,28,Wing Attack,Poison Fang,Shadow Ball
Graveler (Alolan),76.1,rock,electric,121.6,128.8,115,1800435,29,Volt Switch,Stone Edge,Rock Blast
Muk (Shadow),76.1,poison,none,118.3,111.7,143,1889615,20,Poison Jab,Dark Pulse,Thunder Punch
Dragonite,75.9,dragon,flying,137.3,105.3,112,1619864,14.5,Dragon Breath,Dragon Claw,Draco Meteor
Ninjask,75.9,bug,flying,146.3,88.4,118,1525664,28,Fury Cutter,Aerial Ace,Shadow Ball
Politoed (Shadow),75.9,water,none,116,121,138,1936695,22.5,Mud Shot,Weather Ball (Water),Blizzard
Sealeo,75.9,ice,water,110.1,110.1,168,2035980,35.5,Powder Snow,Body Slam,Aurora Beam
Swampert,75.9,water,ground,124,106,137,1800668,19,Mud Shot,Hydro Cannon,Sludge Wave
Ivysaur,75.8,grass,poison,120,119.3,129,1846516,35.5,Vine Whip,Power Whip,Sludge Bomb
Tropius,75.8,grass,flying,102.2,125.9,169,2173466,29,Air Slash,Leaf Blade,Aerial Ace
Blaziken,75.6,fire,fighting,145,89.7,118,1534137,19,Counter,Blaze Kick,Stone Edge
Dragonair,75.6,dragon,none,126,111.7,125,1758941,33,Dragon Breath,Aqua Tail,Wrap
Dusclops (Shadow),75.6,ghost,none,106.3,191.7,103,2099186,37.5,Hex,Shadow Punch,Ice Punch
Feraligatr,75.6,water,none,124.5,119.7,120,1788540,19.5,Water Gun,Hydro Cannon,Crunch
Hariyama,75.6,fighting,none,126.8,74.9,184,1748232,19.5,Counter,Close Combat,Heavy Slam
Minun,75.6,electric,none,118,127.3,126,1891708,37.5,Spark,Thunderbolt,Grass Knot
Ninetales (Shadow),75.6,fire,none,116.2,130.9,126,1917092,25,Fire Spin,Weather Ball (Fire),Psyshock
Victini,75.6,psychic,fire,120.5,120.5,127,1843005,16.5,Confusion,V-Create,Psychic
Charizard (Shadow),75.5,fire,flying,135.1,106.8,115,1658635,19.5,Fire Spin,Blast Burn,Dragon Claw
Mismagius,75.5,ghost,none,134.4,125.1,99,1664924,21.5,Hex,Shadow Ball,Dark Pulse
Ivysaur (Shadow),75.3,grass,poison,120,119.3,129,1846516,35.5,Vine Whip,Power Whip,Sludge Bomb
Gliscor,75.2,ground,flying,116.1,142.1,116,1914629,20.5,Fury Cutter,Earthquake,Night Slash
Jumpluff (Shadow),75.2,grass,flying,97.7,152.4,153,2279378,38.5,Bullet Seed,Aerial Ace,Energy Ball
Sudowoodo,75.2,rock,none,116.7,128.2,126,1884689,25.5,Counter,Rock Slide,Earthquake
Electrode,75,electric,none,124.7,126.7,114,1800418,26,Volt Switch,Foul Play,Thunderbolt
Suicune,75,water,none,106.9,141.3,137,2069442,18.5,Snarl,Bubble Beam,Hydro Pump
Hitmonchan (Shadow),74.9,fighting,none,130.2,135.3,97,1708843,23.5,Counter,Ice Punch,Thunder Punch
Stoutland,74.9,normal,none,126.2,115,122,1771525,19.5,Lick,Wild Charge,Crunch
Gallade,74.7,psychic,fighting,137.2,115.6,102,1617468,18,Confusion,Leaf Blade,Close Combat
Heracross,74.7,bug,fighting,135.2,108.4,112,1642084,17.5,Counter,Close Combat,Megahorn
Kabutops,74.7,rock,water,137.3,117.3,101,1627071,20.5,Mud Shot,Stone Edge,Ancient Power
Muk,74.7,poison,none,118.3,111.7,143,1889615,20,Poison Jab,Thunder Punch,Dark Pulse
Poliwrath (Shadow),74.7,water,fighting,117.7,120.8,134,1904764,21.5,Mud Shot,Dynamic Punch,Ice Punch
Arcanine (Shadow),74.6,fire,none,133.2,100.3,125,1670095,18,Snarl,Wild Charge,Crunch
Carracosta,74.4,water,rock,121.2,128.6,117,1823041,21,Rock Throw,Surf,Body Slam
Bibarel,74.3,normal,water,125.4,95.9,149,1792338,31,Water Gun,Surf,Hyper Fang
Claydol,74.3,ground,psychic,105.5,169.7,119,2131919,28.5,Confusion,Earth Power,Shadow Ball
Magcargo,74.3,fire,rock,110.5,157.3,115,1999192,36,Ember,Stone Edge,Overheat
Sealeo (Shadow),74.1,ice,water,110.1,110.1,168,2035980,35.5,Powder Snow,Body Slam,Aurora Beam
Shelgon,74.1,dragon,none,125.6,118,120,1779129,27,Dragon Breath,Flamethrower,Twister
Moltres (Shadow),74,fire,flying,138.4,103.7,113,1621207,16,Wing Attack,Sky Attack,Overheat
Jumpluff,73.8,grass,flying,97.7,152.4,153,2279378,38.5,Bullet Seed,Aerial Ace,Energy Ball
Magmar (Shadow),73.8,fire,none,135.2,105.7,114,1628984,23,Karate Chop,Fire Punch,Flamethrower
Carnivine,73.7,grass,none,132.2,101.9,126,1696965,25.5,Vine Whip,Power Whip,Crunch
Nidoqueen,73.7,poison,ground,118.5,114.7,139,1889232,23,Poison Jab,Earth Power,Stone Edge
Croconaw,73.5,water,none,119.4,117.1,134,1873255,36.5,Water Gun,Ice Punch,Crunch
Pachirisu,73.5,electric,none,86.1,147.8,134,1705913,40,Volt Switch,Thunder Punch,Thunderbolt
Simisage,73.5,grass,none,138.7,92.3,126,1613093,24,Vine Whip,Grass Knot,Crunch
Swellow,73.3,normal,flying,136.9,99.1,119,1615281,28.5,Wing Attack,Brave Bird,Sky Attack
Quilladin,73,grass,none,116.8,131.4,125,1918246,37,Vine Whip,Body Slam,Energy Ball
Beartic,72.9,ice,none,137.3,90.8,131,1633093,18.5,Powder Snow,Ice Punch,Surf
Litleo (XL),72.9,fire,normal,121.1,106.1,144,1850202,49,Ember,Crunch,Flame Charge
Milotic,72.9,water,none,113.2,132.7,130,1953018,18.5,Waterfall,Surf,Blizzard
Misdreavus (Shadow),72.9,ghost,none,124.4,119.5,120,1783517,28,Hex,Dark Pulse,Ominous Wind
Sceptile,72.9,grass,none,138.5,108.3,108,1619458,20.5,Bullet Seed,Leaf Blade,Earthquake
Ampharos,72.7,electric,none,125.8,107.1,129,1738295,19,Volt Switch,Thunder Punch,Dragon Pulse
Beedrill (Shadow),72.7,bug,poison,128.6,103.6,130,1731686,30.5,Poison Jab,X-Scissor,Drill Run
Golbat,72.7,poison,flying,119.5,115.2,136,1872017,28,Wing Attack,Poison Fang,Shadow Ball
Gothitelle,72.7,psychic,none,117.2,137.5,118,1902003,22.5,Confusion,Rock Slide,Psychic
Servine,72.7,grass,none,108.3,132,134,1914811,40,Vine Whip,Grass Knot,Leaf Tornado
Gliscor (Shadow),72.6,ground,flying,116.1,142.1,116,1914629,20.5,Fury Cutter,Earthquake,Night Slash
Plusle,72.6,electric,none,130.7,104.3,126,1717821,34,Spark,Thunderbolt,Grass Knot
Relicanth,72.6,water,rock,105.9,133.5,149,2105658,22,Water Gun,Aqua Tail,Ancient Power
Meowstic (Female),72.4,psychic,none,117.8,124,129,1884568,26,Confusion,Psychic,Shadow Ball
Amoonguss,72.3,grass,poison,109.7,103.5,178,2021129,26,Feint Attack,Grass Knot,Foul Play
Charizard,72.3,fire,flying,135.1,106.8,115,1658635,19.5,Fire Spin,Blast Burn,Dragon Claw
Delcatty,72.3,normal,none,116.2,112.2,147,1916492,40,Feint Attack,Wild Charge,Disarming Voice
Electabuzz (Shadow),72.3,electric,none,132.9,113.2,111,1669548,24,Thunder Shock,Thunder Punch,Thunderbolt
Latias,72.3,dragon,psychic,124.6,134.1,107,1788747,15.5,Dragon Breath,Psychic,Outrage
Bellossom,72.1,grass,none,115.1,130.3,128,1918300,24.5,Bullet Seed,Leaf Blade,Return
Porygon2,72.1,normal,none,123.4,116.7,125,1800342,20.5,Lock On,Tri Attack,Solar Beam
Slowking,72.1,water,psychic,115.3,120.3,140,1941701,22,Confusion,Psychic,Blizzard
Ampharos (Shadow),72,electric,none,125.8,107.1,129,1738295,19,Volt Switch,Thunder Punch,Dragon Pulse
Moltres,72,fire,flying,138.4,103.7,113,1621207,16,Wing Attack,Sky Attack,Overheat
Poliwrath,72,water,fighting,117.7,120.8,134,1904764,21.5,Mud Shot,Dynamic Punch,Ice Punch
Tentacruel,72,water,poison,110.7,143.1,127,2012706,23.5,Poison Jab,Acid Spray,Hydro Pump
Pinsir,71.8,bug,none,141.9,113.2,98,1574251,18.5,Fury Cutter,Close Combat,X-Scissor
Purugly,71.8,normal,none,128.4,103.8,131,1745605,29.5,Shadow Claw,Aerial Ace,Thunder
Alakazam,71.7,psychic,none,158.1,98,91,1410853,18,Psycho Cut,Fire Punch,Shadow Ball
Lumineon,71.7,water,none,109.8,133.7,138,2025052,32.5,Water Gun,Blizzard,Silver Wind
Marshtomp,71.7,water,ground,122.2,108,139,1834048,33,Mud Shot,Surf,Mud Bomb
Marshtomp (Shadow),71.7,water,ground,122.2,108,139,1834048,33,Mud Shot,Surf,Mud Bomb
Primeape,71.7,fighting,none,141.8,97.1,115,1584241,23.5,Counter,Night Slash,Ice Punch
Wailord,71.7,water,none,118.5,66.8,235,1858149,24,Water Gun,Surf,Blizzard
Flygon (Shadow),71.5,ground,dragon,128.8,108.9,123,1725102,20.5,Mud Shot,Dragon Claw,Stone Edge
Bouffalant,71.2,normal,none,119.5,113.5,137,1857953,20,Mud Shot,Stomp,Megahorn
Slowbro,71.2,water,psychic,115.3,120.3,140,1941701,22,Confusion,Psychic,Ice Beam
Vaporeon,71.2,water,none,117.9,97.8,162,1868082,17.5,Water Gun,Aqua Tail,Last Resort
Grumpig,71.1,psychic,none,114,130.8,130,1938186,23.5,Extrasensory,Psychic,Shadow Ball
Arcanine,70.9,fire,none,133.2,100.3,125,1670095,18,Snarl,Wild Charge,Crunch
Articuno (Shadow),70.9,ice,flying,113.2,142.5,122,1967716,18.5,Ice Shard,Icy Wind,Hurricane
Dustox (XL),70.9,bug,poison,95,148.7,142,2005436,50,Confusion,Sludge Bomb,Bug Buzz
Gothorita,70.9,psychic,none,115.2,129.9,129,1930429,37,Confusion,Psychic,Future Sight
Staraptor,70.9,normal,flying,143.2,89.7,122,1567032,19,Wing Attack,Brave Bird,Close Combat
Emolga,70.7,electric,flying,128.1,110.2,123,1735695,37.5,Thunder Shock,Discharge,Aerial Ace
Gigalith,70.7,rock,none,128.3,118.4,114,1732509,17,Smack Down,Rock Slide,Superpower
Suicune (Shadow),70.7,water,none,106.9,141.3,137,2069442,18.5,Snarl,Bubble Beam,Hydro Pump
Hitmonchan,70.4,fighting,none,130.2,135.3,97,1708843,23.5,Counter,Ice Punch,Thunder Punch
Gastrodon (East),70.3,water,ground,115.2,101.4,166,1939485,24,Mud Slap,Body Slam,Earth Power
Gastrodon (West),70.3,water,ground,115.2,101.4,166,1939485,24,Mud Slap,Body Slam,Earth Power
Golem,70.3,rock,ground,126.4,120.7,116,1769231,18.5,Mud Shot,Stone Edge,Rock Blast
Infernape,70.3,fire,fighting,138,98.6,118,1605123,20,Fire Spin,Close Combat,Blast Burn
Rotom (Wash),70.3,electric,water,131,141.6,92,1705995,22,Thunder Shock,Thunderbolt,Hydro Pump
Typhlosion,70.3,fire,none,135.1,106.8,115,1658635,19.5,Incinerate,Blast Burn,Solar Beam
Cryogonal,70.1,ice,none,116.8,136.9,119,1902125,19.5,Ice Shard,Night Slash,Aurora Beam
Meowstic (Male),70.1,psychic,none,117.8,124,129,1884568,26,Confusion,Psychic,Energy Ball
Mismagius (Shadow),70.1,ghost,none,134.4,125.1,99,1664924,21.5,Hex,Shadow Ball,Dark Pulse
Electabuzz,70,electric,none,132.9,113.2,111,1669548,24,Thunder Shock,Thunder Punch,Return
Jolteon,70,electric,none,139.2,114.7,100,1596343,19,Volt Switch,Discharge,Last Resort
Nidoqueen (Shadow),70,poison,ground,118.5,114.7,139,1889232,23,Poison Jab,Earth Power,Stone Edge
Porygon2 (Shadow),70,normal,none,123.4,116.7,125,1800342,20.5,Lock On,Tri Attack,Solar Beam
Simipour,70,water,none,138.7,92.3,126,1613093,24,Water Gun,Surf,Crunch
Tangela,70,grass,none,126.3,120.3,116,1763006,24.5,Vine Whip,Grass Knot,Sludge Bomb
Seismitoad,69.8,water,ground,121.6,99.6,152,1840677,22,Mud Shot,Earth Power,Sludge Bomb
Wobbuffet,69.8,psychic,none,59.3,95.6,313,1774087,40,Counter,Return,Mirror Coat
Armaldo (Shadow),69.7,rock,bug,135.7,108.9,112,1654542,19,Fury Cutter,Rock Blast,Cross Poison
Beedrill,69.7,bug,poison,128.6,103.6,130,1731686,30.5,Poison Jab,X-Scissor,Drill Run
Bellossom (Shadow),69.7,grass,none,115.1,130.3,128,1918300,24.5,Bullet Seed,Leaf Blade,Dazzling Gleam
Haxorus,69.7,dragon,none,152,96.2,100,1462937,15.5,Counter,Dragon Claw,Night Slash
Persian,69.7,normal,none,121.2,112.6,136,1855297,38.5,Feint Attack,Night Slash,Return
Weepinbell,69.7,grass,poison,142.2,81.8,135,1570253,35.5,Bullet Seed,Power Whip,Seed Bomb
Toxicroak,69.5,poison,fighting,136.6,92.1,129,1622926,22,Counter,Mud Bomb,Sludge Bomb
Garchomp,69.4,dragon,ground,133.5,102.5,122,1668472,14,Mud Shot,Outrage,Earthquake
Chandelure,69.2,ghost,fire,153.7,106.9,89,1461411,17,Incinerate,Shadow Ball,Flame Charge
Gligar,69.2,ground,flying,109.9,146.8,126,2033533,31,Wing Attack,Night Slash,Dig
Gligar (Shadow),69.2,ground,flying,109.9,146.8,126,2033533,31,Wing Attack,Night Slash,Dig
Vespiquen,69.2,bug,flying,110.5,143.3,128,2028256,28.5,Fury Cutter,X-Scissor,Power Gem
Chimecho,69.1,psychic,none,121.4,120.8,126,1847419,25.5,Extrasensory,Psyshock,Shadow Ball
Arbok,68.8,poison,none,125.9,120.9,117,1780217,29,Dragon Tail,Dark Pulse,Sludge Wave
Miltank,68.8,normal,none,106,136.1,145,2092571,24,Tackle,Body Slam,Ice Beam
Omastar,68.8,rock,water,128.4,126.1,108,1748538,20,Mud Shot,Rock Slide,Rock Blast
Flygon,68.6,ground,dragon,128.8,108.9,123,1725102,20.5,Mud Shot,Dragon Claw,Stone Edge
Hippowdon,68.6,ground,none,117.9,115.6,139,1894516,18,Ice Fang,Body Slam,Stone Edge
Machoke (Shadow),68.6,fighting,none,128.9,98.1,137,1731952,27.5,Karate Chop,Cross Chop,Dynamic Punch
Kingler,68.5,water,none,145.7,111.5,94,1526953,19.5,Mud Shot,Crabhammer,X-Scissor
Magmortar,68.5,fire,none,140.8,102.8,108,1563877,17.5,Karate Chop,Fire Punch,Thunderbolt
Prinplup,68.5,water,none,119.8,116.8,133,1860925,37,Bubble,Icy Wind,Hydro Pump
Ariados,68.3,bug,poison,126.4,101.2,139,1777881,32,Poison Sting,Megahorn,Cross Poison
Huntail,68.3,water,none,132.2,121.1,105,1680530,24,Water Gun,Aqua Tail,Crunch
Cloyster,68,water,ice,121.2,165.9,92,1849900,21,Ice Shard,Icy Wind,Hydro Pump
Dugtrio,68,ground,none,139.7,117.2,97,1587879,37.5,Mud Shot,Mud Bomb,Stone Edge
Grovyle,68,grass,none,138.4,100.1,117,1620128,38.5,Bullet Seed,Leaf Blade,Aerial Ace
Musharna,68,psychic,none,113.7,107.1,160,1947640,20.5,Charge Beam,Psyshock,Future Sight
