Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2
Bouffalant,77.5,normal,none,154.8,151,172,4020660,36.5,Mud Shot,Stomp,Earthquake
Talonflame (XL),77.5,fire,flying,160.5,142.9,168,3851770,50,Incinerate,Brave Bird,Flame Charge
Poliwrath (Shadow),77.3,water,fighting,152.2,155.4,172,4067550,39,Mud Shot,Dynamic Punch,Ice Punch
Excadrill,77.2,ground,steel,186.3,99.5,180,3336660,27.5,Mud Shot,Drill Run,Rock Slide
Gengar,77.2,ghost,poison,202.5,118.6,128,3075577,34,Shadow Claw,Shadow Ball,Shadow Punch
Giratina (Origin),77.2,ghost,dragon,153.4,132.9,197,4016440,24.5,Shadow Claw,Shadow Ball,Dragon Pulse
Froslass (XL),77,ice,ghost,156.3,138.6,157,3402243,50,Powder Snow,Avalanche,Shadow Ball
Muk,76.6,poison,none,151.9,142.5,189,4092111,38,Poison Jab,Thunder Punch,Dark Pulse
Clefable,76,fairy,none,152.5,139.9,182,3883166,40,Charm,Moonblast,Meteor Mash
Ferrothorn (XL),75.5,grass,steel,139.5,198,162,4473679,49,Bullet Seed,Power Whip,Flash Cannon
Swampert (Shadow),75.5,water,ground,159.2,138.3,177,3897624,32,Mud Shot,Hydro Cannon,Earthquake
Mew,75.2,psychic,none,154.1,157.6,164,3983992,27.5,Shadow Claw,Overheat,Psyshock
Ninetales (Alolan),75.1,ice,fairy,146.2,164.4,151,3629075,40,Powder Snow,Weather Ball (Ice),Psyshock
Porygon2,75.1,normal,none,158.1,150.3,164,3898496,38,Lock On,Tri Attack,Zap Cannon
Blastoise (XL),75,water,none,142.8,181.8,168,4362665,48,Water Gun,Hydro Cannon,Ice Beam
Virizion,74.8,grass,fighting,146.3,177.8,163,4241212,30,Quick Attack,Leaf Blade,Close Combat
Raichu (XL),74.5,electric,none,174.8,139.5,142,3462012,50,Volt Switch,Wild Charge,Thunder Punch
Poliwrath,74.4,water,fighting,152.2,155.4,172,4067550,39,Mud Shot,Dynamic Punch,Ice Punch
Obstagoon,73.8,dark,normal,148.9,160.4,174,4154681,36,Counter,Night Slash,Gunk Shot
Raikou (Shadow),73.8,electric,none,171,141.7,150,3633564,26,Volt Switch,Wild Charge,Shadow Ball
Mr. Rime,73,ice,psychic,167.3,142,157,3728793,36,Ice Shard,Icy Wind,Psychic
Sceptile,73,grass,none,178,139.7,141,3506056,36,Bullet Seed,Leaf Blade,Earthquake
Scizor (Shadow),72.7,bug,steel,178.5,141.7,137,3464803,31,Bullet Punch,Night Slash,Iron Head
Thundurus (Incarnate),72.6,electric,flying,189.5,124.3,138,3249327,27,Thunder Shock,Crunch,Thunder
Escavalier,72.3,bug,steel,172.3,148.9,140,3590966,34,Counter,Megahorn,Drill Run
Genesect,72,bug,steel,180.2,145.8,129,3388487,26.5,Fury Cutter,X-Scissor,Magnet Bomb
Ninetales (XL),72,fire,none,150,171.7,160,4121084,49.5,Fire Spin,Weather Ball (Fire),Psyshock
Dewgong (XL),71.8,water,ice,129.4,161.3,186,3883324,50,Ice Shard,Icy Wind,Water Pulse
Electivire,71.8,electric,none,186.5,128.4,139,3328791,29.5,Thunder Shock,Wild Charge,Ice Punch
Sandslash (Alolan XL),71.8,ice,steel,149.4,172.5,161,4148341,47,Powder Snow,Ice Punch,Bulldoze
Gallade,71.7,psychic,fighting,178.5,149.5,131,3494934,29.5,Confusion,Close Combat,Leaf Blade
Mandibuzz,71.4,dark,flying,113.8,173.9,203,4016661,40,Snarl,Foul Play,Shadow Ball
Pinsir (Shadow),71.2,bug,none,182.2,141.9,132,3412747,32.5,Fury Cutter,Close Combat,X-Scissor
Altaria (XL),71.1,dragon,flying,131.1,181.5,164,3902033,50,Dragon Breath,Sky Attack,Dragon Pulse
Steelix (XL),71.1,steel,ground,127.4,234,163,4860385,48.5,Dragon Tail,Earthquake,Crunch
Kingler,70.9,water,none,188,144.3,122,3309209,36,Mud Shot,Crabhammer,X-Scissor
Cloyster,70.6,water,ice,156.7,213.4,118,3946175,39.5,Ice Shard,Icy Wind,Hydro Pump
Reshiram,70.6,dragon,fire,177.4,141.3,138,3459710,22.5,Dragon Breath,Crunch,Overheat
Skarmory (XL),70.6,steel,flying,137,202.5,149,4132945,50,Air Slash,Brave Bird,Sky Attack
Flygon,70.5,ground,dragon,168.7,140.2,156,3689409,36.5,Mud Shot,Dragon Claw,Earth Power
Steelix,70.3,steel,ground,128.8,226.8,154,4499603,40,Dragon Tail,Earthquake,Crunch
Skuntank,70.2,poison,dark,157.3,116.2,193,3526239,40,Poison Jab,Crunch,Sludge Bomb
Togekiss,70.2,fairy,flying,162.5,161.8,145,3813620,27.5,Charm,Ancient Power,Flamethrower
Ninetales (Shadow XL),70,fire,none,150,171.7,160,4121084,49.5,Fire Spin,Weather Ball (Fire),Psyshock
Skuntank (Shadow),69.9,poison,dark,157.3,116.2,193,3526239,40,Poison Jab,Crunch,Sludge Bomb
Gallade (Shadow),69.7,psychic,fighting,178.5,149.5,131,3494934,29.5,Confusion,Close Combat,Leaf Blade
Raikou,69.7,electric,none,171,141.7,150,3633564,26,Volt Switch,Wild Charge,Shadow Ball
Galvantula (XL),69.6,bug,electric,181.5,120.2,157,3424193,50,Volt Switch,Lunge,Discharge
Magnezone,69.6,electric,steel,174.8,158.3,128,3541430,29,Spark,Wild Charge,Mirror Shot
Zekrom,69.3,dragon,electric,177.4,141.3,138,3459710,22.5,Dragon Breath,Crunch,Wild Charge
Feraligatr,69.1,water,none,160.1,154,157,3870246,34.5,Ice Fang,Hydro Cannon,Crunch
Jirachi,69.1,steel,psychic,154.1,157.6,164,3983992,27.5,Confusion,Doom Desire,Dazzling Gleam
Mewtwo (Shadow),69.1,psychic,none,192.6,120.8,139,3234134,21.5,Psycho Cut,Psystrike,Shadow Ball
Scrafty (XL),68.7,dark,fighting,146.6,194.4,149,4246165,49.5,Counter,Foul Play,Power-Up Punch
Golduck (Shadow),68.6,water,none,162.8,139.9,162,3689262,40,Water Gun,Cross Chop,Ice Beam
Ampharos (Shadow),68.3,electric,none,164.7,136.8,167,3762996,34,Volt Switch,Thunder Punch,Focus Blast
Cryogonal,68.1,ice,none,150.8,175.2,156,4120313,35,Ice Shard,Night Slash,Aurora Beam
Magmortar (Shadow),68.1,fire,none,182.8,135,137,3380644,29.5,Karate Chop,Fire Punch,Thunderbolt
Lucario,68,fighting,steel,188.4,121.2,144,3287695,38.5,Counter,Power-Up Punch,Shadow Ball
Rapidash (Galarian),68,psychic,fairy,175.4,139.9,140,3435882,40,Psycho Cut,Body Slam,Play Rough
Cloyster (Shadow),67.8,water,ice,156.7,213.4,118,3946175,39.5,Ice Shard,Icy Wind,Hydro Pump
Charizard (Shadow),67.7,fire,flying,173.6,141.7,146,3590982,35,Dragon Breath,Blast Burn,Dragon Claw
Flygon (Shadow),67.7,ground,dragon,168.7,140.2,156,3689409,36.5,Mud Shot,Dragon Claw,Earth Power
Shiftry (Shadow XL),67.7,grass,dark,173.5,112.9,183,3585967,48,Snarl,Leaf Blade,Foul Play
Kyurem,67.2,dragon,ice,170,124.8,171,3627753,25.5,Dragon Breath,Dragon Claw,Blizzard
Vaporeon,67.2,water,none,154,126.6,207,4034935,29,Water Gun,Aqua Tail,Last Resort
Blastoise,67.1,water,none,147,175.4,160,4126386,40,Water Gun,Hydro Cannon,Ice Beam
Cobalion,67.1,steel,fighting,146.3,177.8,163,4241212,30,Metal Claw,Sacred Sword,Stone Edge
Victini,66.9,psychic,fire,154.1,157.6,164,3983992,27.5,Confusion,V-Create,Psychic
Landorus (Incarnate),66.6,ground,flying,181,131.6,144,3429771,25,Mud Shot,Rock Slide,Earth Power
Latios,66.6,dragon,psychic,180,147.2,130,3445026,24,Dragon Breath,Dragon Claw,Psychic
Blastoise (Shadow),66.5,water,none,147,175.4,160,4126386,40,Water Gun,Hydro Cannon,Ice Beam
Porygon2 (Shadow),66.5,normal,none,158.1,150.3,164,3898496,38,Lock On,Tri Attack,Zap Cannon
Pinsir,66.3,bug,none,182.2,141.9,132,3412747,32.5,Fury Cutter,Close Combat,X-Scissor
Sirfetchd,66.3,fighting,none,188.2,140,125,3292991,31.5,Counter,Close Combat,Leaf Blade
Scolipede,66.2,bug,poison,172.3,150.2,134,3466561,40,Poison Jab,X-Scissor,Megahorn
Stoutland,66.2,normal,none,161,148.9,160,3833964,34,Lick,Wild Charge,Crunch
Dragonite,66,dragon,flying,177.2,136.2,145,3499943,24.5,Dragon Breath,Dragon Claw,Outrage
Forretress,66,bug,steel,139.1,173.9,154,3724260,40,Bug Bite,Earthquake,Mirror Shot
Primeape,66,fighting,none,175.4,120.9,140,2970000,40,Counter,Close Combat,Night Slash
Kingdra,65.9,water,dragon,161,160.2,150,3869168,36.5,Dragon Breath,Outrage,Octazooka
Ludicolo (XL),65.9,water,grass,150.8,160,171,4126545,49.5,Bubble,Energy Ball,Ice Beam
Piloswine,65.9,ice,ground,154.9,120.9,189,3539919,40,Powder Snow,Avalanche,Stone Edge
Bronzong (XL),65.7,steel,psychic,146.2,191.6,152,4257910,50,Confusion,Psyshock,Bulldoze
Gardevoir,65.7,psychic,fairy,178.5,149.5,131,3494934,29.5,Charm,Synchronoise,Shadow Ball
Melmetal,65.7,steel,none,157.3,133.5,188,3949394,26,Thunder Shock,Rock Slide,Superpower
Ferrothorn,65.6,grass,steel,136.7,188.1,153,3934581,40,Bullet Seed,Power Whip,Flash Cannon
Ninetales,65.6,fire,none,145.4,162,151,3557399,40,Fire Spin,Weather Ball (Fire),Psyshock
Scizor,65.6,bug,steel,178.5,141.7,137,3464803,31,Bullet Punch,Night Slash,Iron Head
Serperior (XL),65.4,grass,none,144.1,182.6,164,4316318,49.5,Vine Whip,Grass Knot,Aerial Ace
Celebi,65.3,psychic,grass,154.1,157.6,164,3983992,27.5,Confusion,Seed Bomb,Psychic
Whiscash,65.3,water,ground,131.2,123.3,203,3283316,40,Mud Shot,Mud Bomb,Blizzard
Seismitoad,65.1,water,ground,158.1,128.8,193,3929695,40,Mud Shot,Earth Power,Sludge Bomb
Shiftry,65.1,grass,dark,169.9,107.5,175,3195946,40,Snarl,Leaf Blade,Foul Play
Blaziken,65,fire,fighting,185.9,116.1,154,3322299,34.5,Counter,Blaze Kick,Stone Edge
Drapion,64.8,poison,dark,154.1,171.5,147,3885041,40,Ice Fang,Crunch,Aqua Tail
Dragonite (Shadow),64.7,dragon,flying,177.2,136.2,145,3499943,24.5,Dragon Breath,Dragon Claw,Hurricane
Golduck,64.7,water,none,162.8,139.9,162,3689262,40,Water Gun,Cross Chop,Ice Beam
Granbull,64.5,fairy,none,178.1,113,174,3501669,39,Snarl,Close Combat,Crunch
Hippowdon,64.4,ground,none,151.5,148.5,182,4094528,30,Ice Fang,Body Slam,Earth Power
Jellicent (XL),64.4,water,ghost,138.7,161.2,200,4470750,49,Hex,Shadow Ball,Ice Beam
Arcanine,64.2,fire,none,171.9,132.3,159,3615381,30.5,Snarl,Crunch,Flamethrower
Durant,64.2,bug,steel,178.7,154.1,127,3496539,36.5,Bug Bite,X-Scissor,Stone Edge
Umbreon,64.2,dark,none,111.4,201.5,182,4087094,40,Snarl,Foul Play,Last Resort
Hypno,64.1,psychic,none,125.7,164.4,168,3470194,40,Confusion,Fire Punch,Shadow Ball
Pelipper,64.1,water,flying,150.2,149.4,134,3005413,40,Wing Attack,Weather Ball (Water),Hurricane
Palkia,63.9,water,dragon,182.5,145.7,127,3377706,22.5,Dragon Breath,Aqua Tail,Draco Meteor
Sandslash (Alolan),63.9,ice,steel,151.7,166,154,3878156,40,Powder Snow,Ice Punch,Bulldoze
Scyther (Shadow),63.9,bug,flying,173.1,143.6,143,3553111,37.5,Fury Cutter,Night Slash,X-Scissor
Deoxys (Defense),63.6,psychic,none,125.7,272.7,120,4111322,40,Counter,Psycho Boost,Rock Slide
Honchkrow,63.5,dark,flying,193.2,91.1,182,3204121,38,Snarl,Brave Bird,Sky Attack
Beartic,63.2,ice,none,174.1,120.7,168,3532127,30,Powder Snow,Ice Punch,Surf
Cradily,63.2,rock,grass,132,165.2,169,3684117,40,Bullet Seed,Stone Edge,Grass Knot
Forretress (Shadow),63,bug,steel,139.1,173.9,154,3724260,40,Bug Bite,Mirror Shot,Earthquake
Glaceon,62.9,ice,none,176.3,157.4,126,3497856,29.5,Ice Shard,Avalanche,Icy Wind
Klinklang,62.6,steel,none,164.7,176.3,130,3774212,37,Thunder Shock,Mirror Shot,Zap Cannon
Moltres,62.6,fire,flying,176,133.4,149,3499508,26.5,Fire Spin,Sky Attack,Overheat
Roserade,62.5,grass,poison,184.4,147.6,123,3347468,31,Bullet Seed,Weather Ball (Fire),Grass Knot
Toxicroak (XL),62.2,poison,fighting,176.1,119.8,167,3524702,45,Counter,Mud Bomb,Sludge Bomb
Empoleon,62,water,steel,163.3,150.5,155,3811526,33.5,Waterfall,Hydro Cannon,Drill Peck
Luxray,62,electric,none,180.8,126.7,151,3457386,31.5,Spark,Wild Charge,Crunch
Chesnaught,61.9,grass,fighting,154.9,160.8,161,4011835,31,Vine Whip,Superpower,Energy Ball
Leafeon,61.7,grass,none,166.4,168.7,133,3734504,33,Quick Attack,Leaf Blade,Last Resort
Hariyama,61.4,fighting,none,164.5,97.5,236,3784324,35,Counter,Close Combat,Heavy Slam
Mewtwo,61.4,psychic,none,192.6,120.8,139,3234134,21.5,Psycho Cut,Psystrike,Shadow Ball
Ampharos,61.3,electric,none,164.7,136.8,167,3762996,34,Volt Switch,Thunder Punch,Focus Blast
Typhlosion,61.3,fire,none,173.6,141.7,146,3590982,35,Shadow Claw,Blast Burn,Solar Beam
Cradily (Shadow),61.1,rock,grass,132,165.2,169,3684117,40,Bullet Seed,Stone Edge,Grass Knot
Milotic,61.1,water,none,146.7,169.6,170,4229944,31.5,Waterfall,Surf,Blizzard
Toxicroak,61,poison,fighting,178.6,117,165,3446975,40,Counter,Mud Bomb,Sludge Bomb
Heracross,60.8,bug,fighting,174.8,138.8,146,3543694,29,Counter,Close Combat,Megahorn
Ho-Oh,60.8,fire,flying,158.7,165.1,148,3877539,23.5,Incinerate,Brave Bird,Earthquake
Scyther,60.8,bug,flying,173.1,143.6,143,3553111,37.5,Fury Cutter,Night Slash,X-Scissor
Uxie,60.8,psychic,none,135.1,222.9,153,4608087,40,Confusion,Future Sight,Thunder
Magneton,60.7,electric,steel,188.1,145.4,120,3282162,40,Thunder Shock,Magnet Bomb,Discharge
Ninetales (Shadow),60.7,fire,none,145.4,162,151,3557399,40,Fire Spin,Weather Ball (Fire),Psyshock
Electabuzz (Shadow),60.4,electric,none,168.3,136.7,140,3222090,40,Thunder Shock,Thunder Punch,Thunderbolt
Jolteon,60.4,electric,none,179.8,143.4,134,3454422,34.5,Volt Switch,Discharge,Last Resort
Garchomp,60.1,dragon,ground,172.3,133.3,157,3605462,23,Mud Shot,Sand Tomb,Outrage
Magmar (Shadow),60.1,fire,none,174.7,133.6,140,3265811,40,Karate Chop,Fire Punch,Flamethrower
Relicanth,59.9,water,rock,138.3,170.7,189,4462082,40,Water Gun,Aqua Tail,Ancient Power
Shiftry (Shadow),59.9,grass,dark,169.9,107.5,175,3195946,40,Snarl,Leaf Blade,Foul Play
Skarmory,59.9,steel,flying,128.8,190.5,140,3434920,40,Air Slash,Brave Bird,Sky Attack
Magmortar,59.8,fire,none,182.8,135,137,3380644,29.5,Karate Chop,Fire Punch,Thunderbolt
Armaldo (Shadow),59.6,rock,bug,174.2,138.9,148,3581018,36,Fury Cutter,Rock Blast,Cross Poison
Skarmory (Shadow),59.6,steel,flying,128.8,190.5,140,3434920,40,Air Slash,Brave Bird,Sky Attack
Greninja,59.5,water,dark,183.3,126.3,147,3404512,36.5,Bubble,Night Slash,Surf
Hitmonchan (Shadow),59.5,fighting,none,164.4,167.5,120,3304946,40,Counter,Close Combat,Ice Punch
Serperior,59.5,grass,none,139.1,173.1,154,3707332,40,Vine Whip,Grass Knot,Aerial Ace
Bellossom (Shadow),59.2,grass,none,145.4,158.9,154,3557284,40,Bullet Seed,Leaf Blade,Dazzling Gleam
Crawdaunt,59.2,water,dark,188.9,124.1,138,3234153,40,Snarl,Night Slash,Crabhammer
Galvantula,59.2,bug,electric,170.7,113,147,2835901,40,Volt Switch,Lunge,Discharge
Victreebel (Shadow),59,grass,poison,175.4,118.5,162,3369327,40,Razor Leaf,Leaf Blade,Sludge Bomb
Froslass,58.7,ice,ghost,147,130.4,147,2817722,40,Powder Snow,Avalanche,Shadow Ball
Houndoom,58.7,dark,fire,183.8,121.5,151,3372978,38,Snarl,Crunch,Flamethrower
Pyroar,58.6,fire,normal,175,123.6,164,3545234,36,Fire Fang,Flame Charge,Overheat
Groudon,58.4,ground,none,174.3,153.3,133,3553837,22.5,Mud Shot,Fire Punch,Earthquake
Raichu,58.4,electric,none,164.4,131.2,134,2889750,40,Volt Switch,Wild Charge,Thunder Punch
Gastrodon (East),58.3,water,ground,145.4,124.9,204,3704154,40,Mud Slap,Body Slam,Earth Power
Gastrodon (West),58.3,water,ground,145.4,124.9,204,3704154,40,Mud Slap,Body Slam,Earth Power
Raichu (Alolan XL),58.1,electric,psychic,176.8,141.6,140,3504143,49.5,Volt Switch,Wild Charge,Thunder Punch
Bellossom,57.8,grass,none,145.4,158.9,154,3557284,40,Bullet Seed,Leaf Blade,Return
Mamoswine,57.7,ice,ground,178.6,112.8,173,3485633,27.5,Powder Snow,Avalanche,Stone Edge
Omastar,57.7,rock,water,163.9,163.9,141,3786056,34.5,Mud Shot,Rock Slide,Rock Blast
Huntail,57.5,water,none,167.5,153.3,127,3262310,40,Water Gun,Aqua Tail,Crunch
Seaking,57.5,water,none,150.2,128,162,3114351,40,Waterfall,Drill Run,Icy Wind
Gothitelle,57.4,psychic,none,150.9,173.9,147,3857957,40,Confusion,Rock Slide,Psychic
Magmar,57.4,fire,none,174.7,133.6,140,3265811,40,Karate Chop,Fire Punch,Return
Hitmonchan,57.2,fighting,none,164.4,167.5,120,3304946,40,Counter,Close Combat,Ice Punch
Magneton (Shadow),57.2,electric,steel,188.1,145.4,120,3282162,40,Thunder Shock,Magnet Bomb,Discharge
Entei (Shadow),57.1,fire,none,165.5,125.3,180,3734231,26,Fire Spin,Flame Charge,Iron Head
Vileplume (Shadow),57.1,grass,poison,169.6,142.3,152,3669062,38.5,Razor Leaf,Sludge Bomb,Moonblast
Dialga,56.9,steel,dragon,177.4,141.3,138,3459710,22.5,Dragon Breath,Iron Head,Thunder
Leavanny,56.6,bug,grass,169.6,139.9,153,3632323,38.5,Bug Bite,Leaf Blade,X-Scissor
Ursaring,56.5,normal,none,179.3,118.3,162,3434229,32,Counter,Play Rough,Close Combat
Carracosta,56.3,water,rock,160,163.1,149,3890520,37,Water Gun,Surf,Body Slam
Donphan,56.3,ground,none,162.2,145.2,162,3815929,31.5,Counter,Earthquake,Heavy Slam
Latias,56.3,dragon,psychic,159.4,174.4,139,3863449,26,Dragon Breath,Outrage,Psychic
Omastar (Shadow),56.1,rock,water,163.9,163.9,141,3786056,34.5,Mud Shot,Rock Slide,Rock Blast
Piloswine (Shadow),56.1,ice,ground,154.9,120.9,189,3539919,40,Powder Snow,Avalanche,Stone Edge
Talonflame,56.1,fire,flying,150.9,134.4,158,3204228,40,Incinerate,Brave Bird,Flame Charge
Ursaring (Shadow),56.1,normal,none,179.3,118.3,162,3434229,32,Counter,Play Rough,Close Combat
Entei,55.6,fire,none,165.5,125.3,180,3734231,26,Fire Spin,Flame Charge,Iron Head
Archeops,55.5,rock,flying,206.9,106.9,134,2963060,27,Wing Attack,Dragon Claw,Crunch
Electabuzz,55.2,electric,none,168.3,136.7,140,3222090,40,Thunder Shock,Thunder Punch,Return
Mamoswine (Shadow),55.2,ice,ground,178.6,112.8,173,3485633,27.5,Powder Snow,Avalanche,Stone Edge
Porygon-Z,55.2,normal,none,190.9,113.8,149,3236477,28,Lock On,Tri Attack,Blizzard
Lilligant,55,grass,none,179.5,133.1,145,3464667,39.5,Charm,Petal Blizzard,Hyper Beam
Tropius,54.9,grass,flying,119.3,140.7,188,3156013,40,Air Slash,Leaf Blade,Aerial Ace
Kabutops,54.7,rock,water,175.9,151.7,132,3521587,38.5,Mud Shot,Stone Edge,Ancient Power
Stunfisk,54.7,ground,electric,125.7,147,201,3712702,40,Mud Shot,Mud Bomb,Discharge
Ludicolo,54.6,water,grass,148.6,150.9,162,3633208,40,Bubble,Energy Ball,Ice Beam
Mantine,54.6,water,flying,128.8,190.5,140,3434920,40,Wing Attack,Aerial Ace,Ice Beam
Simipour,54.6,water,none,174.7,117,154,3146000,40,Water Gun,Surf,Crunch
