Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Blastoise,82,water,none,145.4,175.4,160,4082017,40,Water Gun,Hydro Cannon,Skull Bash,14,25,3,10000
Breloom,82,grass,fighting,196.3,122.6,131,3153879,37.5,Counter,Seed Bomb,Sludge Bomb,6,8,3,50000
Pinsir,81.9,bug,none,180.8,145.2,131,3437971,31.5,Fury Cutter,Close Combat,X-Scissor,12,9,5,75000
Cofagrigus,81.7,ghost,none,140.7,198.4,130,3627614,40,Shadow Claw,Shadow Ball,Psychic,7,7,3,50000
Altaria,81.6,dragon,flying,123.3,170.7,154,3241030,40,Dragon Breath,Sky Attack,Moonblast,15,20,1,10000
Exeggutor (Alolan),81.6,grass,dragon,172.7,122.9,169,3587353,30,Dragon Tail,Seed Bomb,Dragon Pulse,5,7,3,50000
Scizor (Shadow),81.6,bug,steel,178.5,142.5,137,3486560,30.5,Bullet Punch,Night Slash,Iron Head,5,8,5,75000
Empoleon,81.5,water,steel,161.2,150.7,158,3838286,33,Waterfall,Hydro Cannon,Drill Peck,5,5,3,10000
Ninetales (Alolan),81.5,ice,fairy,144.6,164.4,151,3589842,40,Powder Snow,Weather Ball (Ice),Dazzling Gleam,5,9,3,50000
Serperior,81.5,grass,none,139.1,171.5,154,3673475,40,Vine Whip,Frenzy Plant,Aerial Ace,6,6,3,10000
Victreebel (Shadow),81.5,grass,poison,175.4,118.5,160,3327731,40,Razor Leaf,Leaf Blade,Sludge Bomb,9,13,3,50000
Excadrill,81.1,ground,steel,183.8,101.1,181,3362672,28,Mud Shot,Drill Run,Rock Slide,5,5,3,50000
Skuntank,81.1,poison,dark,156.5,116.2,192,3490340,40,Poison Jab,Crunch,Sludge Bomb,7,8,3,50000
Magmortar (Shadow),80.7,fire,none,182.1,132.8,141,3409646,29.5,Karate Chop,Fire Punch,Thunderbolt,5,7,5,75000
Mandibuzz,80.6,dark,flying,113.8,173.9,203,4016661,40,Snarl,Foul Play,Aerial Ace,4,4,5,75000
Perrserker,80.6,steel,none,166,138.3,147,3374105,40,Shadow Claw,Close Combat,Foul Play,6,6,3,50000
Stunfisk (Galarian),80.6,ground,steel,125.7,147,201,3712702,40,Mud Shot,Rock Slide,Earthquake,5,8,5,75000
Skarmory (Shadow),80.4,steel,flying,128.8,190.5,140,3434920,40,Air Slash,Brave Bird,Sky Attack,7,5,5,75000
Zebstrika,80.1,electric,none,177,119.3,154,3253342,40,Spark,Wild Charge,Flame Charge,6,7,3,50000
Pidgeot,80,normal,flying,143,133.6,165,3152341,40,Gust,Feather Dance,Brave Bird,5,5,1,10000
Tentacruel,80,water,poison,141.5,177,162,4056954,40,Poison Jab,Acid Spray,Hydro Pump,7,11,3,50000
Ampharos (Shadow),79.9,electric,none,164.4,140.7,164,3791746,35.5,Volt Switch,Thunder Punch,Focus Blast,3,5,5,75000
Feraligatr,79.9,water,none,159.8,150.6,162,3898223,35.5,Waterfall,Hydro Cannon,Crunch,5,6,3,10000
Magneton (Shadow),79.9,electric,steel,187.3,145.4,119,3241135,40,Thunder Shock,Magnet Bomb,Discharge,5,5,3,50000
Vileplume,79.9,grass,poison,169.5,142.8,152,3678801,39,Razor Leaf,Sludge Bomb,Moonblast,13,15,3,50000
Torterra (Shadow),79.8,grass,ground,155.1,152.1,170,4008159,33.5,Razor Leaf,Frenzy Plant,Stone Edge,12,14,3,10000
Hitmonchan (Shadow),79.6,fighting,none,164.4,166.8,119,3261946,40,Counter,Ice Punch,Thunder Punch,6,6,5,75000
Scizor,79.6,bug,steel,178.5,142.5,137,3486560,30.5,Bullet Punch,Night Slash,Iron Head,5,8,5,75000
Skuntank (Shadow),79.6,poison,dark,156.5,116.2,192,3490340,40,Poison Jab,Crunch,Sludge Bomb,7,8,3,50000
Luxray,79.4,electric,none,179.1,126.2,154,3480709,34,Spark,Wild Charge,Crunch,6,6,5,75000
Victreebel,79.4,grass,poison,175.4,118.5,160,3327731,40,Razor Leaf,Leaf Blade,Sludge Bomb,9,13,3,50000
Bellossom,79.3,grass,none,145.4,157.3,154,3521888,40,Bullet Seed,Leaf Blade,Return,3,6,3,50000
Torterra,79.3,grass,ground,155.1,152.1,170,4008159,33.5,Razor Leaf,Frenzy Plant,Stone Edge,12,14,3,10000
Klinklang,79.1,steel,none,160.6,180.3,133,3852914,39.5,Thunder Shock,Mirror Shot,Zap Cannon,4,9,5,75000
Malamar,79.1,dark,psychic,150.2,142.3,169,3609913,40,Psycho Cut,Superpower,Foul Play,5,5,3,50000
Blastoise (Shadow),79,water,none,145.4,175.4,160,4082017,40,Water Gun,Hydro Cannon,Ice Beam,14,19,3,10000
Bronzong,79,steel,psychic,139.1,178.6,143,3552558,40,Confusion,Psyshock,Payback,4,5,3,50000
Poliwrath,79,water,fighting,153.2,155.6,171,4076482,38.5,Mud Shot,Dynamic Punch,Scald,6,6,3,50000
Poliwrath (Shadow),79,water,fighting,153.2,155.6,171,4076482,38.5,Mud Shot,Dynamic Punch,Scald,6,6,3,50000
Conkeldurr,78.9,fighting,none,174.4,119.1,172,3573108,27.5,Counter,Dynamic Punch,Stone Edge,8,8,5,75000
Leavanny,78.9,bug,grass,170.9,139.4,153,3644151,39.5,Razor Leaf,Leaf Blade,X-Scissor,9,9,1,10000
Slurpuff,78.9,fairy,none,144.6,140.7,164,3336560,40,Charm,Flamethrower,Energy Ball,10,10,3,50000
Zangoose,78.7,normal,none,186.5,109.9,150,3073279,40,Shadow Claw,Close Combat,Night Slash,6,5,3,50000
Golem (Alolan),78.6,rock,electric,162.1,155.3,153,3851246,32.5,Volt Switch,Rock Blast,Wild Charge,3,3,1,10000
Slowbro (Galarian),78.6,poison,psychic,155.7,135.1,180,3787205,40,Poison Jab,Sludge Bomb,Focus Blast,8,11,3,50000
Porygon2,78.5,normal,none,158.5,148.3,167,3925249,39,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Sandslash (Alolan),78.5,ice,steel,151.7,164.4,154,3841221,40,Powder Snow,Ice Punch,Blizzard,5,10,3,50000
Kingdra (Shadow),78.4,water,dragon,156.5,165.2,153,3954457,40,Dragon Breath,Outrage,Octazooka,20,17,3,50000
Mantine,78.4,water,flying,128.8,190.5,140,3434920,40,Wing Attack,Bubble Beam,Ice Beam,6,8,5,75000
Staraptor (Shadow),78.4,normal,flying,182,117.3,160,3415476,35,Wing Attack,Brave Bird,Close Combat,8,7,1,10000
Forretress,78.1,bug,steel,139.1,172.3,154,3690404,40,Bug Bite,Mirror Shot,Heavy Slam,12,17,5,75000
Hitmontop,78.1,fighting,none,148.6,175.4,120,3128067,40,Counter,Close Combat,Stone Edge,7,8,5,75000
Vaporeon,78.1,water,none,153.1,127.7,208,4066528,29.5,Water Gun,Aqua Tail,Last Resort,12,19,5,75000
Crustle,78,bug,rock,157.5,169.3,147,3919745,39.5,Smack Down,Rock Slide,X-Scissor,6,5,1,10000
Haxorus,78,dragon,none,195.6,126.1,129,3183455,25.5,Counter,Dragon Claw,Night Slash,5,5,5,75000
Magmortar,77.9,fire,none,182.1,132.8,141,3409646,29.5,Karate Chop,Fire Punch,Thunderbolt,5,7,5,75000
Hitmonchan,77.6,fighting,none,164.4,166.8,119,3261946,40,Counter,Ice Punch,Thunder Punch,6,6,5,75000
Durant,77.5,bug,steel,174.5,158.1,129,3559047,38,Bug Bite,X-Scissor,Stone Edge,12,19,3,50000
Magneton,77.4,electric,steel,187.3,145.4,119,3241135,40,Thunder Shock,Magnet Bomb,Discharge,5,5,3,50000
Shiftry (Shadow),77.4,grass,dark,169.9,107.5,173,3159421,40,Bullet Seed,Leaf Blade,Foul Play,3,4,3,50000
Shiftry,77.3,grass,dark,169.9,107.5,173,3159421,40,Snarl,Leaf Blade,Foul Play,3,4,3,50000
Barbaracle,76.9,rock,water,155.9,172.5,148,3979633,39.5,Fury Cutter,Stone Edge,Cross Chop,14,9,3,50000
Arcanine (Shadow),76.8,fire,none,171.2,130.6,163,3643261,31,Snarl,Wild Charge,Flamethrower,4,5,3,50000
Bellossom (Shadow),76.7,grass,none,145.4,157.3,154,3521888,40,Bullet Seed,Leaf Blade,Dazzling Gleam,3,6,3,50000
Cradily,76.6,rock,grass,132,165.2,169,3684117,40,Bullet Seed,Stone Edge,Grass Knot,5,4,3,50000
Braviary,76.5,normal,flying,173.4,122,170,3595320,30.5,Air Slash,Brave Bird,Close Combat,7,5,5,75000
Magmar (Shadow),76.5,fire,none,173.9,133.6,139,3227811,40,Karate Chop,Fire Punch,Flamethrower,5,7,5,75000
Darmanitan (Standard),76.2,fire,none,193.7,93.6,176,3191384,29.5,Incinerate,Rock Slide,Overheat,3,3,3,50000
Ninetales (Shadow),76.2,fire,none,143.8,162,151,3518732,40,Fire Spin,Weather Ball (Fire),Psyshock,4,5,3,50000
Hippowdon,76.1,ground,none,150.6,150.6,182,4129027,30.5,Ice Fang,Weather Ball (Rock),Earth Power,7,11,3,50000
Exeggutor,75.9,grass,psychic,175.6,121.5,166,3540669,31.5,Confusion,Seed Bomb,Psychic,4,5,3,50000
Raichu (Alolan),75.9,electric,psychic,169.9,133.6,133,3018289,40,Volt Switch,Wild Charge,Thunder Punch,3,3,1,10000
Slowking,75.9,water,psychic,150.2,152.5,181,4145467,40,Confusion,Psychic,Blizzard,5,7,3,50000
Infernape,75.8,fire,fighting,177.7,128.8,153,3502927,37.5,Fire Spin,Close Combat,Blast Burn,5,5,3,10000
Tropius,75.8,grass,flying,119.3,140.7,188,3156013,40,Air Slash,Leaf Blade,Aerial Ace,4,5,5,75000
Forretress (Shadow),75.7,bug,steel,139.1,172.3,154,3690404,40,Bug Bite,Mirror Shot,Heavy Slam,12,17,5,75000
Lickilicky,75.7,normal,none,138.3,154.9,202,4327424,40,Lick,Body Slam,Shadow Ball,12,19,3,50000
Jolteon,75.6,electric,none,178.4,147.7,132,3479068,33,Volt Switch,Discharge,Last Resort,3,4,5,75000
Mamoswine (Shadow),75.6,ice,ground,177.2,111.4,178,3514043,27.5,Powder Snow,Avalanche,Stone Edge,6,7,3,50000
Slowbro,75.6,water,psychic,150.2,152.5,181,4145467,40,Confusion,Psychic,Ice Beam,5,5,3,50000
Whimsicott,75.6,grass,fairy,141.5,150.9,134,2861378,40,Charm,Grass Knot,Moonblast,9,10,1,10000
Greedent,75.5,normal,none,136.7,135.1,217,4009460,40,Bullet Seed,Body Slam,Crunch,3,4,1,10000
Gothitelle,75.4,psychic,none,149.4,173.9,147,3817559,40,Confusion,Rock Slide,Psychic,4,5,3,50000
Exeggutor (Shadow),75.2,grass,psychic,175.6,121.5,166,3540669,31.5,Confusion,Seed Bomb,Psychic,4,5,3,50000
Mamoswine,75.2,ice,ground,177.2,111.4,178,3514043,27.5,Powder Snow,Avalanche,Stone Edge,6,7,3,50000
Alakazam,74.9,psychic,none,202.8,128.6,118,3076789,30.5,Counter,Fire Punch,Psychic,6,8,3,50000
Mr. Rime,74.9,ice,psychic,165.9,146,155,3754602,35.5,Confusion,Icy Wind,Psychic,4,5,5,75000
Relicanth,74.7,water,rock,137.5,172.3,189,4477664,40,Water Gun,Aqua Tail,Ancient Power,12,15,5,75000
Cloyster,74.6,water,ice,155.9,213.4,119,3959619,39.5,Ice Shard,Icy Wind,Hydro Pump,5,8,3,50000
Glaceon,74.6,ice,none,176.3,157.4,127,3525617,29.5,Ice Shard,Avalanche,Icy Wind,5,5,5,75000
Hydreigon,74.6,dark,dragon,176.1,132.2,152,3538421,25.5,Dragon Breath,Dark Pulse,Dragon Pulse,17,20,5,75000
Metagross,74.6,steel,psychic,172.1,156.4,134,3607384,24,Bullet Punch,Meteor Mash,Psychic,8,8,5,75000
Rapidash,74.6,fire,none,175.4,138.3,140,3397059,40,Incinerate,Drill Run,Flame Charge,3,3,3,50000
Alakazam (Shadow),74.1,psychic,none,202.8,128.6,118,3076789,30.5,Counter,Fire Punch,Psychic,6,8,3,50000
Cryogonal,74.1,ice,none,150.2,177.2,156,4151488,36.5,Ice Shard,Night Slash,Aurora Beam,4,6,5,75000
Pelipper,74.1,water,flying,150.2,149.4,134,3005413,40,Wing Attack,Weather Ball (Water),Hurricane,5,10,3,50000
Porygon2 (Shadow),74,normal,none,158.5,148.3,167,3925249,39,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Slowbro (Shadow),74,water,psychic,150.2,152.5,181,4145467,40,Confusion,Psychic,Ice Beam,5,5,3,50000
Arcanine,73.9,fire,none,171.2,130.6,163,3643261,31,Snarl,Wild Charge,Flamethrower,4,5,3,50000
Blissey,73.6,normal,none,104.8,143.8,395,5952508,38.5,Pound,Psychic,Hyper Beam,14,20,5,75000
Golduck,73.4,water,none,162.8,138.3,162,3647575,40,Water Gun,Cross Chop,Ice Beam,12,19,3,50000
Gastrodon (East),73.3,water,ground,144.6,124.9,203,3665964,40,Mud Slap,Body Slam,Earth Power,5,7,3,50000
Gastrodon (West),73.3,water,ground,144.6,124.9,203,3665964,40,Mud Slap,Body Slam,Earth Power,5,7,3,50000
Piloswine,73.3,ice,ground,154.1,120.9,188,3503224,40,Powder Snow,Avalanche,Stone Edge,6,7,3,50000
Slowking (Shadow),73.3,water,psychic,150.2,152.5,181,4145467,40,Confusion,Psychic,Blizzard,5,7,3,50000
Garchomp,73.2,dragon,ground,171.1,132,161,3634545,23,Mud Shot,Earth Power,Outrage,7,7,5,75000
Ludicolo,73.1,water,grass,148.6,150.2,161,3591876,40,Bubble,Ice Beam,Leaf Storm,5,5,3,50000
Raichu,73.1,electric,none,164.4,131.2,134,2889750,40,Volt Switch,Wild Charge,Thunder Punch,3,3,1,10000
Omastar (Shadow),73,rock,water,163.3,163.3,143,3813506,36.5,Mud Shot,Rock Slide,Rock Blast,5,5,5,75000
Hypno,72.9,psychic,none,125.7,164.4,168,3470194,40,Confusion,Thunder Punch,Shadow Ball,4,5,3,50000
Manectric,72.8,electric,none,181,112.2,146,2965246,40,Snarl,Wild Charge,Overheat,4,5,3,50000
Umbreon,72.8,dark,none,111.4,201.5,182,4087094,40,Snarl,Foul Play,Psychic,4,5,5,75000
Chandelure,72.7,ghost,fire,194.8,137.3,119,3182125,27.5,Incinerate,Flame Charge,Shadow Ball,3,3,5,75000
Golduck (Shadow),72.6,water,none,162.8,138.3,162,3647575,40,Water Gun,Cross Chop,Ice Beam,12,19,3,50000
Manectric (Shadow),72.6,electric,none,181,112.2,146,2965246,40,Snarl,Wild Charge,Overheat,4,5,3,50000
Whiscash,72.6,water,ground,131.2,123.3,203,3283316,40,Mud Shot,Mud Bomb,Blizzard,5,9,1,10000
Alomomola,72.5,water,none,120.9,115.4,278,3878583,40,Waterfall,Psychic,Hydro Pump,7,10,5,75000
Donphan,72.4,ground,none,161.5,145.2,164,3845399,31.5,Counter,Earthquake,Heavy Slam,10,8,3,50000
Cloyster (Shadow),72.3,water,ice,155.9,213.4,119,3959619,39.5,Ice Shard,Avalanche,Hydro Pump,5,8,3,50000
Electabuzz (Shadow),72.3,electric,none,168.3,135.1,140,3184841,40,Thunder Shock,Thunder Punch,Thunderbolt,5,7,5,75000
Weavile (Shadow),72.3,dark,ice,183.7,136.1,136,3399317,30,Snarl,Avalanche,Foul Play,4,4,3,50000
Aggron (Shadow),72.1,steel,rock,150.2,199.3,138,4132999,32,Smack Down,Stone Edge,Heavy Slam,7,7,1,10000
Golurk,72.1,ground,ghost,172.1,127.9,164,3611388,35,Mud Slap,Shadow Punch,Dynamic Punch,5,7,5,75000
Unfezant,72,normal,flying,179.3,121.8,159,3473001,37.5,Air Slash,Sky Attack,Hyper Beam,5,9,1,10000
Aggron,71.9,steel,rock,150.2,199.3,138,4132999,32,Smack Down,Stone Edge,Heavy Slam,7,7,1,10000
Cradily (Shadow),71.9,rock,grass,132,165.2,169,3684117,40,Bullet Seed,Stone Edge,Grass Knot,5,4,3,50000
Scyther (Shadow),71.9,bug,flying,173.1,143.6,144,3577958,37.5,Fury Cutter,Night Slash,X-Scissor,9,9,5,75000
Bisharp,71.8,dark,steel,179.8,143.4,134,3454422,34.5,Snarl,Dark Pulse,X-Scissor,4,3,5,75000
Noctowl,71.8,normal,flying,126.4,135.1,189,3229698,40,Wing Attack,Sky Attack,Psychic,7,8,1,10000
Galvantula,71.7,bug,electric,170.7,113,147,2835901,40,Volt Switch,Lunge,Discharge,3,3,3,50000
