Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Electivire (Shadow),86.5,electric,none,208.6,140.7,154,4519898,40,Thunder Shock,Ice Punch,Wild Charge,5,5,5,75000
Swampert,86.3,water,ground,176.2,150.2,189,5001546,40,Mud Shot,Hydro Cannon,Sludge Wave,5,8,3,10000
Milotic,84.7,water,none,163.6,184.9,182,5506068,40,Dragon Tail,Surf,Blizzard,5,9,5,75000
Heracross,84.2,bug,fighting,196.8,153.3,162,4887650,40,Counter,Close Combat,Rock Blast,7,6,3,50000
Mamoswine (Shadow),84,ice,ground,207.1,127.2,203,5348194,40,Powder Snow,Avalanche,Bulldoze,6,8,3,50000
Swampert (Shadow),83.4,water,ground,176.2,150.2,189,5001546,40,Mud Shot,Hydro Cannon,Sludge Wave,5,8,3,10000
Electivire,83.3,electric,none,208.6,140.7,154,4519898,40,Thunder Shock,Ice Punch,Wild Charge,5,5,5,75000
Conkeldurr,82.7,fighting,none,203.9,136.7,195,5436062,40,Counter,Dynamic Punch,Stone Edge,8,8,5,75000
Machamp,82.5,fighting,none,196.8,137.5,175,4735552,40,Counter,Cross Chop,Rock Slide,5,7,3,50000
Sirfetch'd,82.5,fighting,none,207.8,150.9,136,4266895,40,Counter,Close Combat,Leaf Blade,7,5,3,50000
Goodra,82.4,dragon,none,185.7,203.1,175,6601202,40,Dragon Breath,Power Whip,Draco Meteor,17,22,5,75000
Hippowdon,82.4,ground,none,170.7,162.8,200,5558210,40,Ice Fang,Weather Ball (Rock),Earth Power,7,11,3,50000
Gengar,81.8,ghost,poison,218.1,129.6,134,3788277,40,Shadow Claw,Shadow Ball,Shadow Punch,7,5,3,50000
Chesnaught,81.3,grass,fighting,170.7,173.1,173,5111260,40,Vine Whip,Superpower,Energy Ball,5,7,3,10000
Haxorus,81.1,dragon,none,236.3,147.8,156,5447803,40,Counter,Dragon Claw,Night Slash,5,5,5,75000
Rhyperior,80.8,ground,rock,202.3,162,210,6883306,40,Mud Slap,Rock Wrecker,Surf,7,5,3,50000
Gardevoir,80.7,psychic,fairy,199.2,166,145,4792607,40,Charm,Synchronoise,Shadow Ball,9,10,5,75000
Escavalier,79.7,bug,steel,188.1,159.6,147,4413973,40,Counter,Drill Run,Megahorn,7,8,3,50000
Hariyama (Shadow),79.7,fighting,none,177,101.9,250,4511923,40,Counter,Close Combat,Superpower,7,6,3,50000
Vaporeon,79.5,water,none,173.9,139.1,230,5562207,40,Water Gun,Aqua Tail,Last Resort,12,19,5,75000
Glaceon,78.2,ice,none,199.9,173.9,140,4866931,40,Ice Shard,Avalanche,Icy Wind,5,5,5,75000
Hydreigon,78.2,dark,dragon,214.2,160.4,178,6116026,40,Dragon Breath,Dark Pulse,Flash Cannon,17,24,5,75000
Samurott,78.1,water,none,179.4,135.9,182,4438229,40,Fury Cutter,Hydro Cannon,Blizzard,10,19,3,10000
Hariyama,78,fighting,none,177,101.9,250,4511923,40,Counter,Close Combat,Heavy Slam,7,8,3,50000
Chandelure,77.6,ghost,fire,226,155.7,134,4715427,40,Incinerate,Shadow Ball,Flame Charge,3,3,5,75000
Blaziken,76.6,fire,fighting,201.5,123.3,162,4024980,40,Counter,Blaze Kick,Blast Burn,6,8,3,10000
Scizor (Shadow),76,bug,steel,198.4,154.9,147,4516803,40,Bullet Punch,Night Slash,Iron Head,5,8,5,75000
Charizard (Shadow),75.9,fire,flying,188.1,148.6,158,4415459,40,Fire Spin,Blast Burn,Dragon Claw,5,4,3,10000
Beartic,75.8,ice,none,196,132,182,4707860,40,Powder Snow,Surf,Ice Punch,5,5,3,50000
Arcanine (Shadow),75.7,fire,none,191.3,143,175,4787579,40,Snarl,Wild Charge,Flamethrower,4,5,3,50000
Lapras,75.6,water,ice,142.3,149.4,230,4887043,40,Ice Shard,Surf,Ice Beam,4,6,5,75000
Typhlosion,75.6,fire,none,188.1,148.6,158,4415459,40,Incinerate,Blast Burn,Solar Beam,3,4,3,10000
Charizard,75.4,fire,flying,188.1,148.6,158,4415459,40,Fire Spin,Blast Burn,Dragon Claw,5,4,3,10000
Porygon-Z,75.2,normal,none,220.5,130.4,168,4830381,40,Lock On,Tri Attack,Return,10,14,3,50000
Feraligatr,75.1,water,none,173.9,160.4,168,4686105,40,Water Gun,Hydro Cannon,Crunch,14,15,3,10000
Darmanitan (Standard),74.8,fire,none,219.7,101.9,195,4367703,40,Incinerate,Rock Slide,Overheat,3,3,3,50000
Scizor,74.7,bug,steel,198.4,154.9,147,4516803,40,Bullet Punch,Night Slash,Iron Head,5,8,5,75000
Arcanine,74.6,fire,none,191.3,143,175,4787579,40,Snarl,Wild Charge,Flamethrower,4,5,3,50000
Magmortar,74.4,fire,none,207.1,147.8,154,4712459,40,Karate Chop,Fire Punch,Thunderbolt,5,7,5,75000
Magmortar (Shadow),74.3,fire,none,207.1,147.8,154,4712459,40,Karate Chop,Fire Punch,Thunderbolt,5,7,5,75000
Tangrowth,74.3,grass,none,175.4,157.3,189,5214970,40,Vine Whip,Power Whip,Rock Slide,7,6,3,50000
Gallade (Shadow),73.9,psychic,fighting,199.2,166,145,4792607,40,Confusion,Close Combat,Leaf Blade,4,3,5,75000
Krookodile,73.8,ground,dark,192.8,136.7,182,4798343,40,Snarl,Crunch,Earthquake,4,5,5,75000
Venusaur (Shadow),73.8,grass,poison,168.3,161.2,162,4396517,40,Vine Whip,Frenzy Plant,Sludge Bomb,6,7,3,10000
Gallade,73.6,psychic,fighting,199.2,166,145,4792607,40,Confusion,Close Combat,Leaf Blade,4,3,5,75000
Empoleon,73.4,water,steel,177.8,158.9,167,4717143,40,Waterfall,Hydro Cannon,Drill Peck,5,5,3,10000
Tangrowth (Shadow),73.2,grass,none,175.4,157.3,189,5214970,40,Vine Whip,Power Whip,Rock Slide,7,6,3,50000
Salamence (Shadow),73,dragon,flying,230.8,144.6,182,6074203,40,Dragon Tail,Outrage,Hydro Pump,7,9,5,75000
Nidoqueen (Shadow),72.7,poison,ground,154.1,148.6,175,4006955,40,Poison Jab,Poison Fang,Earth Power,5,8,3,50000
Ampharos,72.6,electric,none,178.6,145.4,175,4545151,40,Volt Switch,Thunder Punch,Zap Cannon,3,5,5,75000
Venusaur,72.6,grass,poison,168.3,161.2,162,4396517,40,Vine Whip,Frenzy Plant,Sludge Bomb,6,7,3,10000
Gliscor (Shadow),72.5,ground,flying,158.1,187.3,154,4559141,40,Fury Cutter,Night Slash,Earthquake,9,17,5,75000
Lucario,72.4,fighting,steel,198.4,125.7,147,3664141,40,Counter,Power-Up Punch,Shadow Ball,5,8,5,75000
Gliscor,72.2,ground,flying,158.1,187.3,154,4559141,40,Wing Attack,Night Slash,Earthquake,5,10,5,75000
Lapras (Shadow),72.2,water,ice,142.3,149.4,230,4887043,40,Ice Shard,Surf,Ice Beam,4,6,5,75000
Nidoqueen,71.9,poison,ground,154.1,148.6,175,4006955,40,Poison Jab,Poison Fang,Earth Power,5,8,3,50000
Alakazam,71.8,psychic,none,226,143.8,127,4128812,40,Counter,Fire Punch,Shadow Ball,6,8,3,50000
Alakazam (Shadow),71.8,psychic,none,226,143.8,127,4128812,40,Counter,Fire Punch,Shadow Ball,6,8,3,50000
Pangoro,71.8,fighting,dark,190.5,127.2,182,4410606,40,Snarl,Close Combat,Night Slash,4,3,3,50000
Ninetales (Alolan),71.5,ice,fairy,146.2,164.4,151,3629075,40,Powder Snow,Weather Ball (Ice),Psyshock,5,6,3,50000
Torterra,71.5,grass,ground,171.5,160.4,182,5007387,40,Razor Leaf,Sand Tomb,Frenzy Plant,10,12,3,10000
Ampharos (Shadow),71.3,electric,none,178.6,145.4,175,4545151,40,Volt Switch,Thunder Punch,Zap Cannon,3,5,5,75000
Tyranitar,71.2,rock,dark,210.2,175.4,189,6970764,40,Smack Down,Crunch,Stone Edge,6,7,5,75000
Flygon (Shadow),71.1,ground,dragon,173.9,144.6,162,4073547,40,Mud Shot,Dragon Claw,Earth Power,4,7,5,75000
Golem (Alolan),71.1,rock,electric,178.6,168.3,162,4870651,40,Volt Switch,Wild Charge,Stone Edge,3,4,1,10000
Tyranitar (Shadow),71.1,rock,dark,210.2,175.4,189,6970764,40,Smack Down,Crunch,Stone Edge,6,7,5,75000
Abomasnow,70.8,grass,ice,152.5,136.7,175,3649433,40,Powder Snow,Weather Ball (Ice),Energy Ball,5,7,3,50000
Sandslash (Alolan),70.8,ice,steel,151.7,166,154,3878156,40,Powder Snow,Ice Punch,Blizzard,5,10,3,50000
Abomasnow (Shadow),70.3,grass,ice,152.5,136.7,175,3649433,40,Powder Snow,Weather Ball (Ice),Energy Ball,5,7,3,50000
Clefable,70.3,fairy,none,152.5,139.9,182,3883166,40,Charm,Meteor Mash,Moonblast,9,10,1,10000
Stunfisk (Galarian),70.3,ground,steel,125.7,147,201,3712702,40,Mud Shot,Rock Slide,Earthquake,5,8,5,75000
Torterra (Shadow),70.1,grass,ground,171.5,160.4,182,5007387,40,Razor Leaf,Sand Tomb,Frenzy Plant,10,12,3,10000
Delphox,69.9,fire,psychic,193.6,161.2,154,4807297,40,Fire Spin,Flame Charge,Psychic,5,6,3,10000
Exeggutor (Alolan),69.8,grass,dragon,193.6,132.8,182,4678760,40,Dragon Tail,Seed Bomb,Dragon Pulse,5,7,3,50000
Leafeon,69.8,grass,none,182.6,184.9,140,4726502,40,Bullet Seed,Leaf Blade,Last Resort,3,5,5,75000
Muk (Shadow),69.8,poison,none,162,147.8,195,4668894,40,Poison Jab,Thunder Punch,Dark Pulse,6,8,3,50000
Salamence,69.7,dragon,flying,230.8,144.6,182,6074203,40,Dragon Tail,Outrage,Hydro Pump,7,9,5,75000
Gigalith,69.6,rock,none,190.5,170.7,168,5462155,40,Smack Down,Rock Slide,Superpower,6,5,3,50000
Meganium,69.4,grass,none,144.6,171.5,162,4017999,40,Vine Whip,Frenzy Plant,Earthquake,6,9,3,10000
Roserade,69.4,grass,poison,203.9,158.1,134,4318555,40,Bullet Seed,Weather Ball (Fire),Grass Knot,3,4,3,50000
Aggron,69.2,steel,rock,168.3,215,147,5319243,40,Smack Down,Stone Edge,Heavy Slam,7,7,1,10000
Luxray,69.2,electric,none,195.2,135.1,162,4273582,40,Spark,Wild Charge,Crunch,6,6,5,75000
Obstagoon,68.8,dark,normal,154.1,165.2,179,4556359,40,Counter,Night Slash,Cross Chop,5,5,3,10000
Blastoise,68.4,water,none,147,175.4,160,4126386,40,Water Gun,Hydro Cannon,Ice Beam,14,19,3,10000
Donphan,68.4,ground,none,181,158.1,175,5005961,40,Counter,Earthquake,Heavy Slam,10,8,3,50000
Pinsir (Shadow),68.3,bug,none,199.9,155.7,140,4358116,40,Fury Cutter,X-Scissor,Close Combat,9,12,5,75000
Cryogonal,68.2,ice,none,162,184.1,162,4832911,40,Ice Shard,Night Slash,Aurora Beam,4,6,5,75000
Golurk,68,ground,ghost,187.3,133.6,173,4327780,40,Mud Slap,Shadow Punch,Dynamic Punch,5,7,5,75000
Seismitoad,67.4,water,ground,160.4,130.4,195,4079421,40,Mud Shot,Earth Power,Muddy Water,7,4,3,50000
Weavile,67.4,dark,ice,203.9,147,147,4405893,40,Snarl,Avalanche,Focus Blast,4,6,3,50000
Aggron (Shadow),67.2,steel,rock,168.3,215,147,5319243,40,Smack Down,Stone Edge,Heavy Slam,7,7,1,10000
Drifblim,67.2,ghost,flying,154.1,92.5,258,3676412,40,Hex,Icy Wind,Shadow Ball,4,5,5,75000
Pinsir,67.2,bug,none,199.9,155.7,140,4358116,40,Fury Cutter,X-Scissor,Close Combat,9,12,5,75000
Flareon,66.9,fire,none,206.3,153.3,140,4427456,40,Fire Spin,Superpower,Flamethrower,4,6,5,75000
Flygon,66.9,ground,dragon,173.9,144.6,162,4073547,40,Mud Shot,Dragon Claw,Earth Power,4,7,5,75000
Muk,66.9,poison,none,162,147.8,195,4668894,40,Poison Jab,Thunder Punch,Dark Pulse,6,8,3,50000
Emboar,66.7,fire,fighting,197.6,112.2,203,4500993,40,Ember,Blast Burn,Rock Slide,9,8,3,10000
Braviary,66.6,normal,flying,195.2,132,189,4869218,40,Air Slash,Brave Bird,Close Combat,7,5,5,75000
Aromatisse,66.4,fairy,none,148.6,130.4,190,3681115,40,Charm,Moonblast,Thunderbolt,10,10,3,50000
Steelix,65.6,steel,ground,128.8,226.8,154,4499603,40,Dragon Tail,Crunch,Earthquake,5,8,5,75000
Muk (Alolan),65.5,poison,dark,162,147.8,195,4668894,40,Snarl,Dark Pulse,Gunk Shot,4,6,3,50000
Porygon-Z (Shadow),65.4,normal,none,220.5,130.4,168,4830381,40,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Rhydon,65.4,ground,rock,187.3,147,195,5368833,40,Mud Slap,Stone Edge,Surf,7,5,3,50000
Darmanitan (Galarian),65.3,ice,none,219.7,101.9,195,4367703,40,Ice Fang,Avalanche,Superpower,9,8,3,50000
Blastoise (Shadow),64.9,water,none,147,175.4,160,4126386,40,Water Gun,Hydro Cannon,Ice Beam,14,19,3,10000
Klinklang,64.8,steel,none,169.1,181,134,4101456,40,Thunder Shock,Mirror Shot,Zap Cannon,4,9,5,75000
Weavile (Shadow),64.8,dark,ice,203.9,147,147,4405893,40,Snarl,Avalanche,Focus Blast,4,6,3,50000
Ursaring,64.7,normal,none,198.4,125.7,175,4362072,40,Counter,Close Combat,Return,7,10,3,50000
Mr. Rime,64.4,ice,psychic,179.4,153.3,162,4455809,40,Ice Shard,Icy Wind,Ice Punch,5,4,5,75000
Honchkrow (Shadow),64.1,dark,flying,203.9,93.3,189,3593747,40,Snarl,Brave Bird,Sky Attack,5,4,3,50000
Bisharp,63.6,dark,steel,195.2,150.9,140,4125175,40,Snarl,Dark Pulse,X-Scissor,4,3,5,75000
Cloyster,63.5,water,ice,158.9,214.2,120,4082541,40,Ice Shard,Avalanche,Hydro Pump,5,8,3,50000
Golem,63.4,rock,ground,178.6,168.3,162,4870651,40,Mud Shot,Stone Edge,Earthquake,7,8,1,10000
Cloyster (Shadow),62.7,water,ice,158.9,214.2,120,4082541,40,Ice Shard,Avalanche,Hydro Pump,5,8,3,50000
Cofagrigus,62.7,ghost,none,140.7,199.2,131,3670082,40,Shadow Claw,Shadow Ball,Dark Pulse,7,7,3,50000
Kingler,62.4,water,none,201.5,154.9,127,3964459,40,Mud Shot,Crabhammer,X-Scissor,6,4,3,50000
Crobat (Shadow),62.2,poison,flying,165.2,152.5,168,4232499,40,Air Slash,Cross Poison,Shadow Ball,4,7,1,10000
Crobat,61.9,poison,flying,165.2,152.5,168,4232499,40,Air Slash,Cross Poison,Shadow Ball,4,7,1,10000
Exeggutor,61.9,grass,psychic,196,129.6,182,4623287,40,Bullet Seed,Seed Bomb,Psychic,4,5,3,50000
Infernape,61.8,fire,fighting,187.3,131.2,156,3833231,40,Fire Spin,Close Combat,Blast Burn,5,5,3,10000
Slaking,61.8,normal,none,241,143,236,8137189,40,Yawn,Body Slam,Earthquake,3,6,5,75000
Staraptor,61.5,normal,flying,196.8,122.5,168,4049714,40,Wing Attack,Brave Bird,Close Combat,8,7,1,10000
Ursaring (Shadow),61.5,normal,none,198.4,125.7,175,4362072,40,Counter,Close Combat,Hyper Beam,7,12,3,50000
Durant,61.4,bug,steel,183.3,160.4,131,3853357,40,Bug Bite,X-Scissor,Stone Edge,12,19,3,50000
Eelektross,61.4,electric,none,183.3,132,168,4065348,40,Spark,Dragon Claw,Crunch,5,6,1,10000
Gastrodon (East),61.4,water,ground,145.4,124.9,204,3704154,40,Mud Slap,Body Slam,Earth Power,5,7,3,50000
Gastrodon (West),61.4,water,ground,145.4,124.9,204,3704154,40,Mud Slap,Body Slam,Earth Power,5,7,3,50000
Jellicent,61.3,water,ghost,137.5,152.5,189,3964171,40,Hex,Shadow Ball,Ice Beam,5,5,3,50000
Poliwrath,61.3,water,fighting,155.7,157.3,175,4284906,40,Mud Shot,Dynamic Punch,Scald,6,6,3,50000
Porygon2,61.1,normal,none,168.3,154.1,168,4358203,40,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Sceptile,61.1,grass,none,188.1,145.4,147,4020648,40,Bullet Seed,Leaf Blade,Dragon Claw,3,3,3,10000
Politoed (Shadow),61,water,none,149.4,153.3,175,4007611,40,Mud Shot,Weather Ball (Water),Surf,4,5,3,50000
Lickilicky,60.8,normal,none,139.1,154.9,203,4373698,40,Lick,Body Slam,Shadow Ball,12,19,3,50000
Archeops,60.7,rock,flying,242.6,121.7,154,4547407,40,Wing Attack,Dragon Claw,Crunch,5,7,5,75000
Pyroar,60.7,fire,normal,186.5,129.6,169,4085324,40,Fire Fang,Flame Charge,Overheat,10,11,3,10000
Barbaracle,60.6,rock,water,165.2,173.9,150,4307688,40,Fury Cutter,Stone Edge,Cross Chop,14,9,3,50000
Exeggutor (Shadow),60.6,grass,psychic,196,129.6,182,4623287,40,Bullet Seed,Seed Bomb,Psychic,4,5,3,50000
Ferrothorn,60.6,grass,steel,136.7,188.1,153,3934581,40,Bullet Seed,Power Whip,Mirror Shot,4,3,3,75000
Poliwrath (Shadow),60.6,water,fighting,155.7,157.3,175,4284906,40,Mud Shot,Dynamic Punch,Scald,6,6,3,50000
Bouffalant,60.5,normal,none,166,155.7,182,4702631,40,Mud Shot,Stomp,Megahorn,5,7,3,50000
Jolteon,60.5,electric,none,195.2,155.7,140,4254761,40,Volt Switch,Discharge,Last Resort,3,4,5,75000
Piloswine (Shadow),60.5,ice,ground,154.9,120.9,189,3539919,40,Powder Snow,Avalanche,Stone Edge,6,7,3,50000
Piloswine,60.2,ice,ground,154.9,120.9,189,3539919,40,Powder Snow,Avalanche,Stone Edge,6,7,3,50000
Vileplume (Shadow),60.2,grass,poison,171.5,143.8,154,3798707,40,Razor Leaf,Sludge Bomb,Moonblast,13,15,3,50000
Honchkrow,60,dark,flying,203.9,93.3,189,3593747,40,Snarl,Brave Bird,Sky Attack,5,4,3,50000
Omastar (Shadow),60,rock,water,175.4,170.7,147,4402588,40,Mud Shot,Rock Slide,Rock Blast,5,5,5,75000
Staraptor (Shadow),59.8,normal,flying,196.8,122.5,168,4049714,40,Wing Attack,Brave Bird,Close Combat,8,7,1,10000
Drapion (Shadow),59.7,poison,dark,154.1,171.5,147,3885041,40,Poison Sting,Crunch,Aqua Tail,5,4,5,75000
Stunfisk,59.5,ground,electric,125.7,147,201,3712702,40,Mud Shot,Mud Bomb,Discharge,5,5,5,75000
Porygon2 (Shadow),59.4,normal,none,168.3,154.1,168,4358203,40,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Scrafty,59.3,dark,fighting,140.7,187.3,140,3688760,40,Counter,Foul Play,Power-Up Punch,7,5,3,50000
Ninetales (Shadow),59.2,fire,none,145.4,162,151,3557399,40,Fire Spin,Weather Ball (Fire),Psyshock,4,5,3,50000
Serperior,59.2,grass,none,139.1,173.1,154,3707332,40,Vine Whip,Frenzy Plant,Leaf Tornado,6,5,3,10000
Politoed,58.9,water,none,149.4,153.3,175,4007611,40,Mud Shot,Weather Ball (Water),Surf,4,5,3,50000
Houndoom (Shadow),58.6,dark,fire,188.9,125.7,154,3655104,40,Snarl,Crunch,Flamethrower,4,5,3,50000
Scyther (Shadow),58.6,bug,flying,184.1,146.2,147,3957573,40,Fury Cutter,Night Slash,X-Scissor,9,9,5,75000
Kingdra,58.3,water,dragon,165.2,165.2,154,4201431,40,Dragon Breath,Outrage,Octazooka,20,17,3,50000
Ninetales,58.1,fire,none,145.4,162,151,3557399,40,Fire Spin,Weather Ball (Fire),Psyshock,4,5,3,50000
Omastar,58.1,rock,water,175.4,170.7,147,4402588,40,Mud Shot,Rock Slide,Rock Blast,5,5,5,75000
Mismagius (Shadow),58,ghost,none,178.6,159.6,134,3820750,40,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Granbull (Shadow),57.8,fairy,none,179.4,115.4,175,3622436,40,Snarl,Close Combat,Crunch,4,4,3,50000
Dragalge,57.7,poison,dragon,151.7,175.4,140,3727059,40,Dragon Tail,Aqua Tail,Outrage,4,7,3,50000
Vileplume,57.7,grass,poison,171.5,143.8,154,3798707,40,Razor Leaf,Sludge Bomb,Moonblast,13,15,3,50000
Clawitzer,57.3,water,none,186.5,147,149,4085029,40,Water Gun,Crabhammer,Dark Pulse,17,17,3,50000
Stoutland,57,normal,none,174.7,155.7,168,4568270,40,Lick,Wild Charge,Crunch,15,15,1,10000
Drapion,56.9,poison,dark,154.1,171.5,147,3885041,40,Poison Sting,Crunch,Aqua Tail,5,4,5,75000
Granbull,56.7,fairy,none,179.4,115.4,175,3622436,40,Snarl,Close Combat,Crunch,4,4,3,50000
Forretress (Shadow),56.6,bug,steel,139.1,173.9,154,3724260,40,Bug Bite,Mirror Shot,Heavy Slam,12,17,5,75000
Relicanth,56.6,water,rock,139.9,172.3,189,4554865,40,Water Gun,Aqua Tail,Ancient Power,12,15,5,75000
Kingdra (Shadow),56.5,water,dragon,165.2,165.2,154,4201431,40,Dragon Breath,Outrage,Octazooka,20,17,3,50000
Nidoking (Shadow),56.5,poison,ground,173.1,135.1,162,3789127,40,Poison Jab,Earth Power,Megahorn,8,8,3,50000
Rampardos,56.5,rock,none,245,98,184,4417588,40,Smack Down,Rock Slide,Flamethrower,6,7,5,75000
Golduck,56.4,water,none,162.8,139.9,162,3689262,40,Water Gun,Cross Chop,Ice Beam,12,19,3,50000
Greninja,56.2,water,dark,188.1,132,150,3723648,40,Bubble,Night Slash,Surf,4,4,3,10000
Houndoom,56.2,dark,fire,188.9,125.7,154,3655104,40,Snarl,Crunch,Flamethrower,4,5,3,50000
Bellossom,56.1,grass,none,145.4,158.9,154,3557284,40,Bullet Seed,Leaf Blade,Return,3,6,3,50000
Nidoking,56.1,poison,ground,173.1,135.1,162,3789127,40,Poison Jab,Earth Power,Megahorn,8,8,3,50000
Tentacruel,56.1,water,poison,143,177,162,4102283,40,Poison Jab,Hydro Pump,Sludge Wave,11,10,3,50000
Blissey,56,normal,none,113.8,145.4,403,6669132,40,Pound,Psychic,Hyper Beam,14,20,5,75000
Leavanny,55.9,bug,grass,173.9,142.3,154,3808903,40,Bug Bite,Leaf Blade,X-Scissor,12,12,1,10000
Ludicolo,55.9,water,grass,148.6,150.9,162,3633208,40,Bubble,Energy Ball,Ice Beam,5,5,3,50000
Aerodactyl,55.8,rock,flying,186.5,137.5,162,4154897,40,Rock Throw,Rock Slide,Earth Power,9,11,5,75000
Greedent,55.8,normal,none,138.3,135.1,217,4055813,40,Bullet Seed,Body Slam,Crunch,3,4,1,10000
Aerodactyl (Shadow),55.6,rock,flying,186.5,137.5,162,4154897,40,Rock Throw,Rock Slide,Earth Power,9,11,5,75000
Mandibuzz,55.6,dark,flying,113.8,173.9,203,4016661,40,Snarl,Foul Play,Aerial Ace,4,4,5,75000
Skuntank (Shadow),55.6,poison,dark,157.3,116.2,193,3526239,40,Poison Jab,Crunch,Sludge Bomb,7,8,3,50000
Dusknoir,55.5,ghost,none,154.1,212.6,113,3702110,40,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Mismagius,55.5,ghost,none,178.6,159.6,134,3820750,40,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Skuntank,55.4,poison,dark,157.3,116.2,193,3526239,40,Poison Jab,Crunch,Sludge Bomb,7,8,3,50000
Armaldo (Shadow),55.3,rock,bug,187.3,149.4,154,4308388,40,Fury Cutter,Rock Blast,Cross Poison,10,9,3,50000
Crustle,55.2,bug,rock,160.4,169.9,147,4007152,40,Fury Cutter,Rock Slide,X-Scissor,12,9,1,10000
Yanmega,55.2,bug,flying,194.4,135.1,169,4440194,40,Wing Attack,Aerial Ace,Bug Buzz,7,9,3,50000
Forretress,55,bug,steel,139.1,173.9,154,3724260,40,Bug Bite,Mirror Shot,Heavy Slam,12,17,5,75000
Malamar,54.9,dark,psychic,151.7,142.3,169,3647913,40,Psycho Cut,Superpower,Foul Play,5,5,3,50000
Bellossom (Shadow),54.8,grass,none,145.4,158.9,154,3557284,40,Bullet Seed,Leaf Blade,Dazzling Gleam,3,6,3,50000
Dusknoir (Shadow),54.8,ghost,none,154.1,212.6,113,3702110,40,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Slowbro,54.8,water,psychic,151.7,154.1,182,4255898,40,Confusion,Psychic,Ice Beam,5,5,3,50000
Carracosta,54.5,water,rock,163.6,167.5,153,4193548,40,Water Gun,Surf,Body Slam,14,12,5,75000
Slowbro (Galarian),54.3,poison,psychic,155.7,135.1,182,3829285,40,Poison Jab,Psychic,Sludge Bomb,8,8,3,50000
Rotom (Wash),54.1,electric,water,173.1,184.9,120,3840831,40,Thunder Shock,Thunderbolt,Hydro Pump,7,9,5,75000
Slowbro (Shadow),54.1,water,psychic,151.7,154.1,182,4255898,40,Confusion,Psychic,Ice Beam,5,5,3,50000
Scyther,53.9,bug,flying,184.1,146.2,147,3957573,40,Fury Cutter,Night Slash,X-Scissor,9,9,5,75000
Alomomola,53.7,water,none,120.9,115.4,278,3878583,40,Waterfall,Psychic,Hydro Pump,7,10,5,75000
Bronzong,53.7,steel,psychic,139.1,180.2,143,3583996,40,Confusion,Psyshock,Heavy Slam,4,5,3,50000
Golduck (Shadow),53.7,water,none,162.8,139.9,162,3689262,40,Water Gun,Cross Chop,Ice Beam,12,19,3,50000
Slowking,53.7,water,psychic,151.7,154.1,182,4255898,40,Confusion,Psychic,Blizzard,5,7,3,50000
