Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2
Zapdos (Shadow),87.5,electric,flying,178.1,132,149,3504017,26.5,Thunder Shock,Drill Peck,Thunderbolt
Kingdra,87.3,water,dragon,161,160.2,150,3869168,36.5,Dragon Breath,Outrage,Octazooka
Scrafty (XL),87.3,dark,fighting,146.6,194.4,149,4246165,49.5,Counter,Foul Play,Power-Up Punch
Virizion,87.3,grass,fighting,146.3,177.8,163,4241212,30,Quick Attack,Leaf Blade,Close Combat
Gengar,87,ghost,poison,202.5,118.6,128,3075577,34,Shadow Claw,Shadow Ball,Shadow Punch
Giratina (Altered),87,ghost,dragon,135.9,164.6,205,4586622,27.5,Shadow Claw,Dragon Claw,Shadow Sneak
Lapras,86.7,water,ice,137.4,145.1,226,4505256,37.5,Ice Shard,Surf,Ice Beam
Ludicolo (XL),86.7,water,grass,150.8,160,171,4126545,49.5,Bubble,Energy Ball,Ice Beam
Abomasnow (Shadow),86.5,grass,ice,152.5,136.7,175,3649433,40,Powder Snow,Weather Ball (Ice),Energy Ball
Zekrom,86.4,dragon,electric,177.4,141.3,138,3459710,22.5,Dragon Breath,Crunch,Wild Charge
Ferrothorn,86.2,grass,steel,136.7,188.1,153,3934581,40,Bullet Seed,Power Whip,Flash Cannon
Excadrill,85.7,ground,steel,186.3,99.5,180,3336660,27.5,Mud Shot,Drill Run,Rock Slide
Meganium,85.7,grass,none,144.6,171.5,162,4017999,40,Vine Whip,Frenzy Plant,Earthquake
Snorlax,85.7,normal,none,141.2,127.7,245,4416410,28.5,Lick,Body Slam,Earthquake
Lapras (Shadow),85.4,water,ice,137.4,145.1,226,4505256,37.5,Ice Shard,Surf,Ice Beam
Articuno,85.2,ice,flying,145.9,185.9,157,4260147,31.5,Ice Shard,Icy Wind,Hurricane
Clefable (XL),85.2,fairy,none,151.9,144.4,187,4101296,47,Charm,Moonblast,Meteor Mash
Blastoise,85.1,water,none,147,175.4,160,4126386,40,Water Gun,Hydro Cannon,Ice Beam
Staraptor,85.1,normal,flying,182.1,116.4,160,3391095,34,Wing Attack,Brave Bird,Close Combat
Lickilicky (XL),84.9,normal,none,136.2,160,209,4552337,46,Lick,Body Slam,Shadow Ball
Politoed (Shadow XL),84.9,water,none,145.7,160.6,182,4258342,47.5,Mud Shot,Weather Ball (Water),Blizzard
Genesect (Burn),84.7,bug,steel,180.2,145.8,129,3388487,26.5,Fury Cutter,X-Scissor,Techno Blast (Burn)
Machamp,84.6,fighting,none,174.9,125.1,161,3522784,30,Counter,Cross Chop,Payback
Melmetal,84.6,steel,none,157.3,133.5,188,3949394,26,Thunder Shock,Rock Slide,Superpower
Poliwrath (Shadow),84.6,water,fighting,152.2,155.4,172,4067550,39,Mud Shot,Dynamic Punch,Ice Punch
Charizard,84.4,fire,flying,173.6,141.7,146,3590982,35,Dragon Breath,Blast Burn,Dragon Claw
Perrserker,84.2,steel,none,166,139.9,147,3412667,40,Shadow Claw,Close Combat,Foul Play
Abomasnow,84.1,grass,ice,152.5,136.7,175,3649433,40,Powder Snow,Weather Ball (Ice),Energy Ball
Honchkrow,84.1,dark,flying,193.2,91.1,182,3204121,38,Snarl,Brave Bird,Sky Attack
Milotic,84.1,water,none,146.7,169.6,170,4229944,31.5,Waterfall,Surf,Blizzard
Sceptile,84.1,grass,none,178,139.7,141,3506056,36,Bullet Seed,Leaf Blade,Earthquake
Shiftry (Shadow XL),84.1,grass,dark,173.5,112.9,183,3585967,48,Snarl,Leaf Blade,Foul Play
Tangrowth,84.1,grass,none,157.9,143.9,174,3952201,31,Vine Whip,Power Whip,Rock Slide
Gliscor (Shadow),83.9,ground,flying,149.6,183.5,151,4145324,39.5,Fury Cutter,Night Slash,Earthquake
Hitmonchan,83.9,fighting,none,164.4,167.5,120,3304946,40,Counter,Close Combat,Ice Punch
Magneton (Shadow),83.9,electric,steel,188.1,145.4,120,3282162,40,Thunder Shock,Magnet Bomb,Discharge
Mamoswine (Shadow),83.9,ice,ground,178.6,112.8,173,3485633,27.5,Powder Snow,Avalanche,Stone Edge
Ninetales (Shadow XL),83.9,fire,none,150,171.7,160,4121084,49.5,Fire Spin,Weather Ball (Fire),Psyshock
Articuno (Shadow),83.7,ice,flying,145.9,185.9,157,4260147,31.5,Ice Shard,Icy Wind,Hurricane
Magnezone,83.7,electric,steel,174.8,158.3,128,3541430,29,Spark,Wild Charge,Mirror Shot
Ninetales (Alolan XL),83.6,ice,fairy,149.5,173.7,160,4156438,49,Powder Snow,Weather Ball (Ice),Psyshock
Altaria (XL),83.4,dragon,flying,131.1,181.5,164,3902033,50,Dragon Breath,Sky Attack,Dragon Pulse
Obstagoon,83.4,dark,normal,148.9,160.4,174,4154681,36,Counter,Night Slash,Gunk Shot
Golem (Alolan),83.3,rock,electric,161.3,156.1,152,3826753,32.5,Volt Switch,Wild Charge,Stone Edge
Snorlax (Shadow),83.3,normal,none,141.2,127.7,245,4416410,28.5,Lick,Body Slam,Earthquake
Deoxys (Defense),83.1,psychic,none,125.7,272.7,120,4111322,40,Counter,Psycho Boost,Rock Slide
Hitmontop,83.1,fighting,none,148.6,175.4,120,3128067,40,Counter,Close Combat,Stone Edge
Mew,83.1,psychic,none,154.1,157.6,164,3983992,27.5,Shadow Claw,Overheat,Psyshock
Drifblim (XL),82.9,ghost,flying,154.4,96.3,270,4016102,48,Hex,Shadow Ball,Icy Wind
Gyarados,82.9,water,flying,170.2,135.2,159,3659571,27.5,Dragon Breath,Aqua Tail,Crunch
Zangoose (XL),82.9,normal,none,184.9,114.7,158,3350762,47,Shadow Claw,Close Combat,Night Slash
Electivire,82.8,electric,none,186.5,128.4,139,3328791,29.5,Thunder Shock,Wild Charge,Ice Punch
Gallade,82.8,psychic,fighting,178.5,149.5,131,3494934,29.5,Confusion,Close Combat,Leaf Blade
Conkeldurr,82.6,fighting,none,175.1,117,173,3544639,27.5,Counter,Dynamic Punch,Stone Edge
Gyarados (Shadow),82.6,water,flying,170.2,135.2,159,3659571,27.5,Dragon Breath,Aqua Tail,Crunch
Reshiram,82.6,dragon,fire,177.4,141.3,138,3459710,22.5,Dragon Breath,Crunch,Overheat
Serperior (XL),82.6,grass,none,144.1,182.6,164,4316318,49.5,Vine Whip,Grass Knot,Aerial Ace
Hitmonchan (Shadow),82.4,fighting,none,164.4,167.5,120,3304946,40,Counter,Close Combat,Ice Punch
Poliwrath,82.3,water,fighting,152.2,155.4,172,4067550,39,Mud Shot,Dynamic Punch,Ice Punch
Clefable,82.1,fairy,none,152.5,139.9,182,3883166,40,Charm,Moonblast,Meteor Mash
Mamoswine,82.1,ice,ground,178.6,112.8,173,3485633,27.5,Powder Snow,Avalanche,Stone Edge
Raichu (XL),82.1,electric,none,174.8,139.5,142,3462012,50,Volt Switch,Wild Charge,Thunder Punch
Jellicent,81.9,water,ghost,137.5,152.5,189,3964171,40,Hex,Shadow Ball,Ice Beam
Mewtwo (Shadow),81.9,psychic,none,192.6,120.8,139,3234134,21.5,Psycho Cut,Psystrike,Shadow Ball
Machamp (Shadow),81.8,fighting,none,174.9,125.1,161,3522784,30,Counter,Cross Chop,Payback
Charizard (Shadow),81.6,fire,flying,173.6,141.7,146,3590982,35,Dragon Breath,Blast Burn,Dragon Claw
Luxray,81.6,electric,none,180.8,126.7,151,3457386,31.5,Spark,Wild Charge,Crunch
Politoed,81.6,water,none,149.4,153.3,175,4007611,40,Mud Shot,Weather Ball (Water),Blizzard
Shiftry (XL),81.6,grass,dark,173.5,112.9,183,3585967,48,Snarl,Leaf Blade,Foul Play
Victini,81.6,psychic,fire,154.1,157.6,164,3983992,27.5,Confusion,V-Create,Psychic
Ninetales (XL),81.5,fire,none,150,171.7,160,4121084,49.5,Fire Spin,Weather Ball (Fire),Psyshock
Stunfisk (Galarian),81.5,ground,steel,125.7,147,201,3712702,40,Mud Shot,Rock Slide,Earthquake
Talonflame,81.5,fire,flying,150.9,134.4,158,3204228,40,Incinerate,Brave Bird,Flame Charge
Lickilicky,81.3,normal,none,139.1,154.9,203,4373698,40,Lick,Body Slam,Shadow Ball
Toxicroak (XL),81.3,poison,fighting,176.1,119.8,167,3524702,45,Counter,Mud Bomb,Sludge Bomb
Blaziken,81,fire,fighting,185.9,116.1,154,3322299,34.5,Counter,Blaze Kick,Stone Edge
Froslass (XL),81,ice,ghost,156.3,138.6,157,3402243,50,Powder Snow,Avalanche,Shadow Ball
Sandslash (Alolan XL),81,ice,steel,149.4,172.5,161,4148341,47,Powder Snow,Ice Punch,Bulldoze
Zapdos,81,electric,flying,178.1,132,149,3504017,26.5,Thunder Shock,Drill Peck,Thunderbolt
Hypno (XL),80.8,psychic,none,133.6,174.8,178,4156705,50,Confusion,Fire Punch,Shadow Ball
Landorus (Incarnate),80.8,ground,flying,181,131.6,144,3429771,25,Mud Shot,Rock Slide,Earth Power
Skarmory,80.8,steel,flying,128.8,190.5,140,3434920,40,Air Slash,Brave Bird,Sky Attack
Blastoise (Shadow),80.6,water,none,147,175.4,160,4126386,40,Water Gun,Hydro Cannon,Ice Beam
Weavile (Shadow),80.5,dark,ice,185.2,133.9,136,3372180,32,Snarl,Avalanche,Foul Play
Empoleon,80.3,water,steel,163.3,150.5,155,3811526,33.5,Waterfall,Hydro Cannon,Drill Peck
Politoed (Shadow),80.3,water,none,149.4,153.3,175,4007611,40,Mud Shot,Weather Ball (Water),Blizzard
Scrafty,80.3,dark,fighting,140.7,187.3,140,3688760,40,Counter,Foul Play,Power-Up Punch
Bisharp,80.1,dark,steel,181.9,139.7,135,3429208,36,Snarl,Dark Pulse,Iron Head
Cobalion,80.1,steel,fighting,146.3,177.8,163,4241212,30,Metal Claw,Sacred Sword,Stone Edge
Forretress,80.1,bug,steel,139.1,173.9,154,3724260,40,Bug Bite,Earthquake,Mirror Shot
Lucario,80.1,fighting,steel,188.4,121.2,144,3287695,38.5,Counter,Power-Up Punch,Shadow Ball
Mandibuzz,80.1,dark,flying,113.8,173.9,203,4016661,40,Snarl,Foul Play,Shadow Ball
Gliscor,80,ground,flying,149.6,183.5,151,4145324,39.5,Fury Cutter,Night Slash,Earthquake
Dragonite,79.8,dragon,flying,177.2,136.2,145,3499943,24.5,Dragon Breath,Dragon Claw,Outrage
Ludicolo,79.8,water,grass,148.6,150.9,162,3633208,40,Bubble,Energy Ball,Ice Beam
Piloswine,79.8,ice,ground,154.9,120.9,189,3539919,40,Powder Snow,Avalanche,Stone Edge
Skuntank (Shadow),79.8,poison,dark,157.3,116.2,193,3526239,40,Poison Jab,Crunch,Sludge Bomb
Toxicroak,79.8,poison,fighting,178.6,117,165,3446975,40,Counter,Mud Bomb,Sludge Bomb
Moltres,79.7,fire,flying,176,133.4,149,3499508,26.5,Fire Spin,Sky Attack,Overheat
Piloswine (Shadow),79.7,ice,ground,154.9,120.9,189,3539919,40,Powder Snow,Avalanche,Stone Edge
Granbull,79.5,fairy,none,178.1,113,174,3501669,39,Snarl,Close Combat,Crunch
Muk (Shadow),79.5,poison,none,151.9,142.5,189,4092111,38,Poison Jab,Dark Pulse,Thunder Punch
Braviary,79.3,normal,flying,174.9,119.3,171,3566545,30,Air Slash,Brave Bird,Close Combat
Raichu (Alolan XL),79.3,electric,psychic,176.8,141.6,140,3504143,49.5,Volt Switch,Wild Charge,Thunder Punch
Seismitoad,79.3,water,ground,158.1,128.8,193,3929695,40,Mud Shot,Earth Power,Sludge Bomb
Ampharos,79.2,electric,none,164.7,136.8,167,3762996,34,Volt Switch,Thunder Punch,Focus Blast
Gallade (Shadow),79.2,psychic,fighting,178.5,149.5,131,3494934,29.5,Confusion,Close Combat,Leaf Blade
Skuntank,79.2,poison,dark,157.3,116.2,193,3526239,40,Poison Jab,Crunch,Sludge Bomb
Togekiss,79.2,fairy,flying,162.5,161.8,145,3813620,27.5,Charm,Ancient Power,Flamethrower
Ampharos (Shadow),79,electric,none,164.7,136.8,167,3762996,34,Volt Switch,Thunder Punch,Focus Blast
Zangoose,78.8,normal,none,187.3,109.9,151,3106877,40,Shadow Claw,Close Combat,Night Slash
Blissey,78.7,normal,none,104.8,142.3,396,5902713,38.5,Pound,Psychic,Hyper Beam
Scizor (Shadow),78.7,bug,steel,178.5,141.7,137,3464803,31,Bullet Punch,Night Slash,Iron Head
Galvantula (XL),78.5,bug,electric,181.5,120.2,157,3424193,50,Volt Switch,Lunge,Discharge
Bronzong (XL),78.3,steel,psychic,146.2,191.6,152,4257910,50,Confusion,Psyshock,Bulldoze
Skarmory (Shadow),78.3,steel,flying,128.8,190.5,140,3434920,40,Air Slash,Brave Bird,Sky Attack
Pinsir (Shadow),78.2,bug,none,182.2,141.9,132,3412747,32.5,Fury Cutter,Close Combat,X-Scissor
Stoutland,78.2,normal,none,161,148.9,160,3833964,34,Lick,Wild Charge,Crunch
Dragonite (Shadow),78,dragon,flying,177.2,136.2,145,3499943,24.5,Dragon Breath,Dragon Claw,Hurricane
Alomomola,77.9,water,none,120.9,115.4,278,3878583,40,Waterfall,Psychic,Hydro Pump
Drifblim,77.9,ghost,flying,154.1,92.5,258,3676412,40,Hex,Shadow Ball,Icy Wind
Sandslash (Alolan),77.9,ice,steel,151.7,166,154,3878156,40,Powder Snow,Ice Punch,Bulldoze
Arcanine (Shadow),77.7,fire,none,171.9,132.3,159,3615381,30.5,Snarl,Wild Charge,Flamethrower
Cradily (Shadow),77.5,rock,grass,132,165.2,169,3684117,40,Bullet Seed,Stone Edge,Grass Knot
Feraligatr,77.5,water,none,160.1,154,157,3870246,34.5,Ice Fang,Hydro Cannon,Crunch
Flygon (Shadow),77.5,ground,dragon,168.7,140.2,156,3689409,36.5,Mud Shot,Dragon Claw,Earth Power
Jirachi,77.5,steel,psychic,154.1,157.6,164,3983992,27.5,Confusion,Doom Desire,Dazzling Gleam
Nidoqueen,77.5,poison,ground,154.1,148.6,175,4006955,40,Poison Jab,Earth Power,Stone Edge
Crustle (XL),77.4,bug,rock,154,173.4,151,4031215,44,Fury Cutter,Rock Slide,X-Scissor
Infernape,77.4,fire,fighting,180.4,126.9,150,3434397,35.5,Fire Spin,Close Combat,Blast Burn
Krookodile,77.4,ground,dark,173.4,124.1,167,3593154,29.5,Snarl,Crunch,Earthquake
Dialga,77,steel,dragon,177.4,141.3,138,3459710,22.5,Dragon Breath,Iron Head,Thunder
Nidoqueen (Shadow),77,poison,ground,154.1,148.6,175,4006955,40,Poison Jab,Earth Power,Stone Edge
Roserade,77,grass,poison,184.4,147.6,123,3347468,31,Bullet Seed,Weather Ball (Fire),Grass Knot
Ninetales (Alolan),76.9,ice,fairy,146.2,164.4,151,3629075,40,Powder Snow,Weather Ball (Ice),Psyshock
Porygon2 (Shadow),76.9,normal,none,158.1,150.3,164,3898496,38,Lock On,Tri Attack,Zap Cannon
Suicune,76.9,water,none,139.3,182.9,176,4482993,33.5,Snarl,Bubble Beam,Ice Beam
Weavile,76.9,dark,ice,185.2,133.9,136,3372180,32,Snarl,Avalanche,Foul Play
Durant,76.7,bug,steel,178.7,154.1,127,3496539,36.5,Bug Bite,X-Scissor,Stone Edge
Magneton,76.7,electric,steel,188.1,145.4,120,3282162,40,Thunder Shock,Magnet Bomb,Discharge
Shiftry,76.7,grass,dark,169.9,107.5,175,3195946,40,Snarl,Leaf Blade,Foul Play
Tentacruel,76.7,water,poison,143,177,162,4102283,40,Poison Jab,Hydro Pump,Sludge Wave
Crustle,76.5,bug,rock,158.9,168.3,146,3904024,40,Fury Cutter,Rock Slide,X-Scissor
Umbreon,76.5,dark,none,111.4,201.5,182,4087094,40,Snarl,Foul Play,Last Resort
Banette (Shadow),76.4,ghost,none,184.1,111.4,139,2852160,40,Shadow Claw,Shadow Ball,Thunder
Bouffalant,76.4,normal,none,154.8,151,172,4020660,36.5,Mud Shot,Stomp,Earthquake
Donphan,76.2,ground,none,162.2,145.2,162,3815929,31.5,Counter,Earthquake,Heavy Slam
Latias,76.2,dragon,psychic,159.4,174.4,139,3863449,26,Dragon Breath,Outrage,Psychic
Shiftry (Shadow),76.2,grass,dark,169.9,107.5,175,3195946,40,Snarl,Leaf Blade,Foul Play
Zebstrika,76.2,electric,none,178.6,119.3,154,3282389,40,Spark,Wild Charge,Flame Charge
Drapion,76.1,poison,dark,154.1,171.5,147,3885041,40,Ice Fang,Crunch,Aqua Tail
Primeape,76.1,fighting,none,175.4,120.9,140,2970000,40,Counter,Close Combat,Night Slash
Forretress (Shadow),75.9,bug,steel,139.1,173.9,154,3724260,40,Bug Bite,Mirror Shot,Earthquake
Muk,75.7,poison,none,151.9,142.5,189,4092111,38,Poison Jab,Thunder Punch,Dark Pulse
Cloyster,75.6,water,ice,156.7,213.4,118,3946175,39.5,Ice Shard,Icy Wind,Hydro Pump
Porygon2,75.6,normal,none,158.1,150.3,164,3898496,38,Lock On,Tri Attack,Zap Cannon
Flygon,75.4,ground,dragon,168.7,140.2,156,3689409,36.5,Mud Shot,Dragon Claw,Earth Power
Genesect,75.4,bug,steel,180.2,145.8,129,3388487,26.5,Fury Cutter,X-Scissor,Magnet Bomb
Metagross,75.4,steel,psychic,173.6,157.4,131,3577672,23.5,Bullet Punch,Meteor Mash,Earthquake
Suicune (Shadow),75.4,water,none,139.3,182.9,176,4482993,33.5,Snarl,Bubble Beam,Ice Beam
Hydreigon,75.2,dark,dragon,175,135.6,148,3511771,25,Dragon Breath,Dark Pulse,Dragon Pulse
Arcanine,75.1,fire,none,171.9,132.3,159,3615381,30.5,Snarl,Crunch,Flamethrower
Crawdaunt,75.1,water,dark,188.9,124.1,138,3234153,40,Snarl,Night Slash,Crabhammer
Darmanitan (Standard),75.1,fire,none,192.8,92.8,177,3166923,29,Incinerate,Rock Slide,Overheat
Palkia,75.1,water,dragon,182.5,145.7,127,3377706,22.5,Dragon Breath,Aqua Tail,Draco Meteor
Rotom (Wash),75.1,electric,water,169.6,182.2,118,3646515,38.5,Thunder Shock,Thunderbolt,Hydro Pump
Nidoking,74.9,poison,ground,171.2,132.1,161,3641975,38.5,Fury Cutter,Earth Power,Megahorn
Pinsir,74.9,bug,none,182.2,141.9,132,3412747,32.5,Fury Cutter,Close Combat,X-Scissor
Ursaring (Shadow),74.9,normal,none,179.3,118.3,162,3434229,32,Counter,Play Rough,Close Combat
Hippowdon,74.7,ground,none,151.5,148.5,182,4094528,30,Ice Fang,Body Slam,Earth Power
Scizor,74.7,bug,steel,178.5,141.7,137,3464803,31,Bullet Punch,Night Slash,Iron Head
Bellossom (Shadow),74.6,grass,none,145.4,158.9,154,3557284,40,Bullet Seed,Leaf Blade,Dazzling Gleam
Ninetales,74.6,fire,none,145.4,162,151,3557399,40,Fire Spin,Weather Ball (Fire),Psyshock
Banette,74.4,ghost,none,184.1,111.4,139,2852160,40,Shadow Claw,Shadow Ball,Thunder
Cradily,74.4,rock,grass,132,165.2,169,3684117,40,Bullet Seed,Stone Edge,Grass Knot
Groudon,74.4,ground,none,174.3,153.3,133,3553837,22.5,Mud Shot,Fire Punch,Earthquake
Houndoom (Shadow),74.4,dark,fire,183.8,121.5,151,3372978,38,Snarl,Crunch,Flamethrower
Mewtwo,74.4,psychic,none,192.6,120.8,139,3234134,21.5,Psycho Cut,Psystrike,Shadow Ball
Slowbro,74.4,water,psychic,148.8,153.6,181,4136633,39.5,Confusion,Psychic,Ice Beam
Thundurus (Incarnate),74.4,electric,flying,189.5,124.3,138,3249327,27,Thunder Shock,Crunch,Thunder
Unfezant,74.4,normal,flying,179.3,124.9,154,3449489,37.5,Air Slash,Sky Attack,Hyper Beam
Ursaring,74.4,normal,none,179.3,118.3,162,3434229,32,Counter,Play Rough,Close Combat
Victreebel,74.3,grass,poison,175.4,118.5,162,3369327,40,Razor Leaf,Leaf Blade,Sludge Bomb
Walrein,74.3,ice,water,146.7,145.2,199,4238420,39,Waterfall,Blizzard,Earthquake
Latios,74.1,dragon,psychic,180,147.2,130,3445026,24,Dragon Breath,Dragon Claw,Psychic
Rayquaza,74.1,dragon,flying,189.7,117.2,147,3269277,23.5,Dragon Tail,Outrage,Aerial Ace
Crobat,73.9,poison,flying,160.8,147.7,163,3871264,37,Air Slash,Shadow Ball,Sludge Bomb
Porygon-Z (Shadow),73.9,normal,none,190.9,113.8,149,3236477,28,Lock On,Tri Attack,Blizzard
Crobat (Shadow),73.8,poison,flying,160.8,147.7,163,3871264,37,Air Slash,Shadow Ball,Sludge Bomb
Magmortar (Shadow),73.8,fire,none,182.8,135,137,3380644,29.5,Karate Chop,Fire Punch,Thunderbolt
Metagross (Shadow),73.8,steel,psychic,173.6,157.4,131,3577672,23.5,Bullet Punch,Meteor Mash,Psychic
Ninetales (Shadow),73.6,fire,none,145.4,162,151,3557399,40,Fire Spin,Weather Ball (Fire),Psyshock
Probopass (XL),73.6,rock,steel,126,243.7,142,4361605,50,Spark,Rock Slide,Thunderbolt
Mismagius (Shadow),73.4,ghost,none,173.1,156.8,131,3554051,37.5,Hex,Shadow Ball,Dark Pulse
Scolipede,73.4,bug,poison,172.3,150.2,134,3466561,40,Poison Jab,X-Scissor,Megahorn
Serperior,73.4,grass,none,139.1,173.1,154,3707332,40,Vine Whip,Grass Knot,Aerial Ace
Vileplume,73.4,grass,poison,169.6,142.3,152,3669062,38.5,Razor Leaf,Sludge Bomb,Moonblast
Dewgong (XL),73.1,water,ice,129.4,161.3,186,3883324,50,Ice Shard,Icy Wind,Water Pulse
Bellossom,72.9,grass,none,145.4,158.9,154,3557284,40,Bullet Seed,Leaf Blade,Return
Leavanny,72.9,bug,grass,169.6,139.9,153,3632323,38.5,Bug Bite,Leaf Blade,X-Scissor
Mismagius,72.9,ghost,none,173.1,156.8,131,3554051,37.5,Hex,Shadow Ball,Dark Pulse
Vaporeon,72.9,water,none,154,126.6,207,4034935,29,Water Gun,Aqua Tail,Last Resort
Altaria,72.8,dragon,flying,123.3,170.7,154,3241030,40,Dragon Breath,Sky Attack,Dragon Pulse
Gastrodon (East),72.8,water,ground,145.4,124.9,204,3704154,40,Mud Slap,Body Slam,Earth Power
Gastrodon (West),72.8,water,ground,145.4,124.9,204,3704154,40,Mud Slap,Body Slam,Earth Power
Heatran,72.8,fire,steel,169.5,149.2,144,3641925,24,Fire Spin,Flamethrower,Stone Edge
Sandslash,72.8,ground,none,155.7,150.2,154,3600183,40,Mud Shot,Earthquake,Bulldoze
Magmar (Shadow),72.6,fire,none,174.7,133.6,140,3265811,40,Karate Chop,Fire Punch,Flamethrower
Moltres (Shadow),72.6,fire,flying,176,133.4,149,3499508,26.5,Fire Spin,Sky Attack,Overheat
Cryogonal,72.5,ice,none,150.8,175.2,156,4120313,35,Ice Shard,Night Slash,Aurora Beam
Gothitelle,72.5,psychic,none,150.9,173.9,147,3857957,40,Confusion,Rock Slide,Psychic
Greninja,72.5,water,dark,183.3,126.3,147,3404512,36.5,Bubble,Night Slash,Surf
Aggron,72.3,steel,rock,151.9,201.5,134,4100271,31.5,Smack Down,Stone Edge,Heavy Slam
Gigalith,72.3,rock,none,166.2,148.9,151,3736793,29,Smack Down,Rock Slide,Superpower
Slowking (Shadow),72.3,water,psychic,148.8,153.6,181,4136633,39.5,Confusion,Psychic,Blizzard
