Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Flygon (Shadow),79.8,ground,dragon,74.4,63.9,70,332743,7,Dragon Tail,Dragon Claw,Earth Power,4,7,5,75000
Houndour (Shadow),79.8,dark,fire,82.6,50,73,301178,15.5,Ember,Crunch,Flamethrower,8,10,3,50000
Ledyba,79.8,bug,flying,53.7,91.2,94,460498,28,Bug Bite,Aerial Ace,Silver Wind,15,15,1,10000
Marshtomp,79.7,water,ground,69.7,63.6,80,354864,10.5,Mud Shot,Surf,Mud Bomb,5,5,3,10000
Muk,79.7,poison,none,67.7,63.6,85,365992,7,Poison Jab,Dark Pulse,Thunder Punch,8,6,3,50000
Nidorino (Shadow),79.7,poison,none,69.2,61.4,83,352464,13.5,Poison Jab,Sludge Bomb,Horn Attack,8,5,3,50000
Crustle,79.6,bug,rock,69.6,76.1,67,354903,7.5,Smack Down,Rock Slide,X-Scissor,6,5,1,10000
Flygon,79.5,ground,dragon,74.4,63.9,70,332743,7,Dragon Tail,Dragon Claw,Earth Power,4,7,5,75000
Magnezone,79.5,electric,steel,78,68.1,60,318669,6,Spark,Wild Charge,Mirror Shot,6,5,3,50000
Nidoran Male,79.5,poison,none,69.1,57.7,89,354451,22.5,Poison Sting,Body Slam,Sludge Bomb,4,6,3,50000
Spinarak,79.5,bug,poison,71.3,55.6,87,345222,24,Poison Sting,Cross Poison,Night Slash,4,4,1,10000
Zubat,79.5,poison,flying,63.9,64.7,94,388507,30.5,Quick Attack,Poison Fang,Sludge Bomb,5,8,1,10000
Ambipom (Shadow),79.4,normal,none,79.2,55.5,72,316581,8,Scratch,Aerial Ace,Low Sweep,23,20,3,50000
Noctowl,79.4,normal,flying,61.3,67.4,98,404901,9.5,Wing Attack,Sky Attack,Psychic,7,8,1,10000
Drapion,79.3,poison,dark,68.9,77.9,67,359569,7.5,Poison Sting,Aqua Tail,Sludge Bomb,4,6,5,75000
Turtwig (Shadow),79.3,grass,none,66.7,65.7,85,372500,16.5,Razor Leaf,Body Slam,Seed Bomb,9,10,3,10000
Vullaby,79.2,dark,flying,57.3,77.8,97,432849,15.5,Air Slash,Brave Bird,Foul Play,7,5,5,75000
Tyranitar (Shadow),79.1,rock,dark,74.3,64.4,69,330359,5,Smack Down,Stone Edge,Crunch,7,6,5,75000
Ariados,79,bug,poison,72.7,58.9,80,342583,10.5,Poison Sting,Cross Poison,Lunge,4,5,1,10000
Gliscor,79,ground,flying,67,81.4,68,370976,7,Wing Attack,Night Slash,Earthquake,5,10,5,75000
Zubat (Shadow),79,poison,flying,63.9,64.7,94,388507,30.5,Quick Attack,Poison Fang,Sludge Bomb,5,8,1,10000
Mightyena (Shadow),78.9,dark,none,73.2,60.4,76,336235,9.5,Ice Fang,Crunch,Poison Fang,9,7,1,10000
Nidorino,78.9,poison,none,69.2,61.4,83,352464,13.5,Poison Jab,Sludge Bomb,Horn Attack,8,5,3,50000
Drifblim,78.8,ghost,flying,69.4,42.8,121,359311,8,Hex,Icy Wind,Shadow Ball,4,5,5,75000
Muk (Shadow),78.7,poison,none,67.7,63.6,85,365992,7,Poison Jab,Dark Pulse,Thunder Punch,8,6,3,50000
Mareep,78.5,electric,none,70.2,54.3,93,354288,19.5,Thunder Shock,Body Slam,Discharge,4,5,5,75000
Gloom,78.3,grass,poison,71.1,63.9,77,349881,11.5,Razor Leaf,Sludge Bomb,Moonblast,13,15,3,50000
Heracross,78.3,bug,fighting,79,61.3,65,314868,6,Counter,Rock Blast,Megahorn,6,8,3,50000
Torterra (Shadow),78.3,grass,ground,69.4,67.8,76,357584,6.5,Razor Leaf,Frenzy Plant,Stone Edge,12,14,3,10000
Grimer,78.2,poison,none,69,52.5,99,358424,14,Poison Jab,Mud Bomb,Sludge Bomb,6,8,3,50000
Grotle (Shadow),78.2,grass,none,68.4,65.5,81,363066,10,Razor Leaf,Body Slam,Energy Ball,9,14,3,10000
Lotad,78.2,water,grass,58.6,69.6,104,424292,38.5,Water Gun,Energy Ball,Bubble Beam,19,14,3,50000
Oddish,78.2,grass,poison,71.1,66.3,74,348469,16,Razor Leaf,Sludge Bomb,Seed Bomb,13,10,3,50000
Snorlax,78.2,normal,none,62.6,57.8,110,398058,6,Lick,Body Slam,Superpower,12,14,5,75000
Gliscor (Shadow),78.1,ground,flying,67,81.4,68,370976,7,Wing Attack,Night Slash,Earthquake,5,10,5,75000
Seismitoad,78.1,water,ground,70.3,57.6,88,356612,7.5,Mud Shot,Muddy Water,Earth Power,4,7,3,50000
Bulbasaur,78,grass,poison,68,70.8,76,366180,18,Vine Whip,Seed Bomb,Sludge Bomb,5,7,3,10000
Ekans (Shadow),78,poison,none,70.5,66.9,75,353746,20,Poison Sting,Poison Fang,Sludge Bomb,4,6,3,50000
Magnezone (Shadow),78,electric,steel,78,68.1,60,318669,6,Spark,Wild Charge,Mirror Shot,6,5,3,50000
Dustox,77.9,bug,poison,55,92.4,89,452827,16,Confusion,Sludge Bomb,Bug Buzz,5,5,1,10000
Gyarados (Shadow),77.9,water,flying,76.2,60.9,70,324905,5.5,Dragon Breath,Aqua Tail,Crunch,12,15,1,10000
Kakuna,77.7,bug,poison,51.3,75.6,120,465181,50,Bug Bite,Return,Struggle,24,34,1,10000
Vileplume,77.7,grass,poison,75,66,67,331613,7.5,Razor Leaf,Sludge Bomb,Moonblast,13,15,3,50000
Golett,77.6,ground,ghost,70.5,57.2,87,350861,16,Mud Slap,Shadow Punch,Brick Break,5,5,5,75000
Meowth (Alolan),77.6,dark,none,68.1,60.9,87,360387,24,Bite,Night Slash,Foul Play,18,23,3,50000
Swablu,77.6,normal,flying,53.4,94.8,92,466265,25,Peck,Ice Beam,Aerial Ace,11,9,1,10000
Rhyperior,77.5,ground,rock,74.3,59.2,76,334370,5,Smack Down,Rock Wrecker,Superpower,7,5,3,50000
Spinda,77.5,normal,none,64.7,67.8,88,386237,15.5,Psycho Cut,Icy Wind,Rock Tomb,5,7,3,50000
Cubone (Shadow),77.4,ground,none,56,91.4,87,445773,19.5,Mud Slap,Bone Club,Bulldoze,5,8,3,50000
Grimer (Shadow),77.4,poison,none,70,51.5,99,356693,14,Poison Jab,Mud Bomb,Sludge Bomb,6,8,3,50000
Hydreigon,77.4,dark,dragon,79.6,59.1,66,310228,5.5,Dragon Breath,Dark Pulse,Dragon Pulse,17,20,5,75000
Magneton,77.4,electric,steel,83.7,66,54,298258,7.5,Thunder Shock,Magnet Bomb,Discharge,5,5,3,50000
Munchlax,77.4,normal,none,60,55.8,124,414894,10,Lick,Body Slam,Bulldoze,12,20,5,10000
Jumpluff,77.3,grass,flying,55.7,89.7,88,439910,11.5,Bullet Seed,Aerial Ace,Energy Ball,4,5,3,50000
Minccino,77.3,normal,none,64.6,59.6,99,381119,22.5,Charm,Aqua Tail,Thunderbolt,6,10,3,50000
Pikachu,77.3,electric,none,71.1,66.3,74,348845,20,Thunder Shock,Wild Charge,Surf,5,5,1,10000
Mantyke,77.2,water,flying,57.9,101.5,73,428696,15.5,Bubble,Aerial Ace,Ice Beam,5,5,5,10000
Shroomish,77.2,grass,none,52.1,82.8,110,474653,25,Bullet Seed,Grass Knot,Seed Bomb,4,4,3,50000
Victreebel,77.2,grass,poison,79,53.6,74,313664,7.5,Razor Leaf,Leaf Blade,Sludge Bomb,9,13,3,50000
Chesnaught,77.1,grass,fighting,69.1,73.5,71,360423,6.5,Vine Whip,Superpower,Energy Ball,5,7,3,10000
Durant,77.1,bug,steel,78.9,69.8,57,314191,7,Bug Bite,X-Scissor,Stone Edge,12,19,3,50000
Magnemite,77.1,electric,steel,85,65,53,292659,14,Thunder Shock,Magnet Bomb,Discharge,5,5,3,50000
Grimer (Alolan),77,poison,dark,70,51.5,99,356693,14,Poison Jab,Crunch,Sludge Bomb,7,8,3,50000
Persian,77,normal,none,68.2,66.9,78,356132,11,Scratch,Night Slash,Play Rough,18,30,3,50000
Scolipede,77,bug,poison,77.9,68.5,60,320307,7.5,Poison Jab,X-Scissor,Megahorn,5,8,1,10000
Scyther (Shadow),76.7,bug,flying,78.6,64.3,63,318069,7,Fury Cutter,Night Slash,X-Scissor,9,9,5,75000
Chespin,76.6,grass,none,64.6,66.9,89,384562,18,Vine Whip,Body Slam,Seed Bomb,5,5,3,10000
Skwovet,76.6,normal,none,60.5,59.9,113,409234,20.5,Bullet Seed,Body Slam,Crunch,3,4,1,10000
Aipom,76.5,normal,none,70.5,62,80,349482,14,Scratch,Aerial Ace,Low Sweep,23,20,3,50000
Roserade,76.5,grass,poison,83.5,64.1,56,299684,6.5,Poison Jab,Weather Ball (Fire),Grass Knot,5,8,3,50000
Teddiursa,76.5,normal,none,75,53.5,83,332849,14,Scratch,Cross Chop,Crunch,18,23,3,50000
Greedent,76.3,normal,none,62.3,63,102,400521,8,Bullet Seed,Body Slam,Crunch,3,4,1,10000
Turtwig,76.3,grass,none,66.7,65.7,85,372500,16.5,Razor Leaf,Body Slam,Seed Bomb,9,10,3,10000
Sableye,76.2,dark,ghost,70.3,71.8,70,353316,13,Shadow Claw,Foul Play,Shadow Sneak,6,6,5,75000
Sableye,76.2,dark,ghost,70.3,71.8,70,353316,13,Shadow Claw,Foul Play,Shadow Sneak,6,6,5,75000
Venomoth,76.2,bug,poison,73.5,62.7,73,336682,9,Infestation,Poison Fang,Psychic,3,5,3,50000
Cubone,76.1,ground,none,56,91.4,87,445773,19.5,Mud Slap,Bone Club,Bulldoze,5,8,3,50000
Marshtomp (Shadow),76.1,water,ground,70.6,64.1,78,352673,10.5,Mud Shot,Surf,Mud Bomb,5,5,3,10000
Piloswine (Shadow),76.1,ice,ground,70.5,57,88,354072,8,Powder Snow,Avalanche,Stone Edge,6,7,3,50000
Bulbasaur (Shadow),76,grass,poison,68.2,69.3,77,363775,17.5,Vine Whip,Seed Bomb,Sludge Bomb,5,7,3,10000
Camerupt,76,fire,ground,77.5,58.1,71,319985,8.5,Ember,Overheat,Earth Power,10,10,3,50000
Graveler,75.9,rock,ground,71.4,73.9,66,348435,10,Mud Shot,Rock Slide,Rock Blast,5,5,1,10000
Salamence,75.9,dragon,flying,84.2,52.2,67,294638,5,Dragon Tail,Outrage,Fire Blast,7,9,5,75000
Castform,75.8,normal,none,66.2,67.1,85,377491,12,Hex,Weather Ball (Normal),Weather Ball (Rock),3,3,5,75000
Exeggcute (Shadow),75.8,grass,psychic,61.1,76,88,408941,17,Confusion,Seed Bomb,Psychic,4,5,3,50000
Gyarados,75.8,water,flying,76.2,60.9,70,324905,5.5,Dragon Breath,Aqua Tail,Crunch,12,15,1,10000
Houndour,75.8,dark,fire,82.6,50,73,301178,15.5,Ember,Crunch,Flamethrower,8,10,3,50000
Ledian,75.8,bug,flying,57,94.6,81,436659,14.5,Bug Bite,Aerial Ace,Bug Buzz,15,20,1,10000
Tentacool,75.7,water,poison,58.6,93.1,77,420040,18.5,Poison Sting,Wrap,Bubble Beam,5,5,3,50000
Bayleef,75.6,grass,none,60.7,81.9,81,402560,13,Razor Leaf,Grass Knot,Ancient Power,13,12,3,10000
Ekans,75.6,poison,none,70.5,66.9,75,353746,20,Poison Sting,Poison Fang,Sludge Bomb,4,6,3,50000
Foongus,75.6,grass,poison,60.9,61.5,109,408690,20,Feint Attack,Body Slam,Grass Knot,6,9,3,50000
Grotle,75.5,grass,none,68.4,65.5,81,363066,10,Razor Leaf,Body Slam,Energy Ball,9,14,3,10000
Karrablast,75.5,bug,none,76.4,54,79,325794,16,Fury Cutter,X-Scissor,Drill Run,9,12,3,50000
Chinchou,75.4,water,electric,62.3,60.1,107,400749,18,Bubble,Thunderbolt,Bubble Beam,5,4,3,50000
Golem,75.4,rock,ground,72.1,71.1,67,343631,6.5,Mud Shot,Stone Edge,Rock Blast,7,5,1,10000
Skuntank,75.4,poison,dark,70.9,54.8,90,349676,8,Poison Jab,Crunch,Sludge Bomb,7,8,3,50000
Tyranitar,75.4,rock,dark,74.3,64.4,69,330359,5,Smack Down,Crunch,Stone Edge,6,7,5,75000
Mightyena,75.3,dark,none,73.2,60.4,76,336235,9.5,Ice Fang,Crunch,Poison Fang,9,7,1,10000
Garchomp,75.2,dragon,ground,76.9,57.5,73,322684,5,Dragon Tail,Sand Tomb,Outrage,5,7,5,75000
Torterra,75.2,grass,ground,69.4,67.8,76,357584,6.5,Razor Leaf,Frenzy Plant,Stone Edge,12,14,3,10000
Scyther,75.1,bug,flying,78.6,64.3,63,318069,7,Fury Cutter,Night Slash,X-Scissor,9,9,5,75000
Woobat,75.1,psychic,flying,64.6,58.2,101,380108,19,Confusion,Psyshock,Aerial Ace,4,4,1,10000
Gible,75,dragon,ground,70.5,54,91,346301,17,Mud Shot,Body Slam,Twister,4,5,5,75000
Larvitar (Shadow),75,rock,ground,69.5,60.9,85,359911,18.5,Bite,Crunch,Ancient Power,23,23,5,75000
Bisharp,74.9,dark,steel,80.5,64.1,59,304326,6.5,Snarl,Dark Pulse,X-Scissor,4,3,5,75000
Exeggcute,74.9,grass,psychic,61.1,76,88,408941,17,Confusion,Seed Bomb,Psychic,4,5,3,50000
Quilladin,74.9,grass,none,67.4,73.1,75,369324,11,Vine Whip,Body Slam,Energy Ball,5,7,3,10000
Petilil,74.8,grass,none,71.6,60.6,80,346969,19,Charm,Seed Bomb,Energy Ball,7,10,1,10000
Snivy,74.7,grass,none,60.2,75.8,91,415239,23.5,Vine Whip,Seed Bomb,Wrap,5,6,3,10000
Armaldo (Shadow),74.6,rock,bug,77.5,63.1,65,317633,6.5,Fury Cutter,Rock Blast,Cross Poison,10,9,3,50000
