Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2
Alomomola,81.2,water,none,98.5,98.5,234,2269817,25.5,Waterfall,Psychic,Hydro Pump
Dusclops,81,ghost,none,106.3,191.7,103,2099186,37.5,Hex,Shadow Punch,Ice Punch
Diggersby (XL),80.8,normal,ground,95.7,140.3,174,2337114,47,Mud Shot,Fire Punch,Hyper Beam
Snorlax,80.8,normal,none,107.4,100.2,190,2045672,17,Lick,Body Slam,Superpower
Medicham (XL),80.5,fighting,psychic,107.9,137,141,2085050,48,Counter,Ice Punch,Psychic
Gloom (Shadow),79.9,grass,poison,122.6,115.6,128,1814886,37.5,Razor Leaf,Sludge Bomb,Petal Blizzard
Chansey,79.7,normal,none,59.3,113,396,2652629,40,Pound,Psychic,Hyper Beam
Castform (Sunny),79.5,fire,none,114.2,118.9,144,1955147,39.5,Ember,Weather Ball (Fire),Solar Beam
Relicanth,79.3,water,rock,105.9,133.5,149,2105658,22,Water Gun,Aqua Tail,Ancient Power
Dunsparce,78.8,normal,none,105.9,108.2,184,2108416,36,Bite,Rock Slide,Drill Run
Grotle (Shadow),78.8,grass,none,118.3,112.5,141,1875443,29.5,Razor Leaf,Body Slam,Energy Ball
Wobbuffet,78.8,psychic,none,59.3,95.6,313,1774087,40,Counter,Return,Mirror Coat
Vileplume (Shadow),78.6,grass,poison,130.3,111.5,118,1715144,22,Razor Leaf,Sludge Bomb,Petal Blizzard
Bayleef,78.4,grass,none,108.3,134.4,134,1949208,40,Razor Leaf,Grass Knot,Ancient Power
Grotle,78.4,grass,none,118.3,112.5,141,1875443,29.5,Razor Leaf,Body Slam,Energy Ball
Crustle,78.2,bug,rock,120.9,132.8,114,1831189,22,Smack Down,Rock Slide,X-Scissor
Lanturn,78.2,water,electric,104.8,104.8,192,2109375,27,Spark,Thunderbolt,Hydro Pump
Diggersby,78,normal,ground,98.8,133.6,168,2216614,40,Mud Shot,Fire Punch,Hyper Beam
Victreebel (Shadow),78,grass,poison,136.9,92.5,129,1633406,22.5,Razor Leaf,Leaf Blade,Acid Spray
Articuno,77.8,ice,flying,113.2,142.5,122,1967716,18.5,Ice Shard,Icy Wind,Hurricane
Noctowl,77.8,normal,flying,106.7,115.9,169,2091241,28,Wing Attack,Sky Attack,Psychic
Castform (Rainy),77.6,water,none,114.2,118.9,144,1955147,39.5,Water Gun,Weather Ball (Water),Thunder
Drifblim,77.3,ghost,flying,120.5,73.8,208,1849564,23.5,Hex,Icy Wind,Shadow Ball
Abomasnow,76.9,grass,ice,118.5,111.4,141,1861173,23.5,Powder Snow,Weather Ball (Ice),Energy Ball
Carracosta,76.5,water,rock,121.2,128.6,117,1823041,21,Rock Throw,Surf,Body Slam
Gloom,76.1,grass,poison,122.6,115.6,128,1814886,37.5,Razor Leaf,Sludge Bomb,Petal Blizzard
Hypno (Shadow),76.1,psychic,none,104.8,143.7,142,2138624,27,Confusion,Thunder Punch,Ice Punch
Lapras (Shadow),76.1,water,ice,106.5,110.9,179,2114378,21.5,Ice Shard,Surf,Skull Bash
Leavanny,76.1,bug,grass,131.6,110.3,117,1697669,22,Razor Leaf,Leaf Blade,X-Scissor
Tropius,75.9,grass,flying,102.2,125.9,169,2173466,29,Air Slash,Leaf Blade,Aerial Ace
Castform,75.6,normal,none,114.2,118.9,144,1955147,39.5,Hex,Weather Ball (Normal),Energy Ball
Whiscash,75.6,water,ground,108.3,107.6,175,2038887,27,Mud Shot,Mud Bomb,Blizzard
Pachirisu,75.4,electric,none,86.1,147.8,134,1705913,40,Volt Switch,Thunder Punch,Thunderbolt
Torterra (Shadow),75.2,grass,ground,121.1,115.9,131,1838442,19,Razor Leaf,Frenzy Plant,Stone Edge
Vileplume,75,grass,poison,130.3,111.5,118,1715144,22,Razor Leaf,Sludge Bomb,Petal Blizzard
Shelgon (Shadow),74.8,dragon,none,125.6,118,120,1779129,27,Dragon Breath,Dragon Pulse,Flamethrower
Lugia,74.6,psychic,flying,102.4,163.5,129,2160651,15,Extrasensory,Sky Attack,Aeroblast
Stunfisk,74.6,ground,electric,102.9,126.7,167,2176261,26,Mud Shot,Mud Bomb,Discharge
Dragonair (Shadow),74.4,dragon,none,126,111.7,125,1758941,33,Dragon Breath,Aqua Tail,Dragon Pulse
Kingdra,74.2,water,dragon,122.4,124.3,119,1810502,21,Dragon Breath,Outrage,Octazooka
Dusclops (Shadow),73.9,ghost,none,106.3,191.7,103,2099186,37.5,Hex,Shadow Punch,Ice Punch
Victini,73.9,psychic,fire,120.5,120.5,127,1843005,16.5,Confusion,V-Create,Psychic
Aerodactyl (Shadow),73.5,rock,flying,135,103.9,117,1642003,20,Rock Throw,Rock Slide,Earth Power
Pidgeot,73.5,normal,flying,118.1,113.3,141,1886409,25.5,Gust,Aerial Ace,Brave Bird
Sealeo (Shadow),73.5,ice,water,110.1,110.1,168,2035980,35.5,Powder Snow,Body Slam,Aurora Beam
Vigoroth,73.5,normal,none,115.9,113.1,144,1888091,28,Counter,Body Slam,Bulldoze
Victreebel,73.3,grass,poison,136.9,92.5,129,1633406,22.5,Razor Leaf,Leaf Blade,Acid Spray
Dragonite (Shadow),72.9,dragon,flying,137.3,105.3,112,1619864,14.5,Dragon Breath,Dragon Claw,Draco Meteor
Blastoise,72.7,water,none,112.8,137.8,127,1974395,22,Water Gun,Hydro Cannon,Ice Beam
Ninetales,72.4,fire,none,116.2,130.9,126,1917092,25,Fire Spin,Weather Ball (Fire),Solar Beam
Torterra,72.2,grass,ground,121.1,115.9,131,1838442,19,Razor Leaf,Frenzy Plant,Stone Edge
Uxie,72.2,psychic,none,103.1,177.5,119,2178203,23,Confusion,Future Sight,Thunder
Exploud,71.8,normal,none,121.1,95.8,159,1845392,23.5,Bite,Crunch,Disarming Voice
Snorlax (Shadow),71.8,normal,none,107.4,100.2,190,2045672,17,Lick,Body Slam,Superpower
Articuno (Shadow),71.6,ice,flying,113.2,142.5,122,1967716,18.5,Ice Shard,Icy Wind,Hurricane
Dragonite,71.2,dragon,flying,137.3,105.3,112,1619864,14.5,Dragon Breath,Dragon Claw,Draco Meteor
Litleo (XL),71,fire,normal,121.1,106.1,144,1850202,49,Ember,Crunch,Flame Charge
Swalot,70.7,poison,none,104.8,122.7,166,2134710,28.5,Infestation,Sludge Bomb,Ice Beam
Dragonair,70.5,dragon,none,126,111.7,125,1758941,33,Dragon Breath,Aqua Tail,Wrap
Latias,70.5,dragon,psychic,124.6,134.1,107,1788747,15.5,Dragon Breath,Psychic,Outrage
Gyarados,70.1,water,flying,132,105.3,122,1695047,16,Dragon Breath,Aqua Tail,Crunch
Milotic,70.1,water,none,113.2,132.7,130,1953018,18.5,Waterfall,Surf,Blizzard
Politoed,70.1,water,none,116,121,138,1936695,22.5,Mud Shot,Weather Ball (Water),Blizzard
Jumpluff,69.7,grass,flying,97.7,152.4,153,2279378,38.5,Bullet Seed,Aerial Ace,Energy Ball
Shelgon,69.7,dragon,none,125.6,118,120,1779129,27,Dragon Breath,Flamethrower,Twister
Pelipper,69.5,water,flying,124.7,127.4,113,1794220,26,Wing Attack,Weather Ball (Water),Hurricane
Abomasnow (Shadow),69.2,grass,ice,118.5,111.4,141,1861173,23.5,Powder Snow,Weather Ball (Ice),Energy Ball
Gligar,69.2,ground,flying,109.9,146.8,126,2033533,31,Wing Attack,Night Slash,Dig
Corsola,68.8,water,rock,105.1,135.1,127,1803995,40,Bubble,Rock Blast,Bubble Beam
Linoone,68.8,normal,none,114.9,109.5,154,1937075,38.5,Shadow Claw,Grass Knot,Thunder
Seaking,68.8,water,none,124,104.9,139,1807638,26,Waterfall,Drill Run,Icy Wind
Claydol,68.4,ground,psychic,105.5,169.7,119,2131919,28.5,Confusion,Earth Power,Shadow Ball
Froslass,68.4,ice,ghost,125.4,109.3,131,1795223,27.5,Powder Snow,Avalanche,Shadow Ball
Ninetales (Shadow),68.4,fire,none,116.2,130.9,126,1917092,25,Fire Spin,Weather Ball (Fire),Psyshock
Aerodactyl,68.2,rock,flying,135,103.9,117,1642003,20,Rock Throw,Rock Slide,Earth Power
Boldore,68.2,rock,none,126.5,109.6,127,1760699,28,Smack Down,Rock Slide,Bulldoze
Medicham,68.2,fighting,psychic,107.5,132,134,1900834,40,Counter,Ice Punch,Psychic
Cryogonal,67.8,ice,none,116.8,136.9,119,1902125,19.5,Ice Shard,Night Slash,Aurora Beam
Latios,67.8,dragon,psychic,140.5,112.5,101,1595527,14,Dragon Breath,Dragon Claw,Psychic
Swampert,67.5,water,ground,124,106,137,1800668,19,Mud Shot,Hydro Cannon,Sludge Wave
Watchog,67.5,normal,none,127.6,112.9,122,1757676,31,Bite,Crunch,Hyper Fang
Gastrodon (East),67.3,water,ground,115.2,101.4,166,1939485,24,Mud Slap,Body Slam,Earth Power
Gastrodon (West),67.3,water,ground,115.2,101.4,166,1939485,24,Mud Slap,Body Slam,Earth Power
Suicune (Shadow),67.3,water,none,106.9,141.3,137,2069442,18.5,Snarl,Bubble Beam,Hydro Pump
Glalie,67.1,ice,none,116.2,119.7,138,1919084,26.5,Ice Shard,Avalanche,Shadow Ball
Slowking,67.1,water,psychic,115.3,120.3,140,1941701,22,Confusion,Psychic,Blizzard
Vaporeon,67.1,water,none,117.9,97.8,162,1868082,17.5,Water Gun,Aqua Tail,Last Resort
Tirtouga,66.9,water,rock,117.8,127.2,125,1872864,40,Water Gun,Surf,Body Slam
Vespiquen,66.9,bug,flying,110.5,143.3,128,2028256,28.5,Fury Cutter,X-Scissor,Power Gem
Gigalith,66.7,rock,none,128.3,118.4,114,1732509,17,Smack Down,Rock Slide,Superpower
Jumpluff (Shadow),66.7,grass,flying,97.7,152.4,153,2279378,38.5,Bullet Seed,Aerial Ace,Energy Ball
Talonflame,66.7,fire,flying,123.3,112.4,131,1815258,26,Incinerate,Brave Bird,Flame Charge
Wailord,66.7,water,none,118.5,66.8,235,1858149,24,Water Gun,Surf,Blizzard
Cinccino,66.5,normal,none,135.6,93.5,129,1635614,25,Charm,Aqua Tail,Thunderbolt
Wailmer,66.5,water,none,119.3,65.6,230,1800391,40,Water Gun,Body Slam,Heavy Slam
Slowbro,66,water,psychic,115.3,120.3,140,1941701,22,Confusion,Psychic,Ice Beam
Lumineon,65.8,water,none,109.8,133.7,138,2025052,32.5,Water Gun,Blizzard,Silver Wind
Walrein (Shadow),65.8,ice,water,114.1,112.9,152,1958255,20,Waterfall,Blizzard,Earthquake
Cloyster,65.6,water,ice,121.2,165.9,92,1849900,21,Ice Shard,Icy Wind,Hydro Pump
Pyroar,65.4,fire,normal,136.9,95,126,1637659,19.5,Fire Fang,Flame Charge,Dark Pulse
Slowking (Shadow),65.4,water,psychic,115.3,120.3,140,1941701,22,Confusion,Psychic,Blizzard
Turtwig (Shadow),65.4,grass,none,105.9,98.8,127,1328625,40,Razor Leaf,Body Slam,Seed Bomb
Bibarel,65.2,normal,water,125.4,95.9,149,1792338,31,Water Gun,Surf,Hyper Fang
Gligar (Shadow),65.2,ground,flying,109.9,146.8,126,2033533,31,Wing Attack,Night Slash,Dig
Oddish (Shadow),65.2,grass,poison,115.4,100.4,113,1308636,40,Razor Leaf,Seed Bomb,Sludge Bomb
Slowbro (Shadow),65,water,psychic,115.3,120.3,140,1941701,22,Confusion,Psychic,Ice Beam
Gliscor,64.8,ground,flying,116.1,142.1,116,1914629,20.5,Fury Cutter,Earthquake,Night Slash
Walrein,64.8,ice,water,114.1,112.9,152,1958255,20,Waterfall,Blizzard,Earthquake
Cradily,64.6,rock,grass,105.9,141,140,2090467,25.5,Bullet Seed,Stone Edge,Grass Knot
Croconaw,64.6,water,none,119.4,117.1,134,1873255,36.5,Water Gun,Ice Punch,Crunch
Golbat,64.3,poison,flying,119.5,115.2,136,1872017,28,Wing Attack,Poison Fang,Shadow Ball
Lilligant,64.3,grass,none,137.7,104.1,113,1619705,21,Charm,Petal Blizzard,Hyper Beam
Quilladin,64.3,grass,none,116.8,131.4,125,1918246,37,Vine Whip,Body Slam,Energy Ball
Servine,64.3,grass,none,108.3,132,134,1914811,40,Vine Whip,Grass Knot,Leaf Tornado
Meganium,64.1,grass,none,112.1,135.2,131,1985352,23,Vine Whip,Frenzy Plant,Earthquake
Quilava,64.1,fire,none,128.8,106.7,127,1745457,40,Ember,Flame Charge,Flamethrower
Rhyperior,64.1,ground,rock,127.2,102.8,134,1751147,14.5,Smack Down,Rock Wrecker,Superpower
Serperior,64.1,grass,none,109.9,142.7,128,2007750,24,Vine Whip,Grass Knot,Aerial Ace
Blastoise (Shadow),63.9,water,none,112.8,137.8,127,1974395,22,Water Gun,Hydro Cannon,Ice Beam
Darmanitan (Galarian),63.9,ice,none,150.9,71.5,136,1467821,17.5,Ice Fang,Avalanche,Superpower
Charmeleon,63.5,fire,none,128.8,106.7,127,1745457,40,Ember,Fire Punch,Return
Gothorita,63.3,psychic,none,115.2,129.9,129,1930429,37,Confusion,Psychic,Future Sight
Hitmontop,63.1,fighting,none,123.3,147.8,100,1822396,26,Counter,Close Combat,Stone Edge
Politoed (Shadow),63.1,water,none,116,121,138,1936695,22.5,Mud Shot,Weather Ball (Water),Blizzard
Graveler (Alolan),62.8,rock,electric,121.6,128.8,115,1800435,29,Volt Switch,Stone Edge,Rock Blast
Litleo,62.8,fire,normal,121.7,100.4,136,1661297,40,Ember,Crunch,Flame Charge
Rampardos,62.8,rock,none,166,66.2,123,1352083,16.5,Smack Down,Rock Slide,Outrage
Regice,62.8,ice,none,105.4,180.2,112,2127885,18,Lock On,Blizzard,Earthquake
Vanillish,62.8,ice,none,126.5,118.7,117,1757361,37.5,Frost Breath,Icy Wind,Signal Beam
Gyarados (Shadow),62.4,water,flying,132,105.3,122,1695047,16,Dragon Breath,Aqua Tail,Crunch
Hippowdon,62.4,ground,none,117.9,115.6,139,1894516,18,Ice Fang,Body Slam,Stone Edge
Magcargo,62.4,fire,rock,110.5,157.3,115,1999192,36,Ember,Stone Edge,Overheat
Pupitar (Shadow),62.4,rock,ground,120.4,109.9,139,1839776,33.5,Bite,Crunch,Ancient Power
Darumaka (Galarian),62.2,ice,none,132.8,79.8,147,1557873,40,Ice Fang,Ice Punch,Ice Beam
Blissey,62,normal,none,82.4,109.9,301,2727683,20,Pound,Psychic,Hyper Beam
Pignite,62,fire,fighting,128.1,86.3,156,1724510,29,Ember,Flame Charge,Flamethrower
Marowak,61.8,ground,none,111.4,145.3,124,2007734,31,Mud Slap,Bone Club,Earthquake
Oddish,61.8,grass,poison,115.4,100.4,113,1308636,40,Razor Leaf,Seed Bomb,Sludge Bomb
Poliwrath,61.8,water,fighting,117.7,120.8,134,1904764,21.5,Mud Shot,Dynamic Punch,Ice Punch
Marshtomp,61.6,water,ground,122.2,108,139,1834048,33,Mud Shot,Surf,Mud Bomb
Lampent,61.4,ghost,fire,134.5,98.2,126,1665007,34,Ember,Energy Ball,Flame Burst
Meowstic (Female),61.4,psychic,none,117.8,124,129,1884568,26,Confusion,Psychic,Shadow Ball
Persian,61.4,normal,none,121.2,112.6,136,1855297,38.5,Feint Attack,Night Slash,Return
Pupitar,61.4,rock,ground,120.4,109.9,139,1839776,33.5,Bite,Crunch,Ancient Power
Turtwig,61.4,grass,none,105.9,98.8,127,1328625,40,Razor Leaf,Body Slam,Seed Bomb
Bellossom,61.1,grass,none,115.1,130.3,128,1918300,24.5,Bullet Seed,Leaf Blade,Return
Chinchou,61.1,water,electric,95.6,88.5,154,1303491,40,Spark,Thunderbolt,Bubble Beam
Dustox (XL),61.1,bug,poison,95,148.7,142,2005436,50,Confusion,Sludge Bomb,Bug Buzz
Meowstic (Male),61.1,psychic,none,117.8,124,129,1884568,26,Confusion,Psychic,Energy Ball
Sudowoodo,61.1,rock,none,116.7,128.2,126,1884689,25.5,Counter,Rock Slide,Earthquake
Ho-Oh,60.9,fire,flying,124.6,127.2,113,1791064,14.5,Incinerate,Brave Bird,Earthquake
Celebi,60.7,psychic,grass,120.5,120.5,127,1843005,16.5,Confusion,Seed Bomb,Psychic
Quagsire,60.7,water,ground,111.7,111.7,159,1983389,28,Mud Shot,Stone Edge,Earthquake
Fletchinder,60.5,fire,flying,126.4,98.8,136,1698842,40,Ember,Flame Charge,Aerial Ace
Gothitelle,60.5,psychic,none,117.2,137.5,118,1902003,22.5,Confusion,Rock Slide,Psychic
Ponyta,60.5,fire,none,134.5,108.6,113,1650512,35.5,Ember,Flame Charge,Stomp
Wobbuffet (Shadow),60.3,psychic,none,59.3,95.6,313,1774087,40,Counter,Mirror Coat,Frustration
Darumaka,60.1,fire,none,132.8,79.8,147,1557873,40,Fire Fang,Fire Punch,Flame Charge
Loudred,60.1,normal,none,117.8,75.9,167,1491963,40,Bite,Stomp,Disarming Voice
Tentacruel,60.1,water,poison,110.7,143.1,127,2012706,23.5,Poison Jab,Acid Spray,Hydro Pump
Torkoal,60.1,fire,none,109,151.3,124,2044921,27,Fire Spin,Overheat,Earthquake
Galvantula,59.9,bug,electric,138.3,94.8,122,1599873,25,Volt Switch,Discharge,Lunge
Hariyama,59.9,fighting,none,126.8,74.9,184,1748232,19.5,Counter,Close Combat,Heavy Slam
Ledian,59.9,bug,flying,96.4,153.3,127,1877367,40,Bug Bite,Aerial Ace,Bug Buzz
Braixen,59.7,fire,none,131.5,106.5,121,1695411,30.5,Ember,Flame Charge,Psyshock
Chesnaught,59.7,grass,fighting,118.9,124.7,125,1853637,18.5,Vine Whip,Superpower,Energy Ball
Miltank,59.7,normal,none,106,136.1,145,2092571,24,Tackle,Body Slam,Ice Beam
Wartortle,59.7,water,none,111.4,134.4,132,1976177,40,Water Gun,Ice Beam,Hydro Pump
Cloyster (Shadow),59.4,water,ice,121.2,165.9,92,1849900,21,Ice Shard,Avalanche,Icy Wind
Entei,59.4,fire,none,128.9,97.3,138,1730189,15.5,Fire Spin,Flame Charge,Iron Head
Machamp,59.4,fighting,none,136,95.8,125,1628538,18,Counter,Cross Chop,Rock Slide
Marowak (Shadow),59.4,ground,none,111.4,145.3,124,2007734,31,Mud Slap,Bone Club,Earthquake
Muk,59.4,poison,none,118.3,111.7,143,1889615,20,Poison Jab,Thunder Punch,Dark Pulse
Seadra,59.4,water,none,134,115.2,108,1667201,27,Dragon Breath,Hydro Pump,Blizzard
Bouffalant,59.2,normal,none,119.5,113.5,137,1857953,20,Mud Shot,Stomp,Megahorn
Feraligatr,59.2,water,none,124.5,119.7,120,1788540,19.5,Water Gun,Hydro Cannon,Crunch
Girafarig,59.2,normal,psychic,132.6,100.7,127,1694743,27,Confusion,Psychic,Thunderbolt
Mr. Rime,59.2,ice,psychic,130.4,113.8,116,1721657,19.5,Confusion,Icy Wind,Psychic
Charmeleon (Shadow),59,fire,none,128.8,106.7,127,1745457,40,Ember,Fire Punch,Flamethrower
Mesprit,59,psychic,none,124.6,126.3,114,1794232,17.5,Confusion,Future Sight,Blizzard
Golbat (Shadow),58.8,poison,flying,119.5,115.2,136,1872017,28,Wing Attack,Poison Fang,Shadow Ball
Vanilluxe,58.8,ice,none,133.9,112.7,111,1674639,19.5,Frost Breath,Blizzard,Signal Beam
Ambipom,58.6,normal,none,135,98.2,124,1643731,22.5,Scratch,Aerial Ace,Hyper Beam
Prinplup,58.6,water,none,119.8,116.8,133,1860925,37,Bubble,Icy Wind,Hydro Pump
Wartortle (Shadow),58.6,water,none,111.4,134.4,132,1976177,40,Water Gun,Ice Beam,Hydro Pump
Delcatty,58.4,normal,none,116.2,112.2,147,1916492,40,Feint Attack,Wild Charge,Disarming Voice
Kadabra (Shadow),58.4,psychic,none,167.1,89.4,90,1344532,26.5,Confusion,Shadow Ball,Psybeam
Mew,58.4,psychic,none,120.5,120.5,127,1843005,16.5,Shadow Claw,Rock Slide,Ice Beam
Toxicroak,58.2,poison,fighting,136.6,92.1,129,1622926,22,Counter,Mud Bomb,Sludge Bomb
Hippopotas,57.9,ground,none,109.9,105.1,145,1674243,40,Bite,Body Slam,Rock Tomb
Monferno,57.9,fire,fighting,133,92.8,136,1678097,37,Ember,Flamethrower,Low Sweep
Swoobat,57.9,psychic,flying,128.4,100.9,135,1749670,35.5,Confusion,Psychic,Aerial Ace
Dewott,57.7,water,none,125.2,98.2,145,1783206,33,Fury Cutter,Aqua Tail,X-Scissor
Swampert (Shadow),57.7,water,ground,124,106,137,1800668,19,Mud Shot,Hydro Cannon,Sludge Wave
Vibrava (Shadow),57.7,ground,dragon,117.8,90.1,120,1273082,40,Dragon Breath,Bug Buzz,Bulldoze
Floatzel,57.5,water,none,145.4,80.7,131,1537848,23,Waterfall,Hydro Pump,Aqua Jet
Slowpoke,57.5,water,psychic,98,89.3,175,1531518,40,Confusion,Psyshock,Psychic
Beedrill,57.3,bug,poison,128.6,103.6,130,1731686,30.5,Poison Jab,X-Scissor,Drill Run
Flygon,57.3,ground,dragon,128.8,108.9,123,1725102,20.5,Mud Shot,Dragon Claw,Stone Edge
Golduck,57.3,water,none,125.6,110.2,128,1771088,23,Confusion,Cross Chop,Ice Beam
Gallade (Shadow),57.1,psychic,fighting,137.2,115.6,102,1617468,18,Confusion,Leaf Blade,Close Combat
Geodude,57.1,rock,ground,116.2,116.2,106,1430621,40,Rock Throw,Rock Slide,Dig
Kricketune,57.1,bug,none,128.5,87.2,154,1726723,38,Fury Cutter,X-Scissor,Aerial Ace
Combusken,56.9,fire,fighting,131.2,99.3,130,1693699,37.5,Ember,Rock Slide,Flame Charge
Gengar,56.9,ghost,poison,156.6,95.5,95,1420960,19,Shadow Claw,Shadow Ball,Shadow Punch
Zangoose,56.9,normal,none,146.4,87.4,119,1523126,22.5,Shadow Claw,Night Slash,Close Combat
Amoonguss,56.7,grass,poison,109.7,103.5,178,2021129,26,Feint Attack,Grass Knot,Foul Play
Onix,56.7,rock,ground,79,195.2,99,1527271,40,Rock Throw,Rock Slide,Stone Edge
Rhyhorn,56.7,ground,rock,114.1,108.6,158,1958387,37.5,Mud Slap,Stomp,Horn Attack
Dwebble,56.5,bug,rock,105.1,113,120,1425453,40,Smack Down,X-Scissor,Rock Blast
Heracross,56.5,bug,fighting,135.2,108.4,112,1642084,17.5,Counter,Close Combat,Megahorn
Lunatone,56.5,rock,psychic,119.8,108.6,142,1847487,24,Confusion,Rock Slide,Psychic
Solrock,56.5,rock,psychic,119.8,108.6,142,1847487,24,Confusion,Rock Slide,Psychic
Charizard,56.2,fire,flying,135.1,106.8,115,1658635,19.5,Fire Spin,Blast Burn,Dragon Claw
Mr. Mime (Galarian),56.2,ice,psychic,130.5,123.6,105,1693035,27,Confusion,Ice Punch,Psychic
Masquerain,56,bug,flying,131.6,104.9,123,1697220,25,Air Slash,Bubble Beam,Lunge
Beedrill (Shadow),55.8,bug,poison,128.6,103.6,130,1731686,30.5,Poison Jab,X-Scissor,Drill Run
Crobat (Shadow),55.8,poison,flying,123.3,115.8,127,1813204,21.5,Air Slash,Sludge Bomb,Shadow Ball
Machoke,55.8,fighting,none,128.9,98.1,137,1731952,27.5,Karate Chop,Cross Chop,Return
Aipom,55.6,normal,none,119.3,100.4,127,1521137,40,Scratch,Aerial Ace,Low Sweep
Hitmonchan,55.6,fighting,none,130.2,135.3,97,1708843,23.5,Counter,Ice Punch,Thunder Punch
Kangaskhan,55.6,normal,none,116.4,109,151,1916883,21.5,Mud Slap,Stomp,Crunch
Purugly,55.6,normal,none,128.4,103.8,131,1745605,29.5,Shadow Claw,Aerial Ace,Thunder
Azelf,55.4,psychic,none,154.2,88.9,106,1452688,17.5,Confusion,Future Sight,Fire Blast
Beheeyem,55.2,psychic,none,136.2,103.4,116,1632937,20,Confusion,Rock Slide,Psychic
Ampharos,55,electric,none,125.8,107.1,129,1738295,19,Volt Switch,Thunder Punch,Dragon Pulse
Golem (Alolan),55,rock,electric,126.4,120.7,116,1769231,18.5,Volt Switch,Wild Charge,Rock Blast
Hitmonchan (Shadow),55,fighting,none,130.2,135.3,97,1708843,23.5,Counter,Ice Punch,Thunder Punch
Swanna,55,water,flying,130,99,133,1711807,26.5,Air Slash,Hurricane,Ice Beam
Banette (Shadow),54.7,ghost,none,145.9,91.6,113,1510933,24,Shadow Claw,Shadow Ball,Thunder
Entei (Shadow),54.7,fire,none,128.9,97.3,138,1730189,15.5,Fire Spin,Flame Charge,Iron Head
Espeon,54.7,psychic,none,149.8,101.7,98,1492769,17.5,Confusion,Psychic,Last Resort
Machamp (Shadow),54.7,fighting,none,136,95.8,125,1628538,18,Counter,Cross Chop,Rock Slide
Persian (Shadow),54.7,normal,none,121.2,112.6,136,1855297,38.5,Feint Attack,Night Slash,Power Gem
Crobat,54.5,poison,flying,123.3,115.8,127,1813204,21.5,Air Slash,Sludge Bomb,Shadow Ball
Blaziken,54.3,fire,fighting,145,89.7,118,1534137,19,Counter,Blaze Kick,Stone Edge
Emboar,54.3,fire,fighting,139.7,78.6,146,1603836,19,Ember,Rock Slide,Flame Charge
Golurk,54.3,ground,ghost,135.6,96.2,127,1656479,20,Mud Slap,Shadow Punch,Earth Power
Muk (Shadow),54.3,poison,none,118.3,111.7,143,1889615,20,Poison Jab,Dark Pulse,Thunder Punch
Roggenrola,54.3,rock,none,107.5,98.8,127,1348456,40,Smack Down,Stone Edge,Rock Blast
Charizard (Shadow),53.9,fire,flying,135.1,106.8,115,1658635,19.5,Fire Spin,Blast Burn,Dragon Claw
Golduck (Shadow),53.9,water,none,125.6,110.2,128,1771088,23,Confusion,Cross Chop,Ice Beam
Marshtomp (Shadow),53.9,water,ground,122.2,108,139,1834048,33,Mud Shot,Surf,Mud Bomb
Vibrava,53.9,ground,dragon,117.8,90.1,120,1273082,40,Dragon Breath,Bug Buzz,Bulldoze
Conkeldurr,53.7,fighting,none,134.6,93.9,130,1642321,16.5,Counter,Dynamic Punch,Stone Edge
