Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2
Excadrill,83.7,ground,steel,143.2,77.7,139,1545908,17,Mud Shot,Drill Run,Rock Slide
Cradily,83.6,rock,grass,105.9,141,140,2090467,25.5,Bullet Seed,Stone Edge,Grass Knot
Dragonite,83.6,dragon,flying,137.3,105.3,112,1619864,14.5,Dragon Breath,Dragon Claw,Hurricane
Gengar,83.6,ghost,poison,156.6,95.5,95,1420960,19,Shadow Claw,Shadow Ball,Shadow Punch
Obstagoon,83.5,dark,normal,113.2,124.9,138,1951673,21,Counter,Night Slash,Gunk Shot
Serperior,83.5,grass,none,109.9,142.7,128,2007750,24,Vine Whip,Frenzy Plant,Aerial Ace
Ferrothorn,83.4,grass,steel,108.8,154.1,123,2062431,23.5,Bullet Seed,Power Whip,Thunder
Hypno (Shadow),83.4,psychic,none,104.8,143.7,142,2138624,27,Confusion,Fire Punch,Shadow Ball
Lapras,83.4,water,ice,106.5,110.9,179,2114378,21.5,Ice Shard,Surf,Skull Bash
Quagsire (Shadow),83.4,water,ground,111.7,111.7,159,1983389,28,Mud Shot,Earthquake,Stone Edge
Lapras (Shadow),83.3,water,ice,106.5,110.9,179,2114378,21.5,Ice Shard,Surf,Skull Bash
Raikou,83.3,electric,none,132,109.9,116,1683273,15.5,Thunder Shock,Wild Charge,Shadow Ball
Roserade,83.3,grass,poison,145.4,109.7,97,1547427,18.5,Bullet Seed,Weather Ball (Fire),Leaf Storm
Grimer (Shadow XL),83.2,poison,none,122.3,88,170,1829261,49.5,Poison Jab,Mud Bomb,Sludge Bomb
Lickilicky,83.2,normal,none,106.5,122.8,160,2092956,22,Lick,Body Slam,Shadow Ball
Lugia,83.2,psychic,flying,102.4,163.5,129,2160651,15,Extrasensory,Sky Attack,Aeroblast
Noctowl,83.2,normal,flying,106.7,115.9,169,2091241,28,Wing Attack,Sky Attack,Psychic
Sealeo,83.2,ice,water,110.1,110.1,168,2035980,35.5,Powder Snow,Body Slam,Aurora Beam
Sealeo (Shadow),83.2,ice,water,110.1,110.1,168,2035980,35.5,Powder Snow,Body Slam,Aurora Beam
Charizard (Shadow),83.1,fire,flying,135.1,106.8,115,1658635,19.5,Fire Spin,Blast Burn,Dragon Claw
Golbat,83.1,poison,flying,119.5,115.2,136,1872017,28,Wing Attack,Poison Fang,Shadow Ball
Ninetales,83.1,fire,none,116.2,130.9,126,1917092,25,Fire Spin,Weather Ball (Fire),Solar Beam
Poliwrath,83.1,water,fighting,117.7,120.8,134,1904764,21.5,Mud Shot,Dynamic Punch,Ice Punch
Jirachi,82.9,steel,psychic,120.5,120.5,127,1843005,16.5,Confusion,Doom Desire,Psychic
Alomomola,82.8,water,none,98.5,98.5,234,2269817,25.5,Waterfall,Psychic,Hydro Pump
Articuno,82.6,ice,flying,113.2,142.5,122,1967716,18.5,Ice Shard,Icy Wind,Hurricane
Barbaracle,82.6,rock,water,120.4,133.1,114,1825737,20.5,Fury Cutter,Stone Edge,Cross Chop
Grimer (Alolan XL),82.6,poison,dark,122.3,88,170,1829261,49.5,Poison Jab,Crunch,Sludge Bomb
Scizor (Shadow),82.6,bug,steel,137.7,110.5,105,1598160,18,Bullet Punch,Night Slash,Iron Head
Probopass,82.4,rock,steel,98.1,202.5,114,2263603,27.5,Spark,Rock Slide,Thunderbolt
Gliscor (Shadow),82.3,ground,flying,116.1,142.1,116,1914629,20.5,Wing Attack,Earthquake,Night Slash
Zangoose,82.3,normal,none,146.4,87.4,119,1523126,22.5,Shadow Claw,Close Combat,Night Slash
Lickitung,82.2,normal,none,97.2,120.1,175,2043482,40,Lick,Body Slam,Power Whip
Magmar (Shadow),82.2,fire,none,135.2,105.7,114,1628984,23,Karate Chop,Fire Punch,Flamethrower
Skuntank,82.2,poison,dark,123,93.9,156,1802330,23.5,Poison Jab,Crunch,Sludge Bomb
Sudowoodo,82.2,rock,none,116.7,128.2,126,1884689,25.5,Counter,Rock Slide,Earthquake
Jumpluff,82.1,grass,flying,97.7,152.4,153,2279378,38.5,Bullet Seed,Aerial Ace,Energy Ball
Haunter,82,ghost,poison,163.3,87,96,1364117,28.5,Shadow Claw,Shadow Punch,Shadow Ball
Jumpluff (Shadow),82,grass,flying,97.7,152.4,153,2279378,38.5,Bullet Seed,Aerial Ace,Energy Ball
Pinsir (Shadow),82,bug,none,141.9,113.2,98,1574251,18.5,Fury Cutter,Close Combat,X-Scissor
Gligar,81.9,ground,flying,109.9,146.8,126,2033533,31,Wing Attack,Night Slash,Return
Probopass (Shadow),81.9,rock,steel,98.1,202.5,114,2263603,27.5,Spark,Rock Slide,Thunderbolt
Castform (XL),81.8,normal,none,110.9,122.1,149,2016902,41.5,Hex,Weather Ball (Normal),Energy Ball
Gallade,81.8,psychic,fighting,137.2,115.6,102,1617468,18,Confusion,Close Combat,Leaf Blade
Latios,81.8,dragon,psychic,140.5,112.5,101,1595527,14,Dragon Breath,Dragon Claw,Psychic
Genesect,81.7,bug,steel,140,114.4,98,1568916,16,Fury Cutter,X-Scissor,Magnet Bomb
Shiftry (Shadow),81.7,grass,dark,134.2,85.1,145,1655004,24,Snarl,Leaf Blade,Foul Play
Quilladin,81.6,grass,none,116.8,131.4,125,1918246,37,Vine Whip,Body Slam,Energy Ball
Bellossom,81.5,grass,none,115.1,130.3,128,1918300,24.5,Bullet Seed,Leaf Blade,Return
Bellossom (Shadow),81.5,grass,none,115.1,130.3,128,1918300,24.5,Bullet Seed,Leaf Blade,Dazzling Gleam
Crustle,81.4,bug,rock,120.9,132.8,114,1831189,22,Fury Cutter,Rock Slide,X-Scissor
Suicune,81.4,water,none,106.9,141.3,137,2069442,18.5,Snarl,Bubble Beam,Hydro Pump
Electivire,81.2,electric,none,144,98,109,1538496,18,Thunder Shock,Ice Punch,Wild Charge
Farfetch'd (Galarian),81.2,fighting,none,137.9,99.4,117,1603044,36.5,Fury Cutter,Leaf Blade,Brave Bird
Zebstrika,81.2,electric,none,138.4,94.2,123,1602957,23,Spark,Wild Charge,Flame Charge
Dusclops (Shadow),81.1,ghost,none,106.3,191.7,103,2099186,37.5,Hex,Shadow Punch,Ice Punch
Ivysaur,81.1,grass,poison,120,119.3,129,1846516,35.5,Vine Whip,Power Whip,Sludge Bomb
Skuntank (Shadow),81.1,poison,dark,123,93.9,156,1802330,23.5,Poison Jab,Crunch,Sludge Bomb
Gastrodon (East),80.9,water,ground,115.2,101.4,166,1939485,24,Mud Slap,Body Slam,Earth Power
Gastrodon (West),80.9,water,ground,115.2,101.4,166,1939485,24,Mud Slap,Body Slam,Earth Power
Grimer (XL),80.9,poison,none,122.3,88,170,1829261,49.5,Poison Jab,Mud Bomb,Sludge Bomb
Pinsir,80.8,bug,none,141.9,113.2,98,1574251,18.5,Fury Cutter,Close Combat,X-Scissor
Tangrowth,80.8,grass,none,122.4,112.2,133,1827093,18,Vine Whip,Power Whip,Rock Slide
Magneton (Shadow),80.7,electric,steel,144.1,114.7,93,1536728,22,Thunder Shock,Magnet Bomb,Discharge
Muk (Shadow),80.7,poison,none,118.3,111.7,143,1889615,20,Poison Jab,Thunder Punch,Dark Pulse
Typhlosion,80.7,fire,none,135.1,106.8,115,1658635,19.5,Incinerate,Blast Burn,Solar Beam
Gligar (Shadow),80.6,ground,flying,109.9,146.8,126,2033533,31,Wing Attack,Night Slash,Dig
Scizor,80.5,bug,steel,137.7,110.5,105,1598160,18,Bullet Punch,X-Scissor,Iron Head
Honchkrow,80.4,dark,flying,149.4,69.3,143,1480009,20,Snarl,Brave Bird,Sky Attack
Ivysaur (Shadow),80.4,grass,poison,120,119.3,129,1846516,35.5,Vine Whip,Power Whip,Sludge Bomb
Sceptile,80.4,grass,none,138.5,108.3,108,1619458,20.5,Bullet Seed,Leaf Blade,Earthquake
Vaporeon,80.4,water,none,117.9,97.8,162,1868082,17.5,Water Gun,Aqua Tail,Last Resort
Bronzong,80.3,steel,psychic,112.4,150.1,118,1990892,24.5,Confusion,Psyshock,Bulldoze
Dragalge,80.2,poison,dragon,117.9,138.6,115,1878327,23.5,Dragon Tail,Aqua Tail,Outrage
Servine (XL),80.2,grass,none,106.4,139.9,141,2099055,49.5,Vine Whip,Grass Knot,Wrap
Victini,80.2,psychic,fire,120.5,120.5,127,1843005,16.5,Confusion,V-Create,Psychic
Dusclops,80.1,ghost,none,106.3,191.7,103,2099186,37.5,Hex,Shadow Punch,Ice Punch
Rapidash (Galarian),80.1,psychic,fairy,136.3,109.6,110,1643375,21.5,Psycho Cut,Body Slam,Play Rough
Gyarados,80,water,flying,132,105.3,122,1695047,16,Waterfall,Aqua Tail,Crunch
Wobbuffet,80,psychic,none,59.3,95.6,313,1774087,40,Counter,Return,Mirror Coat
Cradily (Shadow),79.9,rock,grass,105.9,141,140,2090467,25.5,Bullet Seed,Stone Edge,Grass Knot
Sandshrew (Alolan XL),79.9,ice,steel,117.6,121,127,1807853,50,Powder Snow,Night Slash,Blizzard
Castform,79.8,normal,none,114.2,118.9,144,1955147,39.5,Hex,Weather Ball (Normal),Energy Ball
Vespiquen,79.8,bug,flying,110.5,143.3,128,2028256,28.5,Fury Cutter,X-Scissor,Power Gem
Magmortar (Shadow),79.7,fire,none,140.8,102.8,108,1563877,17.5,Karate Chop,Fire Punch,Thunderbolt
Haxorus,79.6,dragon,none,152,96.2,100,1462937,15.5,Counter,Dragon Claw,Night Slash
Magneton,79.6,electric,steel,144.1,114.7,93,1536728,22,Thunder Shock,Discharge,Magnet Bomb
Relicanth,79.6,water,rock,105.9,133.5,149,2105658,22,Water Gun,Aqua Tail,Ancient Power
Ho-Oh,79.5,fire,flying,124.6,127.2,113,1791064,14.5,Incinerate,Brave Bird,Earthquake
Wormadam (Trash),79.5,bug,steel,108.6,145.9,130,2060750,37.5,Confusion,Iron Head,Bug Buzz
Gloom (Shadow),79.4,grass,poison,122.6,115.6,128,1814886,37.5,Razor Leaf,Sludge Bomb,Moonblast
Mawile (Shadow),79.4,steel,fairy,126.3,121.6,115,1766823,39,Fire Fang,Power-Up Punch,Play Rough
Swalot,79.4,poison,none,104.8,122.7,166,2134710,28.5,Infestation,Sludge Bomb,Ice Beam
Feraligatr,79.2,water,none,124.5,119.7,120,1788540,19.5,Water Gun,Hydro Cannon,Crunch
Gallade (Shadow),79.2,psychic,fighting,137.2,115.6,102,1617468,18,Confusion,Close Combat,Leaf Blade
Piloswine,79.2,ice,ground,122.4,97.5,153,1825800,24,Powder Snow,Avalanche,Bulldoze
Shelgon,79.2,dragon,none,125.6,118,120,1779129,27,Dragon Breath,Flamethrower,Twister
Suicune (Shadow),79.2,water,none,106.9,141.3,137,2069442,18.5,Snarl,Bubble Beam,Hydro Pump
Vileplume (Shadow),79.1,grass,poison,130.3,111.5,118,1715144,22,Razor Leaf,Sludge Bomb,Moonblast
Graveler (Alolan),79,rock,electric,121.6,128.8,115,1800435,29,Volt Switch,Stone Edge,Rock Blast
Milotic,79,water,none,113.2,132.7,130,1953018,18.5,Waterfall,Surf,Blizzard
Victreebel (Shadow),79,grass,poison,136.9,92.5,129,1633406,22.5,Razor Leaf,Leaf Blade,Acid Spray
Conkeldurr,78.8,fighting,none,134.6,93.9,130,1642321,16.5,Counter,Dynamic Punch,Stone Edge
Landorus (Therian),78.7,ground,flying,148.2,94.7,107,1502643,13.5,Mud Shot,Superpower,Stone Edge
Articuno (Shadow),78.6,ice,flying,113.2,142.5,122,1967716,18.5,Ice Shard,Icy Wind,Hurricane
Shiftry,78.6,grass,dark,134.2,85.1,145,1655004,24,Snarl,Leaf Blade,Foul Play
Muk,78.5,poison,none,118.3,111.7,143,1889615,20,Poison Jab,Thunder Punch,Dark Pulse
Ampharos,78.4,electric,none,125.8,107.1,129,1738295,19,Volt Switch,Thunder Punch,Focus Blast
Golem (Alolan),78.4,rock,electric,126.4,120.7,116,1769231,18.5,Volt Switch,Wild Charge,Rock Blast
Wailord,78.4,water,none,118.5,66.8,235,1858149,24,Water Gun,Surf,Blizzard
Durant,78.3,bug,steel,135.5,120.4,100,1630642,20.5,Bug Bite,X-Scissor,Stone Edge
Fletchinder (XL),78.2,fire,flying,122.3,103.9,144,1829876,49.5,Ember,Flame Charge,Aerial Ace
Mawile,78.2,steel,fairy,126.3,121.6,115,1766823,39,Fire Fang,Power-Up Punch,Play Rough
Seismitoad,78.2,water,ground,121.6,99.6,152,1840677,22,Mud Shot,Earth Power,Sludge Bomb
Linoone,78.1,normal,none,114.9,109.5,154,1937075,38.5,Shadow Claw,Grass Knot,Thunder
Grotle (Shadow),77.9,grass,none,118.3,112.5,141,1875443,29.5,Razor Leaf,Body Slam,Energy Ball
Charmeleon (Shadow),77.8,fire,none,128.8,106.7,127,1745457,40,Ember,Fire Punch,Flamethrower
Klinklang,77.8,steel,none,126.4,141.2,99,1766641,21.5,Thunder Shock,Mirror Shot,Flash Cannon
Moltres,77.8,fire,flying,138.4,103.7,113,1621207,16,Fire Spin,Sky Attack,Overheat
Drapion,77.7,poison,dark,119.1,136.9,115,1875026,22.5,Poison Sting,Crunch,Sludge Bomb
Cherrim (Sunshine),77.6,grass,none,122.9,115.9,127,1808807,27,Bullet Seed,Weather Ball (Fire),Solar Beam
Dugtrio,77.6,ground,none,139.7,117.2,97,1587879,37.5,Mud Shot,Mud Bomb,Stone Edge
Emolga,77.6,electric,flying,128.1,110.2,123,1735695,37.5,Thunder Shock,Discharge,Aerial Ace
Piloswine (Shadow),77.6,ice,ground,122.4,97.5,153,1825800,24,Powder Snow,Avalanche,Bulldoze
Magmortar,77.5,fire,none,140.8,102.8,108,1563877,17.5,Karate Chop,Fire Punch,Thunderbolt
Nidorino (Shadow XL),77.4,poison,none,122,105.2,142,1822623,49,Poison Jab,Sludge Bomb,Horn Attack
Pachirisu,77.3,electric,none,86.1,147.8,134,1705913,40,Volt Switch,Thunder Punch,Thunderbolt
Spiritomb,77.3,ghost,dark,121.7,145.8,103,1827786,26.5,Sucker Punch,Shadow Ball,Ominous Wind
Wailmer,77.3,water,none,119.3,65.6,230,1800391,40,Water Gun,Body Slam,Heavy Slam
Glalie,77.2,ice,none,116.2,119.7,138,1919084,26.5,Ice Shard,Avalanche,Shadow Ball
Bibarel,77.1,normal,water,125.4,95.9,149,1792338,31,Water Gun,Surf,Hyper Fang
Prinplup,77.1,water,none,119.8,116.8,133,1860925,37,Bubble,Icy Wind,Hydro Pump
Ludicolo,77,water,grass,117.2,122.4,132,1893662,23.5,Bubble,Ice Beam,Leaf Storm
Ampharos (Shadow),76.9,electric,none,125.8,107.1,129,1738295,19,Volt Switch,Thunder Punch,Focus Blast
Electrode,76.9,electric,none,124.7,126.7,114,1800418,26,Volt Switch,Foul Play,Thunderbolt
Golduck,76.9,water,none,125.6,110.2,128,1771088,23,Water Gun,Cross Chop,Ice Beam
Nidorina (Shadow XL),76.9,poison,none,110.9,113.4,157,1975496,50,Poison Sting,Poison Fang,Sludge Bomb
Pidgeot,76.8,normal,flying,118.1,113.3,141,1886409,25.5,Gust,Aerial Ace,Brave Bird
Torkoal,76.8,fire,none,109,151.3,124,2044921,27,Fire Spin,Overheat,Earthquake
Electabuzz (Shadow),76.7,electric,none,132.9,113.2,111,1669548,24,Thunder Shock,Thunder Punch,Thunderbolt
Venomoth (Shadow),76.6,bug,poison,128.9,104.4,129,1735654,27.5,Infestation,Poison Fang,Bug Buzz
Eelektross,76.5,electric,none,135,97.4,126,1656521,20,Spark,Dragon Claw,Thunderbolt
Litleo (XL),76.5,fire,normal,121.1,106.1,144,1850202,49,Ember,Flame Charge,Crunch
Gloom,76.4,grass,poison,122.6,115.6,128,1814886,37.5,Razor Leaf,Sludge Bomb,Moonblast
Infernape,76.3,fire,fighting,138,98.6,118,1605123,20,Fire Spin,Close Combat,Blast Burn
Croconaw,76.2,water,none,119.4,117.1,134,1873255,36.5,Water Gun,Ice Punch,Crunch
Kingdra,76.2,water,dragon,122.4,124.3,119,1810502,21,Dragon Breath,Outrage,Octazooka
Nidoqueen,76.2,poison,ground,118.5,114.7,139,1889232,23,Poison Jab,Earth Power,Stone Edge
Scolipede,76.2,bug,poison,133.3,116,108,1668827,23,Poison Jab,X-Scissor,Sludge Bomb
Seaking,76.1,water,none,124,104.9,139,1807638,26,Waterfall,Drill Run,Icy Wind
Grotle,76,grass,none,118.3,112.5,141,1875443,29.5,Razor Leaf,Body Slam,Energy Ball
Rapidash,76,fire,none,136.3,109.6,110,1643375,21.5,Incinerate,Drill Run,Flame Charge
