Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2
Dewgong (XL),78.2,water,ice,129.4,161.3,186,3883324,50,Ice Shard,Icy Wind,Water Pulse
Serperior (XL),78.2,grass,none,144.1,182.6,164,4316318,49.5,Vine Whip,Grass Knot,Aerial Ace
Ninetales (Alolan),78,ice,fairy,146.2,164.4,151,3629075,40,Powder Snow,Weather Ball (Ice),Psyshock
Meganium,77.8,grass,none,144.6,171.5,162,4017999,40,Vine Whip,Frenzy Plant,Earthquake
Mewtwo (Armored),77.8,psychic,none,135.7,205.3,164,4569169,29.5,Confusion,Psystrike,Dynamic Punch
Sandslash (Alolan),77.8,ice,steel,151.7,166,154,3878156,40,Powder Snow,Ice Punch,Bulldoze
Virizion,77.6,grass,fighting,146.3,177.8,163,4241212,30,Quick Attack,Leaf Blade,Close Combat
Perrserker (XL),77.2,steel,none,164.6,147.8,156,3795326,49,Shadow Claw,Close Combat,Foul Play
Deoxys (Defense),76.8,psychic,none,125.7,272.7,120,4111322,40,Counter,Psycho Boost,Rock Slide
Gardevoir (Shadow),76.8,psychic,fairy,178.5,149.5,131,3494934,29.5,Charm,Synchronoise,Shadow Ball
Politoed,76.8,water,none,149.4,153.3,175,4007611,40,Mud Shot,Weather Ball (Water),Blizzard
Scrafty (XL),76.8,dark,fighting,146.6,194.4,149,4246165,49.5,Counter,Foul Play,Power-Up Punch
Shiftry (XL),76.8,grass,dark,173.5,112.9,183,3585967,48,Snarl,Leaf Blade,Foul Play
Ninetales (XL),76.6,fire,none,150,171.7,160,4121084,49.5,Fire Spin,Weather Ball (Fire),Psyshock
Umbreon,76.4,dark,none,111.4,201.5,182,4087094,40,Snarl,Foul Play,Last Resort
Milotic,76.2,water,none,146.7,169.6,170,4229944,31.5,Waterfall,Surf,Blizzard
Poliwrath,76.2,water,fighting,152.2,155.4,172,4067550,39,Mud Shot,Dynamic Punch,Ice Punch
Venusaur,76,grass,poison,159.3,155.4,158,3909812,39,Vine Whip,Frenzy Plant,Sludge Bomb
Forretress,75.8,bug,steel,139.1,173.9,154,3724260,40,Bug Bite,Earthquake,Mirror Shot
Ninetales (Shadow XL),75.6,fire,none,150,171.7,160,4121084,49.5,Fire Spin,Weather Ball (Fire),Psyshock
Blastoise,75.4,water,none,147,175.4,160,4126386,40,Water Gun,Hydro Cannon,Ice Beam
Snorlax (Shadow),75.4,normal,none,141.2,127.7,245,4416410,28.5,Lick,Body Slam,Earthquake
Poliwrath (Shadow),74.7,water,fighting,152.2,155.4,172,4067550,39,Mud Shot,Dynamic Punch,Ice Punch
Gardevoir,74.5,psychic,fairy,178.5,149.5,131,3494934,29.5,Charm,Synchronoise,Shadow Ball
Ho-Oh,74.5,fire,flying,158.7,165.1,148,3877539,23.5,Incinerate,Brave Bird,Earthquake
Charizard,74.1,fire,flying,173.6,141.7,146,3590982,35,Dragon Breath,Blast Burn,Dragon Claw
Jellicent (XL),74.1,water,ghost,138.7,161.2,200,4470750,49,Hex,Shadow Ball,Ice Beam
Politoed (Shadow XL),74.1,water,none,145.7,160.6,182,4258342,47.5,Mud Shot,Weather Ball (Water),Blizzard
Chesnaught,73.7,grass,fighting,154.9,160.8,161,4011835,31,Vine Whip,Superpower,Energy Ball
Swampert (Shadow),73.7,water,ground,159.2,138.3,177,3897624,32,Mud Shot,Hydro Cannon,Earthquake
Abomasnow (Shadow),73.5,grass,ice,152.5,136.7,175,3649433,40,Powder Snow,Weather Ball (Ice),Energy Ball
Altaria (XL),73.5,dragon,flying,131.1,181.5,164,3902033,50,Dragon Breath,Sky Attack,Dragon Pulse
Jirachi,73.5,steel,psychic,154.1,157.6,164,3983992,27.5,Confusion,Doom Desire,Dazzling Gleam
Drapion,73.3,poison,dark,154.1,171.5,147,3885041,40,Ice Fang,Crunch,Aqua Tail
Gliscor,73.1,ground,flying,149.6,183.5,151,4145324,39.5,Fury Cutter,Night Slash,Earthquake
Melmetal,73.1,steel,none,157.3,133.5,188,3949394,26,Thunder Shock,Rock Slide,Superpower
Genesect (Burn),72.9,bug,steel,180.2,145.8,129,3388487,26.5,Fury Cutter,X-Scissor,Techno Blast (Burn)
Vileplume,72.9,grass,poison,169.6,142.3,152,3669062,38.5,Razor Leaf,Sludge Bomb,Moonblast
Vileplume (Shadow),72.7,grass,poison,169.6,142.3,152,3669062,38.5,Razor Leaf,Sludge Bomb,Moonblast
Escavalier,72.1,bug,steel,172.3,148.9,140,3590966,34,Counter,Megahorn,Drill Run
Machamp,71.9,fighting,none,174.9,125.1,161,3522784,30,Counter,Cross Chop,Payback
Venusaur (Shadow),71.9,grass,poison,159.3,155.4,158,3909812,39,Vine Whip,Frenzy Plant,Sludge Bomb
Hariyama,71.5,fighting,none,164.5,97.5,236,3784324,35,Counter,Close Combat,Heavy Slam
Muk,71.5,poison,none,151.9,142.5,189,4092111,38,Poison Jab,Thunder Punch,Dark Pulse
Shiftry (Shadow XL),71.5,grass,dark,173.5,112.9,183,3585967,48,Snarl,Leaf Blade,Foul Play
Torterra (Shadow),71.1,grass,ground,156,148.5,172,3982013,33,Razor Leaf,Frenzy Plant,Stone Edge
Cobalion,70.9,steel,fighting,146.3,177.8,163,4241212,30,Metal Claw,Sacred Sword,Stone Edge
Hypno (XL),70.9,psychic,none,133.6,174.8,178,4156705,50,Confusion,Fire Punch,Shadow Ball
Magnezone (Shadow),70.9,electric,steel,174.8,158.3,128,3541430,29,Spark,Wild Charge,Mirror Shot
Gliscor (Shadow),70.2,ground,flying,149.6,183.5,151,4145324,39.5,Fury Cutter,Night Slash,Earthquake
Perrserker,70,steel,none,166,139.9,147,3412667,40,Shadow Claw,Close Combat,Foul Play
Shiftry,70,grass,dark,169.9,107.5,175,3195946,40,Snarl,Leaf Blade,Foul Play
Drifblim,69.6,ghost,flying,154.1,92.5,258,3676412,40,Hex,Shadow Ball,Icy Wind
Empoleon,69.6,water,steel,163.3,150.5,155,3811526,33.5,Waterfall,Hydro Cannon,Drill Peck
Scizor (Shadow),69.6,bug,steel,178.5,141.7,137,3464803,31,Bullet Punch,Night Slash,Iron Head
Stunfisk (Galarian),69.4,ground,steel,125.7,147,201,3712702,40,Mud Shot,Rock Slide,Earthquake
Victreebel,69.4,grass,poison,175.4,118.5,162,3369327,40,Razor Leaf,Leaf Blade,Sludge Bomb
Kangaskhan,69.2,normal,none,151.1,140.2,193,4089135,38,Mud Slap,Power-Up Punch,Outrage
Probopass (XL),69,rock,steel,126,243.7,142,4361605,50,Spark,Rock Slide,Thunderbolt
Tangrowth,69,grass,none,157.9,143.9,174,3952201,31,Vine Whip,Power Whip,Rock Slide
Scizor,68.8,bug,steel,178.5,141.7,137,3464803,31,Bullet Punch,Night Slash,Iron Head
Toxicroak (XL),68.8,poison,fighting,176.1,119.8,167,3524702,45,Counter,Mud Bomb,Sludge Bomb
Bouffalant,68.6,normal,none,154.8,151,172,4020660,36.5,Mud Shot,Stomp,Earthquake
Bronzong (XL),68.6,steel,psychic,146.2,191.6,152,4257910,50,Confusion,Psyshock,Bulldoze
Giratina (Origin),68.6,ghost,dragon,153.4,132.9,197,4016440,24.5,Shadow Claw,Shadow Ball,Dragon Pulse
Skarmory,68.6,steel,flying,128.8,190.5,140,3434920,40,Air Slash,Brave Bird,Sky Attack
Torterra,68.2,grass,ground,156,148.5,172,3982013,33,Razor Leaf,Frenzy Plant,Stone Edge
Victreebel (Shadow),68.2,grass,poison,175.4,118.5,162,3369327,40,Razor Leaf,Leaf Blade,Sludge Bomb
Cloyster,68,water,ice,156.7,213.4,118,3946175,39.5,Ice Shard,Icy Wind,Hydro Pump
Genesect,68,bug,steel,180.2,145.8,129,3388487,26.5,Fury Cutter,X-Scissor,Magnet Bomb
Politoed (Shadow),68,water,none,149.4,153.3,175,4007611,40,Mud Shot,Weather Ball (Water),Blizzard
Forretress (Shadow),67.8,bug,steel,139.1,173.9,154,3724260,40,Bug Bite,Mirror Shot,Earthquake
Regice,67.8,ice,none,134.6,237.1,144,4596121,30,Lock On,Blizzard,Earthquake
Relicanth,67.8,water,rock,138.3,170.7,189,4462082,40,Water Gun,Aqua Tail,Ancient Power
Aggron,67.6,steel,rock,151.9,201.5,134,4100271,31.5,Smack Down,Stone Edge,Heavy Slam
Cryogonal,67.6,ice,none,150.8,175.2,156,4120313,35,Ice Shard,Night Slash,Aurora Beam
Scrafty,67.6,dark,fighting,140.7,187.3,140,3688760,40,Counter,Foul Play,Power-Up Punch
Magnezone,67.4,electric,steel,174.8,158.3,128,3541430,29,Spark,Wild Charge,Mirror Shot
Aggron (Shadow),67.2,steel,rock,151.9,201.5,134,4100271,31.5,Smack Down,Stone Edge,Heavy Slam
Crustle (XL),67,bug,rock,154,173.4,151,4031215,44,Fury Cutter,Rock Slide,X-Scissor
Gyarados (Shadow),67,water,flying,170.2,135.2,159,3659571,27.5,Dragon Breath,Aqua Tail,Crunch
Sceptile,67,grass,none,178,139.7,141,3506056,36,Bullet Seed,Leaf Blade,Earthquake
Cloyster (Shadow),66.8,water,ice,156.7,213.4,118,3946175,39.5,Ice Shard,Icy Wind,Hydro Pump
Victini,66.8,psychic,fire,154.1,157.6,164,3983992,27.5,Confusion,V-Create,Psychic
Zangoose (XL),66.8,normal,none,184.9,114.7,158,3350762,47,Shadow Claw,Close Combat,Night Slash
Entei,66.5,fire,none,165.5,125.3,180,3734231,26,Fire Spin,Flame Charge,Iron Head
Dragonite (Shadow),66.3,dragon,flying,177.2,136.2,145,3499943,24.5,Dragon Breath,Dragon Claw,Hurricane
Ninetales,66.3,fire,none,145.4,162,151,3557399,40,Fire Spin,Weather Ball (Fire),Psyshock
Whimsicott,66.3,grass,fairy,141.5,150.9,134,2861378,40,Charm,Grass Knot,Moonblast
Vaporeon,66.1,water,none,154,126.6,207,4034935,29,Water Gun,Aqua Tail,Last Resort
Mew,65.9,psychic,none,154.1,157.6,164,3983992,27.5,Shadow Claw,Overheat,Psyshock
Muk (Shadow),65.5,poison,none,151.9,142.5,189,4092111,38,Poison Jab,Dark Pulse,Thunder Punch
Hippowdon,65.3,ground,none,151.5,148.5,182,4094528,30,Ice Fang,Body Slam,Earth Power
Serperior,65.3,grass,none,139.1,173.1,154,3707332,40,Vine Whip,Grass Knot,Aerial Ace
Klinklang,65.1,steel,none,164.7,176.3,130,3774212,37,Thunder Shock,Mirror Shot,Zap Cannon
Toxicroak,65.1,poison,fighting,178.6,117,165,3446975,40,Counter,Mud Bomb,Sludge Bomb
Lilligant,64.9,grass,none,179.5,133.1,145,3464667,39.5,Charm,Petal Blizzard,Hyper Beam
Uxie,64.9,psychic,none,135.1,222.9,153,4608087,40,Confusion,Future Sight,Thunder
Ludicolo (XL),64.5,water,grass,150.8,160,171,4126545,49.5,Bubble,Energy Ball,Ice Beam
Bellossom,64.3,grass,none,145.4,158.9,154,3557284,40,Bullet Seed,Leaf Blade,Return
Dragonite,64.3,dragon,flying,177.2,136.2,145,3499943,24.5,Dragon Breath,Dragon Claw,Outrage
Pyroar,64.3,fire,normal,175,123.6,164,3545234,36,Fire Fang,Flame Charge,Overheat
Blissey,64.1,normal,none,104.8,142.3,396,5902713,38.5,Pound,Psychic,Hyper Beam
Heatran,64.1,fire,steel,169.5,149.2,144,3641925,24,Fire Spin,Flamethrower,Stone Edge
Heracross,63.9,bug,fighting,174.8,138.8,146,3543694,29,Counter,Close Combat,Megahorn
Celebi,63.5,psychic,grass,154.1,157.6,164,3983992,27.5,Confusion,Seed Bomb,Psychic
Jellicent,63.5,water,ghost,137.5,152.5,189,3964171,40,Hex,Shadow Ball,Ice Beam
Bisharp,63.3,dark,steel,181.9,139.7,135,3429208,36,Snarl,Dark Pulse,Iron Head
Galvantula (XL),63.3,bug,electric,181.5,120.2,157,3424193,50,Volt Switch,Lunge,Discharge
Raikou,63.1,electric,none,171,141.7,150,3633564,26,Volt Switch,Wild Charge,Shadow Ball
Altaria,62.9,dragon,flying,123.3,170.7,154,3241030,40,Dragon Breath,Sky Attack,Dragon Pulse
Stoutland,62.9,normal,none,161,148.9,160,3833964,34,Lick,Wild Charge,Crunch
Glaceon,62.7,ice,none,176.3,157.4,126,3497856,29.5,Ice Shard,Avalanche,Icy Wind
Hitmonchan,62.7,fighting,none,164.4,167.5,120,3304946,40,Counter,Close Combat,Ice Punch
Seismitoad,62.7,water,ground,158.1,128.8,193,3929695,40,Mud Shot,Earth Power,Sludge Bomb
Bellossom (Shadow),62.5,grass,none,145.4,158.9,154,3557284,40,Bullet Seed,Leaf Blade,Dazzling Gleam
Dialga,62.5,steel,dragon,177.4,141.3,138,3459710,22.5,Dragon Breath,Iron Head,Thunder
Gastrodon (East),62.5,water,ground,145.4,124.9,204,3704154,40,Mud Slap,Body Slam,Earth Power
Gastrodon (West),62.5,water,ground,145.4,124.9,204,3704154,40,Mud Slap,Body Slam,Earth Power
Ninetales (Shadow),62.2,fire,none,145.4,162,151,3557399,40,Fire Spin,Weather Ball (Fire),Psyshock
Delphox,62,fire,psychic,171.9,147.8,141,3583476,30,Fire Spin,Flame Charge,Psychic
Gengar,62,ghost,poison,202.5,118.6,128,3075577,34,Shadow Claw,Shadow Ball,Shadow Punch
Whiscash,62,water,ground,131.2,123.3,203,3283316,40,Mud Shot,Mud Bomb,Blizzard
Leavanny,61.8,bug,grass,169.6,139.9,153,3632323,38.5,Bug Bite,Leaf Blade,X-Scissor
Raichu (XL),61.8,electric,none,174.8,139.5,142,3462012,50,Volt Switch,Wild Charge,Thunder Punch
Charizard (Shadow),61.6,fire,flying,173.6,141.7,146,3590982,35,Dragon Breath,Blast Burn,Dragon Claw
Kingdra,61.4,water,dragon,161,160.2,150,3869168,36.5,Dragon Breath,Outrage,Octazooka
Ampharos,61.2,electric,none,164.7,136.8,167,3762996,34,Volt Switch,Thunder Punch,Focus Blast
Bastiodon (XL),61.2,rock,steel,91.6,252.9,142,3289653,50,Smack Down,Stone Edge,Flamethrower
Flygon,61.2,ground,dragon,168.7,140.2,156,3689409,36.5,Mud Shot,Dragon Claw,Earth Power
Talonflame,61.2,fire,flying,150.9,134.4,158,3204228,40,Incinerate,Brave Bird,Flame Charge
Durant,61,bug,steel,178.7,154.1,127,3496539,36.5,Bug Bite,X-Scissor,Stone Edge
Lucario,61,fighting,steel,188.4,121.2,144,3287695,38.5,Counter,Power-Up Punch,Shadow Ball
Stunfisk,61,ground,electric,125.7,147,201,3712702,40,Mud Shot,Mud Bomb,Discharge
Typhlosion,61,fire,none,173.6,141.7,146,3590982,35,Shadow Claw,Blast Burn,Solar Beam
Blastoise (Shadow),60.8,water,none,147,175.4,160,4126386,40,Water Gun,Hydro Cannon,Ice Beam
Crustle,60.8,bug,rock,158.9,168.3,146,3904024,40,Fury Cutter,Rock Slide,X-Scissor
Zapdos,60.8,electric,flying,178.1,132,149,3504017,26.5,Thunder Shock,Drill Peck,Thunderbolt
Slowking,60.4,water,psychic,148.8,153.6,181,4136633,39.5,Confusion,Psychic,Blizzard
Skarmory (Shadow),60,steel,flying,128.8,190.5,140,3434920,40,Air Slash,Brave Bird,Sky Attack
Tropius,60,grass,flying,119.3,140.7,188,3156013,40,Air Slash,Leaf Blade,Aerial Ace
Golem (Alolan),59.8,rock,electric,161.3,156.1,152,3826753,32.5,Volt Switch,Wild Charge,Stone Edge
Scolipede,59.8,bug,poison,172.3,150.2,134,3466561,40,Poison Jab,X-Scissor,Megahorn
Moltres,59.6,fire,flying,176,133.4,149,3499508,26.5,Fire Spin,Sky Attack,Overheat
Machamp (Shadow),59.4,fighting,none,174.9,125.1,161,3522784,30,Counter,Cross Chop,Payback
Dewgong,59.2,water,ice,121.7,151.7,175,3231796,40,Ice Shard,Icy Wind,Water Pulse
Flygon (Shadow),59,ground,dragon,168.7,140.2,156,3689409,36.5,Mud Shot,Dragon Claw,Earth Power
Slowbro,58.8,water,psychic,148.8,153.6,181,4136633,39.5,Confusion,Psychic,Ice Beam
Alomomola,58.4,water,none,120.9,115.4,278,3878583,40,Waterfall,Psychic,Hydro Pump
Kyurem,58.4,dragon,ice,170,124.8,171,3627753,25.5,Dragon Breath,Dragon Claw,Blizzard
Probopass,58.1,rock,steel,118.5,229.2,134,3640642,40,Spark,Rock Slide,Thunderbolt
Mantine,57.9,water,flying,128.8,190.5,140,3434920,40,Wing Attack,Aerial Ace,Ice Beam
Sirfetchd,57.9,fighting,none,188.2,140,125,3292991,31.5,Counter,Close Combat,Leaf Blade
Tyranitar (Shadow),57.9,rock,dark,166.4,143.8,154,3684639,23.5,Smack Down,Stone Edge,Crunch
Walrein,57.9,ice,water,146.7,145.2,199,4238420,39,Waterfall,Blizzard,Earthquake
Zangoose,57.9,normal,none,187.3,109.9,151,3106877,40,Shadow Claw,Close Combat,Night Slash
Palkia,57.7,water,dragon,182.5,145.7,127,3377706,22.5,Dragon Breath,Aqua Tail,Draco Meteor
Bronzong,57.5,steel,psychic,139.1,180.2,143,3583996,40,Confusion,Psyshock,Bulldoze
Feraligatr,57.5,water,none,160.1,154,157,3870246,34.5,Ice Fang,Hydro Cannon,Crunch
Blaziken,57.3,fire,fighting,185.9,116.1,154,3322299,34.5,Counter,Blaze Kick,Stone Edge
Walrein (Shadow),57.3,ice,water,146.7,145.2,199,4238420,39,Waterfall,Blizzard,Earthquake
Ampharos (Shadow),57.1,electric,none,164.7,136.8,167,3762996,34,Volt Switch,Thunder Punch,Focus Blast
Raichu (Alolan XL),56.9,electric,psychic,176.8,141.6,140,3504143,49.5,Volt Switch,Wild Charge,Thunder Punch
Slowking (Shadow),56.9,water,psychic,148.8,153.6,181,4136633,39.5,Confusion,Psychic,Blizzard
Cinccino,56.7,normal,none,168.3,114.6,154,2970656,40,Charm,Aqua Tail,Thunderbolt
Latios,56.7,dragon,psychic,180,147.2,130,3445026,24,Dragon Breath,Dragon Claw,Psychic
Ludicolo,56.7,water,grass,148.6,150.9,162,3633208,40,Bubble,Energy Ball,Ice Beam
Aerodactyl,56.5,rock,flying,174.1,131,156,3556302,36.5,Rock Throw,Rock Slide,Earth Power
Groudon,56.5,ground,none,174.3,153.3,133,3553837,22.5,Mud Shot,Fire Punch,Earthquake
Metagross,56.5,steel,psychic,173.6,157.4,131,3577672,23.5,Bullet Punch,Meteor Mash,Earthquake
Rapidash,56.5,fire,none,175.4,139.9,140,3435882,40,Incinerate,Drill Run,Flame Charge
Crobat (Shadow),56.3,poison,flying,160.8,147.7,163,3871264,37,Air Slash,Shadow Ball,Sludge Bomb
Mamoswine,56.1,ice,ground,178.6,112.8,173,3485633,27.5,Powder Snow,Avalanche,Stone Edge
Pidgeot,56.1,normal,flying,143,133.6,165,3152341,40,Gust,Brave Bird,Aerial Ace
Gigalith,55.9,rock,none,166.2,148.9,151,3736793,29,Smack Down,Rock Slide,Superpower
Kyogre,55.9,water,none,174.3,153.3,133,3553837,22.5,Waterfall,Surf,Thunder
Latias,55.9,dragon,psychic,159.4,174.4,139,3863449,26,Dragon Breath,Outrage,Psychic
Piloswine,55.9,ice,ground,154.9,120.9,189,3539919,40,Powder Snow,Avalanche,Stone Edge
Skuntank,55.9,poison,dark,157.3,116.2,193,3526239,40,Poison Jab,Crunch,Sludge Bomb
Beartic,55.7,ice,none,174.1,120.7,168,3532127,30,Powder Snow,Ice Punch,Surf
Omastar,55.7,rock,water,163.9,163.9,141,3786056,34.5,Mud Shot,Rock Slide,Rock Blast
Piloswine (Shadow),55.7,ice,ground,154.9,120.9,189,3539919,40,Powder Snow,Avalanche,Stone Edge
Magneton,55.5,electric,steel,188.1,145.4,120,3282162,40,Thunder Shock,Magnet Bomb,Discharge
Pinsir,55.5,bug,none,182.2,141.9,132,3412747,32.5,Fury Cutter,Close Combat,X-Scissor
Tyranitar,55.5,rock,dark,166.4,143.8,154,3684639,23.5,Smack Down,Crunch,Stone Edge
Crobat,55.3,poison,flying,160.8,147.7,163,3871264,37,Air Slash,Shadow Ball,Sludge Bomb
Magneton (Shadow),55.3,electric,steel,188.1,145.4,120,3282162,40,Thunder Shock,Magnet Bomb,Discharge
Slowbro (Shadow),55.3,water,psychic,148.8,153.6,181,4136633,39.5,Confusion,Psychic,Ice Beam
Aerodactyl (Shadow),55.1,rock,flying,174.1,131,156,3556302,36.5,Rock Throw,Rock Slide,Earth Power
Arcanine,55.1,fire,none,171.9,132.3,159,3615381,30.5,Snarl,Crunch,Flamethrower
Conkeldurr,55.1,fighting,none,175.1,117,173,3544639,27.5,Counter,Dynamic Punch,Stone Edge
Greninja,55.1,water,dark,183.3,126.3,147,3404512,36.5,Bubble,Night Slash,Surf
Skuntank (Shadow),55.1,poison,dark,157.3,116.2,193,3526239,40,Poison Jab,Crunch,Sludge Bomb
Leafeon,54.9,grass,none,166.4,168.7,133,3734504,33,Quick Attack,Leaf Blade,Last Resort
Tentacruel,54.9,water,poison,143,177,162,4102283,40,Poison Jab,Hydro Pump,Sludge Wave
Zekrom,54.7,dragon,electric,177.4,141.3,138,3459710,22.5,Dragon Breath,Crunch,Wild Charge
Exploud,54.5,normal,none,153.3,120.1,195,3591401,40,Bite,Crunch,Disarming Voice
Golduck,54.5,water,none,162.8,139.9,162,3689262,40,Water Gun,Cross Chop,Ice Beam
Mr. Rime,54.5,ice,psychic,167.3,142,157,3728793,36,Ice Shard,Icy Wind,Psychic
Entei (Shadow),54.3,fire,none,165.5,125.3,180,3734231,26,Fire Spin,Flame Charge,Iron Head
Vanilluxe,53.8,ice,none,171.5,147.9,143,3626933,34.5,Frost Breath,Blizzard,Signal Beam
Carracosta,53.6,water,rock,160,163.1,149,3890520,37,Water Gun,Surf,Body Slam
Cradily,53.6,rock,grass,132,165.2,169,3684117,40,Bullet Seed,Stone Edge,Grass Knot
Hypno,53.6,psychic,none,125.7,164.4,168,3470194,40,Confusion,Fire Punch,Shadow Ball
Donphan,53.4,ground,none,162.2,145.2,162,3815929,31.5,Counter,Earthquake,Heavy Slam
Hydreigon,53.4,dark,dragon,175,135.6,148,3511771,25,Dragon Breath,Dark Pulse,Dragon Pulse
Reshiram,53.4,dragon,fire,177.4,141.3,138,3459710,22.5,Dragon Breath,Crunch,Overheat
Zapdos (Shadow),53.4,electric,flying,178.1,132,149,3504017,26.5,Thunder Shock,Drill Peck,Thunderbolt
Porygon2,53.2,normal,none,158.1,150.3,164,3898496,38,Lock On,Tri Attack,Zap Cannon
Pelipper,52.8,water,flying,150.2,149.4,134,3005413,40,Wing Attack,Weather Ball (Water),Hurricane
Scyther,52.8,bug,flying,173.1,143.6,143,3553111,37.5,Fury Cutter,Night Slash,X-Scissor
Excadrill,52.6,ground,steel,186.3,99.5,180,3336660,27.5,Mud Shot,Drill Run,Rock Slide
Gallade,52.6,psychic,fighting,178.5,149.5,131,3494934,29.5,Confusion,Close Combat,Leaf Blade
Golurk,52.6,ground,ghost,172.9,125.7,165,3584317,35,Mud Slap,Shadow Punch,Dynamic Punch
Hitmontop,52.6,fighting,none,148.6,175.4,120,3128067,40,Counter,Close Combat,Stone Edge
Landorus (Incarnate),52.6,ground,flying,181,131.6,144,3429771,25,Mud Shot,Rock Slide,Earth Power
