Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2
Farfetchd (Galarian),90.9,fighting,none,137.9,99.4,117,1603044,36.5,Fury Cutter,Leaf Blade,Brave Bird
Politoed (Shadow),90.9,water,none,116,121,138,1936695,22.5,Mud Shot,Weather Ball (Water),Blizzard
Deoxys (Defense),90.6,psychic,none,101.7,221.5,97,2184166,23.5,Counter,Psycho Boost,Rock Slide
Gyarados (Shadow),90.6,water,flying,132,105.3,122,1695047,16,Dragon Breath,Aqua Tail,Crunch
Cresselia,90.5,psychic,none,93.8,157.5,161,2378336,19.5,Psycho Cut,Grass Knot,Moonblast
Politoed,90.5,water,none,116,121,138,1936695,22.5,Mud Shot,Weather Ball (Water),Blizzard
Snorlax (Shadow),90.5,normal,none,107.4,100.2,190,2045672,17,Lick,Body Slam,Superpower
Gyarados,90.4,water,flying,132,105.3,122,1695047,16,Dragon Breath,Aqua Tail,Crunch
Latios,90.2,dragon,psychic,140.5,112.5,101,1595527,14,Dragon Breath,Dragon Claw,Psychic
Pelipper,90.2,water,flying,124.7,127.4,113,1794220,26,Wing Attack,Weather Ball (Water),Hurricane
Jellicent,90.1,water,ghost,108.6,125.7,151,2061200,24,Hex,Ice Beam,Shadow Ball
Electivire,90,electric,none,144,98,109,1538496,18,Thunder Shock,Ice Punch,Wild Charge
Flygon,90,ground,dragon,128.8,108.9,123,1725102,20.5,Mud Shot,Dragon Claw,Stone Edge
Machamp (Shadow),89.8,fighting,none,136,95.8,125,1628538,18,Counter,Cross Chop,Rock Slide
Dusclops (Shadow),89.6,ghost,none,106.3,191.7,103,2099186,37.5,Hex,Shadow Punch,Ice Punch
Lickilicky,89.5,normal,none,106.5,122.8,160,2092956,22,Lick,Body Slam,Shadow Ball
Charizard (Shadow),89.1,fire,flying,135.1,106.8,115,1658635,19.5,Fire Spin,Blast Burn,Dragon Claw
Dragonair (Shadow),88.9,dragon,none,126,111.7,125,1758941,33,Dragon Breath,Aqua Tail,Dragon Pulse
Whiscash,88.8,water,ground,108.3,107.6,175,2038887,27,Mud Shot,Mud Bomb,Blizzard
Marowak (Alolan),88.6,fire,ghost,111.4,145.3,124,2007734,31,Fire Spin,Shadow Bone,Bone Club
Bellossom (Shadow),88.5,grass,none,115.1,130.3,128,1918300,24.5,Bullet Seed,Leaf Blade,Dazzling Gleam
Sealeo (Shadow),88.4,ice,water,110.1,110.1,168,2035980,35.5,Powder Snow,Body Slam,Aurora Beam
Suicune,88.4,water,none,106.9,141.3,137,2069442,18.5,Snarl,Bubble Beam,Hydro Pump
Dragonite (Shadow),88.3,dragon,flying,137.3,105.3,112,1619864,14.5,Dragon Breath,Dragon Claw,Draco Meteor
Golbat,88.3,poison,flying,119.5,115.2,136,1872017,28,Wing Attack,Poison Fang,Shadow Ball
Raikou,88.3,electric,none,132,109.9,116,1683273,15.5,Thunder Shock,Wild Charge,Shadow Ball
Suicune (Shadow),88.2,water,none,106.9,141.3,137,2069442,18.5,Snarl,Bubble Beam,Hydro Pump
Omastar (Shadow),88,rock,water,128.4,126.1,108,1748538,20,Mud Shot,Rock Slide,Rock Blast
Medicham,87.9,fighting,psychic,107.5,132,134,1900834,40,Counter,Ice Punch,Psychic
Venusaur (Shadow),87.9,grass,poison,123.4,122.8,119,1802730,20.5,Vine Whip,Frenzy Plant,Sludge Bomb
Zapdos,87.9,electric,flying,137.3,104.7,113,1623486,15.5,Thunder Shock,Drill Peck,Thunder
Altaria,87.8,dragon,flying,104.1,149.8,137,2136376,28.5,Dragon Breath,Sky Attack,Dragon Pulse
Cradily,87.8,rock,grass,105.9,141,140,2090467,25.5,Bullet Seed,Stone Edge,Grass Knot
Gliscor,87.8,ground,flying,116.1,142.1,116,1914629,20.5,Fury Cutter,Earthquake,Night Slash
Articuno,87.7,ice,flying,113.2,142.5,122,1967716,18.5,Ice Shard,Icy Wind,Hurricane
Machamp,87.7,fighting,none,136,95.8,125,1628538,18,Counter,Cross Chop,Rock Slide
Poliwrath (Shadow),87.5,water,fighting,117.7,120.8,134,1904764,21.5,Mud Shot,Dynamic Punch,Ice Punch
Mantine,87.4,water,flying,106.9,163.1,120,2092515,27,Wing Attack,Bubble Beam,Ice Beam
Tangrowth,87.4,grass,none,122.4,112.2,133,1827093,18,Vine Whip,Power Whip,Rock Slide
Cradily (Shadow),87.3,rock,grass,105.9,141,140,2090467,25.5,Bullet Seed,Stone Edge,Grass Knot
Lickitung,87.3,normal,none,97.2,120.1,175,2043482,40,Lick,Body Slam,Power Whip
Dewgong,87.1,water,ice,102.7,136.2,154,2154277,28.5,Ice Shard,Icy Wind,Water Pulse
Sealeo,86.9,ice,water,110.1,110.1,168,2035980,35.5,Powder Snow,Body Slam,Aurora Beam
Golem,86.8,rock,ground,126.4,120.7,116,1769231,18.5,Mud Shot,Stone Edge,Rock Blast
Alakazam,86.6,psychic,none,158.1,98,91,1410853,18,Psycho Cut,Fire Punch,Shadow Ball
Mewtwo (Shadow),86.6,psychic,none,146.9,94.4,108,1497979,13,Psycho Cut,Psystrike,Ice Beam
Bellossom,86.4,grass,none,115.1,130.3,128,1918300,24.5,Bullet Seed,Leaf Blade,Return
Dragonair,86.4,dragon,none,126,111.7,125,1758941,33,Dragon Breath,Aqua Tail,Wrap
Snorlax,86.4,normal,none,107.4,100.2,190,2045672,17,Lick,Body Slam,Superpower
Lapras (Shadow),86.3,water,ice,106.5,110.9,179,2114378,21.5,Ice Shard,Surf,Skull Bash
Lapras,86.2,water,ice,106.5,110.9,179,2114378,21.5,Ice Shard,Surf,Skull Bash
Kingler,86.1,water,none,145.7,111.5,94,1526953,19.5,Mud Shot,Crabhammer,X-Scissor
Pinsir (Shadow),86.1,bug,none,141.9,113.2,98,1574251,18.5,Fury Cutter,Close Combat,X-Scissor
Castform,85.8,normal,none,114.2,118.9,144,1955147,39.5,Hex,Weather Ball (Normal),Energy Ball
Lugia,85.8,psychic,flying,102.4,163.5,129,2160651,15,Extrasensory,Sky Attack,Aeroblast
Articuno (Shadow),85.7,ice,flying,113.2,142.5,122,1967716,18.5,Ice Shard,Icy Wind,Hurricane
Rufflet,85.7,normal,flying,130.4,88.5,147,1696693,40,Wing Attack,Brave Bird,Aerial Ace
Alakazam (Shadow),85.5,psychic,none,158.1,98,91,1410853,18,Psycho Cut,Fire Punch,Shadow Ball
Arcanine (Shadow),85.5,fire,none,133.2,100.3,125,1670095,18,Snarl,Wild Charge,Crunch
Castform (Rainy),85.5,water,none,114.2,118.9,144,1955147,39.5,Water Gun,Weather Ball (Water),Thunder
Pinsir,85.5,bug,none,141.9,113.2,98,1574251,18.5,Fury Cutter,Close Combat,X-Scissor
Meganium,85.3,grass,none,112.1,135.2,131,1985352,23,Vine Whip,Frenzy Plant,Earthquake
Munchlax,85.3,normal,none,104.6,93.7,218,2136331,30,Lick,Body Slam,Bulldoze
Venusaur,85.3,grass,poison,123.4,122.8,119,1802730,20.5,Vine Whip,Frenzy Plant,Sludge Bomb
Dusclops,85.2,ghost,none,106.3,191.7,103,2099186,37.5,Hex,Shadow Punch,Ice Punch
Galvantula,85.2,bug,electric,138.3,94.8,122,1599873,25,Volt Switch,Discharge,Lunge
Regice,85.2,ice,none,105.4,180.2,112,2127885,18,Lock On,Blizzard,Earthquake
Charizard,85.1,fire,flying,135.1,106.8,115,1658635,19.5,Fire Spin,Blast Burn,Dragon Claw
Diggersby (XL),85.1,normal,ground,95.7,140.3,174,2337114,47,Mud Shot,Fire Punch,Hyper Beam
Quagsire,85.1,water,ground,111.7,111.7,159,1983389,28,Mud Shot,Stone Edge,Earthquake
Zebstrika,85.1,electric,none,138.4,94.2,123,1602957,23,Spark,Wild Charge,Flame Charge
Cherrim (Sunshine),85,grass,none,122.9,115.9,127,1808807,27,Bullet Seed,Weather Ball (Fire),Solar Beam
Mismagius,85,ghost,none,134.4,125.1,99,1664924,21.5,Hex,Shadow Ball,Dark Pulse
Beedrill (Shadow),84.8,bug,poison,128.6,103.6,130,1731686,30.5,Poison Jab,X-Scissor,Drill Run
Primeape,84.8,fighting,none,141.8,97.1,115,1584241,23.5,Counter,Night Slash,Ice Punch
Dragonite,84.7,dragon,flying,137.3,105.3,112,1619864,14.5,Dragon Breath,Dragon Claw,Draco Meteor
Graveler (Alolan),84.6,rock,electric,121.6,128.8,115,1800435,29,Volt Switch,Stone Edge,Rock Blast
Hypno,84.6,psychic,none,104.8,143.7,142,2138624,27,Confusion,Shadow Ball,Thunder Punch
Linoone,84.6,normal,none,114.9,109.5,154,1937075,38.5,Shadow Claw,Grass Knot,Thunder
Dugtrio,84.5,ground,none,139.7,117.2,97,1587879,37.5,Mud Shot,Mud Bomb,Stone Edge
Moltres (Shadow),84.5,fire,flying,138.4,103.7,113,1621207,16,Wing Attack,Sky Attack,Overheat
Blaziken,84.2,fire,fighting,145,89.7,118,1534137,19,Counter,Blaze Kick,Stone Edge
Omastar,84.2,rock,water,128.4,126.1,108,1748538,20,Mud Shot,Rock Slide,Rock Blast
Poliwrath,84.2,water,fighting,117.7,120.8,134,1904764,21.5,Mud Shot,Dynamic Punch,Ice Punch
Ninetales (Shadow),84.1,fire,none,116.2,130.9,126,1917092,25,Fire Spin,Weather Ball (Fire),Psyshock
Crustle,84,bug,rock,120.9,132.8,114,1831189,22,Smack Down,Rock Slide,X-Scissor
Sceptile,84,grass,none,138.5,108.3,108,1619458,20.5,Bullet Seed,Leaf Blade,Earthquake
Swellow,84,normal,flying,136.9,99.1,119,1615281,28.5,Wing Attack,Brave Bird,Sky Attack
Quilladin,83.9,grass,none,116.8,131.4,125,1918246,37,Vine Whip,Body Slam,Energy Ball
Muk (Shadow),83.6,poison,none,118.3,111.7,143,1889615,20,Poison Jab,Dark Pulse,Thunder Punch
Raichu,83.5,electric,none,135.6,108.9,112,1653365,25,Volt Switch,Wild Charge,Thunder Punch
Armaldo (Shadow),83.4,rock,bug,135.7,108.9,112,1654542,19,Fury Cutter,Rock Blast,Cross Poison
Banette,83.2,ghost,none,145.9,91.6,113,1510933,24,Shadow Claw,Shadow Ball,Thunder
Electabuzz,83,electric,none,132.9,113.2,111,1669548,24,Thunder Shock,Thunder Punch,Return
Sirfetchd,83,fighting,none,145.9,108.6,96,1521428,18.5,Counter,Leaf Blade,Night Slash
Vigoroth,83,normal,none,115.9,113.1,144,1888091,28,Counter,Body Slam,Bulldoze
Blastoise (Shadow),82.8,water,none,112.8,137.8,127,1974395,22,Water Gun,Hydro Cannon,Ice Beam
Tropius,82.8,grass,flying,102.2,125.9,169,2173466,29,Air Slash,Leaf Blade,Aerial Ace
Diggersby,82.5,normal,ground,98.8,133.6,168,2216614,40,Mud Shot,Fire Punch,Hyper Beam
Glalie,82.5,ice,none,116.2,119.7,138,1919084,26.5,Ice Shard,Avalanche,Shadow Ball
Moltres,82.5,fire,flying,138.4,103.7,113,1621207,16,Wing Attack,Sky Attack,Overheat
Marshtomp (Shadow),82.4,water,ground,122.2,108,139,1834048,33,Mud Shot,Surf,Mud Bomb
Carracosta,82.3,water,rock,121.2,128.6,117,1823041,21,Rock Throw,Surf,Body Slam
Gallade,82.3,psychic,fighting,137.2,115.6,102,1617468,18,Confusion,Leaf Blade,Close Combat
Grovyle,82.3,grass,none,138.4,100.1,117,1620128,38.5,Bullet Seed,Leaf Blade,Aerial Ace
Quagsire (Shadow),82.3,water,ground,111.7,111.7,159,1983389,28,Mud Shot,Stone Edge,Earthquake
Magmar (Shadow),82.1,fire,none,135.2,105.7,114,1628984,23,Karate Chop,Fire Punch,Flamethrower
Misdreavus (Shadow),82.1,ghost,none,124.4,119.5,120,1783517,28,Hex,Dark Pulse,Ominous Wind
Hypno (Shadow),81.9,psychic,none,104.8,143.7,142,2138624,27,Confusion,Thunder Punch,Ice Punch
Lanturn,81.9,water,electric,104.8,104.8,192,2109375,27,Spark,Thunderbolt,Hydro Pump
Blastoise,81.8,water,none,112.8,137.8,127,1974395,22,Water Gun,Hydro Cannon,Ice Beam
Kabutops,81.8,rock,water,137.3,117.3,101,1627071,20.5,Mud Shot,Stone Edge,Ancient Power
Electabuzz (Shadow),81.6,electric,none,132.9,113.2,111,1669548,24,Thunder Shock,Thunder Punch,Thunderbolt
Golem (Alolan),81.6,rock,electric,126.4,120.7,116,1769231,18.5,Volt Switch,Wild Charge,Rock Blast
Ho-Oh,81.6,fire,flying,124.6,127.2,113,1791064,14.5,Incinerate,Brave Bird,Earthquake
Machoke (Shadow),81.6,fighting,none,128.9,98.1,137,1731952,27.5,Karate Chop,Cross Chop,Dynamic Punch
Cloyster (Shadow),81.5,water,ice,121.2,165.9,92,1849900,21,Ice Shard,Avalanche,Icy Wind
Ninjask,81.5,bug,flying,146.3,88.4,118,1525664,28,Fury Cutter,Aerial Ace,Shadow Ball
Piloswine (Shadow),81.5,ice,ground,122.4,97.5,153,1825800,24,Powder Snow,Avalanche,Bulldoze
Sudowoodo,81.5,rock,none,116.7,128.2,126,1884689,25.5,Counter,Rock Slide,Earthquake
Ursaring,81.4,normal,none,140.9,87.9,128,1585858,19,Shadow Claw,Close Combat,Hyper Beam
Drifloon,81.3,ghost,flying,104.3,75.1,175,1370628,40,Hex,Icy Wind,Shadow Ball
Hitmontop,81.3,fighting,none,123.3,147.8,100,1822396,26,Counter,Close Combat,Stone Edge
Castform (Sunny),81.2,fire,none,114.2,118.9,144,1955147,39.5,Ember,Weather Ball (Fire),Solar Beam
Gallade (Shadow),81.2,psychic,fighting,137.2,115.6,102,1617468,18,Confusion,Leaf Blade,Close Combat
Magmortar (Shadow),81.2,fire,none,140.8,102.8,108,1563877,17.5,Karate Chop,Fire Punch,Thunderbolt
Mismagius (Shadow),80.9,ghost,none,134.4,125.1,99,1664924,21.5,Hex,Shadow Ball,Dark Pulse
Scyther (Shadow),80.9,bug,flying,136.7,110.1,109,1640076,20.5,Fury Cutter,Night Slash,X-Scissor
Vespiquen,80.9,bug,flying,110.5,143.3,128,2028256,28.5,Fury Cutter,X-Scissor,Power Gem
Dusknoir (Shadow),80.8,ghost,none,120.4,170.4,90,1847258,23,Hex,Dark Pulse,Psychic
Noctowl,80.7,normal,flying,106.7,115.9,169,2091241,28,Wing Attack,Sky Attack,Psychic
Porygon2 (Shadow),80.7,normal,none,123.4,116.7,125,1800342,20.5,Lock On,Tri Attack,Solar Beam
Venomoth (Shadow),80.5,bug,poison,128.9,104.4,129,1735654,27.5,Infestation,Poison Fang,Bug Buzz
Gurdurr,80.4,fighting,none,126.7,98.8,141,1764431,26,Poison Jab,Stone Edge,Brick Break
Graveler,80.3,rock,ground,121.6,128.8,115,1800435,29,Mud Shot,Rock Slide,Rock Blast
Ampharos (Shadow),80.2,electric,none,125.8,107.1,129,1738295,19,Volt Switch,Thunder Punch,Dragon Pulse
Hitmonchan (Shadow),80.2,fighting,none,130.2,135.3,97,1708843,23.5,Counter,Ice Punch,Thunder Punch
Jumpluff (Shadow),80.2,grass,flying,97.7,152.4,153,2279378,38.5,Bullet Seed,Aerial Ace,Energy Ball
Muk,80.2,poison,none,118.3,111.7,143,1889615,20,Poison Jab,Thunder Punch,Dark Pulse
Piloswine,80,ice,ground,122.4,97.5,153,1825800,24,Powder Snow,Avalanche,Bulldoze
Stunfisk,80,ground,electric,102.9,126.7,167,2176261,26,Mud Shot,Mud Bomb,Discharge
Beedrill,79.9,bug,poison,128.6,103.6,130,1731686,30.5,Poison Jab,X-Scissor,Drill Run
Roserade,79.8,grass,poison,145.4,109.7,97,1547427,18.5,Bullet Seed,Weather Ball (Fire),Grass Knot
Prinplup,79.7,water,none,119.8,116.8,133,1860925,37,Bubble,Icy Wind,Hydro Pump
Victini,79.7,psychic,fire,120.5,120.5,127,1843005,16.5,Confusion,V-Create,Psychic
Ninetales,79.6,fire,none,116.2,130.9,126,1917092,25,Fire Spin,Weather Ball (Fire),Solar Beam
Arcanine,79.3,fire,none,133.2,100.3,125,1670095,18,Snarl,Wild Charge,Crunch
Chimecho,79.3,psychic,none,121.4,120.8,126,1847419,25.5,Extrasensory,Psyshock,Shadow Ball
Cloyster,79.3,water,ice,121.2,165.9,92,1849900,21,Ice Shard,Icy Wind,Hydro Pump
Gligar (Shadow),79.3,ground,flying,109.9,146.8,126,2033533,31,Wing Attack,Night Slash,Dig
Manectric,79.3,electric,none,142.5,92,118,1545899,23.5,Snarl,Wild Charge,Flame Burst
Carnivine,79.1,grass,none,132.2,101.9,126,1696965,25.5,Vine Whip,Power Whip,Crunch
Luxio,79.1,electric,none,137.5,86.9,134,1601883,40,Spark,Wild Charge,Crunch
Qwilfish,79.1,water,poison,131.9,103.4,123,1677814,27,Poison Sting,Aqua Tail,Sludge Wave
Omanyte (Shadow),78.9,rock,water,132.8,131.2,97,1689558,40,Mud Shot,Rock Blast,Brine
Seviper,78.9,poison,none,138.9,90.8,127,1601430,26.5,Poison Jab,Crunch,Poison Fang
Darmanitan (Standard),78.8,fire,none,150.9,71.5,136,1467821,17.5,Incinerate,Rock Slide,Overheat
Staraptor,78.8,normal,flying,143.2,89.7,122,1567032,19,Wing Attack,Brave Bird,Close Combat
Chesnaught,78.7,grass,fighting,118.9,124.7,125,1853637,18.5,Vine Whip,Superpower,Energy Ball
Luxray,78.3,electric,none,138,97.2,119,1596886,19,Spark,Wild Charge,Crunch
Purugly,78.3,normal,none,128.4,103.8,131,1745605,29.5,Shadow Claw,Aerial Ace,Thunder
Toxicroak,78.3,poison,fighting,136.6,92.1,129,1622926,22,Counter,Mud Bomb,Sludge Bomb
Dewott,78.2,water,none,125.2,98.2,145,1783206,33,Fury Cutter,Aqua Tail,X-Scissor
Exeggutor (Shadow),78.2,grass,psychic,136.6,92.9,128,1625028,18,Bullet Seed,Psychic,Seed Bomb
Magmortar,78.2,fire,none,140.8,102.8,108,1563877,17.5,Karate Chop,Fire Punch,Thunderbolt
Persian (Shadow),78.2,normal,none,121.2,112.6,136,1855297,38.5,Feint Attack,Night Slash,Power Gem
Typhlosion,78.2,fire,none,135.1,106.8,115,1658635,19.5,Incinerate,Blast Burn,Solar Beam
Vaporeon,78.2,water,none,117.9,97.8,162,1868082,17.5,Water Gun,Aqua Tail,Last Resort
Venomoth,78.1,bug,poison,128.9,104.4,129,1735654,27.5,Infestation,Poison Fang,Bug Buzz
Dusknoir,78,ghost,none,120.4,170.4,90,1847258,23,Hex,Dark Pulse,Psychic
Haxorus,78,dragon,none,152,96.2,100,1462937,15.5,Counter,Dragon Claw,Night Slash
Hitmonchan,77.8,fighting,none,130.2,135.3,97,1708843,23.5,Counter,Ice Punch,Thunder Punch
Ivysaur,77.8,grass,poison,120,119.3,129,1846516,35.5,Vine Whip,Power Whip,Sludge Bomb
Wobbuffet (XL),77.8,psychic,none,63,101.7,333,2133829,50,Counter,Return,Mirror Coat
Entei (Shadow),77.7,fire,none,128.9,97.3,138,1730189,15.5,Fire Spin,Flame Charge,Iron Head
Hariyama,77.7,fighting,none,126.8,74.9,184,1748232,19.5,Counter,Close Combat,Heavy Slam
Machoke,77.7,fighting,none,128.9,98.1,137,1731952,27.5,Karate Chop,Cross Chop,Return
Shelgon,77.7,dragon,none,125.6,118,120,1779129,27,Dragon Breath,Flamethrower,Twister
Simisage,77.7,grass,none,138.7,92.3,126,1613093,24,Vine Whip,Grass Knot,Crunch
Ursaring (Shadow),77.7,normal,none,140.9,87.9,128,1585858,19,Shadow Claw,Close Combat,Hyper Beam
Beartic,77.6,ice,none,137.3,90.8,131,1633093,18.5,Powder Snow,Ice Punch,Surf
Bouffalant,77.6,normal,none,119.5,113.5,137,1857953,20,Mud Shot,Stomp,Megahorn
Marshtomp,77.6,water,ground,122.2,108,139,1834048,33,Mud Shot,Surf,Mud Bomb
Raichu (Alolan),77.6,electric,psychic,136.2,111.7,107,1628654,24.5,Volt Switch,Wild Charge,Grass Knot
Archen,77.5,rock,flying,162.1,73.6,116,1385000,32,Wing Attack,Dragon Claw,Crunch
Feraligatr,77.5,water,none,124.5,119.7,120,1788540,19.5,Water Gun,Hydro Cannon,Crunch
Ivysaur (Shadow),77.3,grass,poison,120,119.3,129,1846516,35.5,Vine Whip,Power Whip,Sludge Bomb
Relicanth,77.3,water,rock,105.9,133.5,149,2105658,22,Water Gun,Aqua Tail,Ancient Power
Banette (Shadow),77.1,ghost,none,145.9,91.6,113,1510933,24,Shadow Claw,Shadow Ball,Thunder
Croconaw,77.1,water,none,119.4,117.1,134,1873255,36.5,Water Gun,Ice Punch,Crunch
Exeggutor,77.1,grass,psychic,136.6,92.9,128,1625028,18,Bullet Seed,Psychic,Seed Bomb
Wailmer,77.1,water,none,119.3,65.6,230,1800391,40,Water Gun,Body Slam,Heavy Slam
Ampharos,76.9,electric,none,125.8,107.1,129,1738295,19,Volt Switch,Thunder Punch,Dragon Pulse
Scolipede,76.9,bug,poison,133.3,116,108,1668827,23,Poison Jab,X-Scissor,Sludge Bomb
Huntail,76.7,water,none,132.2,121.1,105,1680530,24,Water Gun,Aqua Tail,Crunch
Ludicolo,76.7,water,grass,117.2,122.4,132,1893662,23.5,Bubble,Energy Ball,Ice Beam
Mamoswine (Shadow),76.7,ice,ground,137.9,85.5,137,1614801,16,Powder Snow,Avalanche,Bulldoze
Archeops,76.6,rock,flying,162.8,80.3,105,1372743,16.5,Wing Attack,Dragon Claw,Crunch
Dodrio,76.6,normal,flying,145.4,99.3,106,1530767,23,Feint Attack,Brave Bird,Drill Peck
Kricketune,76.6,bug,none,128.5,87.2,154,1726723,38,Fury Cutter,X-Scissor,Aerial Ace
Porygon2,76.6,normal,none,123.4,116.7,125,1800342,20.5,Lock On,Tri Attack,Solar Beam
Serperior,76.6,grass,none,109.9,142.7,128,2007750,24,Vine Whip,Grass Knot,Aerial Ace
Scyther,76.4,bug,flying,136.7,110.1,109,1640076,20.5,Fury Cutter,Night Slash,X-Scissor
Bibarel,76,normal,water,125.4,95.9,149,1792338,31,Water Gun,Surf,Hyper Fang
Jumpluff,76,grass,flying,97.7,152.4,153,2279378,38.5,Bullet Seed,Aerial Ace,Energy Ball
Magmar,76,fire,none,135.2,105.7,114,1628984,23,Karate Chop,Fire Punch,Return
Mamoswine,76,ice,ground,137.9,85.5,137,1614801,16,Powder Snow,Avalanche,Bulldoze
Swalot,75.9,poison,none,104.8,122.7,166,2134710,28.5,Infestation,Sludge Bomb,Ice Beam
Charmeleon (Shadow),75.7,fire,none,128.8,106.7,127,1745457,40,Ember,Fire Punch,Flamethrower
Emolga,75.7,electric,flying,128.1,110.2,123,1735695,37.5,Thunder Shock,Discharge,Aerial Ace
Gligar,75.6,ground,flying,109.9,146.8,126,2033533,31,Wing Attack,Night Slash,Dig
Cryogonal,75.5,ice,none,116.8,136.9,119,1902125,19.5,Ice Shard,Night Slash,Aurora Beam
Electrode,75.5,electric,none,124.7,126.7,114,1800418,26,Volt Switch,Foul Play,Thunderbolt
Heracross,75.5,bug,fighting,135.2,108.4,112,1642084,17.5,Counter,Close Combat,Megahorn
Golduck (Shadow),75.4,water,none,125.6,110.2,128,1771088,23,Confusion,Cross Chop,Ice Beam
Minun,75.4,electric,none,118,127.3,126,1891708,37.5,Spark,Thunderbolt,Grass Knot
Porygon-Z (Shadow),75.4,normal,none,149.2,87.4,115,1499247,16.5,Lock On,Tri Attack,Zap Cannon
Ariados,75.3,bug,poison,126.4,101.2,139,1777881,32,Poison Sting,Megahorn,Cross Poison
Armaldo,75.3,rock,bug,135.7,108.9,112,1654542,19,Fury Cutter,Rock Blast,Cross Poison
Glaceon,75.3,ice,none,137.7,121.3,97,1620249,18,Ice Shard,Avalanche,Icy Wind
Servine,75.3,grass,none,108.3,132,134,1914811,40,Vine Whip,Grass Knot,Leaf Tornado
Farfetch'd,75.1,normal,flying,109.9,102.7,123,1388185,40,Fury Cutter,Leaf Blade,Aerial Ace
Rotom (Wash),74.9,electric,water,131,141.6,92,1705995,22,Thunder Shock,Thunderbolt,Hydro Pump
Fraxure,74.6,dragon,none,144.9,89.5,118,1530783,25,Dragon Tail,Dragon Claw,Night Slash
Chandelure,74.5,ghost,fire,153.7,106.9,89,1461411,17,Incinerate,Shadow Ball,Flame Charge
Litleo (XL),74.5,fire,normal,121.1,106.1,144,1850202,49,Ember,Crunch,Flame Charge
Seismitoad,74.4,water,ground,121.6,99.6,152,1840677,22,Mud Shot,Earth Power,Sludge Bomb
Exeggutor (Alolan),74.2,grass,dragon,135,96,127,1645404,18.5,Bullet Seed,Seed Bomb,Dragon Pulse
Leafeon,74.2,grass,none,128.7,132.8,101,1725483,19,Quick Attack,Leaf Blade,Last Resort
Porygon-Z,74.2,normal,none,149.2,87.4,115,1499247,16.5,Lock On,Tri Attack,Zap Cannon
Weepinbell,74.2,grass,poison,142.2,81.8,135,1570253,35.5,Bullet Seed,Power Whip,Seed Bomb
Misdreavus,73.8,ghost,none,124.4,119.5,120,1783517,28,Hex,Dark Pulse,Ominous Wind
Tentacruel,73.8,water,poison,110.7,143.1,127,2012706,23.5,Poison Jab,Acid Spray,Hydro Pump
Milotic,73.5,water,none,113.2,132.7,130,1953018,18.5,Waterfall,Surf,Blizzard
Omanyte,73.4,rock,water,132.8,131.2,97,1689558,40,Mud Shot,Rock Blast,Brine
Wailord,73.4,water,none,118.5,66.8,235,1858149,24,Water Gun,Surf,Blizzard
