Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Mamoswine,88.2,ice,ground,207.1,127.2,203,5348194,40,Powder Snow,Avalanche,Bulldoze,6,8,3,50000
Landorus (Incarnate),88.1,ground,flying,218.1,155.7,173,5874966,40,Mud Shot,Rock Slide,Earth Power,5,7,20,100000
Mamoswine (Shadow),88,ice,ground,207.1,127.2,203,5348194,40,Powder Snow,Avalanche,Bulldoze,6,8,3,50000
Togekiss,88,fairy,flying,189.7,183.3,168,5842416,40,Charm,Ancient Power,Flamethrower,8,10,3,50000
Ho-Oh (Shadow),87.9,fire,flying,200.7,204.7,180,7395882,40,Incinerate,Brave Bird,Earthquake,3,4,20,100000
Mewtwo (Shadow),87.6,psychic,none,248.9,155.7,180,6976430,40,Psycho Cut,Psystrike,Ice Beam,5,7,20,100000
Meloetta (Aria),87.5,normal,psychic,209.4,189.7,189,7507631,40,Confusion,Psyshock,Thunderbolt,4,5,20,100000
Zapdos,87.4,electric,flying,211.8,158.1,175,5858505,40,Thunder Shock,Drill Peck,Thunderbolt,5,7,20,100000
Dragonite,87.3,dragon,flying,219.7,168.3,177,6546085,40,Dragon Breath,Dragon Claw,Hurricane,12,22,5,75000
Snorlax,86.7,normal,none,162,145.4,272,6408030,40,Lick,Body Slam,Earthquake,12,22,5,75000
Landorus (Therian),86.5,ground,flying,240.3,153.3,173,6372435,40,Mud Shot,Superpower,Stone Edge,5,7,20,100000
Giratina (Altered),86.3,ghost,dragon,159.6,189.7,236,7145927,40,Shadow Claw,Dragon Claw,Shadow Sneak,5,6,20,100000
Metagross,86.2,steel,psychic,215,192,162,6687660,40,Bullet Punch,Meteor Mash,Earthquake,8,10,5,75000
Sylveon,86.2,fairy,none,172.3,173.9,182,5451733,40,Charm,Moonblast,Psyshock,10,8,5,75000
Swampert,85,water,ground,176.2,150.2,189,5001546,40,Mud Shot,Hydro Cannon,Earthquake,5,8,3,10000
Kyogre,84.5,water,none,225.2,192,173,7483094,40,Waterfall,Surf,Blizzard,5,10,20,100000
Swampert (Shadow),84.5,water,ground,176.2,150.2,189,5001546,40,Mud Shot,Hydro Cannon,Earthquake,5,8,3,10000
Raikou (Shadow),84.2,electric,none,202.3,166,175,5875993,40,Volt Switch,Wild Charge,Shadow Ball,3,4,20,100000
Raikou,84.1,electric,none,202.3,166,175,5875993,40,Volt Switch,Wild Charge,Shadow Ball,3,4,20,100000
Regirock,83.9,rock,none,153.3,256.1,162,6359833,40,Lock On,Stone Edge,Focus Blast,11,15,20,100000
Mew,83.5,psychic,none,177.8,177.8,189,5976003,40,Shadow Claw,Psyshock,Focus Blast,6,10,20,100000
Gardevoir (Shadow),83.2,psychic,fairy,199.2,166,145,4792607,40,Charm,Synchronoise,Shadow Ball,9,10,5,75000
Metagross (Shadow),83.1,steel,psychic,215,192,162,6687660,40,Bullet Punch,Meteor Mash,Earthquake,8,10,5,75000
Zapdos (Shadow),83.1,electric,flying,211.8,158.1,175,5858505,40,Thunder Shock,Drill Peck,Thunderbolt,5,7,20,100000
Excadrill,82.8,ground,steel,213.4,113.8,203,4929539,40,Mud Shot,Drill Run,Rock Slide,5,5,3,50000
Rhyperior,82.4,ground,rock,202.3,162,210,6883306,40,Mud Slap,Rock Wrecker,Surf,7,5,3,50000
Gyarados,82.3,water,flying,199.2,158.9,182,5757739,40,Dragon Breath,Aqua Tail,Crunch,12,15,1,10000
Magnezone (Shadow),82.2,electric,steel,199.9,173.9,147,5110278,40,Spark,Wild Charge,Mirror Shot,6,5,3,50000
Regice,81.7,ice,none,153.3,256.1,162,6359833,40,Lock On,Blizzard,Earthquake,15,13,20,100000
Latios,81.5,dragon,psychic,223.7,179.4,162,6499969,40,Dragon Breath,Dragon Claw,Psychic,12,19,20,100000
Heatran,80.2,fire,steel,210.2,180.2,177,6704613,40,Fire Spin,Flamethrower,Iron Head,6,5,20,100000
Articuno (Shadow),80,ice,flying,163.6,198.4,175,5678924,40,Ice Shard,Icy Wind,Hurricane,5,7,20,100000
Kyurem,79.4,dragon,ice,206.3,146.2,205,6182300,40,Dragon Breath,Dragon Claw,Blizzard,12,25,20,100000
Articuno,79.2,ice,flying,163.6,198.4,175,5678924,40,Ice Shard,Icy Wind,Hurricane,5,7,20,100000
Machamp (Shadow),79,fighting,none,196.8,137.5,175,4735552,40,Counter,Cross Chop,Rock Slide,5,7,3,50000
Goodra,78.8,dragon,none,185.7,203.1,175,6601202,40,Dragon Breath,Muddy Water,Draco Meteor,12,22,5,75000
Glaceon,77.6,ice,none,199.9,173.9,140,4866931,40,Ice Shard,Avalanche,Icy Wind,5,5,5,75000
Rayquaza,77.4,dragon,flying,236.3,146.2,180,6218697,40,Dragon Tail,Outrage,Aerial Ace,7,5,20,100000
Magnezone,76.9,electric,steel,199.9,173.9,147,5110278,40,Spark,Wild Charge,Mirror Shot,6,5,3,50000
Moltres,76.8,fire,flying,210.2,154.9,175,5698489,40,Fire Spin,Sky Attack,Overheat,5,6,20,100000
Heracross,76.6,bug,fighting,196.8,153.3,162,4887650,40,Counter,Close Combat,Rock Blast,7,6,3,50000
Virizion,76.6,grass,fighting,163.6,192.8,177,5583640,40,Quick Attack,Leaf Blade,Close Combat,5,7,20,100000
Thundurus (Incarnate),76.2,electric,flying,222.1,141.5,160,5026472,40,Thunder Shock,Crunch,Thunder,5,7,20,100000
Milotic,76,water,none,163.6,184.9,182,5506068,40,Dragon Tail,Surf,Blizzard,5,9,5,75000
Porygon-Z,75.8,normal,none,220.5,130.4,168,4830381,40,Lock On,Tri Attack,Blizzard,10,15,3,50000
Genesect (Douse),75.6,bug,steel,211,169.1,149,5317350,40,Fury Cutter,X-Scissor,Techno Blast (Douse),9,14,20,100000
Entei,74.9,fire,none,197.6,147,210,6098966,40,Fire Spin,Flame Charge,Iron Head,5,5,20,100000
Hydreigon,74.8,dark,dragon,214.2,160.4,178,6116026,40,Dragon Breath,Dark Pulse,Dragon Pulse,17,20,5,75000
Darkrai,74.6,dark,none,237.1,168.3,147,5866812,40,Snarl,Dark Pulse,Focus Blast,4,6,20,100000
Conkeldurr,74.5,fighting,none,203.9,136.7,195,5436062,40,Counter,Dynamic Punch,Stone Edge,8,8,5,75000
Registeel,74.5,steel,none,124.9,237.1,162,4795980,40,Lock On,Focus Blast,Flash Cannon,15,14,20,100000
Tyranitar,74.4,rock,dark,210.2,175.4,189,6970764,40,Smack Down,Crunch,Stone Edge,6,7,5,75000
Cobalion,74.3,steel,fighting,163.6,192.8,177,5583640,40,Metal Claw,Sacred Sword,Stone Edge,6,10,20,100000
Entei (Shadow),74.3,fire,none,197.6,147,210,6098966,40,Fire Spin,Flame Charge,Iron Head,5,5,20,100000
Machamp,74.3,fighting,none,196.8,137.5,175,4735552,40,Counter,Cross Chop,Rock Slide,5,7,3,50000
Jirachi,74.1,steel,psychic,177.8,177.8,189,5976003,40,Confusion,Doom Desire,Psychic,4,5,20,100000
Obstagoon,74,dark,normal,154.1,165.2,179,4556359,40,Counter,Night Slash,Cross Chop,5,5,3,10000
Mewtwo (Armored),73.9,psychic,none,155.7,231.6,180,6489188,40,Confusion,Psystrike,Dynamic Punch,4,5,20,100000
Tyranitar (Shadow),73.8,rock,dark,210.2,175.4,189,6970764,40,Smack Down,Crunch,Stone Edge,6,7,5,75000
Gengar,73.7,ghost,poison,218.1,129.6,134,3788277,40,Shadow Claw,Shadow Ball,Shadow Punch,7,5,3,50000
Pangoro,73.4,fighting,dark,190.5,127.2,182,4410606,40,Snarl,Close Combat,Night Slash,4,3,3,50000
Regigigas,73.4,normal,none,238.7,177.8,186,7893805,40,Hidden Power (Ice),Thunder,Focus Blast,8,10,20,100000
Krookodile,73.3,ground,dark,192.8,136.7,182,4798343,40,Snarl,Crunch,Earthquake,4,5,5,75000
Escavalier,73.2,bug,steel,188.1,159.6,147,4413973,40,Counter,Drill Run,Megahorn,7,8,3,50000
Gyarados (Shadow),73.1,water,flying,199.2,158.9,182,5757739,40,Waterfall,Aqua Tail,Crunch,5,6,1,10000
Electivire,72.9,electric,none,208.6,140.7,154,4519898,40,Thunder Shock,Wild Charge,Ice Punch,5,5,5,75000
Ursaring (Shadow),72.9,normal,none,198.4,125.7,175,4362072,40,Shadow Claw,Close Combat,Play Rough,6,8,3,50000
Porygon-Z (Shadow),72.8,normal,none,220.5,130.4,168,4830381,40,Lock On,Tri Attack,Blizzard,10,15,3,50000
Electivire (Shadow),72.7,electric,none,208.6,140.7,154,4519898,40,Thunder Shock,Wild Charge,Ice Punch,5,5,5,75000
Genesect,72.5,bug,steel,211,169.1,149,5317350,40,Fury Cutter,X-Scissor,Magnet Bomb,9,12,20,100000
Genesect (Burn),72.5,bug,steel,211,169.1,149,5317350,40,Fury Cutter,X-Scissor,Magnet Bomb,9,12,20,100000
Sirfetch'd,72.4,fighting,none,207.8,150.9,136,4266895,40,Counter,Close Combat,Leaf Blade,7,5,3,50000
Gardevoir,72.2,psychic,fairy,199.2,166,145,4792607,40,Charm,Synchronoise,Shadow Ball,9,10,5,75000
Charizard,71.4,fire,flying,188.1,148.6,158,4415459,40,Dragon Breath,Blast Burn,Dragon Claw,17,12,3,10000
Lapras,71.4,water,ice,142.3,149.4,230,4887043,40,Ice Shard,Surf,Ice Beam,4,6,5,75000
Suicune,71.3,water,none,154.1,197.6,189,5754670,40,Snarl,Ice Beam,Hydro Pump,5,6,20,100000
Haxorus,71.2,dragon,none,236.3,147.8,156,5447803,40,Counter,Dragon Claw,Night Slash,5,5,5,75000
Hariyama,71.1,fighting,none,177,101.9,250,4511923,40,Counter,Close Combat,Heavy Slam,7,8,3,50000
Lapras (Shadow),71,water,ice,142.3,149.4,230,4887043,40,Ice Shard,Surf,Ice Beam,4,6,5,75000
Weavile (Shadow),71,dark,ice,203.9,147,147,4405893,40,Snarl,Avalanche,Focus Blast,4,6,3,50000
Moltres (Shadow),70.9,fire,flying,210.2,154.9,175,5698489,40,Fire Spin,Sky Attack,Overheat,5,6,20,100000
Roserade,70.7,grass,poison,203.9,158.1,134,4318555,40,Poison Jab,Weather Ball (Fire),Grass Knot,5,8,3,50000
Scizor (Shadow),70.6,bug,steel,198.4,154.9,147,4516803,40,Bullet Punch,Night Slash,Iron Head,5,8,5,75000
Nidoqueen,70.2,poison,ground,154.1,148.6,175,4006955,40,Poison Jab,Poison Fang,Earth Power,5,8,3,50000
Gallade,70.1,psychic,fighting,199.2,166,145,4792607,40,Confusion,Close Combat,Leaf Blade,4,3,5,75000
Hariyama (Shadow),70.1,fighting,none,177,101.9,250,4511923,40,Counter,Close Combat,Superpower,7,6,3,50000
Suicune (Shadow),70.1,water,none,154.1,197.6,189,5754670,40,Snarl,Ice Beam,Hydro Pump,5,6,20,100000
Darmanitan (Standard),70,fire,none,219.7,101.9,195,4367703,40,Incinerate,Rock Slide,Overheat,3,3,3,50000
Hippowdon,69.6,ground,none,170.7,162.8,200,5558210,40,Ice Fang,Weather Ball (Rock),Body Slam,7,7,3,50000
Latias,69.6,dragon,psychic,192,206.3,162,6417203,40,Dragon Breath,Outrage,Psychic,20,19,20,100000
Cresselia,69.4,psychic,none,132,215.8,217,6179066,40,Psycho Cut,Grass Knot,Future Sight,6,8,20,100000
Tangrowth,69.4,grass,none,175.4,157.3,189,5214970,40,Vine Whip,Power Whip,Rock Slide,7,6,3,50000
Salamence,69.2,dragon,flying,230.8,144.6,182,6074203,40,Dragon Tail,Outrage,Hydro Pump,7,9,5,75000
Sandslash (Alolan),69.2,ice,steel,151.7,166,154,3878156,40,Powder Snow,Ice Punch,Blizzard,5,10,3,50000
Gallade (Shadow),68.9,psychic,fighting,199.2,166,145,4792607,40,Confusion,Close Combat,Leaf Blade,4,3,5,75000
Salamence (Shadow),68.9,dragon,flying,230.8,144.6,182,6074203,40,Dragon Tail,Outrage,Hydro Pump,7,9,5,75000
Beartic,68.7,ice,none,196,132,182,4707860,40,Powder Snow,Ice Punch,Surf,5,5,3,50000
Blaziken,68.7,fire,fighting,201.5,123.3,162,4024980,40,Counter,Blaze Kick,Blast Burn,6,8,3,10000
Chesnaught,68.5,grass,fighting,170.7,173.1,173,5111260,40,Vine Whip,Superpower,Energy Ball,5,7,3,10000
Muk (Alolan),68.4,poison,dark,162,147.8,195,4668894,40,Poison Jab,Dark Pulse,Sludge Wave,8,10,3,50000
Steelix,68.3,steel,ground,128.8,226.8,154,4499603,40,Dragon Tail,Crunch,Earthquake,5,8,5,75000
Ursaring,68.2,normal,none,198.4,125.7,175,4362072,40,Shadow Claw,Close Combat,Return,6,9,3,50000
Charizard (Shadow),67.9,fire,flying,188.1,148.6,158,4415459,40,Fire Spin,Blast Burn,Dragon Claw,5,4,3,10000
Braviary,67.8,normal,flying,195.2,132,189,4869218,40,Air Slash,Brave Bird,Close Combat,7,5,5,75000
Magmortar,67.6,fire,none,207.1,147.8,154,4712459,40,Karate Chop,Fire Punch,Thunderbolt,5,7,5,75000
Venusaur,67.6,grass,poison,168.3,161.2,162,4396517,40,Vine Whip,Frenzy Plant,Sludge Bomb,6,7,3,10000
Celebi,67.4,psychic,grass,177.8,177.8,189,5976003,40,Confusion,Seed Bomb,Psychic,4,5,20,100000
Tangrowth (Shadow),67.3,grass,none,175.4,157.3,189,5214970,40,Vine Whip,Power Whip,Rock Slide,7,6,3,50000
Terrakion,67.2,rock,fighting,217.3,163.6,177,6293037,40,Smack Down,Close Combat,Rock Slide,6,6,20,100000
Victini,67,psychic,fire,177.8,177.8,189,5976003,40,Confusion,V-Create,Psychic,4,5,20,100000
Gliscor,66.9,ground,flying,158.1,187.3,154,4559141,40,Wing Attack,Night Slash,Earthquake,5,10,5,75000
Chandelure,66.8,ghost,fire,226,155.7,134,4715427,40,Incinerate,Shadow Ball,Flame Charge,3,3,5,75000
Weavile,66.8,dark,ice,203.9,147,147,4405893,40,Snarl,Avalanche,Focus Blast,4,6,3,50000
Venusaur (Shadow),66.7,grass,poison,168.3,161.2,162,4396517,40,Vine Whip,Frenzy Plant,Sludge Bomb,6,7,3,10000
Vaporeon,66.3,water,none,173.9,139.1,230,5562207,40,Water Gun,Aqua Tail,Last Resort,12,19,5,75000
Gigalith,66.2,rock,none,190.5,170.7,168,5462155,40,Smack Down,Rock Slide,Superpower,6,5,3,50000
Nidoqueen (Shadow),66.2,poison,ground,154.1,148.6,175,4006955,40,Poison Jab,Poison Fang,Earth Power,5,8,3,50000
Ampharos,66,electric,none,178.6,145.4,175,4545151,40,Volt Switch,Thunder Punch,Zap Cannon,3,5,5,75000
Golem,65.7,rock,ground,178.6,168.3,162,4870651,40,Mud Shot,Stone Edge,Earthquake,7,8,1,10000
Ninetales (Alolan),65.6,ice,fairy,146.2,164.4,151,3629075,40,Powder Snow,Weather Ball (Ice),Psyshock,5,6,3,50000
Cryogonal,65.5,ice,none,162,184.1,162,4832911,40,Ice Shard,Night Slash,Aurora Beam,4,6,5,75000
Lickilicky,65.5,normal,none,139.1,154.9,203,4373698,40,Lick,Body Slam,Shadow Ball,12,19,3,50000
Muk (Shadow),65.4,poison,none,162,147.8,195,4668894,40,Poison Jab,Thunder Punch,Dark Pulse,6,8,3,50000
Golem (Alolan),65.3,rock,electric,178.6,168.3,162,4870651,40,Volt Switch,Wild Charge,Stone Edge,3,4,1,10000
Empoleon,65.1,water,steel,177.8,158.9,167,4717143,40,Waterfall,Hydro Cannon,Flash Cannon,5,9,3,10000
Stoutland,65,normal,none,174.7,155.7,168,4568270,40,Lick,Wild Charge,Crunch,15,15,1,10000
Typhlosion,64.7,fire,none,188.1,148.6,158,4415459,40,Incinerate,Blast Burn,Solar Beam,3,4,3,10000
Clefable,64.6,fairy,none,152.5,139.9,182,3883166,40,Charm,Moonblast,Meteor Mash,10,9,1,10000
Abomasnow (Shadow),64.5,grass,ice,152.5,136.7,175,3649433,40,Powder Snow,Weather Ball (Ice),Energy Ball,5,7,3,50000
Bisharp,64.5,dark,steel,195.2,150.9,140,4125175,40,Snarl,Dark Pulse,X-Scissor,4,3,5,75000
Gliscor (Shadow),64.4,ground,flying,158.1,187.3,154,4559141,40,Fury Cutter,Night Slash,Earthquake,9,17,5,75000
Abomasnow,63.9,grass,ice,152.5,136.7,175,3649433,40,Powder Snow,Weather Ball (Ice),Energy Ball,5,7,3,50000
Seismitoad,63.7,water,ground,160.4,130.4,195,4079421,40,Mud Shot,Earth Power,Muddy Water,7,4,3,50000
Ampharos (Shadow),63.5,electric,none,178.6,145.4,175,4545151,40,Volt Switch,Thunder Punch,Zap Cannon,3,5,5,75000
Porygon2,63.5,normal,none,168.3,154.1,168,4358203,40,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Thundurus (Therian),63.4,electric,flying,245,139.1,160,5452282,40,Volt Switch,Thunderbolt,Focus Blast,4,5,20,100000
Donphan,63.2,ground,none,181,158.1,175,5005961,40,Counter,Earthquake,Heavy Slam,10,8,3,50000
Aggron,63.1,steel,rock,168.3,215,147,5319243,40,Smack Down,Stone Edge,Heavy Slam,7,7,1,10000
Darmanitan (Galarian),63,ice,none,219.7,101.9,195,4367703,40,Ice Fang,Avalanche,Superpower,9,8,3,50000
Muk,63,poison,none,162,147.8,195,4668894,40,Poison Jab,Thunder Punch,Dark Pulse,6,8,3,50000
Alakazam,62.9,psychic,none,226,143.8,127,4128812,40,Counter,Fire Punch,Shadow Ball,6,8,3,50000
Cloyster,62.9,water,ice,158.9,214.2,120,4082541,40,Ice Shard,Avalanche,Hydro Pump,5,8,3,50000
Arcanine,62.6,fire,none,191.3,143,175,4787579,40,Snarl,Wild Charge,Crunch,4,4,3,50000
Feraligatr,62.6,water,none,173.9,160.4,168,4686105,40,Water Gun,Hydro Cannon,Crunch,14,15,3,10000
Luxray,62.6,electric,none,195.2,135.1,162,4273582,40,Spark,Wild Charge,Crunch,6,6,5,75000
Aggron (Shadow),62.5,steel,rock,168.3,215,147,5319243,40,Smack Down,Stone Edge,Heavy Slam,7,7,1,10000
Rhydon,62.4,ground,rock,187.3,147,195,5368833,40,Mud Slap,Stone Edge,Surf,7,5,3,50000
Delphox,62.1,fire,psychic,193.6,161.2,154,4807297,40,Fire Spin,Flame Charge,Psychic,5,6,3,10000
Pinsir (Shadow),62,bug,none,199.9,155.7,140,4358116,40,Fury Cutter,Close Combat,X-Scissor,12,9,5,75000
Alakazam (Shadow),61.9,psychic,none,226,143.8,127,4128812,40,Counter,Fire Punch,Shadow Ball,6,8,3,50000
Scizor,61.9,bug,steel,198.4,154.9,147,4516803,40,Fury Cutter,Night Slash,X-Scissor,9,9,5,75000
Porygon2 (Shadow),61.7,normal,none,168.3,154.1,168,4358203,40,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Exeggutor (Alolan),61.5,grass,dragon,193.6,132.8,182,4678760,40,Dragon Tail,Seed Bomb,Dragon Pulse,5,7,3,50000
Aromatisse,61.4,fairy,none,148.6,130.4,190,3681115,40,Charm,Moonblast,Thunderbolt,10,10,3,50000
Slaking,61.3,normal,none,241,143,236,8137189,40,Yawn,Body Slam,Earthquake,3,6,5,75000
Klinklang,61,steel,none,169.1,181,134,4101456,40,Thunder Shock,Mirror Shot,Zap Cannon,4,9,5,75000
Arcanine (Shadow),60.8,fire,none,191.3,143,175,4787579,40,Snarl,Wild Charge,Crunch,4,4,3,50000
Magmortar (Shadow),60.8,fire,none,207.1,147.8,154,4712459,40,Karate Chop,Fire Punch,Thunderbolt,5,7,5,75000
Stunfisk (Galarian),60.8,ground,steel,125.7,147,201,3712702,40,Mud Shot,Rock Slide,Earthquake,5,8,5,75000
Cloyster (Shadow),60.7,water,ice,158.9,214.2,120,4082541,40,Ice Shard,Avalanche,Hydro Pump,5,8,3,50000
Lucario,60.7,fighting,steel,198.4,125.7,147,3664141,40,Counter,Power-Up Punch,Shadow Ball,5,8,5,75000
Meganium,60.4,grass,none,144.6,171.5,162,4017999,40,Vine Whip,Frenzy Plant,Earthquake,6,9,3,10000
Flygon,60.3,ground,dragon,173.9,144.6,162,4073547,40,Mud Shot,Dragon Claw,Earth Power,4,7,5,75000
Piloswine,60.3,ice,ground,154.9,120.9,189,3539919,40,Powder Snow,Avalanche,Stone Edge,6,7,3,50000
Mr. Rime,60.2,ice,psychic,179.4,153.3,162,4455809,40,Ice Shard,Icy Wind,Ice Punch,5,4,5,75000
Leafeon,60,grass,none,182.6,184.9,140,4726502,40,Bullet Seed,Leaf Blade,Last Resort,3,5,5,75000
Drapion (Shadow),59.8,poison,dark,154.1,171.5,147,3885041,40,Poison Sting,Crunch,Aqua Tail,5,4,5,75000
Emboar,59.8,fire,fighting,197.6,112.2,203,4500993,40,Ember,Blast Burn,Rock Slide,9,8,3,10000
Granbull (Shadow),59.8,fairy,none,179.4,115.4,175,3622436,40,Snarl,Close Combat,Crunch,4,4,3,50000
Skuntank,59.8,poison,dark,157.3,116.2,193,3526239,40,Poison Jab,Crunch,Sludge Bomb,7,8,3,50000
Xerneas,59.8,fairy,none,209.4,158.1,206,6819100,40,Tackle,Close Combat,Moonblast,23,30,20,100000
Piloswine (Shadow),59.5,ice,ground,154.9,120.9,189,3539919,40,Powder Snow,Avalanche,Stone Edge,6,7,3,50000
Crobat,59.2,poison,flying,165.2,152.5,168,4232499,40,Air Slash,Cross Poison,Shadow Ball,4,7,1,10000
Bouffalant,58.9,normal,none,166,155.7,182,4702631,40,Mud Shot,Stomp,Megahorn,5,7,3,50000
Tornadus (Therian),58.5,flying,none,199.9,161.2,160,5157683,40,Gust,Hurricane,Psychic,6,5,20,100000
Blastoise,58.3,water,none,147,175.4,160,4126386,40,Water Gun,Hydro Cannon,Ice Beam,14,19,3,10000
Pyroar,58.3,fire,normal,186.5,129.6,169,4085324,40,Fire Fang,Flame Charge,Dark Pulse,10,10,3,10000
Staraptor,58.3,normal,flying,196.8,122.5,168,4049714,40,Wing Attack,Brave Bird,Close Combat,8,7,1,10000
Torterra,58.3,grass,ground,171.5,160.4,182,5007387,40,Razor Leaf,Frenzy Plant,Stone Edge,12,14,3,10000
Blastoise (Shadow),58.2,water,none,147,175.4,160,4126386,40,Water Gun,Hydro Cannon,Ice Beam,14,19,3,10000
Drapion,58,poison,dark,154.1,171.5,147,3885041,40,Poison Sting,Crunch,Aqua Tail,5,4,5,75000
Stunfisk,57.9,ground,electric,125.7,147,201,3712702,40,Mud Shot,Mud Bomb,Discharge,5,5,5,75000
Torterra (Shadow),57.8,grass,ground,171.5,160.4,182,5007387,40,Razor Leaf,Frenzy Plant,Stone Edge,12,14,3,10000
Flareon,57.5,fire,none,206.3,153.3,140,4427456,40,Fire Spin,Superpower,Flamethrower,4,6,5,75000
Golurk,57.4,ground,ghost,187.3,133.6,173,4327780,40,Mud Slap,Shadow Punch,Dynamic Punch,5,7,5,75000
Drifblim,57.3,ghost,flying,154.1,92.5,258,3676412,40,Hex,Icy Wind,Shadow Ball,4,5,5,75000
Honchkrow (Shadow),57.3,dark,flying,203.9,93.3,189,3593747,40,Snarl,Brave Bird,Sky Attack,5,4,3,50000
Gastrodon (East),56.8,water,ground,145.4,124.9,204,3704154,40,Mud Slap,Body Slam,Earth Power,5,7,3,50000
Gastrodon (West),56.8,water,ground,145.4,124.9,204,3704154,40,Mud Slap,Body Slam,Earth Power,5,7,3,50000
Flygon (Shadow),56.7,ground,dragon,173.9,144.6,162,4073547,40,Mud Shot,Dragon Claw,Earth Power,4,7,5,75000
Barbaracle,56.6,rock,water,165.2,173.9,150,4307688,40,Fury Cutter,Stone Edge,Cross Chop,14,9,3,50000
Skuntank (Shadow),56.6,poison,dark,157.3,116.2,193,3526239,40,Poison Jab,Crunch,Sludge Bomb,7,8,3,50000
Staraptor (Shadow),56.5,normal,flying,196.8,122.5,168,4049714,40,Wing Attack,Brave Bird,Close Combat,8,7,1,10000
Samurott,56.1,water,none,179.4,135.9,182,4438229,40,Fury Cutter,Hydro Cannon,Razor Shell,10,9,3,10000
Granbull,56,fairy,none,179.4,115.4,175,3622436,40,Snarl,Close Combat,Crunch,4,4,3,50000
Pinsir,56,bug,none,199.9,155.7,140,4358116,40,Fury Cutter,Close Combat,X-Scissor,12,9,5,75000
Jolteon,55.9,electric,none,195.2,155.7,140,4254761,40,Volt Switch,Discharge,Last Resort,3,4,5,75000
Greedent,55.8,normal,none,138.3,135.1,217,4055813,40,Bullet Seed,Body Slam,Crunch,3,4,1,10000
Scrafty,55.7,dark,fighting,140.7,187.3,140,3688760,40,Counter,Foul Play,Power-Up Punch,7,5,3,50000
Archeops,55.6,rock,flying,242.6,121.7,154,4547407,40,Wing Attack,Dragon Claw,Crunch,5,7,5,75000
Crobat (Shadow),55.4,poison,flying,165.2,152.5,168,4232499,40,Air Slash,Cross Poison,Shadow Ball,4,7,1,10000
Mandibuzz,55.3,dark,flying,113.8,173.9,203,4016661,40,Snarl,Foul Play,Aerial Ace,4,4,5,75000
Cofagrigus,55.2,ghost,none,140.7,199.2,131,3670082,40,Shadow Claw,Shadow Ball,Dark Pulse,7,7,3,50000
Blissey,55.1,normal,none,113.8,145.4,403,6669132,40,Pound,Psychic,Hyper Beam,14,20,5,75000
Kingdra (Shadow),54.6,water,dragon,165.2,165.2,154,4201431,40,Dragon Breath,Outrage,Octazooka,20,17,3,50000
Houndoom,54.5,dark,fire,188.9,125.7,154,3655104,40,Snarl,Crunch,Flamethrower,4,5,3,50000
