Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Nosepass,86.4,rock,none,51.4,136.5,69,484350,21,Spark,Rock Slide,Thunderbolt,6,7,3,50000
Onix,86.1,rock,ground,51,136.6,70,487694,18,Rock Throw,Rock Slide,Sand Tomb,9,8,5,75000
Mareep (Shadow),85.9,electric,none,70.2,54.3,93,354288,19.5,Thunder Shock,Body Slam,Discharge,4,5,5,75000
Venonat,85.8,bug,poison,61.3,66.1,99,401260,19.5,Bug Bite,Poison Fang,Signal Beam,12,19,3,50000
Chikorita (Shadow),85.7,grass,none,59.5,84.9,83,418811,21.5,Vine Whip,Body Slam,Grass Knot,5,7,3,10000
Vulpix (Alolan),85.7,ice,none,64,77.3,79,390846,22.5,Powder Snow,Weather Ball (Ice),Dark Pulse,5,7,3,50000
Wooper (Shadow),85.7,water,ground,59.7,60.5,116,418656,34,Mud Shot,Body Slam,Mud Bomb,4,5,3,50000
Tyrunt,85.6,rock,dragon,73.8,62.1,73,334613,11.5,Dragon Tail,Dragon Claw,Ancient Power,4,5,5,75000
Grimer (Alolan),85.4,poison,dark,70,51.5,99,356693,14,Poison Jab,Crunch,Sludge Bomb,7,8,3,50000
Ledyba,85.4,bug,flying,53.7,91.2,94,460498,28,Bug Bite,Aerial Ace,Silver Wind,15,15,1,10000
Seel,85.4,water,none,53.8,80.4,106,458992,20.5,Lick,Aqua Tail,Icy Wind,12,15,3,50000
Igglybuff,85.3,normal,fairy,60.7,37.7,180,412294,46,Feint Attack,Body Slam,Shadow Ball,6,10,1,10000
Mareep,85,electric,none,70.2,54.3,93,354288,19.5,Thunder Shock,Body Slam,Discharge,4,5,5,75000
Stunky (Shadow),84.9,poison,dark,69.5,57,91,360128,16.5,Bite,Crunch,Sludge Bomb,23,25,3,50000
Amaura,84.8,rock,ice,64.5,62,96,383687,14,Powder Snow,Weather Ball (Ice),Thunderbolt,5,7,5,75000
Gligar (Shadow),84.8,ground,flying,63.4,82.4,75,391598,10,Wing Attack,Night Slash,Aerial Ace,5,7,5,75000
Sandshrew (Alolan),84.8,ice,steel,67.1,72.7,76,371236,14.5,Powder Snow,Night Slash,Blizzard,5,10,3,50000
Hoothoot,84.7,normal,flying,52.4,73.8,123,475341,31,Feint Attack,Sky Attack,Night Shade,8,10,1,10000
Chinchou,84.3,water,electric,62.3,60.1,107,400749,18,Spark,Thunderbolt,Bubble Beam,7,5,3,50000
Dewpider,84.3,water,bug,54.7,90.6,92,455944,29,Bug Bite,Bubble Beam,Mirror Coat,14,19,3,50000
Croagunk,84.2,poison,fighting,72.9,53.2,88,341007,20,Poison Jab,Sludge Bomb,Brick Break,8,5,3,50000
Snorunt,83.9,ice,none,62.7,66.5,95,396502,22.5,Powder Snow,Avalanche,Shadow Ball,6,7,3,50000
Chikorita,83.8,grass,none,59.5,84.9,83,418811,21.5,Vine Whip,Body Slam,Grass Knot,5,7,3,10000
Grimer,83.7,poison,none,69,52.5,99,358424,14,Poison Jab,Mud Bomb,Sludge Bomb,6,8,3,50000
Wooper,83.5,water,ground,59.7,60.5,116,418656,34,Mud Shot,Body Slam,Mud Bomb,4,5,3,50000
Nidoran Male (Shadow),83.2,poison,none,69.1,57.7,89,354451,22.5,Poison Sting,Body Slam,Sludge Bomb,4,6,3,50000
Ekans (Shadow),83,poison,none,70.5,66.9,75,353746,20,Poison Sting,Poison Fang,Sludge Bomb,4,6,3,50000
Swinub (Shadow),82.9,ice,ground,65.3,57.1,102,380348,26.5,Powder Snow,Icy Wind,Body Slam,6,5,3,50000
Vullaby,82.9,dark,flying,57.3,77.8,97,432849,15.5,Feint Attack,Brave Bird,Foul Play,10,8,5,75000
Dwebble,82.7,bug,rock,65.2,74.8,78,380401,16,Smack Down,X-Scissor,Rock Blast,5,5,1,10000
Nincada,82.7,bug,ground,57.3,95.1,79,430858,25.5,Bug Bite,Night Slash,Bug Buzz,12,20,5,75000
Swinub,82.7,ice,ground,65.3,57.1,102,380348,26.5,Powder Snow,Icy Wind,Body Slam,6,5,3,50000
Purrloin (Shadow),82.6,dark,none,69.5,57.4,90,359121,25,Sucker Punch,Night Slash,Dark Pulse,5,8,1,10000
Grimer (Shadow),82.5,poison,none,70,51.5,99,356693,14,Poison Jab,Mud Bomb,Sludge Bomb,6,8,3,50000
Hoppip (Shadow),82.4,grass,flying,55.3,83.3,97,447109,38,Bullet Seed,Grass Knot,Seed Bomb,4,4,3,50000
Zubat (Shadow),82.4,poison,flying,63.9,64.7,94,388507,30.5,Quick Attack,Poison Fang,Sludge Bomb,5,8,1,10000
Sandshrew (Alolan) (Shadow),82.3,ice,steel,67.1,72.7,76,371236,14.5,Powder Snow,Night Slash,Blizzard,5,10,3,50000
Munchlax,82.2,normal,none,60,55.8,124,414894,10,Lick,Body Slam,Bulldoze,12,20,5,10000
Rowlet,82.2,grass,flying,61.8,62.9,104,404178,18,Razor Leaf,Seed Bomb,Energy Ball,10,14,3,10000
Tepig,82.1,fire,none,67.4,56.7,96,366951,18,Ember,Body Slam,Flame Charge,6,9,3,10000
Zubat,82.1,poison,flying,63.9,64.7,94,388507,30.5,Quick Attack,Poison Fang,Sludge Bomb,5,8,1,10000
Fomantis,82,grass,none,71.5,53.6,90,345263,26.5,Fury Cutter,Leaf Blade,Grass Knot,9,13,3,50000
Nidoran Male,82,poison,none,69.1,57.7,89,354451,22.5,Poison Sting,Body Slam,Sludge Bomb,4,6,3,50000
Stunky,82,poison,dark,69.5,57,91,360128,16.5,Bite,Crunch,Sludge Bomb,23,25,3,50000
Ekans,81.7,poison,none,70.5,66.9,75,353746,20,Poison Sting,Poison Fang,Sludge Bomb,4,6,3,50000
Gligar,81.7,ground,flying,63.4,82.4,75,391598,10,Wing Attack,Night Slash,Aerial Ace,5,7,5,75000
Karrablast,81.7,bug,none,76.4,54,79,325794,16,Fury Cutter,X-Scissor,Drill Run,9,12,3,50000
Skrelp,81.7,poison,water,64,70.3,85,382568,18,Water Gun,Aqua Tail,Sludge Bomb,12,17,3,50000
Venonat (Shadow),81.6,bug,poison,61.3,66.1,99,401260,19.5,Confusion,Poison Fang,Signal Beam,3,5,3,50000
Klink,81.5,steel,none,62.3,82.3,78,399695,20.5,Volt Switch,Discharge,Vise Grip,3,3,5,75000
Pawniard,81.5,dark,steel,78,60.4,68,320420,13.5,Fury Cutter,Night Slash,Iron Head,9,13,5,75000
Bulbasaur,80.8,grass,poison,68,70.8,76,366180,18,Vine Whip,Seed Bomb,Sludge Bomb,5,7,3,10000
Scyther (Shadow),80.8,bug,flying,78.6,64.3,63,318069,7,Fury Cutter,Night Slash,X-Scissor,9,9,5,75000
Shroomish,80.8,grass,none,52.1,82.8,110,474653,25,Bullet Seed,Grass Knot,Seed Bomb,4,4,3,50000
Duskull,80.7,ghost,none,53.5,124.1,70,464615,28.5,Hex,Ominous Wind,Return,4,6,3,50000
Pumpkaboo (Super),80.6,ghost,grass,64.7,70,85,384638,15.5,Razor Leaf,Grass Knot,Foul Play,13,12,5,75000
Spheal (Shadow),80.6,ice,water,60.3,62.7,109,412541,20,Water Gun,Body Slam,Aurora Beam,12,20,3,50000
Hoppip,80.5,grass,flying,55.3,83.3,97,447109,38,Bullet Seed,Grass Knot,Seed Bomb,4,4,3,50000
Barboach,80.2,water,ground,64.1,63.5,95,386772,24,Mud Shot,Aqua Tail,Mud Bomb,4,5,1,10000
Eevee,80.1,normal,none,61.8,72,90,400187,18,Quick Attack,Body Slam,Dig,5,12,5,75000
Geodude (Alolan),79.9,rock,electric,70.9,71.9,69,351744,15,Volt Switch,Rock Slide,Thunderbolt,3,4,1,10000
Bonsly,79.8,rock,none,66.2,75.5,75,375203,15,Counter,Rock Slide,Earthquake,7,10,5,10000
Scyther,79.8,bug,flying,78.6,64.3,63,318069,7,Fury Cutter,Night Slash,X-Scissor,9,9,5,75000
Spheal,79.8,ice,water,60.3,62.7,109,412541,20,Water Gun,Body Slam,Aurora Beam,12,20,3,50000
Litwick,79.7,ghost,fire,66.1,63.7,89,374603,19.5,Ember,Flame Charge,Flame Burst,9,10,5,75000
Joltik,79.6,bug,electric,67.2,64.4,86,372038,18.5,Sucker Punch,Discharge,Cross Poison,7,5,3,50000
Pumpkaboo (Large),79.6,ghost,grass,65.7,71,81,378099,15.5,Razor Leaf,Grass Knot,Foul Play,13,12,5,75000
Spinarak,79.4,bug,poison,71.3,55.6,87,345222,24,Poison Sting,Cross Poison,Night Slash,4,4,1,10000
Roggenrola,79.3,rock,none,67.3,65.2,84,368797,15.5,Smack Down,Stone Edge,Rock Blast,7,5,3,50000
Foongus (Shadow),79.2,grass,poison,60.9,61.5,109,408690,20,Feint Attack,Body Slam,Grass Knot,6,9,3,50000
Growlithe (Shadow),79.2,fire,none,74,55.4,82,335874,15,Ember,Body Slam,Flamethrower,6,10,3,50000
Oddish (Shadow),79.2,grass,poison,72.1,65.7,73,346115,16,Razor Leaf,Seed Bomb,Sludge Bomb,10,13,3,50000
Skwovet,79.2,normal,none,60.5,59.9,113,409234,20.5,Bullet Seed,Body Slam,Crunch,3,4,1,10000
Budew,79.1,grass,poison,61.5,76.4,86,404289,23.5,Razor Leaf,Grass Knot,Energy Ball,13,14,3,10000
Pansage,79.1,grass,none,66.1,64.3,89,378071,19.5,Vine Whip,Crunch,Seed Bomb,6,5,3,50000
Drowzee,79,psychic,none,54.9,85.5,97,455157,19.5,Confusion,Psyshock,Psychic,4,5,3,50000
Magnemite (Shadow),79,electric,steel,85,65,53,292659,14,Thunder Shock,Magnet Bomb,Discharge,5,5,3,50000
Chespin,78.9,grass,none,64.6,66.9,89,384562,18,Vine Whip,Body Slam,Seed Bomb,5,5,3,10000
Turtwig (Shadow),78.9,grass,none,66.7,65.7,85,372500,16.5,Razor Leaf,Body Slam,Seed Bomb,9,10,3,10000
Azurill,78.8,normal,fairy,42.9,72.3,127,393316,50,Bubble,Body Slam,Ice Beam,4,5,3,10000
Geodude (Shadow),78.8,rock,ground,70.9,71.9,69,351744,15,Rock Throw,Rock Slide,Rock Tomb,9,12,1,10000
Magnemite,78.8,electric,steel,85,65,53,292659,14,Thunder Shock,Magnet Bomb,Discharge,5,5,3,50000
Pumpkaboo (Average),78.8,ghost,grass,67.3,72.6,76,371346,15.5,Razor Leaf,Grass Knot,Foul Play,13,12,5,75000
Ferroseed,78.7,grass,steel,52.6,102.8,86,465621,21,Metal Claw,Iron Head,Flash Cannon,9,12,3,75000
Growlithe,78.7,fire,none,74,55.4,82,335874,15,Ember,Body Slam,Flamethrower,6,10,3,50000
Seedot,78.6,grass,none,58.6,69.6,104,424292,38.5,Bullet Seed,Grass Knot,Foul Play,4,4,3,50000
Wailmer,78.6,water,none,67.9,38.5,140,366407,13,Water Gun,Body Slam,Heavy Slam,12,17,1,10000
Pumpkaboo (Small),78.4,ghost,grass,68.4,73.2,73,365521,16,Razor Leaf,Grass Knot,Foul Play,13,12,5,75000
Farfetch'd (Galarian),78.1,fighting,none,80.6,57.2,67,308855,11,Fury Cutter,Leaf Blade,Brave Bird,9,14,3,50000
Riolu,78.1,fighting,none,77.4,53,78,320074,19,Counter,Cross Chop,Brick Break,5,5,5,10000
Purrloin,77.9,dark,none,69.5,57.4,90,359121,25,Sucker Punch,Night Slash,Play Rough,5,9,1,10000
Lotad,77.8,water,grass,58.6,69.6,104,424292,38.5,Water Gun,Energy Ball,Bubble Beam,19,14,3,50000
Foongus,77.6,grass,poison,60.9,61.5,109,408690,20,Feint Attack,Body Slam,Grass Knot,6,9,3,50000
Voltorb,77.4,electric,none,66.7,70.8,79,372757,19.5,Spark,Discharge,Signal Beam,6,7,3,50000
Drowzee (Shadow),77.3,psychic,none,54.9,85.5,97,455157,19.5,Confusion,Psyshock,Psychic,4,5,3,50000
Snivy,77.3,grass,none,60.2,75.8,91,415239,23.5,Vine Whip,Seed Bomb,Wrap,5,6,3,10000
Poochyena,77.2,dark,none,72.6,53.7,88,342831,29.5,Snarl,Crunch,Poison Fang,4,3,1,10000
Swablu,77.2,normal,flying,53.4,94.8,92,466265,25,Peck,Aerial Ace,Disarming Voice,9,9,1,10000
Tirtouga,77.2,water,rock,67,74.2,75,372497,13,Water Gun,Surf,Body Slam,14,12,5,75000
Oshawott,77.1,water,none,70.3,55.5,91,355205,18,Water Gun,Aqua Tail,Night Slash,12,12,3,10000
Meditite,76.6,fighting,psychic,59.2,86.3,82,418854,28.5,Confusion,Psyshock,Ice Punch,4,4,3,50000
Meowth (Shadow),76.6,normal,none,66.6,61.1,92,374490,27,Scratch,Body Slam,Night Slash,18,18,3,50000
Oddish,76.6,grass,poison,71.1,66.3,74,348469,16,Razor Leaf,Seed Bomb,Sludge Bomb,10,13,3,50000
Meowth (Alolan),76.5,dark,none,68.1,60.9,87,360387,24,Bite,Night Slash,Foul Play,18,23,3,50000
Sandshrew (Shadow),76.5,ground,none,67.8,68.8,78,363798,15,Mud Shot,Rock Slide,Sand Tomb,5,5,3,50000
Exeggcute (Shadow),76.4,grass,psychic,61.1,76,88,408941,17,Confusion,Seed Bomb,Psychic,4,5,3,50000
Turtwig,76,grass,none,66.7,65.7,85,372500,16.5,Razor Leaf,Body Slam,Seed Bomb,9,10,3,10000
Psyduck (Shadow),75.9,water,none,71.1,59.5,83,350807,17,Water Gun,Aqua Tail,Cross Chop,12,12,3,50000
Rockruff,75.9,rock,none,73.2,55.6,83,337994,20.5,Rock Throw,Stone Edge,Crunch,11,9,5,50000
Seedot (Shadow),75.9,grass,none,58.6,69.6,104,424292,38.5,Bullet Seed,Grass Knot,Foul Play,4,4,3,50000
Sewaddle,75.8,bug,grass,59.7,83,83,411740,20,Bug Bite,Seed Bomb,Silver Wind,14,15,1,10000
Geodude,75.7,rock,ground,69.8,73.5,69,354090,15,Rock Throw,Rock Slide,Rock Tomb,9,12,1,10000
Ralts (Shadow),75.7,psychic,fairy,67.9,60.5,89,365593,45.5,Confusion,Disarming Voice,Psyshock,4,4,5,75000
Rattata (Shadow),75.7,normal,none,74.3,58.5,77,334282,26.5,Quick Attack,Body Slam,Hyper Fang,5,8,1,10000
Mantyke,75.6,water,flying,57.9,101.5,73,428696,15.5,Bubble,Aerial Ace,Ice Beam,5,5,5,10000
Poochyena (Shadow),75.6,dark,none,72.6,53.7,88,342831,29.5,Snarl,Crunch,Poison Fang,4,3,1,10000
Spearow,75.6,normal,flying,77.2,49.1,85,322178,24,Quick Attack,Drill Peck,Sky Attack,6,7,1,10000
Psyduck,75.4,water,none,71.1,59.5,83,350807,17,Water Gun,Aqua Tail,Cross Chop,12,12,3,50000
Scraggy,75.3,dark,fighting,68.5,70.5,75,361989,14,Feint Attack,Foul Play,Brick Break,8,6,3,50000
Pichu,75.2,electric,none,71.4,57.1,83,338746,50,Thunder Shock,Thunder Punch,Disarming Voice,5,5,1,10000
Venipede,75.2,bug,poison,62.6,77.7,82,398746,29,Poison Sting,Sludge Bomb,Signal Beam,6,7,1,10000
Elekid,75.1,electric,none,74.3,59.8,75,333390,16,Thunder Shock,Thunder Punch,Brick Break,5,4,5,10000
Pansear,75.1,fire,none,66.1,64.3,89,378071,19.5,Fire Spin,Crunch,Flame Charge,5,5,3,50000
Poliwag (Shadow),75.1,water,none,68.5,62.1,85,362093,23,Mud Shot,Body Slam,Mud Bomb,4,5,3,50000
Duskull (Shadow),75,ghost,none,53.5,124.1,70,464615,28.5,Hex,Ominous Wind,Shadow Sneak,4,4,3,50000
Lileep,75,rock,grass,56.9,84.3,91,436782,15,Bullet Seed,Grass Knot,Ancient Power,4,4,3,50000
Sandshrew,74.8,ground,none,67.3,68.9,79,366425,15.5,Mud Shot,Rock Slide,Sand Tomb,5,5,3,50000
Panpour,74.6,water,none,66.1,64.3,89,378071,19.5,Water Gun,Surf,Crunch,14,15,3,50000
Combee,74.5,bug,flying,56,81.9,96,439802,49,Bug Bite,Bug Buzz,,20,0,3,50000
Cubchoo,74.5,ice,none,75.8,48.8,89,329661,18.5,Powder Snow,Icy Wind,Ice Punch,6,5,3,50000
Aron (Shadow),74.4,steel,rock,65.2,76.6,77,384384,15,Metal Claw,Body Slam,Rock Tomb,6,10,1,10000
Darumaka,74.4,fire,none,75.6,48.2,89,324202,13,Fire Fang,Fire Punch,Flame Charge,8,10,3,50000
Exeggcute,74.3,grass,psychic,61.1,76,88,408941,17,Confusion,Seed Bomb,Psychic,4,5,3,50000
Magby,74.2,fire,none,79.4,56.5,70,313669,14.5,Ember,Fire Punch,Brick Break,7,6,5,10000
Gible,74.1,dragon,ground,70.5,54,91,346301,17,Mud Shot,Body Slam,Dig,4,9,5,75000
Meowth,74.1,normal,none,66.6,61.1,92,374490,27,Scratch,Body Slam,Night Slash,18,18,3,50000
Poliwag,74.1,water,none,68.5,62.1,85,362093,23,Mud Shot,Body Slam,Mud Bomb,4,5,3,50000
Clamperl,74,water,none,70.9,76.6,64,347380,15,Water Gun,Body Slam,Ice Beam,12,19,3,50000
Popplio,74,water,none,68.3,65,81,359555,17,Water Gun,Aqua Tail,Aqua Jet,12,15,3,10000
Smoochum,74,ice,psychic,80.4,52.9,72,306161,14.5,Powder Snow,Ice Punch,Psyshock,5,6,5,10000
Carvanha (Shadow),73.9,water,dark,101.4,30.6,79,245281,18,Bite,Crunch,Poison Fang,23,18,3,50000
Slowpoke (Shadow),73.8,water,psychic,60.9,57.7,117,411314,16,Confusion,Psyshock,Water Pulse,4,5,3,50000
Rattata,73.6,normal,none,74.3,58.5,77,334282,26.5,Quick Attack,Body Slam,Hyper Fang,5,8,1,10000
Aron,73.5,steel,rock,65.2,76.6,77,384384,15,Metal Claw,Body Slam,Rock Tomb,6,10,1,10000
Golett,73.5,ground,ghost,70.5,57.2,87,350861,16,Mud Slap,Shadow Punch,Brick Break,5,5,5,75000
Frillish,73.4,water,ghost,62.6,77.1,82,395757,15,Hex,Ice Beam,Ominous Wind,5,4,3,50000
Woobat,73.4,psychic,flying,64.6,58.2,101,380108,19,Confusion,Psyshock,Aerial Ace,4,4,1,10000
Slowpoke,73.3,water,psychic,60.9,57.7,117,411314,16,Water Gun,Psyshock,Water Pulse,15,20,3,50000
Paras,73.2,bug,grass,72.8,64.6,72,338710,19,Bug Bite,X-Scissor,Cross Poison,12,12,3,50000
Litleo,73,fire,normal,69.4,61.2,83,352185,13,Ember,Crunch,Flame Charge,8,9,3,10000
Aipom (Shadow),72.6,normal,none,70.5,62,80,349482,14,Scratch,Aerial Ace,Low Sweep,23,20,3,50000
Machop (Shadow),72.6,fighting,none,73.5,49.7,93,339379,15,Karate Chop,Cross Chop,Brick Break,5,5,3,50000
Vanillite,72.6,ice,none,71,66.4,74,348946,19,Powder Snow,Icy Wind,Signal Beam,6,7,3,50000
Fennekin,72.5,fire,none,69.9,67.5,75,353967,19,Ember,Flame Charge,Psyshock,9,8,3,10000
Meltan,72.4,steel,none,69.7,64.6,79,355817,18,Thunder Shock,Thunderbolt,Flash Cannon,7,8,20,100000
Voltorb (Shadow),72.4,electric,none,66.7,70.8,79,372757,19.5,Spark,Discharge,Signal Beam,6,7,3,50000
Cubone (Shadow),72.3,ground,none,56,91.4,87,445773,19.5,Mud Slap,Bone Club,Bulldoze,5,8,3,50000
Ralts,72.3,psychic,fairy,67.9,60.5,89,365593,45.5,Confusion,Disarming Voice,Psyshock,4,4,5,75000
Archen,72.1,rock,flying,91.7,43.5,67,267316,10,Wing Attack,Dragon Claw,Crunch,5,7,5,75000
Blitzle,72,electric,none,76.8,48.9,86,323218,21.5,Spark,Discharge,Flame Charge,6,7,3,50000
Numel (Shadow),71.8,fire,ground,70.7,52.9,94,351160,18.5,Ember,Stomp,Bulldoze,7,10,3,50000
Numel,71.7,fire,ground,70.7,52.9,94,351160,18.5,Ember,Stomp,Bulldoze,7,10,3,50000
Snubbull (Shadow),71.7,fairy,none,74.2,51.5,87,332538,15.5,Bite,Crunch,Brick Break,23,18,3,50000
Rufflet,71.6,normal,flying,74.2,52,87,335730,13,Wing Attack,Brave Bird,Aerial Ace,8,7,5,75000
Pidove,71.5,normal,flying,66,58.9,97,377261,23,Air Slash,Aerial Ace,Heat Wave,5,9,1,10000
Piplup,71.4,water,none,66.7,63.2,89,374908,18.5,Bubble,Drill Peck,Icy Wind,4,5,3,10000
Snover,71.4,grass,ice,64.6,64.6,91,379448,16.5,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Tentacool,71.4,water,poison,58.6,93.1,77,420040,18.5,Poison Sting,Wrap,Bubble Beam,5,5,3,50000
Charmander (Shadow),71.3,fire,none,72.3,62.1,77,345812,20,Ember,Flame Charge,Flamethrower,9,10,3,10000
Cubone,71.3,ground,none,56,91.4,87,445773,19.5,Mud Slap,Bone Club,Bulldoze,5,8,3,50000
Cyndaquil (Shadow),71.3,fire,none,72.3,62.1,77,345812,20,Ember,Flame Charge,Flamethrower,9,10,3,10000
Minccino,71.3,normal,none,64.6,59.6,99,381119,22.5,Charm,Aqua Tail,Thunderbolt,6,10,3,50000
Slugma,71.3,fire,none,76.4,50.8,84,325881,22,Ember,Rock Slide,Flame Charge,8,9,1,10000
Meowth (Galarian),71.2,steel,none,69.3,58.8,88,358602,19,Metal Claw,Night Slash,Gyro Ball,6,10,3,50000
Squirtle (Shadow),71.2,water,none,59.9,81,85,412493,20.5,Bubble,Aqua Tail,Aqua Jet,4,5,3,10000
Carvanha,71.1,water,dark,101.4,30.6,79,245281,18,Bite,Crunch,Poison Fang,23,18,3,50000
Zigzagoon (Galarian),71,dark,normal,53.8,79,108,458776,50,Tackle,Body Slam,Dig,18,40,1,10000
Noibat,70.9,flying,dragon,63.9,64.7,94,388507,30.5,Wing Attack,Dragon Pulse,Air Cutter,9,8,5,75000
Gothita,70.8,psychic,none,62.4,77.7,82,398056,21,Confusion,Psyshock,Psychic,4,5,3,50000
Lileep (Shadow),70.8,rock,grass,56.9,84.3,91,436782,15,Infestation,Grass Knot,Ancient Power,5,4,3,50000
Machop,70.8,fighting,none,73.5,49.7,93,339379,15,Karate Chop,Cross Chop,Brick Break,5,5,3,50000
Squirtle,70.7,water,none,59.9,81,85,412493,20.5,Bubble,Aqua Tail,Aqua Jet,4,5,3,10000
Chimchar,70.6,fire,none,70.5,59.1,84,350209,20,Ember,Flame Charge,Flamethrower,9,10,3,10000
Hippopotas (Shadow),70.6,ground,none,64.5,66,90,382913,14,Bite,Body Slam,Rock Tomb,18,30,3,50000
Totodile (Shadow),70.6,water,none,66.6,66.6,83,368659,17,Water Gun,Crunch,Aqua Jet,15,15,3,10000
Clauncher,70.5,water,none,63.5,71.4,86,389832,18,Water Gun,Crabhammer,Aqua Jet,17,15,3,50000
Electrike,70.5,electric,none,74.7,55.6,79,327756,20,Spark,Discharge,Thunderbolt,6,7,3,50000
Goldeen,70.4,water,none,70,66.8,76,355348,16,Mud Shot,Aqua Tail,Horn Attack,4,4,3,50000
Sunkern,70.3,grass,none,58.8,58.8,98,339071,50,Razor Leaf,Grass Knot,Seed Bomb,13,10,3,50000
Sentret,70.2,normal,none,63.9,63.2,97,391724,36.5,Quick Attack,Grass Knot,Brick Break,8,5,1,10000
Ponyta,70.1,fire,none,78.4,61.6,66,318823,11,Ember,Flame Charge,Stomp,9,7,3,50000
Bulbasaur (Shadow),70,grass,poison,68.2,69.3,77,363775,17.5,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Finneon,69.9,water,none,60.3,76.5,89,410631,20,Water Gun,Ice Beam,Silver Wind,19,15,3,50000
Goomy,69.9,dragon,none,63.3,74.7,83,392486,20,Water Gun,Muddy Water,Dragon Pulse,12,20,5,75000
Skitty,69.9,normal,none,61.6,62.3,105,403582,27.5,Feint Attack,Wild Charge,Disarming Voice,8,8,3,50000
Omanyte (Shadow),69.8,rock,water,75.6,74.2,59,330654,12.5,Mud Shot,Rock Blast,Brine,5,6,5,75000
Totodile,69.8,water,none,66.6,66.6,83,368659,17,Water Gun,Crunch,Aqua Jet,15,15,3,10000
Tympole,69.8,water,none,66.1,58.9,96,373681,23.5,Mud Shot,Mud Bomb,Sludge Wave,5,8,3,50000
Patrat (Shadow),69.7,normal,none,68.8,56.9,93,363669,24.5,Bite,Hyper Fang,Grass Knot,25,25,1,10000
Espurr,69.6,psychic,none,64.7,66.7,88,379861,15,Confusion,Psyshock,Energy Ball,4,5,3,50000
Flabebe,69.6,fairy,none,64.4,75.8,79,385570,18.5,Vine Whip,Psychic,Dazzling Gleam,7,9,3,50000
Misdreavus (Shadow),69.5,ghost,none,72.2,71,67,343585,10,Hex,Dark Pulse,Ominous Wind,5,4,3,50000
Snover (Shadow),69.5,grass,ice,64.6,64.6,91,379448,16.5,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Litten,69.4,fire,none,76.9,54.2,78,324649,19,Ember,Crunch,Flame Charge,8,9,3,10000
Omanyte,69.4,rock,water,75.6,74.2,59,330654,12.5,Mud Shot,Rock Blast,Brine,5,6,5,75000
Mudkip (Shadow),69.3,water,none,72.2,58.1,82,343610,16.5,Water Gun,Stomp,Sludge,14,14,3,10000
Surskit,69.2,bug,water,65.4,65.4,89,381068,25.5,Bug Bite,Signal Beam,Aqua Jet,19,15,1,10000
Aipom,69,normal,none,70.5,62,80,349482,14,Scratch,Aerial Ace,Low Sweep,23,20,3,50000
Charmander,69,fire,none,72.3,62.1,77,345812,20,Ember,Flame Charge,Flamethrower,9,10,3,10000
Cyndaquil,69,fire,none,72.3,62.1,77,345812,20,Ember,Flame Charge,Flamethrower,9,10,3,10000
