Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Graveler (Alolan),85.6,rock,electric,123.4,124.9,118,1819319,30.5,Volt Switch,Rock Blast,Stone Edge,3,4,1,10000
Mew,85.6,psychic,none,120.5,119.4,129,1855163,16.5,Shadow Claw,Surf,Wild Charge,5,6,20,100000
Sandshrew (Alolan) (Shadow),85.6,ice,steel,117.6,121,127,1807853,50,Powder Snow,Night Slash,Blizzard,5,10,3,50000
Blastoise (Shadow),85.4,water,none,111.5,140.7,127,1992357,22.5,Water Gun,Hydro Cannon,Skull Bash,14,25,3,10000
Gyarados,85.3,water,flying,130.8,108,121,1708726,16.5,Dragon Breath,Aqua Tail,Crunch,12,15,1,10000
Gyarados (Shadow),85.1,water,flying,130.8,108,121,1708726,16.5,Dragon Breath,Aqua Tail,Crunch,12,15,1,10000
Sandslash,85.1,ground,none,120.5,121.1,126,1837863,23.5,Mud Shot,Night Slash,Earthquake,4,8,3,50000
Machamp (Shadow),84.9,fighting,none,136.4,97.2,124,1644073,17.5,Counter,Cross Chop,Rock Slide,5,7,3,50000
Poliwhirl (Shadow),84.5,water,none,115.1,114.3,148,1947108,50,Mud Shot,Scald,Mud Bomb,6,5,3,50000
Marowak (Alolan),84.2,fire,ghost,110.8,145,126,2025310,32,Fire Spin,Shadow Bone,Bone Club,5,4,3,50000
Sandshrew (Alolan),84,ice,steel,117.6,121,127,1807853,50,Powder Snow,Night Slash,Blizzard,5,10,3,50000
Sandslash (Shadow),84,ground,none,120.5,121.1,126,1837863,23.5,Mud Shot,Night Slash,Earthquake,4,8,3,50000
Venusaur,84,grass,poison,122.5,121.9,122,1820851,20,Vine Whip,Frenzy Plant,Sludge Bomb,6,7,3,10000
Raichu (Alolan),83.9,electric,psychic,136.2,111.7,108,1643875,24.5,Volt Switch,Thunder Punch,Wild Charge,3,3,1,10000
Dewgong,83.8,water,ice,102.9,133.8,158,2174933,29,Ice Shard,Icy Wind,Water Pulse,5,6,3,50000
Machamp,83.8,fighting,none,136.4,97.2,124,1644073,17.5,Counter,Cross Chop,Rock Slide,5,7,3,50000
Mewtwo (Shadow),83.6,psychic,none,148.4,94.4,108,1512714,13,Psycho Cut,Psystrike,Shadow Ball,5,7,20,100000
Muk (Shadow),83.6,poison,none,117.3,111.3,146,1906470,20.5,Poison Jab,Dark Pulse,Thunder Punch,8,6,3,50000
Vaporeon,83.6,water,none,119,97.2,163,1886587,17.5,Water Gun,Aqua Tail,Last Resort,12,19,5,75000
Nidorina (Shadow),83.5,poison,none,110.9,113.4,157,1975496,50,Poison Sting,Poison Fang,Sludge Bomb,4,6,3,50000
Omastar (Shadow),83.5,rock,water,126.1,128.4,109,1764728,20,Mud Shot,Rock Slide,Hydro Pump,5,9,5,75000
Golem (Alolan),83.4,rock,electric,125.2,121.7,117,1782513,19,Volt Switch,Rock Blast,Stone Edge,3,4,1,10000
Raichu,83.2,electric,none,133.6,110.6,113,1669771,25.5,Volt Switch,Wild Charge,Thunder Punch,3,3,1,10000
Pinsir (Shadow),83,bug,none,141.3,111.5,101,1591266,18.5,Fury Cutter,Close Combat,X-Scissor,12,9,5,75000
Zapdos,82.8,electric,flying,136.2,104.7,115,1639560,15.5,Thunder Shock,Drill Peck,Thunderbolt,5,7,20,100000
Raticate (Alolan) (Shadow),82.5,dark,normal,107.5,130.7,148,2078413,37,Quick Attack,Crunch,Hyper Fang,7,8,1,10000
Hypno (Shadow),82.4,psychic,none,103.7,140.8,148,2160673,27.5,Confusion,Thunder Punch,Fire Punch,4,4,3,50000
Nidorina,82.4,poison,none,110.9,113.4,157,1975496,50,Poison Sting,Poison Fang,Sludge Bomb,4,6,3,50000
Grimer,82.2,poison,none,121.5,88,171,1827419,49.5,Poison Jab,Mud Bomb,Sludge Bomb,6,8,3,50000
Grimer (Shadow),82.1,poison,none,121.5,88,171,1827419,49.5,Poison Jab,Mud Bomb,Sludge Bomb,6,8,3,50000
Poliwhirl,82.1,water,none,115.1,114.3,148,1947108,50,Mud Shot,Mud Bomb,Return,5,8,3,50000
Charizard,82,fire,flying,132.2,108.3,117,1674892,19,Fire Spin,Blast Burn,Dragon Claw,5,4,3,10000
Graveler,82,rock,ground,123.4,124.9,118,1819319,30.5,Mud Shot,Rock Slide,Rock Blast,5,5,1,10000
Seaking,82,water,none,123.1,105.9,140,1825075,26.5,Poison Jab,Drill Run,Icy Wind,7,7,3,50000
Zapdos (Shadow),82,electric,flying,136.2,104.7,115,1639560,15.5,Thunder Shock,Drill Peck,Thunderbolt,5,7,20,100000
Ninetales (Alolan),81.9,ice,fairy,115.1,133.6,126,1936253,24.5,Powder Snow,Weather Ball (Ice),Dazzling Gleam,5,9,3,50000
Venusaur (Shadow),81.9,grass,poison,122.5,121.9,122,1820851,20,Vine Whip,Frenzy Plant,Sludge Bomb,6,7,3,10000
Dragonite (Shadow),81.7,dragon,flying,135.8,108.4,111,1633580,14.5,Dragon Tail,Dragon Claw,Hurricane,4,8,5,75000
Muk,81.7,poison,none,117.3,111.3,146,1906470,20.5,Poison Jab,Dark Pulse,Thunder Punch,8,6,3,50000
Pinsir,81.7,bug,none,141.3,111.5,101,1591266,18.5,Fury Cutter,Close Combat,X-Scissor,12,9,5,75000
Tentacruel,81.4,water,poison,110.1,139.9,132,2032660,23.5,Poison Jab,Acid Spray,Hydro Pump,7,11,3,50000
Primeape,81.1,fighting,none,140.2,99.2,115,1598880,24.5,Counter,Ice Punch,Night Slash,6,5,3,50000
Dragonite,80.8,dragon,flying,135.8,108.4,111,1633580,14.5,Dragon Breath,Dragon Claw,Hurricane,12,22,5,75000
Gengar,80.5,ghost,poison,156.6,94.3,97,1433181,19,Shadow Claw,Shadow Punch,Sludge Bomb,5,7,3,50000
Hitmonchan (Shadow),80.5,fighting,none,128.2,137.3,98,1725104,23.5,Counter,Ice Punch,Thunder Punch,6,6,5,75000
Wigglytuff,80.5,normal,fairy,115.8,75.5,220,1924765,29,Charm,Ice Beam,Play Rough,10,10,1,10000
Electrode (Hisuian),80.1,electric,grass,123.3,130.1,113,1812571,26,Thunder Shock,Wild Charge,Energy Ball,5,7,3,50000
Hitmonchan,80,fighting,none,128.2,137.3,98,1725104,23.5,Counter,Ice Punch,Thunder Punch,6,6,5,75000
Magneton (Shadow),79.8,electric,steel,144.7,112.8,95,1550755,22,Thunder Shock,Magnet Bomb,Discharge,5,5,3,50000
Dugtrio,79.7,ground,none,136.9,118.4,100,1620927,42,Mud Shot,Mud Bomb,Stone Edge,5,7,3,50000
Farfetch'd,79.7,normal,flying,116.8,109.2,131,1671469,50,Fury Cutter,Leaf Blade,Aerial Ace,9,12,3,50000
Poliwrath (Shadow),79.7,water,fighting,116.5,119.7,138,1924689,22,Mud Shot,Dynamic Punch,Ice Punch,6,5,3,50000
Omastar,79.4,rock,water,126.1,128.4,109,1764728,20,Mud Shot,Rock Slide,Hydro Pump,5,9,5,75000
Moltres (Shadow),79.1,fire,flying,136.3,102.6,117,1635633,16,Wing Attack,Sky Attack,Overheat,7,8,20,100000
Electrode (Shadow),78.9,electric,none,123.1,127.2,116,1816610,26.5,Volt Switch,Discharge,Foul Play,3,3,3,50000
Haunter,78.5,ghost,poison,161.2,85.5,100,1378532,28,Shadow Claw,Shadow Punch,Sludge Bomb,5,7,3,50000
Clefable,78.4,fairy,none,117.2,111.5,146,1908090,23,Charm,Meteor Mash,Moonblast,9,10,1,10000
Golduck,78.4,water,none,125.5,112.2,127,1787063,22.5,Water Gun,Cross Chop,Synchronoise,12,17,3,50000
Magneton,78.3,electric,steel,144.7,112.8,95,1550755,22,Thunder Shock,Magnet Bomb,Discharge,5,5,3,50000
Growlithe (Shadow),78.2,fire,none,126.9,90.8,135,1554545,50,Ember,Body Slam,Flamethrower,6,10,3,50000
Machoke (Shadow),78.1,fighting,none,127.7,97.2,141,1750103,27,Karate Chop,Cross Chop,Dynamic Punch,5,7,3,50000
Venomoth,78.1,bug,poison,128.2,104.4,131,1752985,27.5,Confusion,Poison Fang,Psychic,3,5,3,50000
Magnemite (Shadow),78,electric,steel,148.7,113.4,89,1501640,50,Thunder Shock,Magnet Bomb,Discharge,5,5,3,50000
Marowak,78,ground,none,110.8,145,126,2025310,32,Mud Slap,Bone Club,Earthquake,5,9,3,50000
Omanyte (Shadow),77.7,rock,water,129.2,131.7,102,1735737,44.5,Mud Shot,Rock Blast,Brine,5,6,5,75000
Poliwrath,77.4,water,fighting,116.5,119.7,138,1924689,22,Mud Shot,Dynamic Punch,Ice Punch,6,5,3,50000
Magnemite,77.3,electric,steel,148.7,113.4,89,1501640,50,Thunder Shock,Magnet Bomb,Discharge,5,5,3,50000
Articuno,77.2,ice,flying,113.2,143.6,122,1983584,18.5,Ice Shard,Icy Wind,Hurricane,5,7,20,100000
Gloom (Shadow),77.2,grass,poison,122.6,114.9,130,1830873,37.5,Razor Leaf,Sludge Bomb,Petal Blizzard,13,17,3,50000
Farfetch'd (Galarian),77,fighting,none,137.9,97.8,120,1618657,36.5,Fury Cutter,Leaf Blade,Brave Bird,9,14,3,50000
Venomoth (Shadow),77,bug,poison,128.2,104.4,131,1752985,27.5,Confusion,Poison Fang,Psychic,3,5,3,50000
Ivysaur (Shadow),76.8,grass,poison,118.6,121.7,130,1876886,36.5,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Kingler,76.8,water,none,143.9,115,93,1539736,19.5,Mud Shot,Crabhammer,X-Scissor,6,4,3,50000
Articuno (Shadow),76.7,ice,flying,113.2,143.6,122,1983584,18.5,Ice Shard,Icy Wind,Hurricane,5,7,20,100000
Marowak (Shadow),76.7,ground,none,110.8,145,126,2025310,32,Mud Slap,Bone Club,Earthquake,5,9,3,50000
Slowbro (Galarian),76.7,poison,psychic,119.1,108.4,145,1871629,22.5,Poison Jab,Psychic,Sludge Bomb,8,8,3,50000
Wartortle,76.3,water,none,107.9,137.8,139,2067932,48,Water Gun,Ice Beam,Hydro Pump,19,25,3,10000
Electrode,76.2,electric,none,123.1,127.2,116,1816610,26.5,Volt Switch,Discharge,Foul Play,3,3,3,50000
Ivysaur,76.2,grass,poison,118.6,121.7,130,1876886,36.5,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Nidorino (Shadow),76,poison,none,124.2,103.7,140,1803300,46.5,Poison Jab,Sludge Bomb,Horn Attack,8,5,3,50000
Victreebel (Shadow),75.6,grass,poison,135.8,94.8,128,1648364,23,Razor Leaf,Leaf Blade,Acid Spray,9,12,3,50000
Persian (Alolan),75.5,dark,none,123,113.2,131,1823635,33,Feint Attack,Foul Play,Dark Pulse,8,9,3,50000
Vileplume (Shadow),75.5,grass,poison,129.1,110.9,121,1732053,22,Razor Leaf,Sludge Bomb,Petal Blizzard,13,17,3,50000
Arcanine (Shadow),75.4,fire,none,132.7,104,122,1683972,18.5,Snarl,Wild Charge,Crunch,4,4,3,50000
Electabuzz (Shadow),75,electric,none,130.9,112.6,115,1694299,24,Thunder Shock,Thunder Punch,Thunderbolt,5,7,5,75000
Slowpoke,74.6,water,psychic,104.2,95,186,1840271,50,Confusion,Psyshock,Psychic,4,5,3,50000
Aerodactyl (Shadow),74.5,rock,flying,135,103.9,118,1656037,20,Rock Throw,Rock Slide,Earth Power,9,11,5,75000
Moltres,74.5,fire,flying,136.3,102.6,117,1635633,16,Fire Spin,Sky Attack,Overheat,5,6,20,100000
Slowpoke (Galarian),74.4,psychic,none,104.2,95,186,1840271,50,Confusion,Surf,Psyshock,4,4,3,50000
Ponyta,74.2,fire,none,134.8,109.4,113,1666179,36.5,Ember,Flame Charge,Stomp,9,7,3,50000
Rapidash,74.2,fire,none,134.7,110.9,111,1658326,22,Incinerate,Drill Run,Flame Charge,3,3,3,50000
Gloom,73.8,grass,poison,122.6,114.9,130,1830873,37.5,Razor Leaf,Sludge Bomb,Petal Blizzard,13,17,3,50000
Nidoking,73.8,poison,ground,130.1,104.1,127,1719018,21.5,Poison Jab,Earth Power,Megahorn,8,8,3,50000
Alakazam (Shadow),73.6,psychic,none,157,103.1,88,1425029,18,Psycho Cut,Fire Punch,Shadow Ball,5,7,3,50000
Charmeleon (Shadow),73.6,fire,none,127.1,109.1,127,1760642,39,Ember,Fire Punch,Flamethrower,7,10,3,10000
Kabutops,73.5,rock,water,135.5,121,100,1638836,20.5,Mud Shot,Stone Edge,Ancient Power,7,5,5,75000
Porygon,73.5,normal,none,120.8,114.7,134,1856061,35.5,Quick Attack,Discharge,Return,7,10,3,50000
Nidorino,73.4,poison,none,124.2,103.7,140,1803300,46.5,Poison Jab,Sludge Bomb,Horn Attack,8,5,3,50000
Onix,73.4,rock,ground,84,207.6,105,1831281,50,Rock Throw,Rock Slide,Stone Edge,9,11,5,75000
Golduck (Shadow),73.3,water,none,125.5,112.2,127,1787063,22.5,Confusion,Cross Chop,Synchronoise,3,5,3,50000
Machoke,73.3,fighting,none,127.7,97.2,141,1750103,27,Karate Chop,Cross Chop,Return,5,9,3,50000
Rhyhorn,73.2,ground,rock,113.4,110.2,158,1974352,38.5,Mud Slap,Stomp,Bulldoze,5,8,3,50000
Wartortle (Shadow),72.9,water,none,107.9,137.8,139,2067932,48,Water Gun,Ice Beam,Hydro Pump,19,25,3,10000
Growlithe,72.8,fire,none,126.9,90.8,135,1554545,50,Ember,Body Slam,Flamethrower,6,10,3,50000
Arcanine,72.6,fire,none,132.7,104,122,1683972,18.5,Snarl,Wild Charge,Crunch,4,4,3,50000
Vileplume,72.4,grass,poison,129.1,110.9,121,1732053,22,Razor Leaf,Sludge Bomb,Petal Blizzard,13,17,3,50000
Persian,72.3,normal,none,118.9,115.9,136,1874511,36,Feint Attack,Night Slash,Return,6,12,3,50000
Kangaskhan,72.2,normal,none,115.9,112.8,148,1934823,22,Mud Slap,Power-Up Punch,Crunch,5,6,3,50000
Omanyte,72,rock,water,129.2,131.7,102,1735737,44.5,Mud Shot,Rock Blast,Brine,5,6,5,75000
Charmeleon,71.9,fire,none,127.1,109.1,127,1760642,39,Ember,Fire Punch,Return,7,12,3,10000
Dugtrio (Shadow),71.9,ground,none,136.9,118.4,100,1620927,42,Mud Slap,Mud Bomb,Stone Edge,5,7,3,50000
Rhydon,71.8,ground,rock,126.7,102.4,136,1765046,17,Mud Slap,Stone Edge,Surf,7,5,3,50000
Exeggutor (Alolan) (Shadow),71.7,grass,dragon,134.4,94.2,131,1659647,18.5,Dragon Tail,Seed Bomb,Dragon Pulse,5,7,3,50000
Geodude (Alolan),71.7,rock,electric,123.5,123.5,113,1724177,50,Volt Switch,Rock Slide,Thunderbolt,3,4,1,10000
Slowbro,71.7,water,psychic,113.4,120.9,143,1961133,22,Confusion,Psychic,Ice Beam,5,5,3,50000
Oddish (Shadow),71.6,grass,poison,122.7,106.7,120,1571110,50,Razor Leaf,Seed Bomb,Sludge Bomb,10,13,3,50000
Electabuzz,71.5,electric,none,130.9,112.6,115,1694299,24,Thunder Shock,Thunder Punch,Return,5,8,5,75000
Aerodactyl,71.3,rock,flying,135,103.9,118,1656037,20,Rock Throw,Rock Slide,Earth Power,9,11,5,75000
Magmar (Shadow),71.3,fire,none,136.6,107.5,112,1645117,23.5,Ember,Fire Punch,Flamethrower,7,10,5,75000
Dugtrio (Alolan),71.1,ground,steel,148.9,111.5,90,1494460,29,Mud Slap,Mud Bomb,Earthquake,5,9,3,50000
Golem,71,rock,ground,125.2,121.7,117,1782513,19,Mud Shot,Stone Edge,Earthquake,7,8,1,10000
Victreebel,71,grass,poison,135.8,94.8,128,1648364,23,Razor Leaf,Leaf Blade,Acid Spray,9,12,3,50000
Cloyster,70.4,water,ice,119.7,166,94,1867851,22,Ice Shard,Avalanche,Hydro Pump,5,8,3,50000
Scyther (Shadow),70.3,bug,flying,134.9,110.7,111,1657053,20.5,Fury Cutter,Night Slash,X-Scissor,9,9,5,75000
Sandshrew (Shadow),70.1,ground,none,118.5,113.4,127,1706968,50,Mud Shot,Rock Slide,Sand Tomb,5,5,3,50000
Slowpoke (Shadow),70.1,water,psychic,104.2,95,186,1840271,50,Confusion,Psyshock,Psychic,4,5,3,50000
Slowbro (Shadow),69.9,water,psychic,113.4,120.9,143,1961133,22,Confusion,Psychic,Ice Beam,5,5,3,50000
Sandshrew,69.5,ground,none,118.5,113.4,127,1706968,50,Mud Shot,Rock Slide,Sand Tomb,5,5,3,50000
Machop (Shadow),69.4,fighting,none,127.7,81.5,157,1634495,50,Karate Chop,Cross Chop,Brick Break,5,5,3,50000
Rapidash (Galarian),69.4,psychic,fairy,134.7,110.9,111,1658326,22,Psycho Cut,Body Slam,Play Rough,4,7,3,50000
Machop,69.2,fighting,none,127.7,81.5,157,1634495,50,Karate Chop,Cross Chop,Return,5,9,3,50000
Persian (Shadow),69,normal,none,118.9,115.9,136,1874511,36,Feint Attack,Night Slash,Play Rough,6,10,3,50000
Alakazam,68.9,psychic,none,157,103.1,88,1425029,18,Psycho Cut,Fire Punch,Shadow Ball,5,7,3,50000
Parasect,68.8,bug,grass,124.2,118.3,122,1792012,30.5,Fury Cutter,Cross Poison,X-Scissor,9,9,3,50000
Flareon,68.5,fire,none,141.7,110,100,1557872,18,Fire Spin,Superpower,Flamethrower,4,6,5,75000
Magmar,68.4,fire,none,136.6,107.5,112,1645117,23.5,Ember,Fire Punch,Return,7,12,5,75000
Geodude,68.3,rock,ground,123.5,123.5,113,1724177,50,Rock Throw,Rock Slide,Dig,9,16,1,10000
Weepinbell (Shadow),68.1,grass,poison,137.8,84.3,139,1614019,39.5,Bullet Seed,Power Whip,Seed Bomb,4,4,3,50000
Nidoking (Shadow),67.9,poison,ground,130.1,104.1,127,1719018,21.5,Poison Jab,Earth Power,Megahorn,8,8,3,50000
Oddish,67.9,grass,poison,122.7,106.7,120,1571110,50,Razor Leaf,Seed Bomb,Sludge Bomb,10,13,3,50000
Scyther,67.7,bug,flying,134.9,110.7,111,1657053,20.5,Fury Cutter,Night Slash,X-Scissor,9,9,5,75000
Arbok,67.5,poison,none,123.7,120.1,121,1798747,29,Dragon Tail,Dark Pulse,Sludge Wave,6,8,3,50000
Jolteon,67.5,electric,none,138.6,113,103,1612419,19,Volt Switch,Discharge,Last Resort,3,4,5,75000
Weepinbell,67.4,grass,poison,137.8,84.3,139,1614019,39.5,Bullet Seed,Power Whip,Seed Bomb,4,4,3,50000
Tangela,67.3,grass,none,125,121.7,117,1778920,24.5,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Exeggutor (Alolan),66.7,grass,dragon,134.4,94.2,131,1659647,18.5,Dragon Tail,Seed Bomb,Dragon Pulse,5,7,3,50000
Dodrio,66.6,normal,flying,144.4,99.1,108,1545284,23.5,Feint Attack,Brave Bird,Drill Peck,10,7,3,50000
Cloyster (Shadow),66.3,water,ice,119.7,166,94,1867851,22,Ice Shard,Avalanche,Hydro Pump,5,8,3,50000
Exeggutor (Shadow),66.2,grass,psychic,136.7,93.7,128,1639303,18.5,Confusion,Psychic,Seed Bomb,5,4,3,50000
Mr. Mime (Galarian),66.2,ice,psychic,131.2,127.7,102,1709143,27,Confusion,Ice Punch,Psychic,4,5,5,75000
Seel,66.2,water,none,84,114.3,149,1430849,50,Water Gun,Aqua Tail,Icy Wind,12,15,3,50000
Raticate,66,normal,none,125.9,115.3,122,1771626,34.5,Quick Attack,Hyper Fang,Return,8,10,1,10000
Tangela (Shadow),65.7,grass,none,125,121.7,117,1778920,24.5,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Exeggcute,65.2,grass,psychic,102.5,117.6,142,1712557,50,Confusion,Seed Bomb,Psychic,4,5,3,50000
Bulbasaur,65.1,grass,poison,111.8,105.9,120,1419947,50,Vine Whip,Power Whip,Seed Bomb,7,5,3,10000
Bulbasaur (Shadow),64.6,grass,poison,111.8,105.9,120,1419947,50,Vine Whip,Power Whip,Seed Bomb,7,5,3,10000
Fearow,64.6,normal,flying,132.6,102.7,124,1689204,28.5,Peck,Sky Attack,Drill Run,9,9,1,10000
Cubone (Shadow),64.5,ground,none,88.2,133.6,127,1497128,50,Mud Slap,Bone Club,Bulldoze,5,8,3,50000
Exeggcute (Shadow),64.3,grass,psychic,102.5,117.6,142,1712557,50,Confusion,Seed Bomb,Psychic,4,5,3,50000
Exeggutor,64.2,grass,psychic,136.7,93.7,128,1639303,18.5,Confusion,Psychic,Seed Bomb,5,4,3,50000
Weezing (Shadow),63.8,poison,none,117,138.9,117,1901382,24.5,Infestation,Sludge Bomb,Dark Pulse,5,5,3,50000
Jynx,62.9,ice,psychic,142.2,101.5,109,1573630,22,Confusion,Avalanche,Psyshock,4,4,5,75000
Pidgeotto,62.8,normal,flying,110.9,100.8,147,1644149,50,Wing Attack,Aerial Ace,Twister,7,7,1,10000
Drowzee,62.5,psychic,none,87.4,126.9,142,1574590,50,Confusion,Psyshock,Psychic,4,5,3,50000
Weezing,62.5,poison,none,117,138.9,117,1901382,24.5,Infestation,Sludge Bomb,Dark Pulse,5,5,3,50000
Eevee,62.2,normal,none,100,108.4,135,1463320,50,Quick Attack,Body Slam,Last Resort,5,8,5,75000
Kabuto,61.8,rock,water,133.6,128.6,97,1667621,49,Mud Shot,Ancient Power,Aqua Jet,5,5,5,75000
Arbok (Shadow),61.5,poison,none,123.7,120.1,121,1798747,29,Dragon Tail,Dark Pulse,Sludge Wave,6,8,3,50000
Mr. Mime,61.2,psychic,fairy,132.2,145.7,88,1695360,25.5,Confusion,Psychic,Shadow Ball,5,5,5,75000
Butterfree,60.5,bug,flying,126.7,111.9,124,1757032,31.5,Confusion,Psychic,Bug Buzz,5,5,1,10000
Drowzee (Shadow),60.5,psychic,none,87.4,126.9,142,1574590,50,Confusion,Psyshock,Psychic,4,5,3,50000
Cubone,60.2,ground,none,88.2,133.6,127,1497128,50,Mud Slap,Bone Club,Return,5,9,3,50000
Goldeen,60.1,water,none,116,105,120,1461636,50,Mud Shot,Aqua Tail,Horn Attack,4,4,3,50000
Raticate (Shadow),58.3,normal,none,125.9,115.3,122,1771626,34.5,Quick Attack,Hyper Fang,Dig,8,12,1,10000
Seadra (Shadow),57.9,water,none,132.6,114.5,111,1685540,27,Dragon Breath,Hydro Pump,Dragon Pulse,25,20,3,50000
Seadra,57.2,water,none,132.6,114.5,111,1685540,27,Dragon Breath,Hydro Pump,Return,25,24,3,50000
Starmie,56.6,water,psychic,132.2,121.8,104,1675198,21,Water Gun,Psychic,Ice Beam,19,19,3,50000
Porygon (Shadow),56.5,normal,none,120.8,114.7,134,1856061,35.5,Hidden Power (Ground),Discharge,Hyper Beam,6,10,3,50000
Krabby,54.8,water,none,148.1,110.4,92,1504334,42,Bubble,Vise Grip,Bubble Beam,4,4,3,50000
Koffing (Shadow),53.9,poison,none,112.6,131.1,113,1667925,50,Infestation,Dark Pulse,Sludge Bomb,5,5,3,50000
Koffing,52.6,poison,none,112.6,131.1,113,1667925,50,Infestation,Dark Pulse,Sludge Bomb,5,5,3,50000
Tauros,52.6,normal,none,125.1,118.9,120,1785591,21.5,Tackle,Horn Attack,Earthquake,18,33,3,50000
Weezing (Galarian),52.5,poison,fairy,118.4,138.9,115,1889997,24.5,Tackle,Sludge,Overheat,20,28,3,50000
Tentacool,52.3,water,poison,94.1,137.8,113,1465578,50,Bubble,Wrap,Bubble Beam,5,4,3,50000
Ponyta (Galarian),50.6,psychic,none,134.8,109.4,113,1666179,36.5,Psycho Cut,Psybeam,Play Rough,7,7,3,50000
Hitmonlee (Shadow),45.9,fighting,none,142.5,121.4,91,1573887,21.5,Rock Smash,Close Combat,Stone Edge,7,8,5,75000
Hitmonlee,43.6,fighting,none,142.5,121.4,91,1573887,21.5,Rock Smash,Close Combat,Stone Edge,7,8,5,75000
Clefairy,42.4,fairy,none,102.5,103.4,157,1663540,50,Zen Headbutt,Body Slam,Disarming Voice,6,8,1,10000
