Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Carnivine,72.8,grass,none,130.2,101.2,130,1712621,25.5,Vine Whip,Crunch,Power Whip,6,7,5,75000
Kricketune,72.7,bug,none,127.7,88,155,1742826,38,Fury Cutter,X-Scissor,Aerial Ace,9,12,1,10000
Staraptor (Shadow),72.1,normal,flying,140.4,90.8,124,1581461,19.5,Gust,Brave Bird,Close Combat,5,4,1,10000
Turtwig (Shadow),71.8,grass,none,112.6,105,135,1596678,50,Razor Leaf,Body Slam,Seed Bomb,9,10,3,10000
Wormadam (Sandy),71.8,bug,ground,109.9,146.8,126,2032523,33.5,Bug Bite,Bug Buzz,Bulldoze,20,20,1,10000
Rhyperior,71.6,ground,rock,126.8,105.5,132,1766090,15,Mud Slap,Rock Wrecker,Surf,7,5,3,50000
Mantyke,70.5,water,flying,100.8,163,120,1972572,50,Bubble,Aerial Ace,Ice Beam,5,5,5,10000
Growlithe (Hisuian),70.1,fire,rock,131.9,89.9,142,1684382,50,Ember,Rock Slide,Flamethrower,8,10,3,50000
Dusknoir,70,ghost,none,119.8,172.9,90,1864291,23.5,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Prinplup,69.2,water,none,119.1,116,136,1878103,37,Bubble,Icy Wind,Hydro Pump,5,7,3,10000
Stunky (Shadow),68.6,poison,dark,114.3,88.2,147,1482226,50,Bite,Crunch,Sludge Bomb,23,25,3,50000
Purugly,68.5,normal,none,125.5,105.5,133,1762021,28.5,Shadow Claw,Aerial Ace,Thunder,6,8,3,50000
Hippopotas (Shadow),68.4,ground,none,115.3,111.1,152,1946522,49,Bite,Body Slam,Rock Tomb,18,30,3,50000
Hippopotas,68,ground,none,115.3,111.1,152,1946522,49,Bite,Body Slam,Rock Tomb,18,30,3,50000
Snover,68,grass,ice,109.2,100.8,142,1564162,50,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Staravia (Shadow),67.9,normal,flying,131.9,91.6,135,1631281,50,Wing Attack,Brave Bird,Aerial Ace,8,7,1,10000
Turtwig,67.4,grass,none,112.6,105,135,1596678,50,Razor Leaf,Body Slam,Seed Bomb,9,10,3,10000
Staravia,67.3,normal,flying,131.9,91.6,135,1631281,50,Wing Attack,Brave Bird,Aerial Ace,8,7,1,10000
Staraptor,67.1,normal,flying,140.4,90.8,124,1581461,19.5,Gust,Brave Bird,Close Combat,5,4,1,10000
Dusknoir (Shadow),67,ghost,none,119.8,172.9,90,1864291,23.5,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Lumineon,67,water,none,109.5,137.2,136,2042625,33,Waterfall,Blizzard,Silver Wind,10,6,3,50000
Glaceon,66.4,ice,none,137.2,124.1,96,1634258,18,Ice Shard,Avalanche,Icy Wind,5,5,5,75000
Wormadam (Plant),66,bug,grass,109.9,146.8,126,2032523,33.5,Bug Bite,Bug Buzz,Energy Ball,20,19,1,10000
Yanmega,65.9,bug,flying,137.3,98.3,121,1632541,18.5,Wing Attack,Bug Buzz,Aerial Ace,9,7,3,50000
Arcanine (Hisuian),65.8,fire,rock,132.4,100,127,1682540,17.5,Snarl,Rock Slide,Wild Charge,4,4,3,50000
Ambipom (Shadow),65.6,normal,none,133.9,99.9,124,1659351,23,Scratch,Aerial Ace,Low Sweep,23,20,3,50000
Stunky,65.5,poison,dark,114.3,88.2,147,1482226,50,Bite,Crunch,Sludge Bomb,23,25,3,50000
Snover (Shadow),65.2,grass,ice,109.2,100.8,142,1564162,50,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Mismagius,65,ghost,none,133.8,120.8,104,1680621,21.5,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Porygon-Z,64.8,normal,none,148.7,88.4,115,1512352,16.5,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Shellos,64.7,water,none,99.2,100.8,166,1659740,50,Mud Slap,Body Slam,Mud Bomb,5,5,3,50000
Porygon-Z (Shadow),64.6,normal,none,148.7,88.4,115,1512352,16.5,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Rotom (Wash),64.6,electric,water,129.2,143.2,93,1720709,21,Thunder Shock,Thunderbolt,Hydro Pump,7,9,5,75000
Mesprit,62.7,psychic,none,124.1,125.8,116,1811528,18,Confusion,Future Sight,Blizzard,6,7,20,100000
Mothim,62.7,bug,flying,140,83,137,1591422,31.5,Bug Bite,Bug Buzz,Aerial Ace,20,15,1,10000
Azelf,62.2,psychic,none,152.6,91.4,105,1464716,17,Confusion,Future Sight,Fire Blast,6,7,20,100000
Floatzel,62,water,none,143.8,81.1,133,1551619,22.5,Waterfall,Hydro Pump,Aqua Jet,10,6,3,50000
Chatot,61.8,normal,flying,140.4,78.4,145,1596254,32.5,Peck,Sky Attack,Night Shade,9,11,5,75000
Mismagius (Shadow),60.8,ghost,none,133.8,120.8,104,1680621,21.5,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Skorupi (Shadow),60.1,poison,bug,90.8,139.5,113,1430471,50,Poison Sting,Cross Poison,Aqua Tail,4,4,5,75000
Rampardos,59.7,rock,none,164.6,66.3,125,1363142,16,Smack Down,Rock Slide,Flamethrower,6,7,5,75000
Skorupi,59.3,poison,bug,90.8,139.5,113,1430471,50,Poison Sting,Cross Poison,Aqua Tail,4,4,5,75000
Ambipom,59.2,normal,none,133.9,99.9,124,1659351,23,Scratch,Aerial Ace,Return,23,35,3,50000
Buneary,57.7,normal,none,121.8,100.8,135,1658639,50,Quick Attack,Fire Punch,Swift,6,8,3,50000
Braviary (Hisuian),55.8,psychic,flying,128.6,89.1,151,1729615,19.5,Air Slash,Brave Bird,Psychic,7,7,5,75000
Piplup,54,water,none,106.7,98.3,131,1374452,50,Bubble,Drill Peck,Icy Wind,4,5,3,10000
Shaymin (Land),50.3,grass,none,117.9,122.3,131,1888054,17,Hidden Power (Grass),Grass Knot,Energy Ball,7,7,20,100000
Lopunny,49.3,normal,none,112.1,146.4,121,1985734,27.5,Low Kick,Fire Punch,Focus Blast,8,15,3,50000
Cherrim (Overcast),47.8,grass,none,122.9,115.2,129,1826290,27,Bullet Seed,Solar Beam,Dazzling Gleam,7,6,1,10000
