Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2
Kyogre,79.6,water,none,225.2,192,173,7483094,40,Waterfall,Surf,Blizzard
Landorus (Incarnate),79.5,ground,flying,218.1,155.7,173,5874966,40,Mud Shot,Rock Slide,Earth Power
Articuno (Shadow),79.2,ice,flying,163.6,198.4,175,5678924,40,Ice Shard,Icy Wind,Hurricane
Zekrom,79.2,dragon,electric,229.2,178.6,173,7081684,40,Dragon Breath,Crunch,Wild Charge
Swampert (Shadow),78,water,ground,176.2,150.2,189,5001546,40,Mud Shot,Hydro Cannon,Earthquake
Zapdos (Shadow),77.7,electric,flying,211.8,158.1,175,5858505,40,Thunder Shock,Drill Peck,Thunderbolt
Heatran,77.4,fire,steel,210.2,180.2,177,6704613,40,Fire Spin,Flamethrower,Iron Head
Mamoswine (Shadow),77.4,ice,ground,207.1,127.2,203,5348194,40,Powder Snow,Avalanche,Bulldoze
Regice,77.3,ice,none,153.3,256.1,162,6359833,40,Lock On,Blizzard,Earthquake
Zapdos,77.3,electric,flying,211.8,158.1,175,5858505,40,Thunder Shock,Drill Peck,Thunderbolt
Reshiram,77.1,dragon,fire,229.2,178.6,173,7081684,40,Dragon Breath,Crunch,Overheat
Togekiss,76.8,fairy,flying,189.7,183.3,168,5842416,40,Charm,Ancient Power,Flamethrower
Kyurem,76.5,dragon,ice,206.3,146.2,205,6182300,40,Dragon Breath,Dragon Claw,Blizzard
Metagross,76.4,steel,psychic,215,192,162,6687660,40,Bullet Punch,Meteor Mash,Earthquake
Magnezone,76.1,electric,steel,199.9,173.9,147,5110278,40,Spark,Wild Charge,Mirror Shot
Regirock,75.2,rock,none,153.3,256.1,162,6359833,40,Lock On,Stone Edge,Focus Blast
Raikou (Shadow),74.7,electric,none,202.3,166,175,5875993,40,Volt Switch,Wild Charge,Shadow Ball
Latios,74.5,dragon,psychic,223.7,179.4,162,6499969,40,Dragon Breath,Dragon Claw,Psychic
Hippowdon,74.2,ground,none,170.7,162.8,200,5558210,40,Ice Fang,Body Slam,Earth Power
Machamp (Shadow),73.1,fighting,none,196.8,137.5,175,4735552,40,Counter,Cross Chop,Payback
Darmanitan (Standard),72.9,fire,none,219.7,101.9,195,4367703,40,Incinerate,Rock Slide,Overheat
Krookodile,72.3,ground,dark,192.8,136.7,182,4798343,40,Snarl,Crunch,Earthquake
Machamp,72.2,fighting,none,196.8,137.5,175,4735552,40,Counter,Cross Chop,Payback
Lapras,71.9,water,ice,142.3,149.4,230,4887043,40,Ice Shard,Surf,Ice Beam
Mewtwo (Armored),71.8,psychic,none,155.7,231.6,180,6489188,40,Confusion,Psystrike,Dynamic Punch
Gengar,71.2,ghost,poison,218.1,129.6,134,3788277,40,Shadow Claw,Shadow Ball,Shadow Punch
Entei,70.9,fire,none,197.6,147,210,6098966,40,Fire Spin,Flame Charge,Iron Head
Raikou,70.7,electric,none,202.3,166,175,5875993,40,Volt Switch,Wild Charge,Shadow Ball
Virizion,70.7,grass,fighting,163.6,192.8,177,5583640,40,Quick Attack,Leaf Blade,Close Combat
Charizard,69.9,fire,flying,188.1,148.6,158,4415459,40,Dragon Breath,Blast Burn,Dragon Claw
Garchomp,69.4,dragon,ground,218.1,164.4,200,7171110,40,Mud Shot,Outrage,Earthquake
Moltres,69.4,fire,flying,210.2,154.9,175,5698489,40,Fire Spin,Sky Attack,Overheat
Cobalion,69.3,steel,fighting,163.6,192.8,177,5583640,40,Metal Claw,Sacred Sword,Stone Edge
Celebi,69,psychic,grass,177.8,177.8,189,5976003,40,Confusion,Seed Bomb,Psychic
Jirachi,69,steel,psychic,177.8,177.8,189,5976003,40,Confusion,Doom Desire,Psychic
Obstagoon,69,dark,normal,154.1,165.2,179,4556359,40,Counter,Night Slash,Cross Chop
Sirfetchd,68.8,fighting,none,207.8,150.9,136,4266895,40,Counter,Close Combat,Leaf Blade
Entei (Shadow),68.6,fire,none,197.6,147,210,6098966,40,Fire Spin,Flame Charge,Iron Head
Escavalier,68.6,bug,steel,188.1,159.6,147,4413973,40,Counter,Drill Run,Megahorn
Gallade,68.6,psychic,fighting,199.2,166,145,4792607,40,Confusion,Close Combat,Leaf Blade
Tyranitar (Shadow),68.6,rock,dark,210.2,175.4,189,6970764,40,Smack Down,Crunch,Stone Edge
Ampharos,68.1,electric,none,178.6,145.4,175,4545151,40,Volt Switch,Thunder Punch,Focus Blast
Heracross,68,bug,fighting,196.8,153.3,162,4887650,40,Counter,Close Combat,Megahorn
Electivire,67.7,electric,none,208.6,140.7,154,4519898,40,Thunder Shock,Wild Charge,Ice Punch
Suicune,67.5,water,none,154.1,197.6,189,5754670,40,Snarl,Ice Beam,Hydro Pump
Glaceon,67.1,ice,none,199.9,173.9,140,4866931,40,Ice Shard,Avalanche,Icy Wind
Metagross (Shadow),67.1,steel,psychic,215,192,162,6687660,40,Bullet Punch,Meteor Mash,Earthquake
Tyranitar,67.1,rock,dark,210.2,175.4,189,6970764,40,Smack Down,Crunch,Stone Edge
Hydreigon,67,dark,dragon,214.2,160.4,178,6116026,40,Dragon Breath,Dark Pulse,Dragon Pulse
Gardevoir,66.8,psychic,fairy,199.2,166,145,4792607,40,Charm,Synchronoise,Shadow Ball
Muk (Alolan),66.8,poison,dark,162,147.8,195,4668894,40,Snarl,Dark Pulse,Sludge Wave
Genesect,66.2,bug,steel,211,169.1,149,5317350,40,Fury Cutter,X-Scissor,Magnet Bomb
Electivire (Shadow),65.9,electric,none,208.6,140.7,154,4519898,40,Thunder Shock,Wild Charge,Ice Punch
Scizor (Shadow),65.5,bug,steel,198.4,154.9,147,4516803,40,Bullet Punch,Night Slash,Iron Head
Registeel,65.4,steel,none,124.9,237.1,162,4795980,40,Lock On,Focus Blast,Flash Cannon
Darkrai,65.2,dark,none,237.1,168.3,147,5866812,40,Snarl,Dark Pulse,Shadow Ball
Thundurus (Incarnate),65.1,electric,flying,222.1,141.5,160,5026472,40,Thunder Shock,Crunch,Thunder
Ursaring,64.9,normal,none,198.4,125.7,175,4362072,40,Shadow Claw,Close Combat,Return
Cresselia,64.6,psychic,none,132,215.8,217,6179066,40,Psycho Cut,Grass Knot,Future Sight
Bouffalant,64.5,normal,none,166,155.7,182,4702631,40,Mud Shot,Stomp,Earthquake
Lapras (Shadow),64.2,water,ice,142.3,149.4,230,4887043,40,Ice Shard,Surf,Ice Beam
Typhlosion,64.2,fire,none,188.1,148.6,158,4415459,40,Incinerate,Blast Burn,Solar Beam
Haxorus,63.6,dragon,none,236.3,147.8,156,5447803,40,Counter,Dragon Claw,Night Slash
Latias,63.5,dragon,psychic,192,206.3,162,6417203,40,Dragon Breath,Outrage,Psychic
Chesnaught,63.3,grass,fighting,170.7,173.1,173,5111260,40,Vine Whip,Superpower,Energy Ball
Gliscor,63.3,ground,flying,158.1,187.3,154,4559141,40,Wing Attack,Night Slash,Earthquake
Cryogonal,62.9,ice,none,162,184.1,162,4832911,40,Ice Shard,Night Slash,Aurora Beam
Porygon-Z,62.9,normal,none,220.5,130.4,168,4830381,40,Lock On,Tri Attack,Blizzard
Suicune (Shadow),62.9,water,none,154.1,197.6,189,5754670,40,Snarl,Ice Beam,Hydro Pump
Tangrowth,62.9,grass,none,175.4,157.3,189,5214970,40,Vine Whip,Power Whip,Rock Slide
Beartic,61.4,ice,none,196,132,182,4707860,40,Powder Snow,Surf,Ice Punch
Victini,61.4,psychic,fire,177.8,177.8,189,5976003,40,Confusion,V-Create,Psychic
Sandslash (Alolan),61,ice,steel,151.7,166,154,3878156,40,Powder Snow,Ice Punch,Blizzard
Gliscor (Shadow),60.9,ground,flying,158.1,187.3,154,4559141,40,Fury Cutter,Night Slash,Earthquake
Delphox,60.6,fire,psychic,193.6,161.2,154,4807297,40,Fire Spin,Flame Charge,Psychic
Hariyama,60.3,fighting,none,177,101.9,250,4511923,40,Counter,Close Combat,Heavy Slam
Seismitoad,60.3,water,ground,160.4,130.4,195,4079421,40,Mud Shot,Earth Power,Muddy Water
Bisharp,60.1,dark,steel,195.2,150.9,140,4125175,40,Snarl,Dark Pulse,X-Scissor
Lickilicky,60.1,normal,none,139.1,154.9,203,4373698,40,Lick,Body Slam,Shadow Ball
Magmortar,60,fire,none,207.1,147.8,154,4712459,40,Karate Chop,Fire Punch,Thunderbolt
Venusaur,59.8,grass,poison,168.3,161.2,162,4396517,40,Vine Whip,Frenzy Plant,Sludge Bomb
Milotic,59.7,water,none,163.6,184.9,182,5506068,40,Waterfall,Surf,Blizzard
Pinsir (Shadow),59.7,bug,none,199.9,155.7,140,4358116,40,Fury Cutter,Close Combat,X-Scissor
Roserade,59.7,grass,poison,203.9,158.1,134,4318555,40,Bullet Seed,Weather Ball (Fire),Grass Knot
Blaziken,59.3,fire,fighting,201.5,123.3,162,4024980,40,Counter,Blaze Kick,Blast Burn
Empoleon,59.1,water,steel,177.8,158.9,167,4717143,40,Waterfall,Hydro Cannon,Flash Cannon
Steelix,59.1,steel,ground,128.8,226.8,154,4499603,40,Dragon Tail,Earthquake,Crunch
Vaporeon,59,water,none,173.9,139.1,230,5562207,40,Water Gun,Aqua Tail,Last Resort
Charizard (Shadow),58.8,fire,flying,188.1,148.6,158,4415459,40,Fire Spin,Blast Burn,Dragon Claw
Moltres (Shadow),58.7,fire,flying,210.2,154.9,175,5698489,40,Fire Spin,Sky Attack,Overheat
Lucario,58.5,fighting,steel,198.4,125.7,147,3664141,40,Counter,Power-Up Punch,Shadow Ball
Stunfisk (Galarian),58.5,ground,steel,125.7,147,201,3712702,40,Mud Shot,Rock Slide,Earthquake
Rayquaza,58.4,dragon,flying,236.3,146.2,180,6218697,40,Dragon Tail,Outrage,Aerial Ace
Venusaur (Shadow),58.2,grass,poison,168.3,161.2,162,4396517,40,Vine Whip,Frenzy Plant,Sludge Bomb
Conkeldurr,57.7,fighting,none,203.9,136.7,195,5436062,40,Counter,Dynamic Punch,Stone Edge
Rhydon,57.5,ground,rock,187.3,147,195,5368833,40,Mud Slap,Stone Edge,Surf
Regigigas,57.4,normal,none,238.7,177.8,186,7893805,40,Hidden Power (Ground),Thunder,Focus Blast
Weavile,57.2,dark,ice,203.9,147,147,4405893,40,Snarl,Avalanche,Focus Blast
Porygon2,57.1,normal,none,168.3,154.1,168,4358203,40,Lock On,Tri Attack,Zap Cannon
Ampharos (Shadow),56.9,electric,none,178.6,145.4,175,4545151,40,Volt Switch,Thunder Punch,Focus Blast
Clefable,56.8,fairy,none,152.5,139.9,182,3883166,40,Charm,Meteor Mash,Moonblast
Gallade (Shadow),56.8,psychic,fighting,199.2,166,145,4792607,40,Confusion,Close Combat,Leaf Blade
Weavile (Shadow),56.8,dark,ice,203.9,147,147,4405893,40,Snarl,Avalanche,Focus Blast
Abomasnow (Shadow),56.6,grass,ice,152.5,136.7,175,3649433,40,Powder Snow,Weather Ball (Ice),Energy Ball
Flygon,56.6,ground,dragon,173.9,144.6,162,4073547,40,Mud Shot,Dragon Claw,Earth Power
Granbull,56.3,fairy,none,179.4,115.4,175,3622436,40,Snarl,Close Combat,Crunch
Golem,56.2,rock,ground,178.6,168.3,162,4870651,40,Mud Shot,Stone Edge,Earthquake
Magmortar (Shadow),56.2,fire,none,207.1,147.8,154,4712459,40,Karate Chop,Fire Punch,Thunderbolt
Alakazam,56.1,psychic,none,226,143.8,127,4128812,40,Counter,Fire Punch,Shadow Ball
Donphan,56.1,ground,none,181,158.1,175,5005961,40,Counter,Earthquake,Heavy Slam
Chandelure,55.9,ghost,fire,226,155.7,134,4715427,40,Incinerate,Shadow Ball,Flame Charge
Gigalith,55.8,rock,none,190.5,170.7,168,5462155,40,Smack Down,Rock Slide,Superpower
Aggron,55.5,steel,rock,168.3,215,147,5319243,40,Smack Down,Stone Edge,Heavy Slam
Ninetales (Alolan),55.5,ice,fairy,146.2,164.4,151,3629075,40,Powder Snow,Weather Ball (Ice),Psyshock
Mr. Rime,55.3,ice,psychic,179.4,153.3,162,4455809,40,Ice Shard,Icy Wind,Ice Punch
Aggron (Shadow),55,steel,rock,168.3,215,147,5319243,40,Smack Down,Stone Edge,Heavy Slam
Meganium,55,grass,none,144.6,171.5,162,4017999,40,Vine Whip,Frenzy Plant,Earthquake
Pyroar,55,fire,normal,186.5,129.6,169,4085324,40,Fire Fang,Flame Charge,Dark Pulse
Klinklang,54.6,steel,none,169.1,181,134,4101456,40,Thunder Shock,Mirror Shot,Zap Cannon
Poliwrath,54.6,water,fighting,155.7,157.3,175,4284906,40,Mud Shot,Dynamic Punch,Ice Punch
Muk (Shadow),54.2,poison,none,162,147.8,195,4668894,40,Poison Jab,Thunder Punch,Dark Pulse
Torterra,54,grass,ground,171.5,160.4,182,5007387,40,Razor Leaf,Frenzy Plant,Stone Edge
Piloswine,53.6,ice,ground,154.9,120.9,189,3539919,40,Powder Snow,Avalanche,Stone Edge
Scizor,53.6,bug,steel,198.4,154.9,147,4516803,40,Fury Cutter,Night Slash,X-Scissor
Cloyster,53.4,water,ice,158.9,214.2,120,4082541,40,Ice Shard,Avalanche,Hydro Pump
Poliwrath (Shadow),53.4,water,fighting,155.7,157.3,175,4284906,40,Mud Shot,Dynamic Punch,Ice Punch
Terrakion,53.3,rock,fighting,217.3,163.6,177,6293037,40,Smack Down,Close Combat,Rock Slide
Muk,53.1,poison,none,162,147.8,195,4668894,40,Poison Jab,Thunder Punch,Dark Pulse
Stunfisk,53.1,ground,electric,125.7,147,201,3712702,40,Mud Shot,Mud Bomb,Discharge
Braviary,53,normal,flying,195.2,132,189,4869218,40,Air Slash,Brave Bird,Close Combat
Darmanitan (Galarian),53,ice,none,219.7,101.9,195,4367703,40,Ice Fang,Avalanche,Superpower
Arcanine (Shadow),52.9,fire,none,191.3,143,175,4787579,40,Snarl,Wild Charge,Flamethrower
Drifblim,52.9,ghost,flying,154.1,92.5,258,3676412,40,Hex,Shadow Ball,Icy Wind
Feraligatr,52.9,water,none,173.9,160.4,168,4686105,40,Water Gun,Hydro Cannon,Crunch
Abomasnow,52.7,grass,ice,152.5,136.7,175,3649433,40,Powder Snow,Weather Ball (Ice),Energy Ball
Staraptor,52.6,normal,flying,196.8,122.5,168,4049714,40,Wing Attack,Brave Bird,Close Combat
Scrafty,52.4,dark,fighting,140.7,187.3,140,3688760,40,Counter,Foul Play,Power-Up Punch
Torterra (Shadow),52.3,grass,ground,171.5,160.4,182,5007387,40,Razor Leaf,Frenzy Plant,Stone Edge
Salamence,52.1,dragon,flying,230.8,144.6,182,6074203,40,Dragon Tail,Outrage,Hydro Pump
Kangaskhan,52,normal,none,154.9,142.3,195,4296820,40,Mud Slap,Stomp,Crunch
Porygon-Z (Shadow),51.4,normal,none,220.5,130.4,168,4830381,40,Lock On,Tri Attack,Blizzard
Stoutland,51.3,normal,none,174.7,155.7,168,4568270,40,Lick,Wild Charge,Crunch
Golurk,51.1,ground,ghost,187.3,133.6,173,4327780,40,Mud Slap,Shadow Punch,Earth Power
Porygon2 (Shadow),51.1,normal,none,168.3,154.1,168,4358203,40,Lock On,Tri Attack,Zap Cannon
Slaking,51,normal,none,241,143,236,8137189,40,Yawn,Body Slam,Earthquake
Leafeon,50.8,grass,none,182.6,184.9,140,4726502,40,Quick Attack,Leaf Blade,Last Resort
Ursaring (Shadow),50,normal,none,198.4,125.7,175,4362072,40,Shadow Claw,Close Combat,Hyper Beam
Nidoqueen,49.7,poison,ground,154.1,148.6,175,4006955,40,Poison Jab,Earth Power,Stone Edge
Ninetales (Shadow),49.5,fire,none,145.4,162,151,3557399,40,Fire Spin,Weather Ball (Fire),Psyshock
Durant,49.4,bug,steel,183.3,160.4,131,3853357,40,Bug Bite,X-Scissor,Stone Edge
Omastar,49.4,rock,water,175.4,170.7,147,4402588,40,Mud Shot,Rock Slide,Rock Blast
Exeggutor (Shadow),49.2,grass,psychic,196,129.6,182,4623287,40,Bullet Seed,Seed Bomb,Psychic
Golem (Alolan),49.2,rock,electric,178.6,168.3,162,4870651,40,Volt Switch,Wild Charge,Stone Edge
Archeops,49.1,rock,flying,242.6,121.7,154,4547407,40,Wing Attack,Dragon Claw,Crunch
Kingdra,49.1,water,dragon,165.2,165.2,154,4201431,40,Dragon Breath,Outrage,Octazooka
Vileplume (Shadow),49.1,grass,poison,171.5,143.8,154,3798707,40,Razor Leaf,Sludge Bomb,Moonblast
Salamence (Shadow),48.8,dragon,flying,230.8,144.6,182,6074203,40,Dragon Tail,Outrage,Hydro Pump
Mandibuzz,48.6,dark,flying,113.8,173.9,203,4016661,40,Snarl,Foul Play,Aerial Ace
Arcanine,48.5,fire,none,191.3,143,175,4787579,40,Snarl,Wild Charge,Flamethrower
Vileplume,48.5,grass,poison,171.5,143.8,154,3798707,40,Razor Leaf,Sludge Bomb,Moonblast
Alakazam (Shadow),48.2,psychic,none,226,143.8,127,4128812,40,Counter,Fire Punch,Shadow Ball
Skuntank,47.9,poison,dark,157.3,116.2,193,3526239,40,Poison Jab,Crunch,Sludge Bomb
Umbreon,47.9,dark,none,111.4,201.5,182,4087094,40,Snarl,Foul Play,Last Resort
Jolteon,47.6,electric,none,195.2,155.7,140,4254761,40,Volt Switch,Discharge,Last Resort
Exeggutor (Alolan),47.5,grass,dragon,193.6,132.8,182,4678760,40,Bullet Seed,Seed Bomb,Dragon Pulse
Gastrodon (East),47.5,water,ground,145.4,124.9,204,3704154,40,Mud Slap,Body Slam,Earth Power
Gastrodon (West),47.5,water,ground,145.4,124.9,204,3704154,40,Mud Slap,Body Slam,Earth Power
Politoed (Shadow),47.5,water,none,149.4,153.3,175,4007611,40,Mud Shot,Weather Ball (Water),Surf
Exeggutor,47.3,grass,psychic,196,129.6,182,4623287,40,Bullet Seed,Seed Bomb,Psychic
Ferrothorn,47.3,grass,steel,136.7,188.1,153,3934581,40,Bullet Seed,Power Whip,Mirror Shot
Kingler,47.3,water,none,201.5,154.9,127,3964459,40,Mud Shot,Crabhammer,X-Scissor
Sceptile,47.3,grass,none,188.1,145.4,147,4020648,40,Bullet Seed,Leaf Blade,Dragon Claw
Exploud,47.2,normal,none,153.3,120.1,195,3591401,40,Bite,Crunch,Disarming Voice
Deoxys (Defense),47,psychic,none,125.7,272.7,120,4111322,40,Counter,Psycho Boost,Rock Slide
Omastar (Shadow),47,rock,water,175.4,170.7,147,4402588,40,Mud Shot,Rock Slide,Rock Blast
Rampardos,46.5,rock,none,245,98,184,4417588,40,Smack Down,Rock Slide,Flamethrower
Forretress,46.3,bug,steel,139.1,173.9,154,3724260,40,Bug Bite,Mirror Shot,Earthquake
Kabutops,46,rock,water,185.7,158.9,134,3953236,40,Mud Shot,Stone Edge,Ancient Power
Blastoise,45.7,water,none,147,175.4,160,4126386,40,Water Gun,Hydro Cannon,Ice Beam
Bellossom,45.6,grass,none,145.4,158.9,154,3557284,40,Bullet Seed,Leaf Blade,Return
Relicanth,45.4,water,rock,139.9,172.3,189,4554865,40,Water Gun,Aqua Tail,Ancient Power
Piloswine (Shadow),45.3,ice,ground,154.9,120.9,189,3539919,40,Powder Snow,Avalanche,Stone Edge
Pinsir,45.3,bug,none,199.9,155.7,140,4358116,40,Fury Cutter,Close Combat,X-Scissor
Politoed,45.2,water,none,149.4,153.3,175,4007611,40,Mud Shot,Weather Ball (Water),Surf
Vanilluxe,45.2,ice,none,184.1,157.3,149,4314985,40,Frost Breath,Blizzard,Signal Beam
Bronzong,44.9,steel,psychic,139.1,180.2,143,3583996,40,Confusion,Psyshock,Heavy Slam
Drapion,44.9,poison,dark,154.1,171.5,147,3885041,40,Infestation,Aqua Tail,Crunch
Luxray,44.7,electric,none,195.2,135.1,162,4273582,40,Spark,Wild Charge,Crunch
Houndoom,44.6,dark,fire,188.9,125.7,154,3655104,40,Snarl,Crunch,Flamethrower
Blastoise (Shadow),44.4,water,none,147,175.4,160,4126386,40,Water Gun,Hydro Cannon,Ice Beam
Serperior,44.4,grass,none,139.1,173.1,154,3707332,40,Vine Whip,Grass Knot,Leaf Tornado
Unfezant,44.4,normal,flying,190.5,127.2,162,3925924,40,Air Slash,Sky Attack,Hyper Beam
Aerodactyl (Shadow),44.3,rock,flying,186.5,137.5,162,4154897,40,Rock Throw,Rock Slide,Earth Power
Flygon (Shadow),44.3,ground,dragon,173.9,144.6,162,4073547,40,Mud Shot,Dragon Claw,Earth Power
Ninetales,44.1,fire,none,145.4,162,151,3557399,40,Fire Spin,Weather Ball (Fire),Psyshock
Scyther,43.7,bug,flying,184.1,146.2,147,3957573,40,Fury Cutter,Night Slash,X-Scissor
Honchkrow,43.6,dark,flying,203.9,93.3,189,3593747,40,Snarl,Brave Bird,Sky Attack
Scyther (Shadow),43.6,bug,flying,184.1,146.2,147,3957573,40,Fury Cutter,Night Slash,X-Scissor
Carracosta,43.4,water,rock,163.6,167.5,153,4193548,40,Water Gun,Surf,Body Slam
Emboar,43.4,fire,fighting,197.6,112.2,203,4500993,40,Ember,Rock Slide,Flame Charge
Flareon,43.4,fire,none,206.3,153.3,140,4427456,40,Fire Spin,Flamethrower,Overheat
Houndoom (Shadow),43.4,dark,fire,188.9,125.7,154,3655104,40,Snarl,Crunch,Flamethrower
Uxie,43.4,psychic,none,135.1,225.2,154,4687547,40,Confusion,Future Sight,Thunder
Blissey,43.3,normal,none,113.8,145.4,403,6669132,40,Pound,Psychic,Hyper Beam
Jellicent,43.3,water,ghost,137.5,152.5,189,3964171,40,Hex,Shadow Ball,Ice Beam
Probopass,43.1,rock,steel,118.5,229.2,134,3640642,40,Spark,Rock Slide,Magnet Bomb
Walrein (Shadow),42.5,ice,water,155.7,150.9,203,4770673,40,Waterfall,Blizzard,Earthquake
Golduck,42.4,water,none,162.8,139.9,162,3689262,40,Water Gun,Cross Chop,Ice Beam
Cloyster (Shadow),42.2,water,ice,158.9,214.2,120,4082541,40,Ice Shard,Avalanche,Hydro Pump
Aerodactyl,42.1,rock,flying,186.5,137.5,162,4154897,40,Rock Throw,Rock Slide,Earth Power
Crobat,41.8,poison,flying,165.2,152.5,168,4232499,40,Air Slash,Shadow Ball,Sludge Bomb
Forretress (Shadow),41.8,bug,steel,139.1,173.9,154,3724260,40,Bug Bite,Mirror Shot,Earthquake
Crustle,41.5,bug,rock,160.4,169.9,147,4007152,40,Fury Cutter,Rock Slide,X-Scissor
Sandslash,41.4,ground,none,155.7,150.2,154,3600183,40,Mud Shot,Earthquake,Bulldoze
Greninja,41.2,water,dark,188.1,132,150,3723648,40,Bubble,Night Slash,Surf
Mesprit,40.8,psychic,none,179.4,179.4,162,5213756,40,Confusion,Future Sight,Blizzard
Tornadus (Incarnate),40.6,flying,none,222.1,141.5,160,5026472,40,Air Slash,Grass Knot,Dark Pulse
Armaldo,40.5,rock,bug,187.3,149.4,154,4308388,40,Fury Cutter,Rock Blast,Cross Poison
Rotom (Wash),40.5,electric,water,173.1,184.9,120,3840831,40,Thunder Shock,Thunderbolt,Hydro Pump
Walrein,40.5,ice,water,155.7,150.9,203,4770673,40,Waterfall,Blizzard,Earthquake
Espeon,40.4,psychic,none,218.1,150.2,140,4585373,40,Confusion,Psychic,Last Resort
Azelf,40.2,psychic,none,225.2,131.2,154,4550485,40,Confusion,Future Sight,Fire Blast
Crobat (Shadow),40.1,poison,flying,165.2,152.5,168,4232499,40,Air Slash,Shadow Ball,Sludge Bomb
Leavanny,40.1,bug,grass,173.9,142.3,154,3808903,40,Bug Bite,Leaf Blade,X-Scissor
Probopass (Shadow),39.9,rock,steel,118.5,229.2,134,3640642,40,Spark,Rock Slide,Magnet Bomb
Yanmega,39.9,bug,flying,194.4,135.1,169,4440194,40,Wing Attack,Aerial Ace,Bug Buzz
Ludicolo,39.5,water,grass,148.6,150.9,162,3633208,40,Bubble,Energy Ball,Ice Beam
Bellossom (Shadow),39,grass,none,145.4,158.9,154,3557284,40,Bullet Seed,Leaf Blade,Dazzling Gleam
Nidoqueen (Shadow),38.9,poison,ground,154.1,148.6,175,4006955,40,Poison Jab,Earth Power,Stone Edge
Slowking (Shadow),38.6,water,psychic,151.7,154.1,182,4255898,40,Confusion,Psychic,Blizzard
Slowbro,38.3,water,psychic,151.7,154.1,182,4255898,40,Confusion,Psychic,Ice Beam
Tentacruel,38.3,water,poison,143,177,162,4102283,40,Poison Jab,Hydro Pump,Sludge Wave
Gothitelle,38.2,psychic,none,150.9,173.9,147,3857957,40,Confusion,Rock Slide,Psychic
Noivern,38.2,flying,dragon,173.9,150.2,168,4386009,40,Air Slash,Hurricane,Psychic
Skuntank (Shadow),38,poison,dark,157.3,116.2,193,3526239,40,Poison Jab,Crunch,Sludge Bomb
Slowking,37.9,water,psychic,151.7,154.1,182,4255898,40,Confusion,Psychic,Blizzard
Weezing,37.9,poison,none,149.4,167.5,140,3503561,40,Infestation,Shadow Ball,Sludge Bomb
Slowbro (Shadow),37.7,water,psychic,151.7,154.1,182,4255898,40,Confusion,Psychic,Ice Beam
Cradily (Shadow),37.6,rock,grass,132,165.2,169,3684117,40,Bullet Seed,Stone Edge,Grass Knot
