Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2
Hariyama,90.5,fighting,none,126.8,74.9,184,1748232,19.5,Counter,Close Combat,Heavy Slam
Meganium,90.4,grass,none,112.1,135.2,131,1985352,23,Vine Whip,Frenzy Plant,Earthquake
Bastiodon,90.2,rock,steel,85.2,234.5,132,2638165,38.5,Smack Down,Stone Edge,Flamethrower
Electivire,90,electric,none,144,98,109,1538496,18,Thunder Shock,Ice Punch,Wild Charge
Lickitung (XL),90,normal,none,98.3,124.4,186,2274203,50,Lick,Body Slam,Power Whip
Venusaur,90,grass,poison,123.4,122.8,119,1802730,20.5,Vine Whip,Frenzy Plant,Sludge Bomb
Ferrothorn,89.9,grass,steel,108.8,154.1,123,2062431,23.5,Bullet Seed,Power Whip,Thunder
Zapdos,89.9,electric,flying,137.3,104.7,113,1623486,15.5,Thunder Shock,Drill Peck,Thunder
Heracross,89.7,bug,fighting,135.2,108.4,112,1642084,17.5,Counter,Close Combat,Megahorn
Mandibuzz,89.2,dark,flying,92.8,148.5,174,2399472,26.5,Snarl,Foul Play,Aerial Ace
Zweilous,89.2,dark,dragon,122.5,109.2,137,1832026,31,Dragon Breath,Body Slam,Dark Pulse
Escavalier,89,bug,steel,135.1,118,104,1657440,19.5,Counter,Drill Run,Megahorn
Primeape,89,fighting,none,141.8,97.1,115,1584241,23.5,Counter,Night Slash,Close Combat
Quagsire (Shadow),89,water,ground,111.7,111.7,159,1983389,28,Mud Shot,Earthquake,Stone Edge
Abomasnow,88.7,grass,ice,118.5,111.4,141,1861173,23.5,Powder Snow,Weather Ball (Ice),Energy Ball
Cradily,88.7,rock,grass,105.9,141,140,2090467,25.5,Bullet Seed,Stone Edge,Grass Knot
Shiftry (Shadow),88.7,grass,dark,134.2,85.1,145,1655004,24,Snarl,Leaf Blade,Foul Play
Wobbuffet (XL),88.7,psychic,none,63,101.7,333,2133829,50,Counter,Return,Mirror Coat
Excadrill,88.5,ground,steel,143.2,77.7,139,1545908,17,Mud Shot,Drill Run,Rock Slide
Magnezone,88.4,electric,steel,136.6,121.2,99,1638649,17,Spark,Wild Charge,Mirror Shot
Cradily (Shadow),88,rock,grass,105.9,141,140,2090467,25.5,Bullet Seed,Stone Edge,Grass Knot
Raichu (Alolan),88,electric,psychic,136.2,111.7,107,1628654,24.5,Volt Switch,Wild Charge,Grass Knot
Whiscash,87.9,water,ground,108.3,107.6,175,2038887,27,Mud Shot,Mud Bomb,Blizzard
Muk (Alolan),87.7,poison,dark,118.3,111.7,143,1889615,20,Snarl,Dark Pulse,Sludge Wave
Mew,87.1,psychic,none,120.5,120.5,127,1843005,16.5,Shadow Claw,Wild Charge,Surf
Swampert,86.9,water,ground,124,106,137,1800668,19,Mud Shot,Hydro Cannon,Sludge Wave
Melmetal,86.7,steel,none,122.1,105.5,142,1830093,15,Thunder Shock,Superpower,Rock Slide
Tropius,86.7,grass,flying,102.2,125.9,169,2173466,29,Air Slash,Leaf Blade,Aerial Ace
Jumpluff (Shadow),86.6,grass,flying,97.7,152.4,153,2279378,38.5,Bullet Seed,Aerial Ace,Energy Ball
Castform (Rainy),86.4,water,none,114.2,118.9,144,1955147,39.5,Water Gun,Weather Ball (Water),Thunder
Steelix,86.4,steel,ground,100.1,181.9,123,2239452,22.5,Dragon Tail,Earthquake,Crunch
Hypno,86.2,psychic,none,104.8,143.7,142,2138624,27,Confusion,Shadow Ball,Thunder Punch
Mewtwo (Shadow),86.2,psychic,none,146.9,94.4,108,1497979,13,Psycho Cut,Psystrike,Thunderbolt
Ninetales (Alolan),86.2,ice,fairy,115.9,134.7,123,1920479,23.5,Powder Snow,Weather Ball (Ice),Psyshock
Ludicolo,85.9,water,grass,117.2,122.4,132,1893662,23.5,Bubble,Energy Ball,Ice Beam
Machamp,85.9,fighting,none,136,95.8,125,1628538,18,Counter,Cross Chop,Rock Slide
Politoed (Shadow),85.9,water,none,116,121,138,1936695,22.5,Mud Shot,Weather Ball (Water),Earthquake
Blastoise,85.7,water,none,112.8,137.8,127,1974395,22,Water Gun,Hydro Cannon,Ice Beam
Jellicent,85.7,water,ghost,108.6,125.7,151,2061200,24,Bubble,Bubble Beam,Shadow Ball
Sirfetchd,85.7,fighting,none,145.9,108.6,96,1521428,18.5,Counter,Leaf Blade,Night Slash
Torkoal,85.7,fire,none,109,151.3,124,2044921,27,Fire Spin,Overheat,Earthquake
Empoleon,85.6,water,steel,125.8,114.7,122,1760119,19,Waterfall,Hydro Cannon,Drill Peck
Snorlax (Shadow),85.6,normal,none,107.4,100.2,190,2045672,17,Lick,Body Slam,Superpower
Uxie,85.6,psychic,none,103.1,177.5,119,2178203,23,Confusion,Future Sight,Thunder
Gliscor,85.4,ground,flying,116.1,142.1,116,1914629,20.5,Fury Cutter,Earthquake,Night Slash
Magneton (Shadow),85.4,electric,steel,144.1,114.7,93,1536728,22,Thunder Shock,Magnet Bomb,Discharge
Jumpluff,85.2,grass,flying,97.7,152.4,153,2279378,38.5,Bullet Seed,Aerial Ace,Energy Ball
Pelipper,85.2,water,flying,124.7,127.4,113,1794220,26,Wing Attack,Weather Ball (Water),Hurricane
Blastoise (Shadow),85.1,water,none,112.8,137.8,127,1974395,22,Water Gun,Hydro Cannon,Ice Beam
Castform (Snowy),85.1,ice,none,114.2,118.9,144,1955147,39.5,Powder Snow,Weather Ball (Ice),Blizzard
Raichu,85.1,electric,none,135.6,108.9,112,1653365,25,Volt Switch,Wild Charge,Thunder Punch
Perrserker,84.9,steel,none,130.8,110.1,119,1713702,23.5,Shadow Claw,Close Combat,Foul Play
Magmortar (Shadow),84.7,fire,none,140.8,102.8,108,1563877,17.5,Karate Chop,Fire Punch,Thunderbolt
Snorlax,84.7,normal,none,107.4,100.2,190,2045672,17,Lick,Body Slam,Superpower
Weepinbell (Shadow),84.7,grass,poison,142.2,81.8,135,1570253,35.5,Bullet Seed,Power Whip,Sludge Bomb
Forretress,84.6,bug,steel,110.4,142.2,128,2009351,24.5,Bug Bite,Earthquake,Mirror Shot
Linoone,84.6,normal,none,114.9,109.5,154,1937075,38.5,Shadow Claw,Grass Knot,Thunder
Noctowl,84.6,normal,flying,106.7,115.9,169,2091241,28,Wing Attack,Sky Attack,Psychic
Lugia,84.2,psychic,flying,102.4,163.5,129,2160651,15,Extrasensory,Sky Attack,Aeroblast
Sableye (Shadow),84.2,dark,ghost,123.3,119.3,120,1765496,40,Shadow Claw,Foul Play,Shadow Sneak
Vigoroth,84.2,normal,none,115.9,113.1,144,1888091,28,Counter,Body Slam,Bulldoze
Galvantula,84.1,bug,electric,138.3,94.8,122,1599873,25,Volt Switch,Discharge,Lunge
Poliwrath (Shadow),84.1,water,fighting,117.7,120.8,134,1904764,21.5,Mud Shot,Dynamic Punch,Ice Punch
Spiritomb,84.1,ghost,dark,121.7,145.8,103,1827786,26.5,Sucker Punch,Shadow Ball,Ominous Wind
Tangrowth,84.1,grass,none,122.4,112.2,133,1827093,18,Vine Whip,Power Whip,Rock Slide
Gallade,83.9,psychic,fighting,137.2,115.6,102,1617468,18,Confusion,Close Combat,Leaf Blade
Blaziken,83.8,fire,fighting,145,89.7,118,1534137,19,Counter,Blaze Kick,Stone Edge
Gliscor (Shadow),83.8,ground,flying,116.1,142.1,116,1914629,20.5,Fury Cutter,Earthquake,Night Slash
Ivysaur,83.8,grass,poison,120,119.3,129,1846516,35.5,Vine Whip,Power Whip,Sludge Bomb
Politoed,83.8,water,none,116,121,138,1936695,22.5,Mud Shot,Weather Ball (Water),Earthquake
Gyarados (Shadow),83.6,water,flying,132,105.3,122,1695047,16,Dragon Breath,Aqua Tail,Crunch
Wormadam (Trash),83.6,bug,steel,108.6,145.9,130,2060750,37.5,Confusion,Iron Head,Bug Buzz
Serperior,83.4,grass,none,109.9,142.7,128,2007750,24,Vine Whip,Grass Knot,Aerial Ace
Shiftry,83.3,grass,dark,134.2,85.1,145,1655004,24,Snarl,Leaf Blade,Foul Play
Stunfisk,83.3,ground,electric,102.9,126.7,167,2176261,26,Thunder Shock,Mud Bomb,Discharge
Zangoose,83.3,normal,none,146.4,87.4,119,1523126,22.5,Shadow Claw,Close Combat,Night Slash
Zebstrika,83.3,electric,none,138.4,94.2,123,1602957,23,Spark,Wild Charge,Flame Charge
Honchkrow,83.1,dark,flying,149.4,69.3,143,1480009,20,Snarl,Brave Bird,Sky Attack
Toxicroak,82.9,poison,fighting,136.6,92.1,129,1622926,22,Counter,Mud Bomb,Sludge Bomb
Machoke,82.8,fighting,none,128.9,98.1,137,1731952,27.5,Karate Chop,Cross Chop,Dynamic Punch
Sceptile,82.8,grass,none,138.5,108.3,108,1619458,20.5,Bullet Seed,Leaf Blade,Earthquake
Ho-Oh,82.6,fire,flying,124.6,127.2,113,1791064,14.5,Incinerate,Brave Bird,Earthquake
Magmar (Shadow),82.6,fire,none,135.2,105.7,114,1628984,23,Karate Chop,Fire Punch,Flamethrower
Obstagoon,82.6,dark,normal,113.2,124.9,138,1951673,21,Counter,Night Slash,Gunk Shot
Pinsir (Shadow),82.4,bug,none,141.9,113.2,98,1574251,18.5,Fury Cutter,Close Combat,X-Scissor
Lickitung,82.3,normal,none,97.2,120.1,175,2043482,40,Lick,Body Slam,Power Whip
Pidgeot,82.3,normal,flying,118.1,113.3,141,1886409,25.5,Gust,Aerial Ace,Brave Bird
Piloswine,82.3,ice,ground,122.4,97.5,153,1825800,24,Powder Snow,Avalanche,Bulldoze
Talonflame,82.3,fire,flying,123.3,112.4,131,1815258,26,Incinerate,Brave Bird,Flame Charge
Lapras,82.1,water,ice,106.5,110.9,179,2114378,21.5,Ice Shard,Surf,Skull Bash
Machoke (Shadow),82.1,fighting,none,128.9,98.1,137,1731952,27.5,Karate Chop,Cross Chop,Dynamic Punch
Skuntank (Shadow),82.1,poison,dark,123,93.9,156,1802330,23.5,Poison Jab,Crunch,Sludge Bomb
Banette,81.9,ghost,none,145.9,91.6,113,1510933,24,Shadow Claw,Shadow Ball,Thunder
Gallade (Shadow),81.9,psychic,fighting,137.2,115.6,102,1617468,18,Confusion,Close Combat,Leaf Blade
Farfetchd (Galarian),81.8,fighting,none,137.9,99.4,117,1603044,36.5,Fury Cutter,Leaf Blade,Brave Bird
Flygon (Shadow),81.6,ground,dragon,128.8,108.9,123,1725102,20.5,Mud Shot,Dragon Claw,Earth Power
Marshtomp (Shadow),81.6,water,ground,122.2,108,139,1834048,33,Mud Shot,Surf,Mud Bomb
Poliwrath,81.6,water,fighting,117.7,120.8,134,1904764,21.5,Mud Shot,Dynamic Punch,Ice Punch
Skuntank,81.6,poison,dark,123,93.9,156,1802330,23.5,Poison Jab,Crunch,Sludge Bomb
Kingdra,81.4,water,dragon,122.4,124.3,119,1810502,21,Dragon Breath,Outrage,Octazooka
Lickilicky,81.4,normal,none,106.5,122.8,160,2092956,22,Lick,Body Slam,Shadow Ball
Lucario,81.4,fighting,steel,148.2,93.1,110,1518228,20.5,Counter,Power-Up Punch,Shadow Ball
Munchlax,81.4,normal,none,104.6,93.7,218,2136331,30,Lick,Body Slam,Bulldoze
Pinsir,81.4,bug,none,141.9,113.2,98,1574251,18.5,Fury Cutter,Close Combat,X-Scissor
Shelgon,81.4,dragon,none,125.6,118,120,1779129,27,Dragon Breath,Flamethrower,Twister
Bellossom,81.3,grass,none,115.1,130.3,128,1918300,24.5,Bullet Seed,Leaf Blade,Return
Castform (Sunny),81.3,fire,none,114.2,118.9,144,1955147,39.5,Ember,Weather Ball (Fire),Solar Beam
Golbat (Shadow),81.3,poison,flying,119.5,115.2,136,1872017,28,Wing Attack,Poison Fang,Shadow Ball
Ivysaur (Shadow),81.3,grass,poison,120,119.3,129,1846516,35.5,Vine Whip,Power Whip,Sludge Bomb
Nidoqueen,81.3,poison,ground,118.5,114.7,139,1889232,23,Poison Jab,Earth Power,Stone Edge
Infernape,80.9,fire,fighting,138,98.6,118,1605123,20,Fire Spin,Close Combat,Blast Burn
Lapras (Shadow),80.9,water,ice,106.5,110.9,179,2114378,21.5,Ice Shard,Surf,Skull Bash
Quilladin,80.9,grass,none,116.8,131.4,125,1918246,37,Vine Whip,Body Slam,Energy Ball
Garchomp,80.8,dragon,ground,133.5,102.5,122,1668472,14,Mud Shot,Outrage,Earthquake
Luxray,80.8,electric,none,138,97.2,119,1596886,19,Spark,Wild Charge,Crunch
Beedrill (Shadow),80.6,bug,poison,128.6,103.6,130,1731686,30.5,Poison Jab,X-Scissor,Drill Run
Forretress (Shadow),80.6,bug,steel,110.4,142.2,128,2009351,24.5,Bug Bite,Earthquake,Mirror Shot
Marowak (Alolan),80.6,fire,ghost,111.4,145.3,124,2007734,31,Fire Spin,Shadow Bone,Bone Club
Clefable,80.4,fairy,none,117.2,112.8,143,1890364,23,Charm,Meteor Mash,Moonblast
Dewgong,80.4,water,ice,102.7,136.2,154,2154277,28.5,Ice Shard,Icy Wind,Water Pulse
Dragonite (Shadow),80.4,dragon,flying,137.3,105.3,112,1619864,14.5,Dragon Breath,Dragon Claw,Hurricane
Luxio,80.4,electric,none,137.5,86.9,134,1601883,40,Spark,Wild Charge,Crunch
Typhlosion,80.4,fire,none,135.1,106.8,115,1658635,19.5,Incinerate,Blast Burn,Solar Beam
Drifblim,80.3,ghost,flying,120.5,73.8,208,1849564,23.5,Hex,Icy Wind,Shadow Ball
Golem (Alolan),80.3,rock,electric,126.4,120.7,116,1769231,18.5,Volt Switch,Wild Charge,Rock Blast
Hitmonchan (Shadow),80.3,fighting,none,130.2,135.3,97,1708843,23.5,Counter,Ice Punch,Thunder Punch
Milotic,80.3,water,none,113.2,132.7,130,1953018,18.5,Waterfall,Surf,Blizzard
Ampharos,80.1,electric,none,125.8,107.1,129,1738295,19,Volt Switch,Thunder Punch,Focus Blast
Feraligatr,80.1,water,none,124.5,119.7,120,1788540,19.5,Water Gun,Hydro Cannon,Crunch
Gastrodon (East),80.1,water,ground,115.2,101.4,166,1939485,24,Mud Slap,Body Slam,Earth Power
Gastrodon (West),80.1,water,ground,115.2,101.4,166,1939485,24,Mud Slap,Body Slam,Earth Power
Glalie,80.1,ice,none,116.2,119.7,138,1919084,26.5,Ice Shard,Avalanche,Shadow Ball
Servine,80.1,grass,none,108.3,132,134,1914811,40,Vine Whip,Grass Knot,Leaf Tornado
Castform,79.8,normal,none,114.2,118.9,144,1955147,39.5,Hex,Weather Ball (Normal),Energy Ball
Chansey,79.8,normal,none,59.3,113,396,2652629,40,Pound,Psychic,Hyper Beam
Gengar,79.8,ghost,poison,156.6,95.5,95,1420960,19,Shadow Claw,Shadow Ball,Shadow Punch
Minun,79.8,electric,none,118,127.3,126,1891708,37.5,Spark,Thunderbolt,Grass Knot
Ninetales (Shadow),79.8,fire,none,116.2,130.9,126,1917092,25,Fire Spin,Weather Ball (Fire),Psyshock
Roserade,79.8,grass,poison,145.4,109.7,97,1547427,18.5,Bullet Seed,Weather Ball (Fire),Grass Knot
Conkeldurr,79.6,fighting,none,134.6,93.9,130,1642321,16.5,Counter,Dynamic Punch,Stone Edge
Marshtomp,79.6,water,ground,122.2,108,139,1834048,33,Mud Shot,Surf,Mud Bomb
Sandslash (Alolan),79.6,ice,steel,117.9,132,122,1897975,23,Powder Snow,Ice Punch,Bulldoze
Staraptor,79.6,normal,flying,143.2,89.7,122,1567032,19,Wing Attack,Brave Bird,Close Combat
Dragonair (Shadow),79.5,dragon,none,126,111.7,125,1758941,33,Dragon Breath,Aqua Tail,Dragon Pulse
Electrode,79.5,electric,none,124.7,126.7,114,1800418,26,Volt Switch,Foul Play,Thunderbolt
Manectric,79.5,electric,none,142.5,92,118,1545899,23.5,Snarl,Wild Charge,Flame Burst
Seismitoad,79.5,water,ground,121.6,99.6,152,1840677,22,Mud Shot,Earth Power,Sludge Bomb
Suicune,79.5,water,none,106.9,141.3,137,2069442,18.5,Snarl,Bubble Beam,Hydro Pump
Charizard (Shadow),79.3,fire,flying,135.1,106.8,115,1658635,19.5,Fire Spin,Blast Burn,Dragon Claw
Dragonair,79.3,dragon,none,126,111.7,125,1758941,33,Dragon Breath,Aqua Tail,Wrap
Mamoswine (Shadow),79.1,ice,ground,137.9,85.5,137,1614801,16,Powder Snow,Avalanche,Bulldoze
Mantine,79.1,water,flying,106.9,163.1,120,2092515,27,Bubble,Bubble Beam,Ice Beam
Piloswine (Shadow),79.1,ice,ground,122.4,97.5,153,1825800,24,Powder Snow,Avalanche,Bulldoze
Wartortle,79,water,none,111.4,134.4,132,1976177,40,Water Gun,Ice Beam,Hydro Pump
Flygon,78.8,ground,dragon,128.8,108.9,123,1725102,20.5,Mud Shot,Dragon Claw,Earth Power
Haunter,78.8,ghost,poison,163.3,87,96,1364117,28.5,Shadow Claw,Shadow Punch,Shadow Ball
Hitmonchan,78.8,fighting,none,130.2,135.3,97,1708843,23.5,Counter,Ice Punch,Thunder Punch
Linoone (Galarian),78.8,dark,normal,114.9,109.5,154,1937075,38.5,Snarl,Body Slam,Gunk Shot
Ninetales,78.8,fire,none,116.2,130.9,126,1917092,25,Fire Spin,Weather Ball (Fire),Solar Beam
Charizard,78.6,fire,flying,135.1,106.8,115,1658635,19.5,Fire Spin,Blast Burn,Dragon Claw
Dragonite,78.6,dragon,flying,137.3,105.3,112,1619864,14.5,Dragon Breath,Dragon Claw,Hurricane
Magnemite (Shadow),78.3,electric,steel,142.3,107.5,85,1299614,40,Thunder Shock,Magnet Bomb,Discharge
Magneton,78.3,electric,steel,144.1,114.7,93,1536728,22,Thunder Shock,Discharge,Magnet Bomb
Electabuzz (Shadow),78.1,electric,none,132.9,113.2,111,1669548,24,Thunder Shock,Thunder Punch,Thunderbolt
Bibarel,78,normal,water,125.4,95.9,149,1792338,31,Water Gun,Surf,Hyper Fang
Carnivine,78,grass,none,132.2,101.9,126,1696965,25.5,Vine Whip,Power Whip,Crunch
Mamoswine,78,ice,ground,137.9,85.5,137,1614801,16,Powder Snow,Avalanche,Bulldoze
Sudowoodo,78,rock,none,116.7,128.2,126,1884689,25.5,Counter,Rock Slide,Earthquake
Victini,78,psychic,fire,120.5,120.5,127,1843005,16.5,Confusion,V-Create,Psychic
Whimsicott,78,grass,fairy,119.8,132.4,117,1855723,27.5,Charm,Grass Knot,Moonblast
Bellossom (Shadow),77.8,grass,none,115.1,130.3,128,1918300,24.5,Bullet Seed,Leaf Blade,Dazzling Gleam
Blissey,77.8,normal,none,82.4,109.9,301,2727683,20,Pound,Psychic,Hyper Beam
Dunsparce,77.8,normal,none,105.9,108.2,184,2108416,36,Bite,Drill Run,Rock Slide
Emolga,77.8,electric,flying,128.1,110.2,123,1735695,37.5,Thunder Shock,Discharge,Aerial Ace
Golbat,77.8,poison,flying,119.5,115.2,136,1872017,28,Wing Attack,Poison Fang,Shadow Ball
Probopass (Shadow),77.8,rock,steel,98.1,202.5,114,2263603,27.5,Spark,Rock Slide,Thunderbolt
Hypno (Shadow),77.6,psychic,none,104.8,143.7,142,2138624,27,Confusion,Thunder Punch,Fire Punch
Swalot,77.6,poison,none,104.8,122.7,166,2134710,28.5,Infestation,Sludge Bomb,Ice Beam
Articuno,77.5,ice,flying,113.2,142.5,122,1967716,18.5,Ice Shard,Icy Wind,Hurricane
Bronzong,77.5,steel,psychic,112.4,150.1,118,1990892,24.5,Confusion,Psyshock,Bulldoze
Pachirisu,77.5,electric,none,86.1,147.8,134,1705913,40,Volt Switch,Thunder Punch,Thunderbolt
Raticate (Alolan),77.5,dark,normal,109,125.9,150,2057140,36,Quick Attack,Crunch,Hyper Fang
Sandslash,77.5,ground,none,121.1,120.4,125,1822952,23,Mud Shot,Earthquake,Bulldoze
Sealeo,77.5,ice,water,110.1,110.1,168,2035980,35.5,Powder Snow,Body Slam,Aurora Beam
Tentacruel,77.5,water,poison,110.7,143.1,127,2012706,23.5,Poison Jab,Acid Spray,Hydro Pump
Banette (Shadow),77.3,ghost,none,145.9,91.6,113,1510933,24,Shadow Claw,Shadow Ball,Thunder
Beedrill,77.3,bug,poison,128.6,103.6,130,1731686,30.5,Poison Jab,X-Scissor,Drill Run
Swellow,77.3,normal,flying,136.9,99.1,119,1615281,28.5,Wing Attack,Brave Bird,Sky Attack
Rufflet,77.1,normal,flying,130.4,88.5,147,1696693,40,Wing Attack,Brave Bird,Aerial Ace
Amoonguss,77,grass,poison,109.7,103.5,178,2021129,26,Feint Attack,Grass Knot,Foul Play
Claydol,77,ground,psychic,105.5,169.7,119,2131919,28.5,Confusion,Earth Power,Shadow Ball
Drapion,77,poison,dark,119.1,136.9,115,1875026,22.5,Poison Sting,Crunch,Sludge Bomb
Dustox (XL),77,bug,poison,95,148.7,142,2005436,50,Confusion,Sludge Bomb,Bug Buzz
Grotle,77,grass,none,118.3,112.5,141,1875443,29.5,Razor Leaf,Body Slam,Energy Ball
Probopass,77,rock,steel,98.1,202.5,114,2263603,27.5,Spark,Rock Slide,Thunderbolt
Wigglytuff,77,normal,fairy,117.3,75.5,215,1904387,29,Charm,Ice Beam,Play Rough
Crawdaunt,76.8,water,dark,146,97.7,107,1526861,22,Snarl,Night Slash,Crabhammer
Crustle,76.8,bug,rock,120.9,132.8,114,1831189,22,Fury Cutter,Rock Slide,X-Scissor
Latios,76.8,dragon,psychic,140.5,112.5,101,1595527,14,Dragon Breath,Dragon Claw,Psychic
Gligar,76.6,ground,flying,109.9,146.8,126,2033533,31,Fury Cutter,Night Slash,Dig
Tangela,76.6,grass,none,126.3,120.3,116,1763006,24.5,Vine Whip,Grass Knot,Sludge Bomb
Wailord,76.6,water,none,118.5,66.8,235,1858149,24,Water Gun,Surf,Blizzard
Nidoqueen (Shadow),76.5,poison,ground,118.5,114.7,139,1889232,23,Poison Jab,Earth Power,Stone Edge
Arcanine,76.3,fire,none,133.2,100.3,125,1670095,18,Snarl,Wild Charge,Flamethrower
Dusclops (Shadow),76.3,ghost,none,106.3,191.7,103,2099186,37.5,Hex,Shadow Punch,Ice Punch
Vullaby,76.3,dark,flying,94.8,121.7,147,1696693,40,Feint Attack,Brave Bird,Foul Play
Cherrim (Sunshine),76.1,grass,none,122.9,115.9,127,1808807,27,Bullet Seed,Weather Ball (Fire),Solar Beam
Gyarados,76.1,water,flying,132,105.3,122,1695047,16,Dragon Breath,Aqua Tail,Crunch
Latias,76.1,dragon,psychic,124.6,134.1,107,1788747,15.5,Dragon Breath,Outrage,Psychic
Muk (Shadow),76.1,poison,none,118.3,111.7,143,1889615,20,Poison Jab,Thunder Punch,Dark Pulse
Sealeo (Shadow),76.1,ice,water,110.1,110.1,168,2035980,35.5,Powder Snow,Body Slam,Aurora Beam
Jirachi,76,steel,psychic,120.5,120.5,127,1843005,16.5,Confusion,Doom Desire,Psychic
Magmortar,76,fire,none,140.8,102.8,108,1563877,17.5,Karate Chop,Fire Punch,Thunderbolt
Charmeleon (Shadow),75.8,fire,none,128.8,106.7,127,1745457,40,Ember,Fire Punch,Flamethrower
Lumineon,75.8,water,none,109.8,133.7,138,2025052,32.5,Water Gun,Blizzard,Silver Wind
Muk,75.8,poison,none,118.3,111.7,143,1889615,20,Poison Jab,Thunder Punch,Dark Pulse
Suicune (Shadow),75.8,water,none,106.9,141.3,137,2069442,18.5,Snarl,Bubble Beam,Hydro Pump
Weavile,75.8,dark,ice,143.4,104.3,104,1555112,18,Snarl,Avalanche,Foul Play
Gligar (Shadow),75.7,ground,flying,109.9,146.8,126,2033533,31,Wing Attack,Night Slash,Dig
Simisage,75.7,grass,none,138.7,92.3,126,1613093,24,Vine Whip,Grass Knot,Crunch
Plusle,75.5,electric,none,130.7,104.3,126,1717821,34,Spark,Thunderbolt,Grass Knot
Vaporeon,75.5,water,none,117.9,97.8,162,1868082,17.5,Water Gun,Aqua Tail,Last Resort
Ampharos (Shadow),75.3,electric,none,125.8,107.1,129,1738295,19,Volt Switch,Thunder Punch,Focus Blast
