Pokemon,Score,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,Fast Move,Charged Move 1,Charged Move 2
Zapdos (Shadow),77,electric,flying,211.8,158.1,175,5858505,40,Thunder Shock,Drill Peck,Thunderbolt
Ursaring,76.8,normal,none,198.4,125.7,175,4362072,40,Shadow Claw,Close Combat,Return
Moltres,76.3,fire,flying,210.2,154.9,175,5698489,40,Fire Spin,Sky Attack,Overheat
Gallade (Shadow),76,psychic,fighting,199.2,166,145,4792607,40,Confusion,Close Combat,Leaf Blade
Rayquaza,76,dragon,flying,236.3,146.2,180,6218697,40,Dragon Tail,Outrage,Aerial Ace
Virizion,75.6,grass,fighting,163.6,192.8,177,5583640,40,Quick Attack,Leaf Blade,Close Combat
Mewtwo (Armored),74.8,psychic,none,155.7,231.6,180,6489188,40,Confusion,Psystrike,Dynamic Punch
Registeel,74.8,steel,none,124.9,237.1,162,4795980,40,Lock On,Focus Blast,Flash Cannon
Golem,74.6,rock,ground,178.6,168.3,162,4870651,40,Mud Shot,Stone Edge,Earthquake
Gyarados,74.6,water,flying,199.2,158.9,182,5757739,40,Dragon Breath,Aqua Tail,Crunch
Heatran,74.6,fire,steel,210.2,180.2,177,6704613,40,Fire Spin,Flamethrower,Iron Head
Sirfetchd,74,fighting,none,207.8,150.9,136,4266895,40,Counter,Close Combat,Leaf Blade
Darkrai,73.8,dark,none,237.1,168.3,147,5866812,40,Snarl,Dark Pulse,Shadow Ball
Thundurus (Incarnate),73.8,electric,flying,222.1,141.5,160,5026472,40,Thunder Shock,Crunch,Thunder
Lapras (Shadow),73.5,water,ice,142.3,149.4,230,4887043,40,Ice Shard,Surf,Ice Beam
Magnezone,73.5,electric,steel,199.9,173.9,147,5110278,40,Spark,Wild Charge,Mirror Shot
Escavalier,73.3,bug,steel,188.1,159.6,147,4413973,40,Counter,Drill Run,Megahorn
Gallade,73.3,psychic,fighting,199.2,166,145,4792607,40,Confusion,Close Combat,Leaf Blade
Kyurem,73.3,dragon,ice,206.3,146.2,205,6182300,40,Dragon Breath,Dragon Claw,Blizzard
Cobalion,72.5,steel,fighting,163.6,192.8,177,5583640,40,Metal Claw,Sacred Sword,Stone Edge
Glaceon,72.5,ice,none,199.9,173.9,140,4866931,40,Ice Shard,Avalanche,Icy Wind
Moltres (Shadow),72.3,fire,flying,210.2,154.9,175,5698489,40,Fire Spin,Sky Attack,Overheat
Regigigas,72.3,normal,none,238.7,177.8,186,7893805,40,Hidden Power (Ground),Thunder,Focus Blast
Articuno (Shadow),71.8,ice,flying,163.6,198.4,175,5678924,40,Ice Shard,Icy Wind,Hurricane
Suicune (Shadow),71.8,water,none,154.1,197.6,189,5754670,40,Snarl,Ice Beam,Hydro Pump
Electivire,71.1,electric,none,208.6,140.7,154,4519898,40,Thunder Shock,Wild Charge,Ice Punch
Gigalith,71.1,rock,none,190.5,170.7,168,5462155,40,Smack Down,Rock Slide,Superpower
Salamence,71.1,dragon,flying,230.8,144.6,182,6074203,40,Dragon Tail,Outrage,Hydro Pump
Haxorus,71,dragon,none,236.3,147.8,156,5447803,40,Counter,Dragon Claw,Night Slash
Jirachi,71,steel,psychic,177.8,177.8,189,5976003,40,Confusion,Doom Desire,Psychic
Machamp,71,fighting,none,196.8,137.5,175,4735552,40,Counter,Cross Chop,Payback
Weavile (Shadow),71,dark,ice,203.9,147,147,4405893,40,Snarl,Avalanche,Focus Blast
Darmanitan (Galarian),70.6,ice,none,219.7,101.9,195,4367703,40,Ice Fang,Avalanche,Superpower
Hippowdon,70.5,ground,none,170.7,162.8,200,5558210,40,Ice Fang,Body Slam,Earth Power
Machamp (Shadow),70.5,fighting,none,196.8,137.5,175,4735552,40,Counter,Cross Chop,Payback
Ampharos,70.3,electric,none,178.6,145.4,175,4545151,40,Volt Switch,Thunder Punch,Focus Blast
Latias,70.3,dragon,psychic,192,206.3,162,6417203,40,Dragon Breath,Outrage,Psychic
Muk (Alolan),70.3,poison,dark,162,147.8,195,4668894,40,Snarl,Dark Pulse,Sludge Wave
Obstagoon,70,dark,normal,154.1,165.2,179,4556359,40,Counter,Night Slash,Cross Chop
Genesect (Burn),69.6,bug,steel,211,169.1,149,5317350,40,Fury Cutter,X-Scissor,Techno Blast (Burn)
Suicune,69.6,water,none,154.1,197.6,189,5754670,40,Snarl,Ice Beam,Hydro Pump
Gengar,69.1,ghost,poison,218.1,129.6,134,3788277,40,Shadow Claw,Shadow Ball,Shadow Punch
Weavile,69.1,dark,ice,203.9,147,147,4405893,40,Snarl,Avalanche,Focus Blast
Sandslash (Alolan),68.6,ice,steel,151.7,166,154,3878156,40,Powder Snow,Ice Punch,Blizzard
Bouffalant,68.5,normal,none,166,155.7,182,4702631,40,Mud Shot,Stomp,Earthquake
Golem (Alolan),68.5,rock,electric,178.6,168.3,162,4870651,40,Volt Switch,Wild Charge,Stone Edge
Tangrowth,68.5,grass,none,175.4,157.3,189,5214970,40,Vine Whip,Power Whip,Rock Slide
Alakazam (Shadow),68.3,psychic,none,226,143.8,127,4128812,40,Counter,Fire Punch,Shadow Ball
Cresselia,68,psychic,none,132,215.8,217,6179066,40,Psycho Cut,Grass Knot,Future Sight
Tyranitar (Shadow),68,rock,dark,210.2,175.4,189,6970764,40,Smack Down,Crunch,Stone Edge
Blaziken,67.8,fire,fighting,201.5,123.3,162,4024980,40,Counter,Blaze Kick,Blast Burn
Entei (Shadow),67.3,fire,none,197.6,147,210,6098966,40,Fire Spin,Flame Charge,Iron Head
Lapras,66.8,water,ice,142.3,149.4,230,4887043,40,Ice Shard,Surf,Ice Beam
Tyranitar,66.5,rock,dark,210.2,175.4,189,6970764,40,Smack Down,Crunch,Stone Edge
Venusaur (Shadow),66.3,grass,poison,168.3,161.2,162,4396517,40,Vine Whip,Frenzy Plant,Sludge Bomb
Articuno,65.5,ice,flying,163.6,198.4,175,5678924,40,Ice Shard,Icy Wind,Hurricane
Arcanine,65.3,fire,none,191.3,143,175,4787579,40,Snarl,Wild Charge,Flamethrower
Abomasnow,65.1,grass,ice,152.5,136.7,175,3649433,40,Powder Snow,Weather Ball (Ice),Energy Ball
Magmortar,65.1,fire,none,207.1,147.8,154,4712459,40,Karate Chop,Fire Punch,Thunderbolt
Arcanine (Shadow),65,fire,none,191.3,143,175,4787579,40,Snarl,Wild Charge,Flamethrower
Charizard,64.6,fire,flying,188.1,148.6,158,4415459,40,Dragon Breath,Blast Burn,Dragon Claw
Charizard (Shadow),64.6,fire,flying,188.1,148.6,158,4415459,40,Fire Spin,Blast Burn,Dragon Claw
Darmanitan (Standard),64.5,fire,none,219.7,101.9,195,4367703,40,Incinerate,Rock Slide,Overheat
Donphan,64.5,ground,none,181,158.1,175,5005961,40,Counter,Earthquake,Heavy Slam
Staraptor,64.3,normal,flying,196.8,122.5,168,4049714,40,Wing Attack,Brave Bird,Close Combat
Pinsir (Shadow),64.1,bug,none,199.9,155.7,140,4358116,40,Fury Cutter,Close Combat,X-Scissor
Genesect,64,bug,steel,211,169.1,149,5317350,40,Fury Cutter,X-Scissor,Magnet Bomb
Lickilicky,64,normal,none,139.1,154.9,203,4373698,40,Lick,Body Slam,Shadow Ball
Poliwrath,64,water,fighting,155.7,157.3,175,4284906,40,Mud Shot,Dynamic Punch,Ice Punch
Piloswine (Shadow),63.8,ice,ground,154.9,120.9,189,3539919,40,Powder Snow,Avalanche,Stone Edge
Scizor (Shadow),63.8,bug,steel,198.4,154.9,147,4516803,40,Bullet Punch,Night Slash,Iron Head
Venusaur,63.8,grass,poison,168.3,161.2,162,4396517,40,Vine Whip,Frenzy Plant,Sludge Bomb
Empoleon,63.6,water,steel,177.8,158.9,167,4717143,40,Waterfall,Hydro Cannon,Flash Cannon
Milotic,63.6,water,none,163.6,184.9,182,5506068,40,Waterfall,Surf,Blizzard
Gliscor,63.5,ground,flying,158.1,187.3,154,4559141,40,Wing Attack,Night Slash,Earthquake
Cloyster,63.1,water,ice,158.9,214.2,120,4082541,40,Ice Shard,Avalanche,Hydro Pump
Cloyster (Shadow),63.1,water,ice,158.9,214.2,120,4082541,40,Ice Shard,Avalanche,Hydro Pump
Typhlosion,63.1,fire,none,188.1,148.6,158,4415459,40,Incinerate,Blast Burn,Solar Beam
Beartic,63,ice,none,196,132,182,4707860,40,Powder Snow,Surf,Ice Punch
Blissey,63,normal,none,113.8,145.4,403,6669132,40,Pound,Psychic,Hyper Beam
Luxray,63,electric,none,195.2,135.1,162,4273582,40,Spark,Wild Charge,Crunch
Aggron (Shadow),62.8,steel,rock,168.3,215,147,5319243,40,Smack Down,Stone Edge,Heavy Slam
Slaking,62.6,normal,none,241,143,236,8137189,40,Yawn,Body Slam,Earthquake
Chesnaught,62.5,grass,fighting,170.7,173.1,173,5111260,40,Vine Whip,Superpower,Energy Ball
Victini,62.3,psychic,fire,177.8,177.8,189,5976003,40,Confusion,V-Create,Psychic
Terrakion,62.1,rock,fighting,217.3,163.6,177,6293037,40,Smack Down,Close Combat,Rock Slide
Chandelure,61.8,ghost,fire,226,155.7,134,4715427,40,Incinerate,Shadow Ball,Flame Charge
Entei,61.8,fire,none,197.6,147,210,6098966,40,Fire Spin,Flame Charge,Iron Head
Rhydon,61.5,ground,rock,187.3,147,195,5368833,40,Mud Slap,Stone Edge,Surf
Vaporeon,61.3,water,none,173.9,139.1,230,5562207,40,Water Gun,Aqua Tail,Last Resort
Porygon2 (Shadow),61.1,normal,none,168.3,154.1,168,4358203,40,Lock On,Tri Attack,Zap Cannon
Aggron,60.8,steel,rock,168.3,215,147,5319243,40,Smack Down,Stone Edge,Heavy Slam
Stoutland,60.6,normal,none,174.7,155.7,168,4568270,40,Lick,Wild Charge,Crunch
Blastoise,60.5,water,none,147,175.4,160,4126386,40,Water Gun,Hydro Cannon,Ice Beam
Flygon (Shadow),60.5,ground,dragon,173.9,144.6,162,4073547,40,Mud Shot,Dragon Claw,Earth Power
Salamence (Shadow),60.5,dragon,flying,230.8,144.6,182,6074203,40,Dragon Tail,Outrage,Hydro Pump
Flygon,60.3,ground,dragon,173.9,144.6,162,4073547,40,Mud Shot,Dragon Claw,Earth Power
Bisharp,60,dark,steel,195.2,150.9,140,4125175,40,Snarl,Dark Pulse,X-Scissor
Gastrodon (East),60,water,ground,145.4,124.9,204,3704154,40,Mud Slap,Body Slam,Earth Power
Gastrodon (West),60,water,ground,145.4,124.9,204,3704154,40,Mud Slap,Body Slam,Earth Power
Poliwrath (Shadow),60,water,fighting,155.7,157.3,175,4284906,40,Mud Shot,Dynamic Punch,Ice Punch
Seismitoad,59.8,water,ground,160.4,130.4,195,4079421,40,Mud Shot,Earth Power,Muddy Water
Abomasnow (Shadow),59.6,grass,ice,152.5,136.7,175,3649433,40,Powder Snow,Weather Ball (Ice),Energy Ball
Alakazam,59.6,psychic,none,226,143.8,127,4128812,40,Counter,Fire Punch,Shadow Ball
Magmortar (Shadow),59.6,fire,none,207.1,147.8,154,4712459,40,Karate Chop,Fire Punch,Thunderbolt
Steelix,59.5,steel,ground,128.8,226.8,154,4499603,40,Dragon Tail,Earthquake,Crunch
Feraligatr,59.3,water,none,173.9,160.4,168,4686105,40,Water Gun,Hydro Cannon,Crunch
Nidoqueen,59.3,poison,ground,154.1,148.6,175,4006955,40,Poison Jab,Earth Power,Stone Edge
Cryogonal,59,ice,none,162,184.1,162,4832911,40,Ice Shard,Night Slash,Aurora Beam
Porygon2,58.8,normal,none,168.3,154.1,168,4358203,40,Lock On,Tri Attack,Zap Cannon
Exeggutor (Alolan),58.6,grass,dragon,193.6,132.8,182,4678760,40,Bullet Seed,Seed Bomb,Dragon Pulse
Ninetales (Alolan),58.6,ice,fairy,146.2,164.4,151,3629075,40,Powder Snow,Weather Ball (Ice),Psyshock
Houndoom,58.5,dark,fire,188.9,125.7,154,3655104,40,Snarl,Crunch,Flamethrower
Infernape,58.5,fire,fighting,187.3,131.2,156,3833231,40,Fire Spin,Close Combat,Blast Burn
Celebi,58,psychic,grass,177.8,177.8,189,5976003,40,Confusion,Seed Bomb,Psychic
Piloswine,58,ice,ground,154.9,120.9,189,3539919,40,Powder Snow,Avalanche,Stone Edge
Blastoise (Shadow),57.5,water,none,147,175.4,160,4126386,40,Water Gun,Hydro Cannon,Ice Beam
Meganium,57.5,grass,none,144.6,171.5,162,4017999,40,Vine Whip,Frenzy Plant,Earthquake
Gardevoir (Shadow),57.3,psychic,fairy,199.2,166,145,4792607,40,Charm,Synchronoise,Shadow Ball
Kingdra,57,water,dragon,165.2,165.2,154,4201431,40,Dragon Breath,Outrage,Octazooka
Samurott,56.6,water,none,179.4,135.9,182,4438229,40,Fury Cutter,Megahorn,Hydro Pump
Sandslash (Shadow),56.3,ground,none,155.7,150.2,154,3600183,40,Mud Shot,Earthquake,Bulldoze
Nidoqueen (Shadow),56,poison,ground,154.1,148.6,175,4006955,40,Poison Jab,Earth Power,Stone Edge
Torterra,56,grass,ground,171.5,160.4,182,5007387,40,Razor Leaf,Frenzy Plant,Stone Edge
Honchkrow,55.6,dark,flying,203.9,93.3,189,3593747,40,Snarl,Brave Bird,Sky Attack
Gliscor (Shadow),55.5,ground,flying,158.1,187.3,154,4559141,40,Fury Cutter,Night Slash,Earthquake
Leafeon,55.5,grass,none,182.6,184.9,140,4726502,40,Quick Attack,Leaf Blade,Last Resort
Nidoking,55.5,poison,ground,173.1,135.1,162,3789127,40,Fury Cutter,Earth Power,Megahorn
Nidoking (Shadow),55.3,poison,ground,173.1,135.1,162,3789127,40,Fury Cutter,Earth Power,Megahorn
Pinsir,55.3,bug,none,199.9,155.7,140,4358116,40,Fury Cutter,Close Combat,X-Scissor
Roserade,55.3,grass,poison,203.9,158.1,134,4318555,40,Bullet Seed,Weather Ball (Fire),Grass Knot
Sandslash,55.3,ground,none,155.7,150.2,154,3600183,40,Mud Shot,Earthquake,Bulldoze
Lucario,55.1,fighting,steel,198.4,125.7,147,3664141,40,Counter,Power-Up Punch,Shadow Ball
Scrafty,55.1,dark,fighting,140.7,187.3,140,3688760,40,Counter,Foul Play,Power-Up Punch
Skuntank (Shadow),54.5,poison,dark,157.3,116.2,193,3526239,40,Poison Jab,Crunch,Sludge Bomb
Stunfisk (Galarian),54.1,ground,steel,125.7,147,201,3712702,40,Mud Shot,Rock Slide,Earthquake
Kangaskhan,54,normal,none,154.9,142.3,195,4296820,40,Mud Slap,Stomp,Crunch
Unfezant,53.8,normal,flying,190.5,127.2,162,3925924,40,Air Slash,Sky Attack,Hyper Beam
Archeops,53.6,rock,flying,242.6,121.7,154,4547407,40,Wing Attack,Dragon Claw,Crunch
Mr. Rime,53.5,ice,psychic,179.4,153.3,162,4455809,40,Ice Shard,Icy Wind,Ice Punch
Muk (Shadow),53.3,poison,none,162,147.8,195,4668894,40,Poison Jab,Thunder Punch,Dark Pulse
Emboar,53.1,fire,fighting,197.6,112.2,203,4500993,40,Ember,Rock Slide,Flame Charge
Stunfisk,53.1,ground,electric,125.7,147,201,3712702,40,Mud Shot,Mud Bomb,Discharge
Skuntank,53,poison,dark,157.3,116.2,193,3526239,40,Poison Jab,Crunch,Sludge Bomb
Umbreon,52.8,dark,none,111.4,201.5,182,4087094,40,Snarl,Foul Play,Last Resort
Ampharos (Shadow),52.6,electric,none,178.6,145.4,175,4545151,40,Volt Switch,Thunder Punch,Focus Blast
Mandibuzz,52.6,dark,flying,113.8,173.9,203,4016661,40,Snarl,Foul Play,Aerial Ace
Mesprit,52.5,psychic,none,179.4,179.4,162,5213756,40,Confusion,Future Sight,Blizzard
Muk,52.3,poison,none,162,147.8,195,4668894,40,Poison Jab,Thunder Punch,Dark Pulse
Houndoom (Shadow),52.1,dark,fire,188.9,125.7,154,3655104,40,Snarl,Crunch,Flamethrower
Gardevoir,52,psychic,fairy,199.2,166,145,4792607,40,Charm,Synchronoise,Shadow Ball
Jellicent,52,water,ghost,137.5,152.5,189,3964171,40,Hex,Shadow Ball,Ice Beam
Pyroar,52,fire,normal,186.5,129.6,169,4085324,40,Fire Fang,Flame Charge,Dark Pulse
Klinklang,51.8,steel,none,169.1,181,134,4101456,40,Thunder Shock,Mirror Shot,Zap Cannon
Omastar (Shadow),51.6,rock,water,175.4,170.7,147,4402588,40,Mud Shot,Rock Slide,Rock Blast
Delphox,51,fire,psychic,193.6,161.2,154,4807297,40,Fire Spin,Flame Charge,Psychic
Scizor,51,bug,steel,198.4,154.9,147,4516803,40,Fury Cutter,Night Slash,X-Scissor
Ludicolo,50.8,water,grass,148.6,150.9,162,3633208,40,Bubble,Energy Ball,Ice Beam
Omastar,50.8,rock,water,175.4,170.7,147,4402588,40,Mud Shot,Rock Slide,Rock Blast
Politoed (Shadow),50.6,water,none,149.4,153.3,175,4007611,40,Mud Shot,Weather Ball (Water),Surf
Deoxys,50.5,psychic,none,284.5,102.7,120,3507608,40,Charge Beam,Psycho Boost,Thunderbolt
Exeggutor (Shadow),50.5,grass,psychic,196,129.6,182,4623287,40,Bullet Seed,Seed Bomb,Psychic
Rotom (Wash),50.5,electric,water,173.1,184.9,120,3840831,40,Thunder Shock,Thunderbolt,Hydro Pump
Slowbro,50.5,water,psychic,151.7,154.1,182,4255898,40,Confusion,Psychic,Ice Beam
Uxie,50.5,psychic,none,135.1,225.2,154,4687547,40,Confusion,Future Sight,Thunder
Golurk,50.1,ground,ghost,187.3,133.6,173,4327780,40,Mud Slap,Shadow Punch,Earth Power
Drifblim,50,ghost,flying,154.1,92.5,258,3676412,40,Hex,Shadow Ball,Icy Wind
Clefable,49.8,fairy,none,152.5,139.9,182,3883166,40,Charm,Meteor Mash,Moonblast
Greninja,49.8,water,dark,188.1,132,150,3723648,40,Bubble,Night Slash,Surf
Deoxys (Defense),49.6,psychic,none,125.7,272.7,120,4111322,40,Counter,Psycho Boost,Rock Slide
Jolteon,49.6,electric,none,195.2,155.7,140,4254761,40,Volt Switch,Discharge,Last Resort
Kingler,49.6,water,none,201.5,154.9,127,3964459,40,Mud Shot,Crabhammer,X-Scissor
Tentacruel,49.6,water,poison,143,177,162,4102283,40,Poison Jab,Hydro Pump,Sludge Wave
Sceptile,48.8,grass,none,188.1,145.4,147,4020648,40,Bullet Seed,Leaf Blade,Dragon Claw
Slowking,48.6,water,psychic,151.7,154.1,182,4255898,40,Confusion,Psychic,Blizzard
Aerodactyl,48.5,rock,flying,186.5,137.5,162,4154897,40,Rock Throw,Rock Slide,Earth Power
Crobat,48.5,poison,flying,165.2,152.5,168,4232499,40,Air Slash,Shadow Ball,Sludge Bomb
Alomomola,47.8,water,none,120.9,115.4,278,3878583,40,Waterfall,Hydro Pump,Psychic
Ferrothorn,47.8,grass,steel,136.7,188.1,153,3934581,40,Bullet Seed,Power Whip,Mirror Shot
Politoed,47.8,water,none,149.4,153.3,175,4007611,40,Mud Shot,Weather Ball (Water),Surf
Golduck,47.6,water,none,162.8,139.9,162,3689262,40,Water Gun,Cross Chop,Ice Beam
Cradily (Shadow),47.5,rock,grass,132,165.2,169,3684117,40,Bullet Seed,Stone Edge,Grass Knot
Exeggutor,47.5,grass,psychic,196,129.6,182,4623287,40,Bullet Seed,Seed Bomb,Psychic
Flareon,47.1,fire,none,206.3,153.3,140,4427456,40,Fire Spin,Flamethrower,Overheat
Torterra (Shadow),47,grass,ground,171.5,160.4,182,5007387,40,Razor Leaf,Frenzy Plant,Stone Edge
Golduck (Shadow),46.8,water,none,162.8,139.9,162,3689262,40,Water Gun,Cross Chop,Ice Beam
Slowbro (Shadow),46.8,water,psychic,151.7,154.1,182,4255898,40,Confusion,Psychic,Ice Beam
Mismagius (Shadow),46.6,ghost,none,178.6,159.6,134,3820750,40,Hex,Shadow Ball,Dark Pulse
Carracosta,46.1,water,rock,163.6,167.5,153,4193548,40,Water Gun,Surf,Body Slam
Drapion,46,poison,dark,154.1,171.5,147,3885041,40,Infestation,Aqua Tail,Crunch
Serperior,46,grass,none,139.1,173.1,154,3707332,40,Vine Whip,Grass Knot,Leaf Tornado
Vileplume,46,grass,poison,171.5,143.8,154,3798707,40,Razor Leaf,Sludge Bomb,Moonblast
Probopass,45.8,rock,steel,118.5,229.2,134,3640642,40,Spark,Rock Slide,Magnet Bomb
Relicanth,45.8,water,rock,139.9,172.3,189,4554865,40,Water Gun,Aqua Tail,Ancient Power
Tornadus (Incarnate),45.5,flying,none,222.1,141.5,160,5026472,40,Air Slash,Grass Knot,Dark Pulse
Durant,45.3,bug,steel,183.3,160.4,131,3853357,40,Bug Bite,X-Scissor,Stone Edge
Exploud,45.1,normal,none,153.3,120.1,195,3591401,40,Bite,Crunch,Disarming Voice
Kabutops,44.8,rock,water,185.7,158.9,134,3953236,40,Mud Shot,Stone Edge,Ancient Power
Forretress,44.6,bug,steel,139.1,173.9,154,3724260,40,Bug Bite,Mirror Shot,Earthquake
Probopass (Shadow),44.5,rock,steel,118.5,229.2,134,3640642,40,Spark,Rock Slide,Magnet Bomb
Aerodactyl (Shadow),44,rock,flying,186.5,137.5,162,4154897,40,Rock Throw,Rock Slide,Earth Power
Bellossom (Shadow),44,grass,none,145.4,158.9,154,3557284,40,Bullet Seed,Leaf Blade,Dazzling Gleam
Cradily,43.8,rock,grass,132,165.2,169,3684117,40,Bullet Seed,Stone Edge,Grass Knot
Bellossom,43.6,grass,none,145.4,158.9,154,3557284,40,Bullet Seed,Leaf Blade,Return
Beheeyem,43.5,psychic,none,186.5,140.7,154,4040515,40,Confusion,Rock Slide,Psychic
Granbull,43.5,fairy,none,179.4,115.4,175,3622436,40,Snarl,Close Combat,Crunch
Mismagius,43.5,ghost,none,178.6,159.6,134,3820750,40,Hex,Shadow Ball,Dark Pulse
Slowking (Shadow),43.3,water,psychic,151.7,154.1,182,4255898,40,Confusion,Psychic,Blizzard
Espeon,43.1,psychic,none,218.1,150.2,140,4585373,40,Confusion,Psychic,Last Resort
Leavanny,43.1,bug,grass,173.9,142.3,154,3808903,40,Bug Bite,Leaf Blade,X-Scissor
Rampardos,43,rock,none,245,98,184,4417588,40,Smack Down,Rock Slide,Flamethrower
Crustle,42.6,bug,rock,160.4,169.9,147,4007152,40,Fury Cutter,Rock Slide,X-Scissor
Ninetales,42.1,fire,none,145.4,162,151,3557399,40,Fire Spin,Weather Ball (Fire),Psyshock
Armaldo,42,rock,bug,187.3,149.4,154,4308388,40,Fury Cutter,Rock Blast,Cross Poison
Scyther (Shadow),41.6,bug,flying,184.1,146.2,147,3957573,40,Fury Cutter,Night Slash,X-Scissor
Miltank,41.5,normal,none,135.9,164.4,182,4066747,40,Tackle,Body Slam,Ice Beam
Gothitelle,41.3,psychic,none,150.9,173.9,147,3857957,40,Confusion,Rock Slide,Psychic
Vanilluxe,41,ice,none,184.1,157.3,149,4314985,40,Frost Breath,Blizzard,Signal Beam
