"Pokemon","Fast Move","Charged Move","DPS","TDO","DPS^3*TDO","CP"
"Shadow Mewtwo","Confusion","Flamethrower","19.258","466.6","3332.3","3880"
"Shadow Dragonite","Dragon Breath","Draco Meteor","18.949","485.5","3303.3","3521"
"Shadow Dragonite","Steel Wing","Outrage","18.948","485.5","3302.7","3521"
"Shadow Raikou","Thunder Shock","Wild Charge","18.85","471.9","3160.8","3205"
"Shadow Salamence","Fire Fang","Draco Meteor","19.312","438.4","3157.9","3481"
"Shadow Metagross","Zen Headbutt","Psychic","18.509","495.1","3139.5","3520"
"Shadow Mewtwo","Confusion","Ice Beam","18.967","459.5","3135.1","3880"
"Shadow Mewtwo","Psycho Cut","Thunderbolt","18.873","457.2","3073.7","3880"
"Shadow Dragonite","Dragon Breath","Dragon Claw","18.578","476","3052.4","3521"
"Regigigas","Zen Headbutt","Giga Impact","17.3","589.5","3051.9","4027"
"Shadow Entei","Fire Fang","Overheat","18.379","488.3","3031.7","3225"
"White Kyurem","Dragon Breath","Dragon Pulse","17.344","575.4","3002","4276"
"Reshiram","Fire Fang","Overheat","17.409","557.8","2943.1","3750"
"Shadow Raikou","Volt Switch","Wild Charge","18.512","463.5","2940","3205"
"Shadow Dragonite","Dragon Tail","Hurricane","18.404","471.6","2939.4","3521"
"Shadow Zapdos","Thunder Shock","Drill Peck","18.722","446.4","2929.5","3275"
"Shadow Dragonite","Dragon Tail","Dragon Pulse","18.38","470.9","2923.9","3521"
"Zekrom","Dragon Breath","Wild Charge","17.37","556.5","2916.7","3750"
"Shadow Moltres","Fire Spin","Overheat","18.796","439.2","2916.5","3218"
"Regigigas","Hidden Power (Fire)","Giga Impact","17.103","582.8","2915.6","4027"
"Regigigas","Hidden Power (Fighting)","Giga Impact","17.103","582.8","2915.6","4027"
"Regigigas","Hidden Power (Water)","Giga Impact","17.103","582.8","2915.6","4027"
"Regigigas","Hidden Power (Flying)","Giga Impact","17.103","582.8","2915.6","4027"
"Regigigas","Hidden Power (Grass)","Giga Impact","17.103","582.8","2915.6","4027"
"Regigigas","Hidden Power (Poison)","Giga Impact","17.103","582.8","2915.6","4027"
"Regigigas","Hidden Power (Electric)","Giga Impact","17.103","582.8","2915.6","4027"
"Regigigas","Hidden Power (Ground)","Giga Impact","17.103","582.8","2915.6","4027"
"Regigigas","Hidden Power (Psychic)","Giga Impact","17.103","582.8","2915.6","4027"
"Regigigas","Hidden Power (Rock)","Giga Impact","17.103","582.8","2915.6","4027"
"Regigigas","Hidden Power (Ice)","Giga Impact","17.103","582.8","2915.6","4027"
"Regigigas","Hidden Power (Bug)","Giga Impact","17.103","582.8","2915.6","4027"
"Regigigas","Hidden Power (Dragon)","Giga Impact","17.103","582.8","2915.6","4027"
"Regigigas","Hidden Power (Ghost)","Giga Impact","17.103","582.8","2915.6","4027"
"Regigigas","Hidden Power (Dark)","Giga Impact","17.103","582.8","2915.6","4027"
"Regigigas","Hidden Power (Steel)","Giga Impact","17.103","582.8","2915.6","4027"
"Metagross","Bullet Punch","Meteor Mash","17.36","557.3","2915.4","3520"
"Rayquaza","Dragon Tail","Outrage","18.034","490.2","2875.2","3561"
"White Kyurem","Steel Wing","Blizzard","17.124","568.1","2852.3","4276"
"Reshiram","Fire Fang","Draco Meteor","17.262","553.1","2844.8","3750"
"Shadow Mewtwo","Psycho Cut","Hyper Beam","18.489","447.9","2831.2","3880"
"Shadow Mamoswine","Powder Snow","Avalanche","18.856","419","2808.7","3090"
"Shadow Entei","Fire Spin","Overheat","17.958","477.1","2762.9","3225"
"Shadow Electivire","Thunder Shock","Wild Charge","19.577","366.8","2752","2859"
"Shadow Swampert","Water Gun","Hydro Cannon","18.302","448.2","2747.5","2761"
"Shadow Alakazam","Confusion","Psychic","20.431","321.5","2742","2839"
"Shadow Zapdos","Thunder Shock","Thunderbolt","18.403","438.8","2734.7","3275"
"Shadow Salamence","Dragon Tail","Hydro Pump","18.562","421.4","2695.1","3481"
"Shadow Machamp","Counter","Dynamic Punch","18.979","393.7","2691.5","2838"
"Mewtwo","Confusion","Shadow Ball","17.435","506.9","2686.5","3880"
"Palkia","Dragon Tail","Draco Meteor","17.241","521.3","2671.8","3706"
"Shadow Swampert","Mud Shot","Hydro Cannon","18.168","444.9","2668.2","2761"
"Shadow Mewtwo","Psycho Cut","Focus Blast","18.211","441.2","2664.5","3880"
"Shadow Salamence","Bite","Draco Meteor","18.475","419.4","2644.8","3481"
"Shadow Dragonite","Steel Wing","Draco Meteor","17.916","459","2639.8","3521"
"Salamence","Dragon Tail","Outrage","17.64","480.5","2637.6","3481"
"Shadow Weavile","Snarl","Avalanche","19.38","362","2635","2790"
"Shadow Mewtwo","Psycho Cut","Flamethrower","18.13","439.2","2617.3","3880"
"Shadow Alakazam","Psycho Cut","Psychic","20.19","317.7","2614.8","2839"
"Shadow Dragonite","Dragon Breath","Dragon Pulse","17.842","457.2","2596.7","3521"
"Shadow Entei","Fire Fang","Flamethrower","17.674","469.6","2592.5","3225"
"Shadow Dragonite","Dragon Tail","Hyper Beam","17.831","456.9","2590.2","3521"
"Zekrom","Charge Beam","Wild Charge","16.854","540","2585.4","3750"
"Garchomp","Dragon Tail","Outrage","16.598","565.1","2584.1","3679"
"White Kyurem","Steel Wing","Dragon Pulse","16.706","554.2","2584","4276"
"Shadow Dragonite","Steel Wing","Dragon Claw","17.817","456.5","2581.8","3521"
"Shadow Zapdos","Charge Beam","Drill Peck","18.139","432.5","2581.3","3275"
"Metagross","Zen Headbutt","Meteor Mash","16.832","540.3","2576.7","3520"
"Shadow Moltres","Wing Attack","Overheat","18.212","425.6","2570.8","3218"
"Zekrom","Dragon Breath","Outrage","16.828","539.2","2569.6","3750"
"Shadow Mewtwo","Psycho Cut","Ice Beam","18.036","437","2563.9","3880"
"White Kyurem","Dragon Breath","Focus Blast","16.631","551.7","2538.1","4276"
"Shadow Machamp","Karate Chop","Dynamic Punch","18.655","387","2512.4","2838"
"Dialga","Metal Claw","Draco Meteor","16.722","535.8","2505.5","3750"
"Shadow Dragonite","Dragon Breath","Hurricane","17.661","452.5","2492.5","3521"
"Shadow Magnezone","Spark","Wild Charge","18.283","403.9","2468.3","2976"
"Reshiram","Dragon Breath","Overheat","16.639","533.1","2455.7","3750"
"Shadow Charizard","Fire Spin","Blast Burn","18.586","377.2","2421.3","2683"
"Salamence","Dragon Tail","Draco Meteor","17.264","470.3","2420.1","3481"
"Shadow Entei","Fire Spin","Flamethrower","17.327","460.4","2394.9","3225"
"Mewtwo","Psycho Cut","Shadow Ball","16.931","492.2","2388.8","3880"
"Shadow Alakazam","Counter","Psychic","19.725","310.4","2382","2839"
"Rayquaza","Air Slash","Outrage","17.196","467.4","2376.5","3561"
"Shadow Raikou","Thunder Shock","Thunderbolt","17.536","439","2367.4","3205"
"Dialga","Dragon Breath","Draco Meteor","16.474","527.8","2359.8","3750"
"Reshiram","Dragon Breath","Draco Meteor","16.474","527.8","2359.8","3750"
"Dragonite","Dragon Tail","Outrage","16.631","511.3","2352.1","3521"
"Shadow Zapdos","Charge Beam","Thunderbolt","17.695","421.9","2337.6","3275"
"Palkia","Dragon Tail","Hydro Pump","16.665","503.9","2332","3706"
"Palkia","Dragon Breath","Draco Meteor","16.66","503.7","2329.5","3706"
"Shadow Tyranitar","Bite","Stone Edge","16.848","482.1","2305.2","3561"
"Shadow Salamence","Dragon Tail","Fire Blast","17.814","404.4","2286.1","3481"
"Shadow Charizard","Wing Attack","Blast Burn","18.318","371.7","2285.1","2683"
"Shadow Exeggutor","Confusion","Psychic","18.295","372.2","2279.3","2799"
"Shadow Weavile","Feint Attack","Avalanche","18.649","348.3","2259.2","2790"
"Zekrom","Charge Beam","Outrage","16.274","521.4","2247.3","3750"
"Shadow Dragonite","Steel Wing","Dragon Pulse","17.193","440.5","2238.8","3521"
"Shadow Exeggutor","Extrasensory","Psychic","18.195","370.2","2229.8","2799"
"Latios","Dragon Breath","Psychic","16.499","494.8","2222.2","3540"
"Shadow Tyranitar","Smack Down","Stone Edge","16.687","477.4","2218.3","3561"
"Moltres","Fire Spin","Sky Attack","16.763","470","2214.3","3218"
"Dragonite","Dragon Tail","Draco Meteor","16.379","503.6","2212.6","3521"
"Shadow Raikou","Volt Switch","Thunderbolt","17.226","431.3","2204.4","3205"
"Shadow Dragonite","Dragon Breath","Hyper Beam","17.125","438.8","2203.5","3521"
"Salamence","Fire Fang","Outrage","16.861","459.3","2202","3481"
"Shadow Tyranitar","Bite","Crunch","16.638","476.1","2192.6","3561"
"Kyogre","Waterfall","Surf","15.879","547.1","2190.4","3821"
"Shadow Gallade","Confusion","Psychic","18.02","373.9","2188.2","2872"
"Shadow Gardevoir","Confusion","Psychic","18.02","373.9","2188.2","2872"
"Shadow Magnezone","Charge Beam","Wild Charge","17.737","391.9","2186.7","2976"
"Shadow Tyranitar","Smack Down","Crunch","16.624","475.7","2185.4","3561"
"Meloetta (Pirouette Forme)","Quick Attack","Hyper Beam","16.232","509.6","2179.4","3635"
"Garchomp","Dragon Tail","Earthquake","15.894","541.1","2172.9","3679"
"Rhyperior","Mud Slap","Rock Wrecker","15.745","553.3","2159.4","3467"
"Landorus (Therian Forme)","Mud Shot","Earth Power","16.731","460.2","2155","3642"
"Shadow Entei","Fire Fang","Fire Blast","16.865","448.1","2149.3","3225"
"Shadow Weavile","Snarl","Foul Play","18.391","343.5","2136.6","2790"
"Giratina (Origin Forme)","Dragon Tail","Shadow Ball","15.304","595.7","2135","3420"
"Dragonite","Dragon Breath","Outrage","16.228","499","2132.3","3521"
"Chandelure","Fire Spin","Shadow Ball","17.722","382.5","2128.9","3035"
"Giratina (Origin Forme)","Shadow Claw","Shadow Ball","15.286","595","2125","3420"
"Mewtwo","Confusion","Thunderbolt","16.398","476.7","2102","3880"
"Garchomp","Mud Shot","Outrage","15.752","536.3","2096.3","3679"
"Volcarona","Bug Bite","Overheat","16.524","462.7","2087.4","3373"
"Shadow Zapdos","Thunder Shock","Zap Cannon","17.193","409.9","2083.4","3275"
"Shadow Electivire","Low Kick","Wild Charge","18.258","342.1","2082.2","2859"
"Victini","Confusion","V-create","15.633","544","2078.7","3032"
"Shadow Moltres","Fire Spin","Fire Blast","17.253","403.2","2070.5","3218"
"Landorus (Therian Forme)","Rock Throw","Earth Power","16.55","455.2","2063.5","3642"
"Haxorus","Dragon Tail","Dragon Claw","17.145","409.1","2061.7","3336"
"Shadow Gardevoir","Charm","Psychic","17.75","368.3","2059.7","2872"
"Thundurus (Therian Forme)","Volt Switch","Thunderbolt","17.292","398.1","2058.6","3398"
"Jirachi","Confusion","Doom Desire","15.578","542.1","2049.3","3032"
"Shadow Charizard","Air Slash","Blast Burn","17.809","361.4","2041.2","2683"
"Rayquaza","Dragon Tail","Hurricane","16.536","449.5","2032.5","3561"
"Shadow Charizard","Ember","Blast Burn","17.788","361","2031.7","2683"
"Victini","Quick Attack","V-create","15.538","540.7","2028.5","3032"
"Shadow Alakazam","Confusion","Shadow Ball","18.945","298.1","2026.9","2839"
"White Kyurem","Steel Wing","Focus Blast","15.721","521.5","2026.4","4276"
"Mewtwo","Confusion","Hyper Beam","16.248","472.3","2025.9","3880"
"Moltres","Wing Attack","Sky Attack","16.392","459.6","2024.2","3218"
"Palkia","Dragon Breath","Hydro Pump","16.076","486.1","2019.6","3706"
"Palkia","Dragon Tail","Aqua Tail","16.072","486","2017.5","3706"
"Shadow Torterra","Razor Leaf","Frenzy Plant","16.815","423.5","2013.3","2725"
"Volcarona","Fire Spin","Overheat","16.358","458.1","2005","3373"
"Lucario","Counter","Aura Sphere","17.98","344.5","2002.4","2510"
"Shadow Venusaur","Vine Whip","Frenzy Plant","17.264","387.7","1995.1","2526"
"Shadow Gardevoir","Confusion","Dazzling Gleam","17.589","365","1986","2872"
"Darkrai","Snarl","Shadow Ball","16.67","427.9","1982.2","3472"
"Rhyperior","Smack Down","Rock Wrecker","15.391","540.8","1971.6","3467"
"Shadow Dragonite","Steel Wing","Hurricane","16.646","426.5","1967.1","3521"
"Salamence","Bite","Outrage","16.375","446.1","1958.9","3481"
"Dragonite","Dragon Tail","Dragon Claw","15.884","488.4","1957.2","3521"
"Salamence","Dragon Tail","Return","16.371","446","1956.9","3481"
"Meloetta (Aria Forme)","Quick Attack","Hyper Beam","15.149","562.3","1955.1","3688"
"Shadow Exeggutor","Zen Headbutt","Psychic","17.6","358.1","1952","2799"
"Latios","Zen Headbutt","Psychic","15.972","479","1951.5","3540"
"Dragonite","Dragon Breath","Draco Meteor","15.861","487.7","1945.7","3521"
"Mewtwo","Confusion","Focus Blast","16.084","467.6","1945.4","3880"
"Shadow Entei","Fire Spin","Fire Blast","16.443","436.9","1942.1","3225"
"Conkeldurr","Counter","Dynamic Punch","16.279","450.1","1941.9","3099"
"Shadow Weavile","Ice Shard","Avalanche","17.951","335.3","1939.6","2790"
"Shaymin (Sky Forme)","Hidden Power (Flying)","Grass Knot","16.191","453.2","1923.8","3336"
"Shaymin (Sky Forme)","Hidden Power (Grass)","Grass Knot","16.191","453.2","1923.8","3336"
"Metagross","Bullet Punch","Psychic","15.646","502.3","1923.6","3520"
"Shadow Gallade","Low Kick","Psychic","17.443","361.9","1920.9","2872"
"Shadow Raikou","Thunder Shock","Shadow Ball","16.642","416.6","1920.3","3205"
"Shadow Exeggutor","Confusion","Solar Beam","17.514","356.3","1914.3","2799"
"Shadow Salamence","Fire Fang","Hydro Pump","17.017","386.3","1903.4","3481"
"Kyogre","Waterfall","Hydro Pump","15.33","528.1","1902.6","3821"
"Shadow Gardevoir","Charm","Dazzling Gleam","17.391","360.9","1898.2","2872"
"Chandelure","Incinerate","Shadow Ball","17.219","371.6","1897.2","3035"
"Shadow Machamp","Bullet Punch","Dynamic Punch","17.388","360.7","1896.1","2838"
"Shadow Exeggutor","Extrasensory","Solar Beam","17.444","354.9","1883.7","2799"
"Mewtwo","Confusion","Flamethrower","15.949","463.7","1880.8","3880"
"Meloetta (Aria Forme)","Confusion","Hyper Beam","15.002","556.9","1880.3","3688"
"Chandelure","Hex","Shadow Ball","17.176","370.7","1878.3","3035"
"Ho-Oh","Incinerate","Brave Bird","14.882","568.8","1875","3587"
"Rampardos","Smack Down","Rock Slide","17.79","332.7","1873.1","3062"
"Shadow Gyarados","Waterfall","Hydro Pump","16.493","411.2","1845.1","3149"
"Shadow Charizard","Dragon Breath","Blast Burn","17.357","352.2","1841.7","2683"
"Dragonite","Steel Wing","Outrage","15.62","480.3","1830.2","3521"
"Salamence","Fire Fang","Draco Meteor","16.099","438.6","1829.7","3481"
"Shadow Gallade","Confusion","Synchronoise","17.23","357.5","1828.8","2872"
"Shadow Gardevoir","Confusion","Synchronoise","17.23","357.5","1828.8","2872"
"Shadow Porygon-Z","Lock-On","Tri-Attack","17.638","332.9","1826.7","3033"
"Shadow Arcanine","Fire Fang","Flamethrower","17.052","368","1824.6","2813"
"Mamoswine","Mud Slap","Avalanche","16.173","431.2","1824.2","3090"
"Meloetta (Pirouette Forme)","Low Kick","Hyper Beam","15.514","487.1","1818.9","3635"
"Shadow Alakazam","Psycho Cut","Shadow Ball","18.434","290.1","1816.9","2839"
"Shadow Weavile","Feint Attack","Foul Play","17.655","329.8","1814.8","2790"
"Dialga","Metal Claw","Iron Head","15.422","494.1","1812.4","3750"
"Shadow Alakazam","Confusion","Future Sight","18.42","289.9","1811.5","2839"
"Shadow Raikou","Volt Switch","Shadow Ball","16.367","409.8","1796.6","3205"
"Shadow Porygon-Z","Lock-On","Hyper Beam","17.528","330.8","1781.3","3033"
"Shadow Exeggutor","Bullet Seed","Psychic","17.193","349.8","1777.7","2799"
"Dialga","Dragon Breath","Iron Head","15.346","491.7","1777","3750"
"Raikou","Thunder Shock","Wild Charge","15.585","468.2","1772.5","3205"
"Darkrai","Snarl","Dark Pulse","16.209","416","1771.6","3472"
"Palkia","Dragon Breath","Aqua Tail","15.554","470.3","1769.9","3706"
"Mewtwo","Confusion","Ice Beam","15.706","456.6","1769.1","3880"
"Thundurus (Therian Forme)","Bite","Thunderbolt","16.647","383.3","1768","3398"
"Shadow Dragonite","Steel Wing","Hyper Beam","16.198","415","1763.7","3521"
"Latios","Dragon Breath","Dragon Claw","15.568","466.9","1761.5","3540"
"Metagross","Zen Headbutt","Psychic","15.301","491.2","1759.6","3520"
"Lucario","Bullet Punch","Aura Sphere","17.407","333.5","1759.1","2510"
"Shadow Tyranitar","Iron Tail","Crunch","15.745","450.5","1758.5","3561"
"Dragonite","Dragon Tail","Return","15.461","475.4","1757.1","3521"
"Darmanitan","Fire Fang","Overheat","17.084","352.2","1756.3","2883"
"Shadow Alakazam","Counter","Shadow Ball","18.274","287.5","1754.6","2839"
"Shadow Gardevoir","Charm","Synchronoise","17.037","353.5","1748.2","2872"
"Entei","Fire Fang","Overheat","15.298","487.8","1746.3","3225"
"Shadow Torterra","Bite","Frenzy Plant","16.227","408.6","1746.2","2725"
"Lugia","Extrasensory","Aeroblast","13.499","706.8","1738.5","3438"
"Darkrai","Feint Attack","Shadow Ball","16.13","414","1737.7","3472"
"Shadow Gyarados","Waterfall","Aqua Tail","16.244","405","1735.9","3149"
"Mewtwo","Psycho Cut","Thunderbolt","15.626","454.3","1733.3","3880"
"Dragonite","Dragon Breath","Dragon Claw","15.395","473.3","1727.2","3521"
"Jirachi","Charge Beam","Doom Desire","14.906","518.7","1718","3032"
"Shadow Moltres","Wing Attack","Fire Blast","16.449","384.4","1710.7","3218"
"Shadow Magmortar","Fire Spin","Fire Punch","17.164","337.8","1708.3","2909"
"Honchkrow","Snarl","Sky Attack","17.486","319.1","1706","2518"
"Dragonite","Dragon Tail","Hurricane","15.336","471.5","1700.9","3521"
"Rayquaza","Dragon Tail","Aerial Ace","15.811","429.8","1698.6","3561"
"Shadow Tyranitar","Smack Down","Fire Blast","15.608","446.6","1698.2","3561"
"Shadow Tyranitar","Bite","Fire Blast","15.594","446.2","1691.7","3561"
"Moltres","Fire Spin","Overheat","15.668","439.3","1689.7","3218"
"Blaziken","Counter","Blast Burn","16.904","348.4","1682.6","2644"
"Shadow Arcanine","Fire Fang","Wild Charge","16.71","360.6","1682.3","2813"
"Gengar","Lick","Shadow Ball","17.485","314.1","1679.1","2672"
"Shadow Magmortar","Fire Spin","Psychic","17.086","336.3","1677.6","2909"
"Mewtwo","Psycho Cut","Hyper Beam","15.481","450.1","1669.7","3880"
"Galarian Darmanitan","Ice Fang","Avalanche","16.849","347.4","1661.6","2883"
"Groudon","Dragon Tail","Earthquake","14.814","510.4","1659.3","3821"
"Haxorus","Dragon Tail","Surf","16.239","387.5","1659.3","3336"
"Dragonite","Dragon Tail","Dragon Pulse","15.224","468.1","1651.7","3521"
"Groudon","Mud Shot","Earthquake","14.796","509.7","1651.1","3821"
"Gengar","Shadow Claw","Shadow Ball","17.407","312.7","1649.5","2672"
"Heatran","Fire Spin","Flamethrower","14.955","492.2","1646.4","3486"
"Raikou","Volt Switch","Wild Charge","15.28","459","1637.5","3205"
"Shadow Porygon-Z","Charge Beam","Tri-Attack","17.159","323.8","1636","3033"
"Shaymin (Sky Forme)","Zen Headbutt","Grass Knot","15.531","434.8","1628.9","3336"
"Zapdos","Thunder Shock","Drill Peck","15.445","441.9","1628","3275"
"Shadow Venusaur","Razor Leaf","Frenzy Plant","16.405","368.4","1626.6","2526"
"Kyurem","Dragon Breath","Draco Meteor","15.131","469","1624.7","3319"
"Shadow Gardevoir","Confusion","Shadow Ball","16.712","346.8","1618.6","2872"
"Shadow Alakazam","Psycho Cut","Future Sight","17.9","281.7","1615.5","2839"
"Shadow Zapdos","Charge Beam","Zap Cannon","16.13","384.6","1614.2","3275"
"Haxorus","Counter","Dragon Claw","16.119","384.6","1610.6","3336"
"Ho-Oh","Extrasensory","Brave Bird","14.322","547.4","1608.3","3587"
"Shadow Metagross","Bullet Punch","Earthquake","15.649","418.6","1604.2","3520"
"Shadow Exeggutor","Zen Headbutt","Solar Beam","16.757","340.9","1604.1","2799"
"Ho-Oh","Steel Wing","Brave Bird","14.306","546.8","1600.8","3587"
"Shadow Salamence","Fire Fang","Fire Blast","16.294","369.9","1600.2","3481"
"Shadow Salamence","Bite","Hydro Pump","16.282","369.6","1595.3","3481"
"Shadow Metagross","Bullet Punch","Flash Cannon","15.625","418","1594.4","3520"
"Reshiram","Fire Fang","Stone Edge","14.929","478.3","1591.6","3750"
"Shadow Machamp","Counter","Close Combat","16.64","345.2","1590.5","2838"
"Entei","Fire Spin","Overheat","14.937","476.2","1587","3225"
"Shadow Charizard","Fire Spin","Overheat","16.722","339.3","1586.9","2683"
"Shadow Magmortar","Fire Spin","Fire Blast","16.85","331.7","1586.7","2909"
"Chandelure","Fire Spin","Overheat","16.465","355.4","1586.3","3035"
"Shadow Mamoswine","Mud Slap","Bulldoze","16.342","363.1","1584.7","3090"
"Blaziken","Fire Spin","Blast Burn","16.651","343.2","1584.3","2644"
"Shadow Exeggutor","Confusion","Seed Bomb","16.705","339.9","1584.3","2799"
"Shaymin (Sky Forme)","Hidden Power (Fire)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Fighting)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Water)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Poison)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Electric)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Ground)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Psychic)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Rock)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Ice)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Bug)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Dragon)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Ghost)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Dark)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Steel)","Grass Knot","15.421","431.7","1583.2","3336"
"Shadow Gyarados","Waterfall","Outrage","15.869","395.7","1581.1","3149"
"Empoleon","Metal Claw","Hydro Cannon","15.479","425","1576.3","2693"
"Terrakion","Smack Down","Rock Slide","15.155","452.8","1576.1","3434"
"Shadow Gardevoir","Charge Beam","Psychic","16.601","344.5","1576","2872"
"Shadow Gyarados","Dragon Tail","Hydro Pump","15.847","395.1","1572.4","3149"
"Mewtwo","Psycho Cut","Focus Blast","15.247","443.3","1571.2","3880"
"Shadow Gardevoir","Charm","Shadow Ball","16.587","344.2","1570.6","2872"
"Shadow Gallade","Low Kick","Synchronoise","16.586","344.2","1570.3","2872"
"Darkrai","Feint Attack","Dark Pulse","15.715","403.4","1565.6","3472"
"Espeon","Confusion","Psychic","16.362","356.6","1561.9","2943"
"Shadow Zapdos","Thunder Shock","Thunder","15.987","381.2","1557.4","3275"
"Shadow Alakazam","Confusion","Dazzling Gleam","17.734","279","1556.2","2839"
"Shadow Machamp","Counter","Cross Chop","16.548","343.3","1555.3","2838"
"Ho-Oh","Hidden Power (Fire)","Brave Bird","14.199","542.7","1553.8","3587"
"Ho-Oh","Hidden Power (Flying)","Brave Bird","14.199","542.7","1553.8","3587"
"Salamence","Dragon Tail","Hydro Pump","15.454","421","1553.7","3481"
"Shadow Entei","Fire Fang","Iron Head","15.551","413.2","1553.7","3225"
"Shadow Houndoom","Fire Fang","Foul Play","17.454","292.1","1553.3","2447"
"Shadow Gallade","Charm","Psychic","16.535","343.1","1551","2872"
"Shadow Porygon-Z","Hidden Power (Fire)","Tri-Attack","16.929","319.5","1550.2","3033"
"Shadow Porygon-Z","Hidden Power (Fighting)","Tri-Attack","16.929","319.5","1550.2","3033"
"Shadow Porygon-Z","Hidden Power (Water)","Tri-Attack","16.929","319.5","1550.2","3033"
"Shadow Porygon-Z","Hidden Power (Flying)","Tri-Attack","16.929","319.5","1550.2","3033"
"Shadow Porygon-Z","Hidden Power (Grass)","Tri-Attack","16.929","319.5","1550.2","3033"
"Shadow Porygon-Z","Hidden Power (Poison)","Tri-Attack","16.929","319.5","1550.2","3033"
"Shadow Porygon-Z","Hidden Power (Electric)","Tri-Attack","16.929","319.5","1550.2","3033"
"Shadow Porygon-Z","Hidden Power (Ground)","Tri-Attack","16.929","319.5","1550.2","3033"
"Shadow Porygon-Z","Hidden Power (Psychic)","Tri-Attack","16.929","319.5","1550.2","3033"
"Shadow Porygon-Z","Hidden Power (Rock)","Tri-Attack","16.929","319.5","1550.2","3033"
"Shadow Porygon-Z","Hidden Power (Ice)","Tri-Attack","16.929","319.5","1550.2","3033"
"Shadow Porygon-Z","Hidden Power (Bug)","Tri-Attack","16.929","319.5","1550.2","3033"
"Shadow Porygon-Z","Hidden Power (Dragon)","Tri-Attack","16.929","319.5","1550.2","3033"
"Shadow Porygon-Z","Hidden Power (Ghost)","Tri-Attack","16.929","319.5","1550.2","3033"
"Shadow Porygon-Z","Hidden Power (Dark)","Tri-Attack","16.929","319.5","1550.2","3033"
