"Pokemon","Fast Move","Charged Move","DPS","TDO","DPS^3*TDO","CP"
"Dragonite","Dragon Breath","Dragon Claw","15.395","473.3","1727.2","3521"
"Jirachi","Charge Beam","Doom Desire","14.906","518.7","1718","3032"
"Honchkrow","Snarl","Sky Attack","17.486","319.1","1706","2518"
"Dragonite","Dragon Tail","Hurricane","15.336","471.5","1700.9","3521"
"Rayquaza","Dragon Tail","Aerial Ace","15.811","429.8","1698.6","3561"
"Moltres","Fire Spin","Overheat","15.668","439.3","1689.7","3218"
"Blaziken","Counter","Blast Burn","16.904","348.4","1682.6","2644"
"Gengar","Lick","Shadow Ball","17.485","314.1","1679.1","2672"
"Mewtwo","Psycho Cut","Hyper Beam","15.481","450.1","1669.7","3880"
"Galarian Darmanitan","Ice Fang","Avalanche","16.849","347.4","1661.6","2883"
"Haxorus","Dragon Tail","Surf","16.239","387.5","1659.3","3336"
"Groudon","Dragon Tail","Earthquake","14.814","510.4","1659.3","3821"
"Dragonite","Dragon Tail","Dragon Pulse","15.224","468.1","1651.7","3521"
"Groudon","Mud Shot","Earthquake","14.796","509.7","1651.1","3821"
"Gengar","Shadow Claw","Shadow Ball","17.407","312.7","1649.5","2672"
"Heatran","Fire Spin","Flamethrower","14.955","492.2","1646.4","3486"
"Raikou","Volt Switch","Wild Charge","15.28","459","1637.5","3205"
"Shaymin (Sky Forme)","Zen Headbutt","Grass Knot","15.531","434.8","1628.9","3336"
"Zapdos","Thunder Shock","Drill Peck","15.445","441.9","1628","3275"
"Kyurem","Dragon Breath","Draco Meteor","15.131","469","1624.7","3319"
"Haxorus","Counter","Dragon Claw","16.119","384.6","1610.6","3336"
"Ho-Oh","Extrasensory","Brave Bird","14.322","547.4","1608.3","3587"
"Ho-Oh","Steel Wing","Brave Bird","14.306","546.8","1600.8","3587"
"Reshiram","Fire Fang","Stone Edge","14.929","478.3","1591.6","3750"
"Entei","Fire Spin","Overheat","14.937","476.2","1587","3225"
"Chandelure","Fire Spin","Overheat","16.465","355.4","1586.3","3035"
"Blaziken","Fire Spin","Blast Burn","16.651","343.2","1584.3","2644"
"Shaymin (Sky Forme)","Hidden Power (Fire)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Fighting)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Water)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Poison)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Electric)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Ground)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Psychic)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Rock)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Ice)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Bug)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Dragon)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Ghost)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Dark)","Grass Knot","15.421","431.7","1583.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Steel)","Grass Knot","15.421","431.7","1583.2","3336"
"Empoleon","Metal Claw","Hydro Cannon","15.479","425","1576.3","2693"
"Terrakion","Smack Down","Rock Slide","15.155","452.8","1576.1","3434"
"Mewtwo","Psycho Cut","Focus Blast","15.247","443.3","1571.2","3880"
"Darkrai","Feint Attack","Dark Pulse","15.715","403.4","1565.6","3472"
"Espeon","Confusion","Psychic","16.362","356.6","1561.9","2943"
"Ho-Oh","Hidden Power (Fire)","Brave Bird","14.199","542.7","1553.8","3587"
"Ho-Oh","Hidden Power (Flying)","Brave Bird","14.199","542.7","1553.8","3587"
"Salamence","Dragon Tail","Hydro Pump","15.454","421","1553.7","3481"
"Salamence","Bite","Draco Meteor","15.44","420.6","1548.3","3481"
"Meloetta (Pirouette Forme)","Quick Attack","Close Combat","14.884","467.3","1540.8","3635"
"Alakazam","Confusion","Psychic","16.891","318.9","1536.9","2839"
"Dragonite","Steel Wing","Draco Meteor","14.951","459.7","1536.3","3521"
"Zapdos","Thunder Shock","Thunderbolt","15.221","435.5","1536","3275"
"Electivire","Thunder Shock","Wild Charge","16.162","363.4","1534.1","2859"
"Mamoswine","Powder Snow","Avalanche","15.474","412.6","1528.6","3090"
"Meloetta (Aria Forme)","Confusion","Psyshock","14.245","528.8","1528.5","3688"
"Swampert","Water Gun","Hydro Cannon","15.099","443.7","1527.5","2761"
"Galarian Darmanitan","Tackle","Avalanche","16.457","339.3","1512.2","2883"
"Dragonite","Dragon Tail","Hyper Beam","14.889","457.8","1511.1","3521"
"Garchomp","Mud Shot","Earthquake","14.513","494.1","1510.5","3679"
"Latios","Zen Headbutt","Dragon Claw","14.969","448.9","1505.5","3540"
"Yveltal","Snarl","Dark Pulse","14.543","489.2","1504.6","3511"
"Rhyperior","Mud Slap","Earthquake","14.374","505.1","1500.2","3467"
"Moltres","Wing Attack","Overheat","15.204","426.3","1498.2","3218"
"Yveltal","Snarl","Hurricane","14.524","488.6","1497","3511"
"Landorus (Incarnate Forme)","Mud Shot","Earth Power","15.215","424.9","1496.6","3332"
"Honchkrow","Snarl","Brave Bird","16.922","308.8","1496.4","2518"
"Machamp","Counter","Dynamic Punch","15.657","389.7","1495.9","2838"
"Palkia","Dragon Tail","Fire Blast","14.907","450.7","1492.9","3706"
"Kyogre","Waterfall","Blizzard","14.423","496.9","1490.8","3821"
"Dragonite","Dragon Breath","Return","14.819","455.6","1482.9","3521"
"Mewtwo","Psycho Cut","Flamethrower","15.028","436.9","1482.8","3880"
"Meloetta (Aria Forme)","Quick Attack","Psyshock","14.134","524.6","1481.3","3688"
"Weavile","Snarl","Avalanche","16.023","359.1","1477.3","2790"
"Dragonite","Dragon Breath","Dragon Pulse","14.804","455.2","1476.8","3521"
"Swampert","Mud Shot","Hydro Cannon","14.97","439.9","1475.7","2761"
"Yveltal","Gust","Dark Pulse","14.463","486.5","1471.8","3511"
"Shaymin (Sky Forme)","Hidden Power (Flying)","Solar Beam","15.141","423.8","1471.2","3336"
"Shaymin (Sky Forme)","Hidden Power (Grass)","Solar Beam","15.141","423.8","1471.2","3336"
"Kyurem","Dragon Breath","Blizzard","14.759","457.5","1470.7","3319"
"Alakazam","Psycho Cut","Psychic","16.704","315.4","1470.1","2839"
"Dragonite","Dragon Breath","Hurricane","14.778","454.4","1466.6","3521"
"Conkeldurr","Counter","Focus Blast","15.174","419.5","1465.8","3099"
"Kingler","Bubble","Crabhammer","16.376","333","1462.5","2627"
"Latios","Dragon Breath","Solar Beam","14.846","445.2","1456.6","3540"
"Entei","Fire Fang","Flamethrower","14.616","466","1455.1","3225"
"Haxorus","Dragon Tail","Earthquake","15.695","374.5","1447.7","3336"
"Mewtwo","Psycho Cut","Ice Beam","14.934","434.2","1446.1","3880"
"Rayquaza","Air Slash","Hurricane","15.184","412.7","1445","3561"
"Kyurem","Dragon Breath","Dragon Claw","14.689","455.3","1443.1","3319"
"Dragonite","Steel Wing","Dragon Claw","14.709","452.3","1439.4","3521"
"Landorus (Therian Forme)","Rock Throw","Outrage","15.111","415.6","1434.2","3642"
"Rampardos","Smack Down","Outrage","16.64","311.2","1433.7","3062"
"Yveltal","Snarl","Psychic","14.365","483.2","1432.3","3511"
"Landorus (Incarnate Forme)","Rock Throw","Earth Power","15.042","420.1","1429.7","3332"
"Gengar","Hex","Shadow Ball","16.777","301.4","1423.5","2672"
"Heatran","Fire Spin","Iron Head","14.421","474.6","1423.5","3486"
"Zapdos","Charge Beam","Drill Peck","14.93","427.2","1421.5","3275"
"Heatran","Fire Spin","Fire Blast","14.382","473.4","1408.2","3486"
"Yveltal","Gust","Psychic","14.303","481.1","1408","3511"
"Gengar","Shadow Claw","Sludge Bomb","16.727","300.5","1406.6","2672"
"Conkeldurr","Poison Jab","Dynamic Punch","15.015","415.2","1405.5","3099"
"Darkrai","Snarl","Focus Blast","15.296","392.6","1405.2","3472"
"Landorus (Therian Forme)","Mud Shot","Outrage","15.031","413.4","1403.8","3642"
"Arceus","Shadow Claw","Hyper Beam","13.604","556.7","1401.8","3697"
"Yveltal","Gust","Hurricane","14.283","480.5","1399.9","3511"
"Tyranitar","Bite","Return","14.201","487.6","1396.3","3561"
"Groudon","Dragon Tail","Solar Beam","14.187","488.8","1395.7","3821"
"Machamp","Karate Chop","Dynamic Punch","15.386","383","1395.1","2838"
"Gengar","Lick","Sludge Bomb","16.688","299.8","1393.4","2672"
"Volcarona","Fire Spin","Solar Beam","14.933","418.1","1392.4","3373"
"Magnezone","Spark","Wild Charge","15.135","401.3","1391.2","2976"
"Salamence","Fire Fang","Return","15.022","409.2","1387.2","3481"
"Sceptile","Fury Cutter","Frenzy Plant","15.815","350.7","1387","2560"
"Latias","Dragon Breath","Psychic","14.152","488","1383","3259"
"Volcarona","Fire Spin","Bug Buzz","14.904","417.3","1381.5","3373"
"Rhyperior","Smack Down","Earthquake","14.075","494.6","1379","3467"
"Rampardos","Zen Headbutt","Rock Slide","16.452","307.6","1370","3062"
"Xerneas","Tackle","Giga Impact","14.204","477.8","1369.3","3511"
"Lugia","Extrasensory","Sky Attack","12.705","665.2","1364.4","3438"
"Keldeo","Low Kick","Hydro Pump","14.599","436.2","1357.3","3434"
"Rayquaza","Air Slash","Aerial Ace","14.948","406.3","1357.1","3561"
"Tyranitar","Bite","Stone Edge","14.096","484","1355.6","3561"
"White Kyurem","Dragon Breath","Ancient Power","14.216","471.6","1355.1","4276"
"Tyranitar","Smack Down","Return","14.086","483.6","1351.8","3561"
"Garchomp","Dragon Tail","Fire Blast","14.1","480.1","1345.7","3679"
"Excadrill","Mud Slap","Drill Run","15.409","367.5","1344.7","3012"
"Latias","Dragon Breath","Outrage","14.052","484.5","1344.3","3259"
"Volcarona","Bug Bite","Solar Beam","14.8","414.4","1343.5","3373"
"Charizard","Fire Spin","Blast Burn","15.324","373.2","1342.8","2683"
"Excadrill","Metal Claw","Drill Run","15.404","367.4","1342.6","3012"
"Roserade","Poison Jab","Grass Knot","15.733","344.7","1342.4","2759"
"Entei","Fire Spin","Flamethrower","14.313","456.3","1338","3225"
"Darmanitan","Incinerate","Overheat","15.958","329","1337","2883"
"Raikou","Thunder Shock","Thunderbolt","14.518","436.2","1334.7","3205"
"Salamence","Dragon Tail","Fire Blast","14.868","405","1331.1","3481"
"Excadrill","Metal Claw","Earthquake","15.367","366.5","1330","3012"
"Alakazam","Counter","Psychic","16.289","307.6","1329.5","2839"
"Groudon","Mud Shot","Solar Beam","14.013","482.8","1328.3","3821"
"Yveltal","Sucker Punch","Dark Pulse","14.089","473.9","1325.5","3511"
"Hydreigon","Bite","Dark Pulse","14.55","430.2","1325.1","3366"
"Hydreigon","Dragon Breath","Dark Pulse","14.55","430.2","1325.1","3366"
"Meloetta (Aria Forme)","Confusion","Thunderbolt","13.731","509.7","1319.6","3688"
"Chandelure","Incinerate","Overheat","15.723","339.3","1318.9","3035"
"Feraligatr","Water Gun","Hydro Cannon","14.75","411","1318.8","2653"
"Crawdaunt","Snarl","Crabhammer","16.512","292.4","1316.2","2297"
"Hawlucha","Wing Attack","Flying Press","15.679","341.2","1315.2","2238"
"Lugia","Dragon Tail","Aeroblast","12.583","658.8","1312.7","3438"
"Espeon","Zen Headbutt","Psychic","15.665","341.4","1312.5","2943"
"Volcarona","Bug Bite","Bug Buzz","14.713","412","1312.3","3373"
"Gengar","Sucker Punch","Shadow Ball","16.432","295.2","1309.9","2672"
"Entei","Fire Fang","Return","14.231","453.7","1307.8","3225"
"Blaziken","Counter","Blaze Kick","15.871","327.1","1307.5","2644"
"Dragonite","Dragon Breath","Hyper Beam","14.36","441.5","1307.5","3521"
"Reshiram","Dragon Breath","Stone Edge","14.202","455","1303.3","3750"
"Hydreigon","Bite","Dragon Pulse","14.489","428.4","1303.1","3366"
"Hydreigon","Dragon Breath","Dragon Pulse","14.489","428.4","1303.1","3366"
"Zapdos","Charge Beam","Thunderbolt","14.6","417.7","1299.9","3275"
"Meloetta (Pirouette Forme)","Low Kick","Close Combat","14.258","447.6","1297.4","3635"
"Heatran","Bug Bite","Flamethrower","14.084","463.5","1294.9","3486"
"Deoxys (Normal Forme)","Zen Headbutt","Thunderbolt","17.854","227.3","1293.8","2935"
"Excadrill","Mud Slap","Earthquake","15.26","363.9","1293.4","3012"
"Meloetta (Aria Forme)","Confusion","Dazzling Gleam","13.659","507","1292.1","3688"
"Staraptor","Quick Attack","Brave Bird","15.684","333.7","1287.2","2624"
"Kyurem","Steel Wing","Draco Meteor","14.271","442.3","1285.5","3319"
"Darmanitan","Fire Fang","Psychic","15.788","325.5","1281","2883"
"Cobalion","Metal Claw","Sacred Sword","13.806","486.3","1279.4","2806"
"Yveltal","Snarl","Hyper Beam","13.963","469.7","1278.6","3511"
"Moltres","Fire Spin","Return","14.608","409.6","1276.9","3218"
"Tyranitar","Smack Down","Stone Edge","13.887","476.8","1276.8","3561"
"Yveltal","Sucker Punch","Hurricane","13.95","469.3","1273.8","3511"
"Palkia","Dragon Breath","Fire Blast","14.323","433.1","1272.5","3706"
"Charizard","Wing Attack","Blast Burn","15.104","367.8","1267.3","2683"
"Thundurus (Therian Forme)","Thunder Shock","Thunder","15.313","352.6","1266","3398"
"Genesect","Metal Claw","Magnet Bomb","14.831","386.6","1261","3114"
"Genesect - Burn Drive","Metal Claw","Magnet Bomb","14.831","386.6","1261","3114"
"Genesect - Chill Drive","Metal Claw","Magnet Bomb","14.831","386.6","1261","3114"
"Genesect - Douse Drive","Metal Claw","Magnet Bomb","14.831","386.6","1261","3114"
"Genesect - Shock Drive","Metal Claw","Magnet Bomb","14.831","386.6","1261","3114"
"Honchkrow","Peck","Sky Attack","16.213","295.9","1260.9","2518"
"Thundurus (Therian Forme)","Thunder Shock","Thunder Punch","15.296","352.2","1260.4","3398"
"Weavile","Feint Attack","Avalanche","15.398","345.1","1260","2790"
"Azelf","Confusion","Future Sight","15.654","328.2","1258.9","2981"
"Yveltal","Sucker Punch","Psychic","13.9","467.6","1255.8","3511"
"Dragonite","Steel Wing","Dragon Pulse","14.216","437.1","1255.7","3521"
"Exeggutor","Confusion","Psychic","15.058","367.6","1255.3","2799"
"Porygon-Z","Lock-On","Return","15.343","347.5","1255.1","3033"
"Dialga","Dragon Breath","Thunder","14.067","450.7","1254.7","3750"
"Empoleon","Waterfall","Hydro Cannon","14.614","401.3","1252.5","2693"
"Rampardos","Smack Down","Flamethrower","16.08","300.7","1250.2","3062"
"Kyogre","Waterfall","Thunder","13.798","475.4","1248.8","3821"
"Terrakion","Smack Down","Close Combat","14.297","427.2","1248.4","3434"
"Entei","Fire Fang","Fire Blast","14.064","448.4","1247.3","3225"
"Tyranitar","Bite","Crunch","13.796","473.7","1243.9","3561"
"Shaymin (Sky Forme)","Zen Headbutt","Solar Beam","14.512","406.3","1241.7","3336"
"Rhyperior","Mud Slap","Stone Edge","13.707","481.7","1240.4","3467"
"Genesect","Fury Cutter","Magnet Bomb","14.764","384.8","1238.3","3114"
"Genesect - Burn Drive","Fury Cutter","Magnet Bomb","14.764","384.8","1238.3","3114"
"Genesect - Chill Drive","Fury Cutter","Magnet Bomb","14.764","384.8","1238.3","3114"
"Genesect - Douse Drive","Fury Cutter","Magnet Bomb","14.764","384.8","1238.3","3114"
"Genesect - Shock Drive","Fury Cutter","Magnet Bomb","14.764","384.8","1238.3","3114"
"Chandelure","Hex","Overheat","15.476","334","1238","3035"
"Kingler","Metal Claw","Crabhammer","15.706","319.4","1237.5","2627"
"Meloetta (Aria Forme)","Quick Attack","Thunderbolt","13.501","501.1","1233.3","3688"
"Raikou","Volt Switch","Thunderbolt","14.232","427.6","1232.6","3205"
"Yveltal","Gust","Hyper Beam","13.832","465.3","1231.2","3511"
"Zapdos","Thunder Shock","Zap Cannon","14.4","412","1230.4","3275"
"Gallade","Confusion","Psychic","14.905","371.1","1228.9","2872"
"Gardevoir","Confusion","Psychic","14.905","371.1","1228.9","2872"
"Exeggutor","Extrasensory","Psychic","14.977","365.6","1228.3","2799"
"Hariyama","Counter","Dynamic Punch","14.692","387.2","1227.8","2627"
"Tyranitar","Smack Down","Crunch","13.748","472","1226.7","3561"
"Magnezone","Charge Beam","Wild Charge","14.663","388.7","1225.6","2976"
"Tyrantrum","Dragon Tail","Outrage","14.509","400.6","1223.7","2905"
"Darkrai","Feint Attack","Focus Blast","14.772","379.2","1222.3","3472"
"Giratina (Origin Forme)","Dragon Tail","Dragon Pulse","13.305","517.9","1219.8","3420"
"Meloetta (Aria Forme)","Quick Attack","Dazzling Gleam","13.461","499.6","1218.6","3688"
"Yveltal","Snarl","Focus Blast","13.795","464","1218.2","3511"
"Dialga","Metal Claw","Thunder","13.957","447.2","1215.7","3750"
"Goodra","Dragon Breath","Draco Meteor","13.478","495.6","1213.4","3255"
"Clawitzer","Water Gun","Crabhammer","15.209","344.6","1212.2","2566"
"Kyurem","Steel Wing","Dragon Claw","14.047","435.4","1206.8","3319"
"Moltres","Fire Spin","Fire Blast","14.402","403.8","1206.3","3218"
"Delphox","Fire Spin","Psychic","14.705","378.9","1204.8","2841"
"White Kyurem","Steel Wing","Ancient Power","13.804","458","1204.7","4276"
"Rhyperior","Mud Slap","Surf","13.607","478.1","1204.6","3467"
"Breloom","Counter","Grass Knot","16.216","282.5","1204.4","2441"
"Weavile","Snarl","Foul Play","15.225","341.3","1204.4","2790"
"Blaziken","Fire Spin","Blaze Kick","15.546","320.4","1203.8","2644"
"Hawlucha","Low Kick","Flying Press","15.335","333.7","1203.4","2238"
"Haxorus","Counter","Surf","14.981","357.5","1202","3336"
"Typhlosion","Incinerate","Blast Burn","14.903","362.9","1201.1","2683"
"Roserade","Poison Jab","Sludge Bomb","15.298","335.2","1200.1","2759"
"Landorus (Therian Forme)","Rock Throw","Rock Slide","14.452","397.5","1199.9","3642"
"Keldeo","Poison Jab","Hydro Pump","14.154","422.9","1199.3","3434"
"Azelf","Extrasensory","Future Sight","15.464","324.2","1198.9","2981"
"Giratina (Origin Forme)","Shadow Claw","Dragon Pulse","13.244","515.5","1197.5","3420"
"Latias","Zen Headbutt","Psychic","13.651","470.7","1197.4","3259"
"Alolan Exeggutor","Dragon Tail","Solar Beam","14.782","369.7","1193.9","2799"
